gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_atac_up	n_atac_down	net_atac
Wapl	chr14	34673927	34747982	0.0346263967838072	0.0020000916225719	Hypermethylated	0	0	0
Nbea	chr3	55625194	56183700	0.0124956319523858	0.00201433508307985	Hypermethylated	1	0	1
Nrros	chr16	32142784	32165593	0.0751963944764853	0.00201654064078206	Hypermethylated	0	2	-2
Arl13b	chr16	62793684	62847039	0.0272971354819704	0.00201654064078206	Hypermethylated	0	0	0
Msl2	chr9	101074100	101104799	0.0532304380191477	0.00202275304015078	Hypermethylated	0	0	0
Bsn	chr9	108096021	108190383	0.0372550426685784	0.00202991018416176	Hypermethylated	0	0	0
Setd5	chr6	113077364	113153434	0.0306051142283261	0.00203958112152465	Hypermethylated	0	1	-1
Zfp330	chr8	82763606	82774159	0.0648047803728433	0.00203958112152465	Hypermethylated	0	0	0
Gm973	chr1	59516263	59636416	0.0273791080897016	0.00204409457411304	Hypermethylated	0	1	-1
Mesd	chr7	83884465	83901531	0.0750692869427216	0.0020534312845716	Hypermethylated	1	1	0
Gabra1	chr11	42130938	42182929	0.0394896533803843	0.0020534312845716	Hypermethylated	0	0	0
Pign	chr1	105518421	105663676	0.019894044083288	0.00206463244089444	Hypermethylated	0	0	0
Vps29	chr5	122354368	122364983	0.0732807844983208	0.00207163153490861	Hypermethylated	0	0	0
Zfhx2	chr14	55060261	55092323	0.0601636325586809	0.00207163153490861	Hypermethylated	1	0	1
Pdk2	chr11	95026257	95041353	0.112014647819438	0.00207590955623659	Hypermethylated	0	0	0
Scel	chr14	103513341	103612796	-0.0184499009138677	0.00207590955623659	Hypomethylated	2	0	2
Ogdh	chr11	6291632	6356641	0.0338974160949671	0.00208234047034908	Hypermethylated	0	0	0
Vps26b	chr9	27007770	27030064	0.0669909798366046	0.00208682586373894	Hypermethylated	0	0	0
Dnajc25	chr4	58995061	59025572	0.0490534611932918	0.00209932672985531	Hypermethylated	0	0	0
Cfap47	chrX	79266558	79517284	-0.0224197563277848	0.00209985626711012	Hypomethylated	0	0	0
C9orf72	chr4	35191284	35226174	0.0339648086215188	0.00209987542448324	Hypermethylated	0	0	0
Ipo5	chr14	120911223	120947998	0.030850760522048	0.00210373544784373	Hypermethylated	0	0	0
Rsrc2	chr5	123728425	123749413	0.0545443295634326	0.00210585577913868	Hypermethylated	0	0	0
Tbk1	chr10	121546454	121586786	0.0276377446434214	0.00211093851882293	Hypermethylated	0	0	0
Arid4b	chr13	14063231	14199602	0.0263835989032889	0.00211396896918856	Hypermethylated	0	0	0
Gm28308	chr6	52163358	52213338	-0.0273601954024201	0.00213297849730551	Hypomethylated	0	0	0
Rab8b	chr9	66843663	66919686	0.025367790622043	0.00215208209475255	Hypermethylated	0	0	0
Mysm1	chr4	94942039	94979099	0.0305605913394508	0.00215796159788226	Hypermethylated	0	0	0
Prcc	chr3	87858902	87885607	0.0913122441457279	0.00216047144017023	Hypermethylated	0	0	0
Prkag1	chr15	98812796	98831520	0.0572017738883488	0.00216355204060876	Hypermethylated	0	0	0
Pou2f1	chr1	165865153	166002677	0.0239938855525668	0.00216453271303145	Hypermethylated	0	0	0
Bag2	chr1	33745483	33757794	0.0656503524619546	0.00216501409694728	Hypermethylated	0	0	0
Bet1	chr6	4076898	4086971	0.0631159243703985	0.00216706726574125	Hypermethylated	1	0	1
Cdca7	chr2	72476158	72486892	-0.0564630474418333	0.00216869938903538	Hypomethylated	1	1	0
Glce	chr9	62057247	62122654	0.0394282562580494	0.00218182912877491	Hypermethylated	0	0	0
Pisd	chr5	32736300	32785645	0.0397527017418328	0.00218500420944781	Hypermethylated	0	0	0
Sirt7	chr11	120618371	120625239	0.0633474703628284	0.00218724349353829	Hypermethylated	0	0	0
Cbx1	chr11	96789126	96808639	0.0534803166443704	0.002224816201557	Hypermethylated	0	0	0
Fkbp4	chr6	128429734	128438676	0.10478059780104	0.00223683863594855	Hypermethylated	0	2	-2
Pde8b	chr13	95024453	95250335	-0.0140269534555926	0.0022426674215061	Hypomethylated	1	0	1
Tmem86b	chr7	4628039	4631421	0.400704745666382	0.00224539401690625	Hypermethylated	0	0	0
Rabgef1	chr5	130171797	130214341	0.0339044244187101	0.002247151899028	Hypermethylated	0	0	0
Edrf1	chr7	133637542	133672970	0.0343627408375031	0.00224718508580922	Hypermethylated	0	0	0
AC166256.1	chr10	22712084	22731236	0.0599212893216561	0.00224718508580922	Hypermethylated	0	0	0
Chaf1a	chr17	56040438	56072288	0.0361885871399055	0.00224718508580922	Hypermethylated	0	0	0
Dnajc19	chr3	34056019	34081320	0.0402107946230119	0.00226336762202414	Hypermethylated	0	0	0
Dgkh	chr14	78558749	78732775	0.0155016871510822	0.00226336762202414	Hypermethylated	0	0	0
Inpp4b	chr8	81342555	82127913	-0.0106816832387675	0.0022661401577355	Hypomethylated	2	1	1
Ddx6	chr9	44604891	44640730	0.0471517281674867	0.00226627169273453	Hypermethylated	0	0	0
Tnpo2	chr8	85036914	85057582	0.0652302128970609	0.00226639236713362	Hypermethylated	0	0	0
Bard1	chr1	71027497	71103145	-0.0191103080791283	0.00227431523437081	Hypomethylated	1	0	1
Ubac1	chr2	25998542	26021746	0.076020444013964	0.00227431523437081	Hypermethylated	0	0	0
Enkd1	chr8	105703650	105708209	0.231204148747786	0.00228590282849753	Hypermethylated	0	0	0
Capzb	chr4	139192898	139291817	0.0434253135199154	0.00228810516313928	Hypermethylated	0	0	0
Ktn1	chr14	47648447	47739893	0.0220930274955811	0.00228810516313928	Hypermethylated	0	0	0
Ndufaf6	chr4	11051044	11076204	0.0545778763810052	0.0022925778411127	Hypermethylated	0	0	0
Gxylt1	chr15	93239741	93275178	0.0329357632351286	0.0022925778411127	Hypermethylated	0	0	0
Itsn1	chr16	91729280	91920596	0.0210366716232261	0.00229662467886287	Hypermethylated	0	0	0
Gm50478	chr1	53348478	53352618	0.0968785312896858	0.00231268431811056	Hypermethylated	0	0	0
Zfp638	chr6	83867108	83989549	0.0278353642046522	0.00232253573738519	Hypermethylated	0	0	0
Adipor1	chr1	134415377	134433350	0.0468120127202454	0.00232254366652366	Hypermethylated	0	0	0
Tulp3	chr6	128321160	128355850	0.0392565959960061	0.00232313149809283	Hypermethylated	0	0	0
Triml2	chr8	43180540	43193880	-0.0592417378762633	0.00232335567371545	Hypomethylated	0	0	0
Cxxc4	chr3	134236483	134262160	0.0446513417719333	0.00232526593701867	Hypermethylated	1	0	1
Il11ra1	chr4	41699988	41769473	0.0355354070786787	0.00233203589265594	Hypermethylated	0	0	0
Ubox5	chr2	130590001	130630037	0.0361132045066865	0.00234257377248979	Hypermethylated	1	0	1
Efcab6	chr15	83866711	84065378	-0.0196732729651304	0.00234957030541999	Hypomethylated	5	0	5
1600012H06Rik	chr17	14943183	14959569	0.0448207236713933	0.00235889217795532	Hypermethylated	0	0	0
Galnt18	chr7	111471660	111779976	0.0167142184648643	0.00236290543913578	Hypermethylated	0	4	-4
Adam10	chr9	70678996	70780228	0.036072157823575	0.00236455706543391	Hypermethylated	0	0	0
Gfod2	chr8	105713853	105758663	0.0435970859330814	0.00236464911876664	Hypermethylated	0	0	0
Nfat5	chr8	107293469	107379516	0.0322590933965302	0.00236707873993707	Hypermethylated	0	0	0
Prr11	chr11	87089152	87108707	-0.0462630892293797	0.00237571719637465	Hypomethylated	0	0	0
Ramp1	chr1	91179821	91225195	-0.0504091887224631	0.00238163213555987	Hypomethylated	0	0	0
Ndufa5	chr6	24518665	24528012	0.0761597515719276	0.00238163213555987	Hypermethylated	0	0	0
Dip2c	chr13	9276527	9668927	-0.0154777863768802	0.00238724958612564	Hypomethylated	3	0	3
Ptpn11	chr5	121130532	121191396	0.0569477446446317	0.00239348930283706	Hypermethylated	0	2	-2
Stimate	chr14	30825589	30877209	0.0385584103655627	0.00240532638287218	Hypermethylated	0	0	0
Vapa	chr17	65578326	65613554	0.0465360151245133	0.00242437315416575	Hypermethylated	0	0	0
Phax	chr18	56562442	56587711	0.0608015799485273	0.00244830653122477	Hypermethylated	0	1	-1
Adar	chr3	89715021	89753445	0.0597743593385388	0.00245326137381683	Hypermethylated	0	0	0
Asxl1	chr2	153345828	153404006	0.0377240088077491	0.00245881091943186	Hypermethylated	0	1	-1
Ubtf	chr11	102304559	102319741	0.0911497673865056	0.00246177799559684	Hypermethylated	0	0	0
Tdp2	chr13	24831678	24842152	0.0698940493127582	0.00246363652038818	Hypermethylated	0	0	0
Hs2st1	chr3	144429705	144570180	0.0170945014667363	0.00246821993836639	Hypermethylated	1	0	1
Pcgf6	chr19	47033616	47050905	0.0500948650270738	0.00247154393526344	Hypermethylated	0	0	0
Fam72a	chr1	131527902	131539871	0.0669617027145069	0.00247757842525467	Hypermethylated	0	1	-1
Rgs8	chr1	153653024	153700322	0.0532657596469423	0.00248338177600033	Hypermethylated	0	1	-1
Stx3	chr19	11775117	11819402	0.0395776290762999	0.00249119964672405	Hypermethylated	0	0	0
Zbtb46	chr2	181387761	181459425	0.0383401686945664	0.00249331435987294	Hypermethylated	0	0	0
Rgs7	chr1	175059086	175492499	0.014700482086539	0.00250321747712163	Hypermethylated	2	0	2
Lrrfip1	chr1	90998736	91128943	-0.022027021047615	0.00251536267474943	Hypomethylated	1	0	1
Tnpo3	chr6	29540826	29609886	0.0302082468351074	0.00251536267474943	Hypermethylated	0	0	0
Lsm12	chr11	102162496	102185295	0.0590978982970092	0.00251674417281457	Hypermethylated	0	0	0
Mdc1	chr17	35841514	35859669	0.0501196676626356	0.00254064579015077	Hypermethylated	0	0	0
Galnt2	chr8	124231390	124345723	0.0359719642175116	0.00254276604165975	Hypermethylated	0	0	0
1700066M21Rik	chr1	57377619	57385422	0.0802078552188412	0.00255072099434397	Hypermethylated	0	0	0
Myo16	chr8	10153910	10634741	-0.0103643460716513	0.00255516247252718	Hypomethylated	5	0	5
Poldip3	chr15	83125975	83149383	0.0733507885663911	0.00256512427717883	Hypermethylated	0	0	0
Tada1	chr1	166379096	166393620	0.0603337838332408	0.00258937080609889	Hypermethylated	1	0	1
Zfp324	chr7	12965837	12974235	0.0512786535637154	0.00259654720869841	Hypermethylated	0	0	0
Psmg1	chr16	95979932	95990959	0.0570378849229494	0.0025997136089824	Hypermethylated	0	0	0
Grm7	chr6	110645580	111567229	-0.00784166422277477	0.00260741736705193	Hypomethylated	2	0	2
Tdrd7	chr4	45965333	46034760	0.0293429908391856	0.00262754042536661	Hypermethylated	0	0	0
Kat6b	chr14	21481433	21672477	0.019146476201087	0.00262851689310553	Hypermethylated	1	0	1
Ilrun	chr17	27751234	27820647	0.0480129555491533	0.00263562576010223	Hypermethylated	0	0	0
Fam216a	chr5	122364579	122372363	0.089135068730672	0.00264653299659828	Hypermethylated	0	0	0
Smim15	chr13	108044445	108049171	0.0932100092593633	0.00264926507783555	Hypermethylated	0	0	0
Gbf1	chr19	46152508	46286509	0.0245496666400495	0.00265157283245095	Hypermethylated	1	0	1
Dennd5a	chr7	109893779	109960469	0.0428622211710045	0.00265221168019899	Hypermethylated	0	1	-1
Usp54	chr14	20548911	20641062	0.0278735289639693	0.00266908232036754	Hypermethylated	0	0	0
Tmem126a	chr7	90450699	90457228	0.0901408079046259	0.00266976424680403	Hypermethylated	0	0	0
Tmem108	chr9	103482946	103761836	0.0173328927742158	0.00267754305123859	Hypermethylated	0	1	-1
Tpp2	chr1	43933646	44002999	0.0288702173603033	0.00269445526657162	Hypermethylated	0	0	0
Fam83d	chr2	158768092	158786636	-0.0521278025569486	0.00269710001847985	Hypomethylated	1	0	1
Gm45140	chr6	87788860	87835794	0.045734662903464	0.00269710001847985	Hypermethylated	0	0	0
Cnksr2	chrX	157821435	158043293	0.0390229909175582	0.00269710001847985	Hypermethylated	0	1	-1
Hdac4	chr1	91928778	92195698	0.0230513881046135	0.00270544501478106	Hypermethylated	2	0	2
Map4k4	chr1	39900912	40026309	0.028284464919758	0.00271331115832859	Hypermethylated	1	0	1
3110082I17Rik	chr5	139359738	139460526	0.0443659583427238	0.00271331115832859	Hypermethylated	0	0	0
Kxd1	chr8	70508271	70527955	0.057634955267467	0.00271757240570728	Hypermethylated	0	0	0
Hif3a	chr7	17031506	17062426	0.0878391963979341	0.00272432388245635	Hypermethylated	0	0	0
Rragd	chr4	32983036	33022179	0.0406237592196419	0.00272866225996992	Hypermethylated	0	0	0
1600014C10Rik	chr7	38183216	38197567	0.105138395782224	0.00273314318907123	Hypermethylated	0	0	0
Raf1	chr6	115618066	115676634	0.043540029399138	0.00275069408292014	Hypermethylated	0	1	-1
Inpp1	chr1	52785426	52817687	0.0517808400983315	0.00275950308581745	Hypermethylated	0	0	0
Washc4	chr10	83543751	83596472	0.0269651121166874	0.00276475711931001	Hypermethylated	0	0	0
Apopt1	chr12	111713260	111755052	0.0444519314596238	0.00276659729670881	Hypermethylated	0	0	0
Casc1	chr6	145174833	145211004	-0.0350386569538036	0.00278583795357354	Hypomethylated	0	0	0
Scaf11	chr15	96411698	96460842	0.0274913433008425	0.00280128226172585	Hypermethylated	0	0	0
Cep350	chr1	155844963	155973254	0.0186014902014839	0.00280291052660503	Hypermethylated	0	0	0
Snrpf	chr10	93583028	93589705	0.0909524405405097	0.00281296106934904	Hypermethylated	0	0	0
Tomm34	chr2	164053539	164071168	0.0594190024150204	0.00281610067596876	Hypermethylated	0	0	0
Rpl31	chr1	39367841	39371910	0.104912905483343	0.00281954738504653	Hypermethylated	0	1	-1
Polr1a	chr6	71909052	71984934	0.0235873056689533	0.00281954738504653	Hypermethylated	0	1	-1
Atp1b1	chr1	164437108	164458354	0.0504209541978871	0.00283175291395148	Hypermethylated	2	1	1
Fbxo22	chr9	55208924	55224432	0.0612534500304913	0.00283175291395148	Hypermethylated	0	0	0
Pnpla8	chr12	44221369	44322531	0.0243368092430007	0.00285249347883935	Hypermethylated	0	0	0
Als2	chr1	59162925	59237230	0.037743573745725	0.00286752830884696	Hypermethylated	0	0	0
Trmt11	chr10	30534224	30600748	0.0271779287204927	0.0028800591370926	Hypermethylated	0	0	0
Mb21d2	chr16	28826175	28929672	0.0277181605563677	0.00289248863180779	Hypermethylated	1	1	0
Map3k4	chr17	12227620	12318795	0.0260365328696662	0.00289248863180779	Hypermethylated	0	0	0
Il1rl1	chr1	40429569	40465414	-0.0261734425928069	0.00289819841434659	Hypomethylated	0	0	0
Ppp6c	chr2	39194353	39226450	0.0497310152687812	0.00290376020595042	Hypermethylated	0	0	0
Mat2b	chr11	40679313	40695202	0.0520943071519883	0.00290776804647597	Hypermethylated	1	0	1
Pgbd5	chr8	124369048	124439657	0.0565038756662966	0.00292947534052253	Hypermethylated	0	4	-4
Phactr2	chr10	13207716	13474411	-0.0115691808822855	0.00294083749779583	Hypomethylated	0	1	-1
4930590J08Rik	chr6	91902808	91950724	-0.0401313868685036	0.00294987554605149	Hypomethylated	0	0	0
Adcy3	chr12	4133102	4213524	0.0442520694426081	0.00295410546690626	Hypermethylated	0	2	-2
Asnsd1	chr1	53344616	53352751	0.0571254086343908	0.00295497523468681	Hypermethylated	0	0	0
Atoh1	chr6	64729124	64731244	-0.0827497084872737	0.00295703444254713	Hypomethylated	1	0	1
Tnip1	chr11	54910784	54962916	0.0527708800353592	0.00301489675903231	Hypermethylated	0	0	0
Ezh1	chr11	101191114	101226462	0.0323144651146259	0.00301971014000946	Hypermethylated	0	0	0
Hdac11	chr6	91156664	91174691	0.0882996479419925	0.00302919515175435	Hypermethylated	2	2	0
Edar	chr10	58600788	58675653	-0.0281986223796391	0.00303276172616093	Hypomethylated	0	1	-1
Stk40	chr4	126103956	126141028	0.0660825001352498	0.00303341315880786	Hypermethylated	0	0	0
Defb2	chr8	21839925	21843481	-0.119443893024538	0.00303341315880786	Hypomethylated	0	0	0
Aasdhppt	chr9	4294792	4309470	0.0758081682312901	0.00303341315880786	Hypermethylated	0	0	0
Ercc3	chr18	32240299	32270150	0.0498705824778358	0.00303341315880786	Hypermethylated	0	0	0
Rps6kb1	chr11	86498870	86544804	0.0387038905772533	0.0030344137990936	Hypermethylated	0	0	0
Sirt2	chr7	28766734	28788660	0.0561574976352182	0.00303624458931748	Hypermethylated	0	0	0
Hs3st1	chr5	39613934	39755474	0.0242866511017839	0.00304211125071304	Hypermethylated	0	1	-1
Hipk2	chr6	38694389	38876164	0.0233393330556548	0.00305438598956507	Hypermethylated	1	0	1
Dop1b	chr16	93711903	93810589	0.0395583311906588	0.00305629295817315	Hypermethylated	0	0	0
Rnf34	chr5	122850047	122871290	0.0547193993361227	0.00305975756291038	Hypermethylated	0	1	-1
Slc39a10	chr1	46807543	46892851	0.0223135674017336	0.0030680345616939	Hypermethylated	0	0	0
Tmx3	chr18	90510153	90543266	0.04559562605504	0.00308362115144736	Hypermethylated	0	0	0
Chpt1	chr10	88452744	88504072	0.0342338851082652	0.00309449397731742	Hypermethylated	0	0	0
Mppe1	chr18	67225042	67245829	0.0593905200847447	0.00309449397731742	Hypermethylated	0	0	0
Pcnp	chr16	56007244	56029738	0.0498402535376288	0.00310970646423528	Hypermethylated	0	0	0
Gm128	chr3	95236919	95241597	0.114530821308373	0.00311344777484125	Hypermethylated	0	0	0
Elk3	chr10	93247413	93311134	0.0373509013091835	0.00313237994099458	Hypermethylated	0	0	0
Nbn	chr4	15957924	15992588	0.0291645521490135	0.00314480791760528	Hypermethylated	0	0	0
Mcph1	chr8	18595130	18803188	-0.0143055385773152	0.00314546146311894	Hypomethylated	1	0	1
Dock2	chr11	34226814	34783891	-0.0101866369594655	0.00314565437855483	Hypomethylated	0	0	0
Ppp1r7	chr1	93342853	93373488	0.0446701484475752	0.00314636530893998	Hypermethylated	0	0	0
Riok1	chr13	38036994	38061432	0.0358643696527148	0.00314636530893998	Hypermethylated	0	0	0
Mier3	chr13	111680978	111718595	0.0278670485194468	0.00315609033605978	Hypermethylated	0	0	0
Prpf4	chr4	62408796	62426989	0.0524539909768222	0.00315760451002317	Hypermethylated	0	1	-1
Gm20503	chr4	59003209	59041887	0.0420925074074232	0.00316045419430567	Hypermethylated	0	0	0
Iqcb1	chr16	36828384	36872720	0.0414687533491969	0.00316242285941259	Hypermethylated	0	0	0
Tm2d2	chr8	25017210	25023259	0.100518593677353	0.00317228978966628	Hypermethylated	0	0	0
Luc7l2	chr6	38551333	38609469	0.0348606663837299	0.00319899422867252	Hypermethylated	0	0	0
Coro2a	chr4	46536936	46602201	0.029703437331238	0.00320204122058821	Hypermethylated	0	1	-1
Arpc1a	chr5	145083829	145108760	0.0607675017841542	0.00320339097278347	Hypermethylated	0	0	0
Klf3	chr5	64803387	64832900	-0.0396588147004209	0.00323271616025367	Hypomethylated	1	0	1
Nyap2	chr1	81076949	81341763	0.0177058121615572	0.00323380069679422	Hypermethylated	1	2	-1
Vcpip1	chr1	9718621	9748381	0.0535562684183749	0.0032429975392885	Hypermethylated	1	0	1
Tm2d1	chr4	98355369	98383305	0.0460802352133514	0.0032429975392885	Hypermethylated	0	0	0
B2m	chr2	122147685	122153082	-0.120732501966071	0.00324310109892846	Hypomethylated	0	0	0
Rnf170	chr8	26119367	26151789	0.0327646967305999	0.0032599837443149	Hypermethylated	0	0	0
Usp20	chr2	30982278	31023585	0.0561029645135223	0.00327067983776456	Hypermethylated	0	0	0
Rpgrip1l	chr8	91217029	91313261	0.0166314281709949	0.00328979252993495	Hypermethylated	0	0	0
Medag	chr5	149411748	149431722	0.0511255764001192	0.00330092692581979	Hypermethylated	0	1	-1
Reep5	chr18	34344884	34374069	0.0642713935755421	0.00331469776387511	Hypermethylated	0	0	0
Pwwp2a	chr11	43681997	43721490	0.0423775886957971	0.00333245228817927	Hypermethylated	1	0	1
Top2b	chr14	16365178	16435461	0.0343634803732136	0.00333245228817927	Hypermethylated	0	0	0
Scn8a	chr15	100869857	101045937	-0.0230106407610183	0.00333245228817927	Hypomethylated	0	0	0
Pkn1	chr8	83666535	83699178	0.037626510830126	0.00334853645622667	Hypermethylated	0	0	0
Zbtb24	chr10	41450382	41465573	0.0578545224707661	0.00335422294932489	Hypermethylated	0	0	0
Gm12258	chr11	58847157	58861955	0.0299117135359818	0.00335712501303128	Hypermethylated	0	0	0
Mgat5b	chr11	116918862	116986947	-0.0689811157612789	0.00336353224700861	Hypomethylated	1	0	1
Zfp36l2	chr17	84183930	84187946	-0.151284551924528	0.00336726665373366	Hypomethylated	0	0	0
Aff1	chr5	103692373	103855321	0.0223754114943059	0.00337265551806856	Hypermethylated	0	0	0
Ttc6	chr12	57564112	57737927	-0.0145411680640763	0.00337745970815606	Hypomethylated	0	0	0
Plekhf2	chr4	10988661	11007926	0.0483656610835506	0.00337934376718713	Hypermethylated	0	0	0
Plcb1	chr2	134786066	135475257	-0.00932080426817317	0.00341794167364591	Hypomethylated	2	0	2
Rnf145	chr11	44518963	44565519	0.0395226061714899	0.00343570255374294	Hypermethylated	0	0	0
Zcchc3	chr2	152411954	152415026	0.18825858526403	0.00344493543530207	Hypermethylated	0	0	0
Wac	chr18	7868831	7929027	0.0376171780879115	0.00344822951621567	Hypermethylated	0	1	-1
Adam1a	chr5	121518575	121545481	0.0512228287398924	0.00346646394035716	Hypermethylated	0	0	0
Gm42878	chr5	121518612	121545481	0.0512228287398924	0.00346646394035716	Hypermethylated	0	0	0
Gmcl1	chr6	86691767	86733382	0.0342233408879037	0.00346646394035716	Hypermethylated	0	0	0
Abhd14a	chr9	106440050	106447677	0.0746440213920972	0.00348576304932207	Hypermethylated	0	0	0
Fgf18	chr11	33117429	33147399	-0.108413149278611	0.00349332855092271	Hypomethylated	4	0	4
