gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Zfp160	chr17	21008902	21043069	0.0159425078029866	6.13692446916272e-05	Hypermethylated	0	0	0
Zfp62	chr11	49203291	49218815	0.0372235973614445	6.1374238847454e-05	Hypermethylated	0	0	0
Ttc9	chr12	81631248	81667556	0.017674063668543	6.14723509797938e-05	Hypermethylated	1	1	0
C3ar1	chr6	122847137	122856160	0.0238793567516025	6.16575654784983e-05	Hypermethylated	0	0	0
Prl	chr13	27057569	27065204	-0.0380449892735135	6.18084930131273e-05	Hypomethylated	0	0	0
Ap4b1	chr3	103809519	103822024	0.0270816412199578	6.18549874552869e-05	Hypermethylated	0	0	0
Ascc3	chr10	50592668	50851484	0.00670597585923871	6.19729385844181e-05	Hypermethylated	1	3	2
Utp3	chr5	88554461	88556089	0.0703599139712926	6.20041881102511e-05	Hypermethylated	0	0	0
Fam72a	chr1	131527902	131539871	0.0339497017375572	6.20170425300428e-05	Hypermethylated	0	1	1
Zfp786	chr6	47819265	47830866	0.0284005922362671	6.21017741466369e-05	Hypermethylated	0	0	0
Rtf2	chr2	172440555	172469907	0.0162505742521951	6.21457982095875e-05	Hypermethylated	0	0	0
Sh2b1	chr7	126466993	126475423	0.0385156055228049	6.21805589165992e-05	Hypermethylated	0	0	0
Ndufs8	chr19	3908862	3912773	0.0429208461809656	6.27122345661386e-05	Hypermethylated	0	0	0
Irf3	chr7	44997647	45002847	0.0355000113917158	6.2890115792304e-05	Hypermethylated	0	0	0
Ccnd2	chr6	127125161	127152192	-0.0213954850497642	6.29665757838589e-05	Hypomethylated	0	1	1
Gpr20	chr15	73694603	73707504	-0.0263392986337967	6.29930613784782e-05	Hypomethylated	2	0	-2
Clic3	chr2	25456837	25458775	0.0787685582907628	6.30224803222665e-05	Hypermethylated	0	0	0
Tnfsf10	chr3	27317027	27342426	-0.0184739750792721	6.30891181826751e-05	Hypomethylated	0	0	0
Ndufaf6	chr4	11051044	11076204	0.0183322953140043	6.3445045481436e-05	Hypermethylated	0	0	0
Irak1bp1	chr9	82829539	82847686	0.0242152939541826	6.35971027295239e-05	Hypermethylated	0	0	0
Pds5b	chr5	150673738	150810689	0.00939459441499779	6.38869795724267e-05	Hypermethylated	0	0	0
Rfxap	chr3	54803114	54807790	0.0455734094688762	6.39124895086559e-05	Hypermethylated	0	0	0
Mrpl49	chr19	6053621	6057784	0.0457171226602388	6.39398244962525e-05	Hypermethylated	0	0	0
Grik2	chr10	49094832	49788765	-0.0063239588111369	6.39875122080933e-05	Hypomethylated	3	3	0
Acan	chr7	79053482	79115098	-0.0131175172919173	6.40348892581511e-05	Hypomethylated	0	0	0
Rfc2	chr5	134581365	134601804	-0.0241936770254682	6.4403422650269e-05	Hypomethylated	0	0	0
Nop2	chr6	125131908	125144752	0.0212334374606169	6.4449417703172e-05	Hypermethylated	0	0	0
Psmc3ip	chr11	101091822	101095435	0.0464881324609501	6.44602197489978e-05	Hypermethylated	0	0	0
Dhps	chr8	85071756	85075161	0.0511437021095567	6.46010007822811e-05	Hypermethylated	0	0	0
Nek3	chr8	22128282	22166434	0.0128770718475758	6.46075116329798e-05	Hypermethylated	0	0	0
Kdm6b	chr11	69398507	69413674	0.0221549830713566	6.47481203487213e-05	Hypermethylated	2	1	-1
Tbc1d9b	chr11	50131395	50172784	0.0163525088625397	6.51595462482326e-05	Hypermethylated	1	0	-1
D1Ertd622e	chr1	97606317	97662073	0.0147155975525802	6.52980991449498e-05	Hypermethylated	0	0	0
Ttll5	chr12	85824658	86061892	0.006297512980183	6.54598285688362e-05	Hypermethylated	1	1	0
Sstr2	chr11	113619341	113626027	0.0309409629820893	6.55190325314967e-05	Hypermethylated	5	3	-2
Mmadhc	chr2	50279880	50296800	0.0310657721820503	6.57426107871787e-05	Hypermethylated	1	1	0
Cnot10	chr9	114585877	114640183	0.0121998965972168	6.57780864552208e-05	Hypermethylated	0	0	0
Gm27029	chr11	101406663	101424795	0.0247282698800823	6.58102871137899e-05	Hypermethylated	0	0	0
Cd101	chr3	100993528	101029555	-0.014926174730835	6.59582088113288e-05	Hypomethylated	0	0	0
Dynlt1b	chr17	6430111	6436295	0.0392775046894228	6.59965517762324e-05	Hypermethylated	0	0	0
Dhx30	chr9	110084319	110117829	0.0172746811688974	6.60219498870596e-05	Hypermethylated	0	0	0
Pdcd7	chr9	65346103	65359642	0.0352831490979746	6.67096000726319e-05	Hypermethylated	0	0	0
Igip	chr18	36298678	36301516	0.0671846111598118	6.67364945142178e-05	Hypermethylated	1	1	0
Bbs9	chr9	22475714	22888279	0.00463652638594325	6.67458754285584e-05	Hypermethylated	3	3	0
Prdm11	chr2	92972017	93046166	0.0127984386583406	6.67501986875742e-05	Hypermethylated	2	1	-1
Alox5ap	chr5	149264766	149288152	-0.0204181899126178	6.69739679136054e-05	Hypomethylated	0	0	0
Tnk2	chr16	32643873	32683492	0.0204714707050373	6.70257742781867e-05	Hypermethylated	1	1	0
Plekhg1	chr10	3740363	3967302	-0.00626261660904837	6.74193489967013e-05	Hypomethylated	1	1	0
Usp35	chr7	97309379	97332019	0.0245134822697962	6.75240067013813e-05	Hypermethylated	0	1	1
Ppp1r1c	chr2	79707779	79818495	-0.00975828129239531	6.75820339465722e-05	Hypomethylated	0	0	0
Ehbp1l1	chr19	5707375	5726316	-0.0250870173583384	6.86056502234617e-05	Hypomethylated	0	0	0
Dis3l2	chr1	86703807	87050094	0.00735269735441924	6.87331251546826e-05	Hypermethylated	0	0	0
Rbm34	chr8	126947171	126971070	0.0184229075666068	6.88070395819837e-05	Hypermethylated	0	0	0
Fank1	chr7	133776860	133881531	-0.00893121056874591	6.88655749257159e-05	Hypomethylated	1	0	-1
Ergic3	chr2	156008044	156018278	0.0288889391048857	6.98571544491013e-05	Hypermethylated	0	0	0
Nkiras1	chr14	18271135	18284002	0.0324225223465413	6.98842767623497e-05	Hypermethylated	0	1	1
Cst3	chr2	148871721	148875691	0.0599969217847677	6.99192469458551e-05	Hypermethylated	1	2	1
Cgnl1	chr9	71626508	71771601	0.00853879090737808	7.00127509450881e-05	Hypermethylated	0	0	0
Fam168b	chr1	34813218	34843064	0.0209065540026569	7.01521789779692e-05	Hypermethylated	2	2	0
Snrpd1	chr18	10617774	10642078	0.0264151468181397	7.03442012694991e-05	Hypermethylated	0	0	0
Pigp	chr16	94358762	94371841	0.0283168872458133	7.04035421666811e-05	Hypermethylated	0	0	0
Ccdc159	chr9	21927470	21935871	0.0363068342164954	7.05088725158182e-05	Hypermethylated	0	0	0
Lzts2	chr19	45014413	45027110	0.0385588873544097	7.06077965815114e-05	Hypermethylated	0	1	1
Adgrd1	chr5	129096749	129204598	-0.00945234582769583	7.06264007491596e-05	Hypomethylated	9	5	-4
Mdga1	chr17	29827948	29970086	-0.00921951697846646	7.06264007491596e-05	Hypomethylated	5	3	-2
Cul3	chr1	80264922	80340479	0.014982850680912	7.06266249001344e-05	Hypermethylated	0	0	0
Abca6	chr11	110176819	110251775	-0.00823862561485433	7.06346833412047e-05	Hypomethylated	0	0	0
Naxe	chr3	88056519	88058494	0.0804059457376255	7.08889442781847e-05	Hypermethylated	0	0	0
Slc1a7	chr4	107968331	108013531	-0.016053638491926	7.11397603599179e-05	Hypomethylated	10	7	-3
Tspear	chr10	77686568	77887020	-0.00760316407058925	7.13430517526025e-05	Hypomethylated	1	0	-1
Reck	chr4	43875529	43944805	-0.00980039772567065	7.17438106632662e-05	Hypomethylated	1	1	0
Abcb10	chr8	123952458	123983121	0.01697619989705	7.19743273351459e-05	Hypermethylated	0	0	0
Ndufb9	chr15	58933755	58939487	0.0416717964576124	7.21485538114759e-05	Hypermethylated	0	0	0
Pth1r	chr9	110722084	110747144	-0.0210416832926595	7.22105607268707e-05	Hypomethylated	1	0	-1
Chst8	chr7	34674467	34812710	-0.00882568316986299	7.22193027997996e-05	Hypomethylated	1	2	1
Zfp128	chr7	12881176	12893421	0.0263997606640735	7.2295925755703e-05	Hypermethylated	0	0	0
Fam166b	chr4	43427018	43429133	-0.0699775641927448	7.24876019017732e-05	Hypomethylated	0	0	0
Tnfrsf22	chr7	143634805	143649660	-0.0295880764651389	7.25711748044143e-05	Hypomethylated	0	0	0
Aprt	chr8	122574634	122576908	0.0815326943870643	7.265921499678e-05	Hypermethylated	0	1	1
Top3a	chr11	60740057	60777364	0.0134452858706293	7.28834006208089e-05	Hypermethylated	0	0	0
Eif3m	chr2	104999655	105017079	0.024108674307555	7.29233332038196e-05	Hypermethylated	0	0	0
Aldoa	chr7	126800789	126809107	0.0363930670835201	7.29233332038196e-05	Hypermethylated	0	0	0
Prdx2	chr8	84969586	84974833	0.0449241405283013	7.29233332038196e-05	Hypermethylated	0	0	0
Chmp1a	chr8	123204263	123212762	0.0265313652643302	7.29233332038196e-05	Hypermethylated	0	0	0
Mrps24	chr11	5703982	5715679	0.0306333978542485	7.30579564276871e-05	Hypermethylated	0	0	0
Kin	chr2	10080592	10092805	0.0242817047101554	7.30600299941227e-05	Hypermethylated	0	0	0
Ints12	chr3	133091839	133110987	0.0234613781105297	7.32250516875157e-05	Hypermethylated	0	0	0
Arl10	chr13	54575014	54581127	0.0432362779052027	7.32357151805349e-05	Hypermethylated	0	0	0
Txlna	chr4	129626077	129641064	0.0246518833791838	7.37275139555062e-05	Hypermethylated	0	0	0
Hemk1	chr9	107327083	107338349	0.030357563680474	7.41604606581238e-05	Hypermethylated	0	0	0
Iffo2	chr4	139530547	139620381	-0.0109149073581778	7.43963693375764e-05	Hypomethylated	10	2	-8
Nxnl1	chr8	71560554	71566600	-0.0408522659962062	7.45287773402595e-05	Hypomethylated	0	0	0
Ndufa2	chr18	36742331	36744556	0.0737770452091765	7.45985742450026e-05	Hypermethylated	0	0	0
Mrpl50	chr4	49512595	49521092	0.0325391658416588	7.49338734280235e-05	Hypermethylated	0	0	0
Myh1	chr11	67200051	67224574	-0.0152506825880167	7.4950317613731e-05	Hypomethylated	0	0	0
Hagh	chr17	24840142	24864449	0.0217585015833734	7.5011142288959e-05	Hypermethylated	0	0	0
Smim12	chr4	127243783	127247808	0.0534435751279259	7.54727007563383e-05	Hypermethylated	1	1	0
Rassf1	chr9	107551554	107562266	0.0270209711558016	7.54727007563383e-05	Hypermethylated	1	1	0
Pyroxd1	chr6	142345653	142363256	0.0171278290312381	7.55019048435409e-05	Hypermethylated	0	0	0
Serpinb9f	chr13	33324076	33335369	0.0559742349428218	7.56135399411321e-05	Hypermethylated	0	0	0
Gm20458	chr2	164460966	164490759	0.0195409705900341	7.56384261673391e-05	Hypermethylated	0	0	0
Sf3b2	chr19	5273931	5295454	0.0198560519587739	7.57008627085731e-05	Hypermethylated	0	0	0
Gjb1	chrX	101376377	101385628	-0.044505386966554	7.57131284576867e-05	Hypomethylated	1	1	0
Ankrd23	chr1	36530187	36536882	0.0385356097710058	7.60880307098841e-05	Hypermethylated	1	0	-1
Dhtkd1	chr2	5896114	5942791	-0.0105479715478846	7.61415924520364e-05	Hypomethylated	0	0	0
Zfp330	chr8	82763606	82774159	0.0310702142335595	7.62664384127671e-05	Hypermethylated	0	0	0
Klhl18	chr9	110425925	110476693	0.0128870103904872	7.64317354732947e-05	Hypermethylated	0	0	0
Mrpl30	chr1	37890476	37898534	0.0364818149261446	7.6856448706114e-05	Hypermethylated	0	0	0
Inpp5k	chr11	75630987	75648870	0.0254677981828234	7.70512374376754e-05	Hypermethylated	0	0	0
Camta1	chr4	150917321	151861875	-0.00326400394819759	7.7163345208141e-05	Hypomethylated	10	7	-3
Pus3	chr9	35558594	35567400	0.0309178984572392	7.72548291009403e-05	Hypermethylated	0	0	0
Chpf2	chr5	24586740	24594555	-0.0422997554580307	7.76048863011006e-05	Hypomethylated	0	1	1
Nbr1	chr11	101552148	101581950	0.0179646361920472	7.76048863011006e-05	Hypermethylated	0	0	0
Igf2bp1	chr11	95957162	96005939	-0.0130275675724466	7.76048863011006e-05	Hypomethylated	3	1	-2
Olfr71	chr4	43704561	43710254	0.0459138859450602	7.76394384666574e-05	Hypermethylated	0	0	0
Atp5md	chr19	47083463	47090646	0.0423082124542876	7.77540668014053e-05	Hypermethylated	0	0	0
Ccar2	chr14	70138163	70153810	0.0307833872149393	7.78136305621917e-05	Hypermethylated	1	0	-1
Ctns	chr11	73183595	73199041	-0.0269047899114079	7.84583172115308e-05	Hypomethylated	0	0	0
Matn4	chr2	164389392	164405159	-0.0200173352675399	7.8518671815118e-05	Hypomethylated	1	1	0
Akr1a1	chr4	116636509	116651679	0.0295070808648454	7.86648501621567e-05	Hypermethylated	0	0	0
Vwa5b1	chr4	138565359	138635883	-0.0112346289845119	7.86662115725301e-05	Hypomethylated	1	0	-1
Il22	chr10	118204941	118210046	0.0360166501454835	7.87731347612243e-05	Hypermethylated	1	0	-1
Ints13	chr6	146549631	146577834	0.0201095665417145	7.90755304219576e-05	Hypermethylated	0	0	0
Stat4	chr1	51987147	52107188	-0.00865896435417912	7.90875908543388e-05	Hypomethylated	2	0	-2
Ube2ql1	chr13	69702831	69739888	-0.0191319412910707	7.94810884667798e-05	Hypomethylated	3	3	0
Swsap1	chr9	21955754	21958263	0.0527989281213305	7.95689020570365e-05	Hypermethylated	0	0	0
Bcat2	chr7	45570152	45589710	0.0204973746679893	7.95862282280447e-05	Hypermethylated	0	0	0
Cdc42ep4	chr11	113726849	113751880	-0.018703652470606	7.96315065561982e-05	Hypomethylated	10	6	-4
Fbrs	chr7	127479198	127491710	0.0376480433082759	7.97760257818553e-05	Hypermethylated	0	0	0
Lrch3	chr16	32914099	33015646	0.0105810546861012	8.03764781233109e-05	Hypermethylated	0	0	0
G6pc3	chr11	102189619	102194080	0.0513608371685976	8.03945561460741e-05	Hypermethylated	0	0	0
Sstr5	chr17	25489874	25497287	-0.0322249830907314	8.03985257414943e-05	Hypomethylated	0	0	0
Mex3b	chr7	82867332	82871514	-0.058648590493553	8.04784644229407e-05	Hypomethylated	0	0	0
Sumo2	chr11	115523101	115536275	0.0312069218641173	8.06295371795504e-05	Hypermethylated	0	0	0
Il23r	chr6	67422931	67491854	-0.0140467623038228	8.06302760048081e-05	Hypomethylated	0	0	0
Lrrc1	chr9	77430822	77544869	-0.00789527714600524	8.06557057907021e-05	Hypomethylated	3	3	0
Car4	chr11	84957785	84966043	0.0415136779327351	8.08935730869194e-05	Hypermethylated	1	0	-1
Heatr5a	chr12	51875870	51971320	-0.00851466725580519	8.10405728399904e-05	Hypomethylated	0	1	1
Rnf26	chr9	44095630	44113516	0.025258164981681	8.13544809591506e-05	Hypermethylated	0	0	0
Scn3a	chr2	65457117	65567626	-0.00761226097009515	8.1461886580862e-05	Hypomethylated	0	0	0
Ugt1a6b	chr1	88103251	88219002	0.00870267946483683	8.15002086779453e-05	Hypermethylated	0	0	0
Fam98b	chr2	117249738	117271539	0.0218002051609162	8.17475753391733e-05	Hypermethylated	1	1	0
Hoxa3	chr6	52169061	52213335	-0.00818172837906235	8.1809841480374e-05	Hypomethylated	0	0	0
Gm11444	chr11	85846789	85850332	-0.0539566800824028	8.19535240643523e-05	Hypomethylated	0	0	0
Zranb2	chr3	157534159	157548409	0.0292588233376085	8.23849563906353e-05	Hypermethylated	0	0	0
Tead3	chr17	28331670	28350816	-0.0282967742586517	8.23849563906353e-05	Hypomethylated	1	0	-1
Pex3	chr10	13523841	13553141	0.0155899869838811	8.24911356568662e-05	Hypermethylated	0	2	2
Eif4h	chr5	134619720	134639489	0.0256046971620651	8.25342990957986e-05	Hypermethylated	0	0	0
Flywch1	chr17	23752792	23771601	0.025620595862471	8.28483856912898e-05	Hypermethylated	0	0	0
Sez6l2	chr7	126950562	126970605	0.0254561849805034	8.30046920532624e-05	Hypermethylated	0	0	0
Loxl1	chr9	58287737	58313185	-0.0223968628962737	8.32596379071532e-05	Hypomethylated	3	1	-2
Clvs1	chr4	9269292	9451690	0.00897508364656563	8.36581349402727e-05	Hypermethylated	3	12	9
Gria2	chr3	80681449	80802834	-0.0117731643213592	8.37438857196166e-05	Hypomethylated	2	2	0
Zfp358	chr8	3493137	3497207	0.0446523009445124	8.3899373509924e-05	Hypermethylated	0	0	0
Epb41l4a	chr18	33796326	34006965	-0.00571850781459604	8.40038904807008e-05	Hypomethylated	3	4	1
Tgfbi	chr13	56609522	56639561	-0.0176505951694255	8.4105060495969e-05	Hypomethylated	5	4	-1
Gabpa	chr16	84834924	84863778	0.0144836517979424	8.42617157278937e-05	Hypermethylated	0	2	2
Oxsm	chr14	16238651	16249807	0.0361702404356201	8.47120138570661e-05	Hypermethylated	0	0	0
Zfp57	chr17	37001162	37010634	-0.0304261846674523	8.48848655605014e-05	Hypomethylated	0	0	0
Ikzf1	chr11	11685002	11772925	-0.0106660521355622	8.5200141887118e-05	Hypomethylated	0	0	0
Mfge8	chr7	79133767	79149059	-0.0236154124057253	8.52970481347867e-05	Hypomethylated	1	1	0
Ahdc1	chr4	133011259	133078109	0.0145255199933873	8.52983047774041e-05	Hypermethylated	3	1	-2
Bcar3	chr3	122294135	122530190	-0.00578462505611022	8.54148657342408e-05	Hypomethylated	1	2	1
Nsd2	chr5	33820724	33897974	0.0134379589949992	8.58545851321615e-05	Hypermethylated	0	1	1
Zfp90	chr8	106415326	106426597	0.020058160559607	8.59212940859889e-05	Hypermethylated	2	2	0
Bcl6b	chr11	70224127	70229797	-0.0365611917350574	8.62257537449191e-05	Hypomethylated	1	1	0
Ccdc9b	chr2	118754157	118762660	0.0439532539066972	8.67338877622067e-05	Hypermethylated	2	1	-1
Nipsnap3b	chr4	53011879	53022059	0.0282038473267497	8.6853380021695e-05	Hypermethylated	1	1	0
Aadat	chr8	60505931	60545676	-0.0176059441103718	8.71050865442753e-05	Hypomethylated	1	1	0
Spast	chr17	74338986	74391114	0.0144513065509564	8.7614713145055e-05	Hypermethylated	0	0	0
Ccs	chr19	4825365	4839331	0.0228113255521463	8.78341968560907e-05	Hypermethylated	0	1	1
Slc22a18	chr7	143473735	143499333	-0.0248435840659558	8.78659611447168e-05	Hypomethylated	1	0	-1
Fezf1	chr6	23245043	23248361	-0.0206638608776668	8.85029957615828e-05	Hypomethylated	4	4	0
Ush2a	chr1	188262022	188965040	-0.00328656061826382	8.88967244275352e-05	Hypomethylated	3	3	0
Fgd3	chr13	49261553	49320310	-0.012267906923363	8.92514606493606e-05	Hypomethylated	0	0	0
Zfp385c	chr11	100627542	100692454	-0.0149541494084754	8.96438222711424e-05	Hypomethylated	1	1	0
Tmem8	chr17	26113298	26123253	0.0346213629239487	8.99453604241336e-05	Hypermethylated	0	0	0
Gm3435	chr17	15010175	15022448	0.0802306326013952	8.99735403312956e-05	Hypermethylated	0	0	0
Pitx2	chr3	129199877	129219590	-0.00928835585173882	9.0877981579177e-05	Hypomethylated	3	2	-1
Slc35a5	chr16	45139572	45158705	0.0215752966174377	9.12916976999225e-05	Hypermethylated	0	1	1
Sel1l	chr12	91806042	91849156	0.0114958026195937	9.14972778708926e-05	Hypermethylated	0	0	0
Tnfaip1	chr11	78522849	78536331	0.0272777777343001	9.29714309455187e-05	Hypermethylated	0	0	0
Gadd45b	chr10	80930072	80932203	-0.0481310702545616	9.33348408194307e-05	Hypomethylated	2	2	0
Eif5a	chr11	69916713	69921957	0.0346661036700348	9.34028199374285e-05	Hypermethylated	0	0	0
Bax	chr7	45461696	45466897	0.0392485172482944	9.34349555980803e-05	Hypermethylated	0	0	0
Vcp	chr4	42979962	43000506	0.0216710938037905	9.396025215267e-05	Hypermethylated	1	0	-1
Cdk10	chr8	123224841	123232249	0.0376515316956423	9.3982612777222e-05	Hypermethylated	0	0	0
Bcan	chr3	87987530	88000229	-0.0459650613379978	9.42592125854164e-05	Hypomethylated	3	3	0
Emc1	chr4	139352586	139378729	0.0164460454058658	9.42592125854164e-05	Hypermethylated	0	0	0
Sall3	chr18	80966375	80986770	-0.0170549242932647	9.46467159082762e-05	Hypomethylated	8	4	-4
Hoxb8	chr11	96281904	96285314	-0.0172124065034053	9.48299824880317e-05	Hypomethylated	1	1	0
Psmd3	chr11	98682553	98695978	0.024816147036803	9.49539469105682e-05	Hypermethylated	0	0	0
Lpar2	chr8	69822428	69831101	-0.0322886030566727	9.50942293795863e-05	Hypomethylated	0	0	0
Fbxw9	chr8	85060054	85067123	0.0372886251008047	9.52766633323727e-05	Hypermethylated	0	0	0
Gm20509	chr9	73102469	73117919	0.0270816049222011	9.54376475105271e-05	Hypermethylated	0	0	0
Armc9	chr1	86154779	86278283	0.00763130294225611	9.54774484755693e-05	Hypermethylated	0	0	0
Fam124a	chr14	62555736	62608485	-0.0125076130504683	9.59248022551354e-05	Hypomethylated	1	2	1
Cd2	chr3	101275898	101287938	-0.0232240887324205	9.60586967585653e-05	Hypomethylated	4	2	-2
Ercc5	chr1	44147743	44181259	0.0172982721719636	9.61705208810351e-05	Hypermethylated	0	1	1
Ppil4	chr10	7792890	7823134	0.0173024142253351	9.61934106432791e-05	Hypermethylated	0	0	0
Mtmr4	chr11	87592161	87616301	0.0205838616392128	9.64202875423287e-05	Hypermethylated	0	0	0
Rpp30	chr19	36083715	36104776	0.0179162568366322	9.67016184248036e-05	Hypermethylated	0	0	0
Clcn4	chr7	7282308	7300850	0.0185926366636929	9.67336639824653e-05	Hypermethylated	0	0	0
Vsig8	chr1	172555937	172563716	-0.0503283020753842	9.67432973551489e-05	Hypomethylated	2	1	-1
Kif21b	chr1	136131388	136177997	-0.0146011845298381	9.67572028834448e-05	Hypomethylated	2	3	1
Myh4	chr11	67238028	67260445	-0.013594262702487	9.71344607193539e-05	Hypomethylated	0	0	0
Cep19	chr16	32099799	32108068	0.0277032385150542	9.75191594238428e-05	Hypermethylated	0	0	0
Tcf3	chr10	80409513	80433646	0.0231081110640119	9.78600869922246e-05	Hypermethylated	0	0	0
Pcdh10	chr3	45378397	45435622	-0.0136797081084649	9.8427231913974e-05	Hypomethylated	1	0	-1
Nfrkb	chr9	31386191	31421332	0.0151613041251876	9.84688851683069e-05	Hypermethylated	0	0	0
Gdf6	chr4	9844371	9862344	-0.0235063350652587	9.90538702265946e-05	Hypomethylated	4	4	0
Vamp1	chr6	125215550	125245963	0.0194201470795321	9.90973927807587e-05	Hypermethylated	0	0	0
Cables2	chr2	180258539	180273495	0.0326207615272786	9.95842359866883e-05	Hypermethylated	2	1	-1
Bcl2l2	chr14	54883376	54888233	0.0482719125077392	9.96657408911262e-05	Hypermethylated	0	0	0
Pih1h3b	chrX	140062878	140106796	-0.0174308713856384	0.000100171667789207	Hypomethylated	0	0	0
Grrp1	chr4	134251109	134254105	-0.0754108591226003	0.000100403833853745	Hypomethylated	0	0	0
Slc39a7	chr17	34028268	34031681	0.0442287174085536	0.000100407723651606	Hypermethylated	0	0	0
Ccdc146	chr5	21292960	21424676	-0.00901437969271102	0.000101009829644539	Hypomethylated	0	0	0
Dcaf7	chr11	106036871	106059323	-0.0211655951254847	0.000101154826078421	Hypomethylated	0	0	0
Zc3h12a	chr4	125118422	125127839	-0.0331036966410071	0.000101613211888515	Hypomethylated	3	2	-1
Cables1	chr18	11839219	11945629	-0.00920728220921041	0.000101700919343946	Hypomethylated	0	2	2
Triqk	chr4	12906837	12983552	0.0108502035920053	0.000101816250997473	Hypermethylated	20	27	7
