chrom1	start1	end1	chrom2	start2	end2	other	cluster	strand	gene	log2FC	cond
chr7	47440000	47450000	chr7	47580000	47590000	B	1	-	TNS3	-2.64095012184944	degron
chr7	47580000	47590000	chr7	47780000	47790000	A	1	-	TNS3	-2.64095012184944	degron
chr7	47580000	47590000	chr7	47810000	47820000	A	1	-	TNS3	-2.64095012184944	degron
chr7	7420000	7430000	chr7	8210000	8220000	B	6	-	ICA1	-1.88807883879855	degron
chr7	7420000	7430000	chr7	8220000	8230000	B	6	-	ICA1	-1.88807883879855	degron
chr7	7590000	7595000	chr7	8210000	8215000	B	2	-	ICA1	-1.88807883879855	degron
chr7	7595000	7600000	chr7	8215000	8220000	B	2	-	ICA1	-1.88807883879855	degron
chr7	84190000	84200000	chr7	84450000	84460000	A	6	-	SEMA3A	-2.31982518429739	degron
chr7	94290000	94300000	chr7	95240000	95250000	B	3	+	PPP1R9A	-2.79986395216363	degron
chr8	100140000	100150000	chr8	100820000	100830000	A	6	-	FBXO43	2.30801918133923	degron
chr8	100145000	100150000	chr8	100535000	100540000	A	1	-	FBXO43	2.30801918133923	degron
chr8	100145000	100150000	chr8	100830000	100835000	A	6	-	FBXO43	2.30801918133923	degron
chr8	100150000	100160000	chr8	100670000	100680000	A	6	-	FBXO43	2.30801918133923	degron
chr8	109345000	109350000	chr8	109650000	109655000	B	1	-	SYBU	-2.78882856382606	degron
chr8	109450000	109455000	chr8	109650000	109655000	B	1	-	SYBU	-2.78882856382606	degron
chr8	117860000	117865000	chr8	118115000	118120000	B	2	-	EXT1	-1.81470941627056	degron
chr8	123800000	123810000	chr8	123940000	123950000	B	2	+	FER1L6	1.49771259181979	degron
chr8	124035000	124040000	chr8	124370000	124375000	A	2	+	FER1L6	1.49771259181979	degron
chr8	124035000	124040000	chr8	124425000	124430000	A	1	+	FER1L6	1.49771259181979	degron
chr8	126300000	126305000	chr8	126560000	126565000	B	4	-	LRATD2	-2.32945599467183	degron
chr8	126560000	126565000	chr8	126800000	126805000	A	3	-	LRATD2	-2.32945599467183	degron
chr8	126870000	126880000	chr8	127730000	127740000	B	6	+	MYC	-3.86841090968003	degron
chr8	127175000	127180000	chr8	127730000	127735000	B	1	+	MYC	-3.86841090968003	degron
chr8	127400000	127410000	chr8	127730000	127740000	B	6	+	MYC	-3.86841090968003	degron
chr8	127730000	127740000	chr8	129530000	129540000	A	3	+	MYC	-3.86841090968003	degron
chr8	127730000	127740000	chr8	129680000	129690000	A	3	+	MYC	-3.86841090968003	degron
chr8	127735000	127740000	chr8	128320000	128325000	A	6	+	MYC	-3.86841090968003	degron
chr8	127735000	127740000	chr8	128650000	128655000	A	6	+	MYC	-3.86841090968003	degron
chr8	127735000	127740000	chr8	128855000	128860000	A	6	+	MYC	-3.86841090968003	degron
chr8	140665000	140670000	chr8	140925000	140930000	B	6	-	PTK2	-1.85971643849204	degron
chr8	140940000	140950000	chr8	141160000	141170000	A	1	-	PTK2	-1.85971643849204	degron
chr8	140940000	140950000	chr8	141160000	141170000	B	1	+	DENND3	-1.81916540422853	degron
chr8	16830000	16840000	chr8	17910000	17920000	B	6	+	PCM1	-1.63252396447462	degron
chr8	17170000	17180000	chr8	17690000	17700000	B	6	-	MTUS1	-1.79930815523643	degron
chr8	17330000	17335000	chr8	17695000	17700000	B	6	-	MTUS1	-1.79930815523643	degron
chr8	17330000	17335000	chr8	17700000	17705000	B	6	-	MTUS1	-1.79930815523643	degron
chr8	17330000	17335000	chr8	17915000	17920000	B	6	+	PCM1	-1.63252396447462	degron
chr8	17720000	17725000	chr8	17910000	17915000	A	2	-	MTUS1	-1.79930815523643	degron
chr8	17920000	17930000	chr8	18080000	18090000	A	1	+	PCM1	-1.63252396447462	degron
chr8	21910000	21920000	chr8	22060000	22070000	A	1	+	XPO7	-2.06974868650213	degron
chr8	25175000	25180000	chr8	25465000	25470000	A	1	+	DOCK5	-1.77683334266601	degron
chr8	30665000	30670000	chr8	30810000	30815000	B	1	-	PPP2CB	-1.62154844118547	degron
chr8	38185000	38190000	chr8	38385000	38390000	B	1	-	NSD3	-1.57597256384456	degron
chr8	6425000	6430000	chr8	6570000	6575000	A	2	+	MCPH1	-1.548498023912	degron
chr8	6425000	6430000	chr8	6680000	6685000	A	1	+	MCPH1	-1.548498023912	degron
chr8	6425000	6430000	chr8	6775000	6780000	A	2	+	MCPH1	-1.548498023912	degron
chr8	6425000	6430000	chr8	6780000	6785000	A	2	+	MCPH1	-1.548498023912	degron
chr8	67070000	67080000	chr8	67490000	67500000	A	6	+	CSPP1	-1.75372622005628	degron
chr8	70150000	70160000	chr8	70400000	70410000	B	6	-	NCOA2	-1.74251633916841	degron
chr8	73010000	73020000	chr8	73290000	73300000	B	6	-	C8orf89	2.77735032583664	degron
chr8	73010000	73020000	chr8	73290000	73300000	B	6	-	RPL7	1.55889153155264	degron
chr8	80060000	80070000	chr8	80990000	81000000	B	6	-	PAG1	-2.11891094652699	degron
chr8	80480000	80490000	chr8	80990000	81000000	B	6	-	PAG1	-2.11891094652699	degron
chr8	80990000	81000000	chr8	81510000	81520000	A	3	-	PAG1	-2.11891094652699	degron
chr8	80995000	81000000	chr8	81235000	81240000	A	2	-	PAG1	-2.11891094652699	degron
chr8	89720000	89730000	chr8	89980000	89990000	B	1	-	NBN	-1.77056500762151	degron
chr8	89840000	89850000	chr8	89980000	89990000	B	2	-	NBN	-1.77056500762151	degron
chr8	94810000	94820000	chr8	95020000	95030000	B	6	+	NDUFAF6	-1.79317377187348	degron
chr8	98705000	98710000	chr8	98945000	98950000	B	6	-	STK3	-1.60238018513907	degron
chr8	98940000	98945000	chr8	99350000	99355000	A	6	-	STK3	-1.60238018513907	degron
chr9	100600000	100605000	chr9	101390000	101395000	B	3	+	ZNF189	-2.4637670483299	degron
chr9	105600000	105610000	chr9	105880000	105890000	A	3	+	FKTN	-1.8093413169211	degron
chr9	131350000	131355000	chr9	131740000	131745000	B	3	-	RAPGEF1	-2.14566749276416	degron
chr9	131350000	131355000	chr9	131745000	131750000	B	3	-	RAPGEF1	-2.14566749276416	degron
chr9	131590000	131595000	chr9	131745000	131750000	B	2	-	RAPGEF1	-2.14566749276416	degron
chr9	135865000	135870000	chr9	136120000	136125000	B	1	-	TMEM250	-2.30772321834219	degron
chr9	19920000	19930000	chr9	20620000	20630000	B	6	-	MLLT3	-3.18572422926447	degron
chr9	20355000	20360000	chr9	20620000	20625000	B	1	-	MLLT3	-3.18572422926447	degron
chr9	20360000	20365000	chr9	20620000	20625000	B	1	-	MLLT3	-3.18572422926447	degron
chr9	20625000	20630000	chr9	20935000	20940000	A	1	-	MLLT3	-3.18572422926447	degron
chr9	20625000	20630000	chr9	20940000	20945000	A	1	-	MLLT3	-3.18572422926447	degron
chr9	21170000	21180000	chr9	21790000	21800000	B	3	+	MTAP	-1.74737772128056	degron
chr9	21240000	21245000	chr9	21795000	21800000	B	4	+	MTAP	-1.74737772128056	degron
chr9	33810000	33820000	chr9	34020000	34030000	A	1	+	UBE2R2	-1.74150838708429	degron
chr9	36240000	36250000	chr9	36400000	36410000	B	1	-	RNF38	-1.93361580555243	degron
chr9	36400000	36405000	chr9	36730000	36735000	A	3	-	RNF38	-1.93361580555243	degron
chr9	36400000	36410000	chr9	36990000	37000000	A	3	-	RNF38	-1.93361580555243	degron
chr9	36405000	36410000	chr9	36555000	36560000	A	1	-	RNF38	-1.93361580555243	degron
chr9	36405000	36410000	chr9	36730000	36735000	A	3	-	RNF38	-1.93361580555243	degron
chr9	36405000	36410000	chr9	36855000	36860000	A	3	-	RNF38	-1.93361580555243	degron
chr9	37910000	37915000	chr9	38070000	38075000	B	1	-	SHB	-2.25598238292032	degron
chr9	37920000	37930000	chr9	38070000	38080000	B	1	-	SHB	-2.25598238292032	degron
chr9	385000	390000	chr9	605000	610000	B	2	+	KANK1	-1.74451200649748	degron
chr9	68700000	68705000	chr9	68995000	69000000	A	2	+	PIP5K1B	-1.93419321792341	degron
chr9	74575000	74580000	chr9	75075000	75080000	B	3	-	NMRK1	-2.02551694854705	degron
chr9	74770000	74775000	chr9	75075000	75080000	B	2	-	NMRK1	-2.02551694854705	degron
chr9	74775000	74780000	chr9	75075000	75080000	B	2	-	NMRK1	-2.02551694854705	degron
chr9	77750000	77760000	chr9	78030000	78040000	B	6	-	GNAQ	-1.76268279189336	degron
chr9	77860000	77870000	chr9	78030000	78040000	B	2	-	GNAQ	-1.76268279189336	degron
chr9	83620000	83630000	chr9	83900000	83910000	A	6	+	IDNK	-2.05405869702893	degron
chr9	83620000	83630000	chr9	83910000	83920000	A	6	+	IDNK	-2.05405869702893	degron
chr9	87950000	87960000	chr9	88380000	88390000	B	6	+	SPIN1	-2.35368834186972	degron
chr9	88170000	88180000	chr9	88380000	88390000	B	6	+	SPIN1	-2.35368834186972	degron
chr9	94670000	94680000	chr9	95140000	95150000	B	1	-	FANCC	-1.76200462003345	degron
chr9	94680000	94690000	chr9	95260000	95270000	B	6	-	FANCC	-1.76200462003345	degron
chr9	95310000	95320000	chr9	95510000	95520000	A	1	-	FANCC	-1.76200462003345	degron
chr9	95315000	95320000	chr9	95505000	95510000	A	1	-	FANCC	-1.76200462003345	degron
chr9	96850000	96860000	chr9	97280000	97290000	A	3	-	ZNF782	-1.8710039912385	degron
chr9	96855000	96860000	chr9	97105000	97110000	A	2	-	ZNF782	-1.8710039912385	degron
chr9	96855000	96860000	chr9	97395000	97400000	A	6	-	ZNF782	-1.8710039912385	degron
chr9	96855000	96860000	chr9	97400000	97405000	A	6	-	ZNF782	-1.8710039912385	degron
chr9	97920000	97925000	chr9	98260000	98265000	B	1	-	TBC1D2	-2.83596290413808	degron
chr9	98075000	98080000	chr9	98260000	98265000	B	1	-	TBC1D2	-2.83596290413808	degron
chr9	98310000	98315000	chr9	98780000	98785000	B	1	-	ANKS6	-2.31265422950723	degron
chrX	111715000	111720000	chrX	112040000	112045000	A	6	+	ALG13	-2.72158621552423	degron
chrX	13505000	13510000	chrX	14030000	14035000	B	6	-	GEMIN8	-2.34151258205918	degron
chrX	13750000	13755000	chrX	14030000	14035000	B	6	-	GEMIN8	-2.34151258205918	degron
chrX	17370000	17375000	chrX	17590000	17595000	A	2	+	NHS	-1.976938691701	degron
chrX	17375000	17380000	chrX	17590000	17595000	A	2	+	NHS	-1.976938691701	degron
chrX	39810000	39820000	chrX	40090000	40100000	B	1	-	BCOR	-2.04540095597031	degron
chrX	75270000	75280000	chrX	75600000	75610000	A	6	+	UPRT	-2.1605606262071	degron
