PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp
SE_12_052300850	chr7	24421694	24422694	+	0	NA	intron (NM_028047, intron 13 of 13)	intron (NM_028047, intron 13 of 13)	13338	NM_001358033	210145		NM_199013	ENSMUSG00000062028	Irgc	F630044M05Rik|Gm1102|Gm474|Ifgge|Iigp5|Irgc1	immunity related GTPase cinema	protein-coding	1.244	1.143
SE_12_052300700	chr3	53056989	53057989	+	0	NA	intron (NM_175386, intron 2 of 3)	MTB_Mm|LTR|ERVL-MaLR	15942	NM_175386	108927		NM_175386	ENSMUSG00000048332	Lhfpl6	2810489O06Rik|Lhfp	LHFPL tetraspan subfamily member 6	protein-coding	1.819	1.733
SE_12_052300781	chr15	82273200	82274200	+	0	NA	intron (NM_001368784, intron 2 of 10)	(TG)n|Simple_repeat|Simple_repeat	-1293	NM_011889	24050		NM_011889	ENSMUSG00000022456	Septin3	3110018K01Rik|B530002E20Rik|Gm46500|Sep3|Sept3	septin 3	protein-coding	1.579	1.513
SE_12_052300326	chr3	55785815	55786815	+	0	NA	intron (NM_030595, intron 41 of 57)	intron (NM_030595, intron 41 of 57)	3805	NM_010750	17116		NM_010750	ENSMUSG00000056947	Mab21l1	-	mab-21-like 1	protein-coding	1.830	1.762
SE_12_052300474	chr5	120568229	120569229	+	0	NA	intron (NM_145853, intron 2 of 27)	intron (NM_145853, intron 2 of 27)	19884	NM_145853	252972		NM_145853	ENSMUSG00000032741	Tpcn1	5730403B01Rik|Tpc1|mKIAA1169	two pore channel 1	protein-coding	1.462	1.479
SE_12_052301028	chr15	89292968	89293968	+	0	NA	exon (NM_001081030, exon 35 of 40)	exon (NM_001081030, exon 35 of 40)	12264	NR_105924	102465981		NR_105924	ENSMUSG00000098442	Mir6959	Gm27807|mmu-mir-6959	microRNA 6959	ncRNA	1.411	1.387
SE_12_052300085	chr6	113844414	113845414	+	0	NA	intron (NM_009723, intron 3 of 21)	MIR|SINE|MIR	46625	NM_001036684	11941		NM_009723	ENSMUSG00000030302	Atp2b2	D6Abb2e|Gena300|PMCA2|Tmy|dfw|jog|wms|wri	ATPase, Ca++ transporting, plasma membrane 2	protein-coding	1.571	1.552
SE_12_052300464	chr11	118544416	118545416	+	0	NA	intron (NM_001285436, intron 3 of 13)	intron (NM_001285436, intron 3 of 13)	68084	NR_153103	217364		NM_172573	ENSMUSG00000033857	Engase	C130099A03|D230014K01Rik	endo-beta-N-acetylglucosaminidase	protein-coding	1.254	1.182
SE_12_052300928	chr14	105895001	105896001	+	0	NA	intron (NM_011897, intron 1 of 1)	intron (NM_011897, intron 1 of 1)	1318	NM_011897	24064		NM_011897	ENSMUSG00000022114	Spry2	sprouty2	sprouty RTK signaling antagonist 2	protein-coding	0.971	0.733
SE_12_052300488	chr8	123430017	123431017	+	0	NA	Intergenic	MuLV-int|LTR|ERV1	-12439	NM_001253783	23854		NM_054046	ENSMUSG00000001482	Def8	D8Ertd713e|DEF-8	differentially expressed in FDCP 8	protein-coding	1.442	1.396
SE_12_052300854	chr11	50224101	50225101	+	0	NA	promoter-TSS (NM_145926)	promoter-TSS (NM_145926)	-734	NM_145926	103534		NM_145926	ENSMUSG00000036620	Mgat4b	GnTIVb	mannoside acetylglucosaminyltransferase 4, isoenzyme B	protein-coding	1.425	1.407
SE_12_052300704	chr10	127664153	127665153	+	0	NA	exon (NM_001122895, exon 2 of 6)	exon (NM_001122895, exon 2 of 6)	2050	NM_008668	17937		NM_008668	ENSMUSG00000025402	Nab2	-	Ngfi-A binding protein 2	protein-coding	1.541	1.577
SE_12_052300597	chr11	68758698	68759698	+	0	NA	intron (NM_175260, intron 6 of 40)	B3A|SINE|B2	67283	NM_175260	77579		NM_175260	ENSMUSG00000020900	Myh10	5730504C04Rik|9330167F11Rik|Fltn|Myhn-2|Myhn2|NM2B|NMHC II-B|NMHC-B|NMHCII-B|NMMHC II-b|NMMHC-B|NMMHC-IIB|SMemb|mKIAA3005	myosin, heavy polypeptide 10, non-muscle	protein-coding	1.368	1.362
SE_12_052300518	chr1	75443164	75444164	+	0	NA	TTS (NM_001357171)	TTS (NM_001357171)	-6846	NM_183022	241118		NM_183022	ENSMUSG00000033007	Asic4	Accn4|BNAC4	acid-sensing ion channel family member 4	protein-coding	1.418	1.394
SE_12_052300796	chr4	129622780	129623780	+	0	NA	intron (NM_025455, intron 1 of 5)	intron (NM_025455, intron 1 of 5)	628	NM_025455	66264		NM_025455	ENSMUSG00000028795	Ccdc28b	1110002E08Rik|1810010N17Rik	coiled coil domain containing 28B	protein-coding	1.385	1.279
SE_12_052300189	chr12	3850292	3851292	+	0	NA	intron (NM_001271753, intron 3 of 22)	intron (NM_001271753, intron 3 of 22)	11452	NR_045884	100038522		NR_045884	ENSMUSG00000073242	Dnmt3aos	Gm10485	DNA methyltransferase 3A, opposite strand	ncRNA	1.488	1.448
SE_12_052300685	chr11	102449767	102450767	+	0	NA	Intergenic	CT-rich|Low_complexity|Low_complexity	-2604	NM_199200	217219		NM_199200	ENSMUSG00000034685	Fam171a2	-	family with sequence similarity 171, member A2	protein-coding	1.424	1.406
SE_12_052300463	chr4	155385483	155386483	+	0	NA	exon (NM_008072, exon 8 of 9)	exon (NM_008072, exon 8 of 9)	12086	NM_008072	14403		NM_008072	ENSMUSG00000029054	Gabrd	-	gamma-aminobutyric acid (GABA) A receptor, subunit delta	protein-coding	1.368	1.347
SE_12_052300185	chr1	179023081	179024081	+	0	NA	intron (NM_027188, intron 10 of 11)	L1MD3|LINE|L1	494456	NM_001161665	269152		NM_177724	ENSMUSG00000026494	Kif26b	4832420M10|D230039L06Rik	kinesin family member 26B	protein-coding	1.398	1.443
SE_12_052300473	chr8	124486251	124487251	+	0	NA	Intergenic	Intergenic	-34016	NM_029746	76332		NM_029746	ENSMUSG00000031979	Cog2	1190002B08Rik|2700012E02Rik|Ldlc	component of oligomeric golgi complex 2	protein-coding	1.457	1.452
SE_12_052300542	chr1	132912357	132913357	+	0	NA	intron (NM_010732, intron 1 of 1)	intron (NM_010732, intron 1 of 1)	32502	NM_010732	16980		NM_010732	ENSMUSG00000026443	Lrrn2	5730406J09Rik|NLRR-2	leucine rich repeat protein 2, neuronal	protein-coding	1.537	1.473
SE_12_052300853	chr10	7079130	7080130	+	0	NA	Intergenic	Lx|LINE|L1	-56445	NM_001033391	320495		NM_001033391	ENSMUSG00000064065	Ipcef1	A130090K04Rik	interaction protein for cytohesin exchange factors 1	protein-coding	1.678	1.651
SE_12_052300689	chr3	157108147	157109147	+	0	NA	intron (NM_177274, intron 4 of 6)	intron (NM_177274, intron 4 of 6)	425443	NR_152231	381498		NR_152231	ENSMUSG00000105834	4930592C13Rik	Gm1657|Gm43159	RIKEN cDNA 4930592C13 gene	ncRNA	1.740	1.626
SE_12_052300703	chr6	86885815	86886815	+	0	NA	intron (NM_001040106, intron 1 of 20)	intron (NM_001040106, intron 1 of 20)	36810	NM_177762	269774		NM_177762	ENSMUSG00000057230	Aak1	5530400K14Rik|9630042K20|D6Ertd245e|Gm38495|mKIAA1048	AP2 associated kinase 1	protein-coding	1.604	1.541
SE_12_052300764	chr12	4018182	4019182	+	0	NA	intron (NM_001082483, intron 1 of 22)	intron (NM_001082483, intron 1 of 22)	20233	NM_001082483	668212		NM_001082483	ENSMUSG00000020658	Efr3b	C030014M07Rik|mKIAA0953	EFR3 homolog B	protein-coding	1.515	1.512
SE_12_052300636	chr2	90970212	90971212	+	0	NA	intron (NM_001244891, intron 2 of 14)	intron (NM_001244891, intron 2 of 14)	30315	NM_001244891	13046		NM_017368	ENSMUSG00000005506	Celf1	1600010O03Rik|Brunol2|CUG-BP|CUG-BP1|CUGBP|Cugbp1|D2Wsu101e|HNAB50|NAB50	CUGBP, Elav-like family member 1	protein-coding	1.688	1.634
SE_12_052300892	chr17	53582316	53583316	+	0	NA	intron (NR_151733, intron 1 of 16)	intron (NR_151733, intron 1 of 16)	-1310	NM_001190846	18519		NM_020005	ENSMUSG00000000708	Kat2b	A930006P13Rik|Pcaf|p/CAF	K(lysine) acetyltransferase 2B	protein-coding	1.152	1.099
SE_12_052300122	chr15	80113830	80114830	+	0	NA	TTS (NM_009303)	TTS (NM_009303)	-18816	NM_025609	66513		NM_025609	ENSMUSG00000022414	Tab1	2310012M03Rik|Map3k7ip1|b2b449Clo	TGF-beta activated kinase 1/MAP3K7 binding protein 1	protein-coding	1.431	1.363
SE_12_052300774	chr19	6301441	6302441	+	0	NA	Intergenic	B3|SINE|B2	-4516	NM_001033342	240505		NM_001033342	ENSMUSG00000024769	Cdc42bpg	MRCKgamma	CDC42 binding protein kinase gamma	protein-coding	1.403	1.348
SE_12_052300558	chr5	130693258	130694258	+	0	NA	intron (NM_181045, intron 5 of 6)	MTEa|LTR|ERVL-MaLR	244966	NM_021371	140904		NM_021371	ENSMUSG00000060371	Caln1	9630012C17Rik|Cabp8|MNCb-0849	calneuron 1	protein-coding	1.087	1.091
SE_12_052300404	chr12	38810051	38811051	+	0	NA	intron (NM_007960, intron 5 of 12)	intron (NM_007960, intron 5 of 12)	26840	NM_001163154	14009		NM_007960	ENSMUSG00000004151	Etv1	ER81|Etsrp81	ets variant 1	protein-coding	1.230	1.180
SE_12_052300224	chr1	192381937	192382937	+	0	NA	intron (NM_001038607, intron 7 of 10)	MTC|LTR|ERVL-MaLR	191660	NM_001038607	16510		NM_010600	ENSMUSG00000058248	Kcnh1	EAG1|Kv10.1|M-eag	potassium voltage-gated channel, subfamily H (eag-related), member 1	protein-coding	1.465	1.464
SE_12_052300788	chr18	75380461	75381461	+	0	NA	intron (NM_001042660, intron 3 of 3)	intron (NM_001042660, intron 3 of 3)	13596	NM_001042660	17131		NM_008543	ENSMUSG00000025880	Smad7	Madh7	SMAD family member 7	protein-coding	1.753	1.651
SE_12_052300770	chr7	16027884	16028884	+	0	NA	Intergenic	Intergenic	-28889	NM_001081418	243842		NM_001081418	ENSMUSG00000070808	Bicra	Gltscr1	BRD4 interacting chromatin remodeling complex associated protein	protein-coding	1.376	1.232
SE_12_052300813	chr2	30254568	30255568	+	0	NA	intron (NM_177725, intron 2 of 3)	B4|SINE|B4	-11135	NM_172267	227696		NM_172267	ENSMUSG00000079484	Phyhd1	-	phytanoyl-CoA dioxygenase domain containing 1	protein-coding	1.505	1.444
SE_12_052301021	chr4	137028688	137029688	+	0	NA	intron (NM_198248, intron 1 of 18)	intron (NM_198248, intron 1 of 18)	19507	NM_198248	230848		NM_198248	ENSMUSG00000060862	Zbtb40	C230087D24|Gm571|mKIAA0478	zinc finger and BTB domain containing 40	protein-coding	1.442	1.440
SE_12_052300760	chr10	80616792	80617792	+	0	NA	Intergenic	Intergenic	-5488	NM_134002	103236		NM_134002	ENSMUSG00000003345	Csnk1g2	2810429I12Rik	casein kinase 1, gamma 2	protein-coding	1.267	1.231
SE_12_052300622	chr9	66575832	66576832	+	0	NA	intron (NM_001302116, intron 1 of 13)	intron (NM_001302116, intron 1 of 13)	16783	NM_144937	235441		NM_144937	ENSMUSG00000032376	Usp3	-	ubiquitin specific peptidase 3	protein-coding	1.739	1.671
SE_12_052300921	chr11	43512694	43513694	+	0	NA	Intergenic	L2|LINE|L2	-15555	NM_001045530	380694		NM_001045530	ENSMUSG00000044707	Ccnjl	Gm877	cyclin J-like	protein-coding	0.841	0.743
SE_12_052300481	chr17	5576315	5577315	+	0	NA	intron (NM_146073, intron 1 of 8)	intron (NM_146073, intron 1 of 8)	84215	NM_146073	224454		NM_146073	ENSMUSG00000034265	Zdhhc14	B530001K09Rik|New1cp	zinc finger, DHHC domain containing 14	protein-coding	1.480	1.471
SE_12_052300400	chr11	100386805	100387805	+	0	NA	intron (NM_010593, intron 1 of 13)	intron (NM_010593, intron 1 of 13)	10485	NM_010593	16480		NM_010593	ENSMUSG00000001552	Jup	Ctnng|D930025P04Rik|PG	junction plakoglobin	protein-coding	1.430	1.422
SE_12_052300220	chr8	36494551	36495551	+	0	NA	intron (NM_176952, intron 2 of 4)	intron (NM_176952, intron 2 of 4)	36965	NM_176952	319582		NM_176952	ENSMUSG00000039620	Trmt9b	6430573F11Rik|Kiaa1456|TRM9L	tRNA methyltransferase 9B	protein-coding	1.532	1.395
SE_12_052300136	chr2	30700801	30701801	+	0	NA	Intergenic	GA-rich|Low_complexity|Low_complexity	-19909	NR_037272	100526499		NR_037272	ENSMUSG00000093091	Mir3089	mir-3089|mmu-mir-3089	microRNA 3089	ncRNA	1.499	1.459
SE_12_052300950	chr14	52054591	52055591	+	0	NA	Intergenic	Intergenic	-14224	NR_028552	100217457		NR_028552	ENSMUSG00000064871	Snord58b	MBII-199	small nucleolar RNA, C/D box 58B	snoRNA	1.509	1.368
SE_12_052300040	chr2	155791858	155792858	+	0	NA	intron (NM_010808, intron 1 of 8)	intron (NM_010808, intron 1 of 8)	17016	NM_010808	17391		NM_010808	ENSMUSG00000027612	Mmp24	MMP-21|MT5-MMP|MT5MMP|MTMMP5	matrix metallopeptidase 24	protein-coding	1.447	1.415
SE_12_052300139	chr10	5507648	5508648	+	0	NA	intron (NM_001347732, intron 2 of 145)	intron (NM_001347732, intron 2 of 145)	-19834	NM_001347711	64009		NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	1.722	1.714
SE_12_052300251	chr11	102018628	102019628	+	0	NA	intron (NM_007863, intron 7 of 18)	B4|SINE|B4	7827	NM_007863	13384		NM_007863	ENSMUSG00000052373	Mpp3	6430514B01|Dlgh3	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	protein-coding	1.365	1.330
SE_12_052300017	chr9	29288368	29289368	+	0	NA	intron (NM_001357601, intron 1 of 7)	intron (NM_001357601, intron 1 of 7)	123817	NM_001357602	235106		NM_172290	ENSMUSG00000059974	Ntm	6230410L23Rik|B230210G24Rik|Hnt|Igdcc2	neurotrimin	protein-coding	1.557	1.436
SE_12_052300635	chr11	93494666	93495666	+	0	NA	intron (NM_001361708, intron 5 of 9)	(TA)n|Simple_repeat|Simple_repeat	390600	NM_001013375	217109		NM_001013375	ENSMUSG00000054079	Utp18	6230425C22Rik|6430513M13|Wdr50	UTP18 small subunit processome component	protein-coding	0.432	0.182
SE_12_052300698	chr13	58932931	58933931	+	0	NA	3' UTR (NM_008745, exon 13 of 13)	3' UTR (NM_008745, exon 13 of 13)	125734	NM_001025074	18212		NM_008745	ENSMUSG00000055254	Ntrk2	GP145-TrkB/GP95-TrkB|Tkrb|trk-B|trkB	neurotrophic tyrosine kinase, receptor, type 2	protein-coding	1.659	1.599
SE_12_052300643	chr15	27494362	27495362	+	0	NA	intron (NM_020332, intron 1 of 11)	intron (NM_020332, intron 1 of 11)	28185	NM_020332	11732		NM_020332	ENSMUSG00000022265	Ank	Ankh|D15Ertd221e|ank|mKIAA1581	progressive ankylosis	protein-coding	1.491	1.395
SE_12_052300828	chr9	70660688	70661688	+	0	NA	Intergenic	B1_Mus2|SINE|Alu	-4014	NM_172772	235461		NM_172772	ENSMUSG00000042444	Mindy2	B230380D07Rik|Fam63b|mKIAA1164	MINDY lysine 48 deubiquitinase 2	protein-coding	1.598	1.525
SE_12_052300135	chr18	61858337	61859337	+	0	NA	intron (NM_001164491, intron 3 of 23)	intron (NM_001164491, intron 3 of 23)	52987	NM_198649	319713		NM_198649	ENSMUSG00000032735	Ablim3	D930036B08Rik	actin binding LIM protein family, member 3	protein-coding	1.745	1.644
SE_12_052300297	chr15	100192536	100193536	+	0	NA	intron (NM_172819, intron 21 of 32)	intron (NM_172819, intron 21 of 32)	-5000	NR_037311	100499528		NR_037311	ENSMUSG00000092752	Mir3473a	Mir3473|mir-3473a|mmu-mir-3473|mmu-mir-3473a	microRNA 3473a	ncRNA	1.537	1.485
SE_12_052300198	chr2	129570321	129571321	+	0	NA	Intergenic	Intergenic	-22018	NM_001291020	19261		NM_007547	ENSMUSG00000037902	Sirpa	Bit|CD172a|Idd13.2|P84|Ptpns1|SHP-1|SHPS-1|SIRP	signal-regulatory protein alpha	protein-coding	1.723	1.629
SE_12_052300143	chr16	44529065	44530065	+	0	NA	intron (NM_172506, intron 1 of 18)	intron (NM_172506, intron 1 of 18)	28564	NR_037242	100526478		NR_037242	ENSMUSG00000093046	Mir3081	mir-3081|mmu-mir-3081	microRNA 3081	ncRNA	1.576	1.532
SE_12_052300954	chr9	41152019	41153019	+	0	NA	intron (NM_176860, intron 1 of 13)	B3|SINE|B2	5543	NM_176860	72828		NM_176860	ENSMUSG00000032020	Ubash3b	2810457I06Rik|STS-1|TULA-2|p70	ubiquitin associated and SH3 domain containing, B	protein-coding	1.648	1.551
SE_12_052300044	chr8	12913018	12914018	+	0	NA	intron (NM_001371043, intron 2 of 29)	intron (NM_001371043, intron 2 of 29)	-2393	NM_001371047	17207		NM_178076	ENSMUSG00000031442	Mcf2l	C130040G20Rik|Dbs|Ost|mKIAA0362	mcf.2 transforming sequence-like	protein-coding	1.668	1.610
SE_12_052300639	chr5	24975008	24976008	+	0	NA	intron (NM_145401, intron 3 of 15)	intron (NM_145401, intron 3 of 15)	-10334	NR_166410	70258		NR_166410	ENSMUSG00000059631	1500035N22Rik	-	RIKEN cDNA 1500035N22 gene	ncRNA	1.509	1.568
SE_12_052300523	chr4	140637108	140638108	+	0	NA	intron (NM_001112722, intron 1 of 27)	intron (NM_001112722, intron 1 of 27)	11148	NM_172415	72754		NM_172415	ENSMUSG00000040964	Arhgef10l	2810441C07Rik	Rho guanine nucleotide exchange factor 10-like	protein-coding	1.500	1.394
SE_12_052300947	chr2	104379440	104380440	+	0	NA	intron (NM_001033347, intron 1 of 20)	intron (NM_001033347, intron 1 of 20)	30394	NM_001033347	241589		NM_001033347	ENSMUSG00000068373	D430041D05Rik	9630056G07Rik|G2	RIKEN cDNA D430041D05 gene	protein-coding	1.628	1.563
SE_12_052300686	chr7	74397829	74398829	+	0	NA	intron (NM_001038643, intron 2 of 10)	intron (NM_001038643, intron 2 of 10)	156451	NM_023908	108116		NM_023908	ENSMUSG00000025790	Slco3a1	5830414C08Rik|Anr1|MJAM|OATP-D|Slc21a11	solute carrier organic anion transporter family, member 3a1	protein-coding	1.268	1.180
SE_12_052301010	chr10	49784969	49785969	+	0	NA	intron (NM_010349, intron 1 of 17)	intron (NM_010349, intron 1 of 17)	2445	NM_001358866	14806		NM_010349	ENSMUSG00000056073	Grik2	C130030K03Rik|GluK2|Glur-6|Glur6|Glurbeta2	glutamate receptor, ionotropic, kainate 2 (beta 2)	protein-coding	0.902	0.804
SE_12_052300057	chr12	102638824	102639824	+	0	NA	intron (NM_172584, intron 2 of 9)	intron (NM_172584, intron 2 of 9)	45696	NR_035457	100316812		NR_035457	ENSMUSG00000089324	Mir1936	mir-1936|mmu-mir-1936	microRNA 1936	ncRNA	1.560	1.504
SE_12_052300795	chr8	31116519	31117519	+	0	NA	intron (NM_001368373, intron 1 of 5)	intron (NM_001368373, intron 1 of 5)	1966	NM_001368374	68867		NM_175136	ENSMUSG00000039328	Rnf122	1110063C11Rik	ring finger protein 122	protein-coding	1.200	1.055
SE_12_052300910	chr8	64643609	64644609	+	0	NA	intron (NM_013494, intron 1 of 8)	intron (NM_013494, intron 1 of 8)	49000	NM_013494	12876		NM_013494	ENSMUSG00000037852	Cpe	CPH|Cph-1|Cph1|NF-alpha1|fat	carboxypeptidase E	protein-coding	1.348	1.293
SE_12_052300738	chr2	119807911	119808911	+	0	NA	intron (NM_001290800, intron 8 of 19)	intron (NM_001290800, intron 8 of 19)	8897	NM_019392	22174		NM_019392	ENSMUSG00000027298	Tyro3	Brt|Dtk|Etk-2|Rse|Sky|TK19-2|Tif|etk2/tyro3|tk19-1	TYRO3 protein tyrosine kinase 3	protein-coding	1.694	1.630
SE_12_052300211	chr2	31260815	31261815	+	0	NA	intron (NM_019681, intron 1 of 7)	intron (NM_019681, intron 1 of 7)	15392	NM_019681	14299		NM_019681	ENSMUSG00000062661	Ncs1	9430075O15Rik|A730032G13Rik|Freq|Mfreq|NCS-1	neuronal calcium sensor 1	protein-coding	1.605	1.536
SE_12_052300091	chr5	53166686	53167686	+	0	NA	intron (NM_172710, intron 9 of 23)	intron (NM_172710, intron 9 of 23)	46266	NM_172710	231238		NM_172710	ENSMUSG00000029189	Sel1l3	2310045A20Rik|mKIAA0746	sel-1 suppressor of lin-12-like 3 (C. elegans)	protein-coding	0.818	0.916
SE_12_052301014	chr1	172327257	172328257	+	0	NA	intron (NM_001360808, intron 2 of 3)	intron (NM_001360808, intron 2 of 3)	1565	NM_001360808	16524		NM_008429	ENSMUSG00000038026	Kcnj9	1700085N21Rik|Girk3|Kir3.3|mbGIRK3	potassium inwardly-rectifying channel, subfamily J, member 9	protein-coding	1.489	1.381
SE_12_052300307	chr5	121828824	121829824	+	0	NA	intron (NM_008507, intron 1 of 7)	intron (NM_008507, intron 1 of 7)	6780	NM_001306126	16923		NM_008507	ENSMUSG00000042594	Sh2b3	Lnk	SH2B adaptor protein 3	protein-coding	1.304	1.264
SE_12_052300799	chr6	118016533	118017533	+	0	NA	intron (NM_001362104, intron 1 of 12)	intron (NM_001362104, intron 1 of 12)	5528	NM_001362104	70727		NM_027526	ENSMUSG00000030134	Rasgef1a	6330404M18Rik	RasGEF domain family, member 1A	protein-coding	1.651	1.595
SE_12_052300186	chr2	181139637	181140637	+	0	NA	Intergenic	Intergenic	-4848	NM_010611	16536		NM_010611	ENSMUSG00000016346	Kcnq2	HNSPC|KQT2|Nmf134	potassium voltage-gated channel, subfamily Q, member 2	protein-coding	1.580	1.515
SE_12_052300431	chr6	140499290	140500290	+	0	NA	intron (NM_144920, intron 3 of 30)	BC1_Mm|scRNA|scRNA	75691	NM_144920	109135		NM_144920	ENSMUSG00000030231	Plekha5	2810431N21Rik|AMH-Cre|Ayu21-9|Gt(pU21)9Imeg|Pepp2|Tg(AMH-cre)1Flor	pleckstrin homology domain containing, family A member 5	protein-coding	1.402	1.340
SE_12_052300914	chr5	135179378	135180378	+	0	NA	intron (NM_009745, intron 3 of 5)	intron (NM_009745, intron 3 of 5)	-7445	NM_011714	22385		NM_011714	ENSMUSG00000002748	Baz1b	WSTF|Wbscr9	bromodomain adjacent to zinc finger domain, 1B	protein-coding	1.419	1.457
SE_12_052300659	chr7	25275610	25276610	+	0	NA	intron (NM_001302811, intron 2 of 20)	intron (NM_001302811, intron 2 of 20)	-6069	NM_027882	71722		NM_027882	ENSMUSG00000005442	Cic	1200010B10Rik|mKIAA0306	capicua transcriptional repressor	protein-coding	1.333	1.221
SE_12_052300883	chr7	78393431	78394431	+	0	NA	intron (NM_008746, intron 11 of 16)	MIRb|SINE|MIR	183907	NM_182809	18213		NM_008746	ENSMUSG00000059146	Ntrk3	Ntrk3_tv3|TrkC	neurotrophic tyrosine kinase, receptor, type 3	protein-coding	1.356	1.234
SE_12_052300503	chr7	130697845	130698845	+	0	NA	intron (NM_001347637, intron 1 of 14)	intron (NM_001347637, intron 1 of 14)	5727	NM_001347637	57752		NM_021314	ENSMUSG00000030852	Tacc2	mKIAA4180	transforming, acidic coiled-coil containing protein 2	protein-coding	1.628	1.493
SE_12_052301034	chr7	67508756	67509756	+	0	NA	Intergenic	L1MB7|LINE|L1	135980	NM_175124	67867		NM_027413	ENSMUSG00000030556	Lrrc28	1300004K21Rik|2210012C09Rik|2310058O11Rik	leucine rich repeat containing 28	protein-coding	1.411	1.362
SE_12_052300411	chr4	127184222	127185222	+	0	NA	intron (NM_001302081, intron 1 of 11)	intron (NM_001302081, intron 1 of 11)	11842	NM_001302081	242667		NM_198618	ENSMUSG00000042388	Dlgap3	DAP-3|DAP3|Prpl8|Sapap3	DLG associated protein 3	protein-coding	1.532	1.457
SE_12_052300934	chr8	71668958	71669958	+	0	NA	intron (NM_001029873, intron 1 of 41)	B4A|SINE|B4	2299	NM_001029873	382018		NM_001029873	ENSMUSG00000034799	Unc13a	2410078G03Rik|Munc13-1	unc-13 homolog A	protein-coding	1.525	1.442
SE_12_052300742	chr4	150588107	150589107	+	0	NA	intron (NM_001085492, intron 12 of 22)	intron (NM_001085492, intron 12 of 22)	63567	NM_173774	242773		NM_173774	ENSMUSG00000039838	Slc45a1	C230078B22|Dnb5|PAST-A	solute carrier family 45, member 1	protein-coding	1.492	1.421
SE_12_052300155	chr8	87225895	87226895	+	0	NA	Intergenic	Intergenic	-26545	NR_040697	100038706		NR_040697	ENSMUSG00000099207	Gm10637	-	predicted gene 10637	ncRNA	1.545	1.469
SE_12_052301030	chr11	101175841	101176841	+	0	NA	promoter-TSS (NM_007721)	promoter-TSS (NM_007721)	224	NM_016782	53321		NM_016782	ENSMUSG00000017167	Cntnap1	Caspr|NCP1|Nrxn4|p190|shm	contactin associated protein-like 1	protein-coding	1.306	1.270
SE_12_052300655	chr18	33766636	33767636	+	0	NA	Intergenic	Lx4A|LINE|L1	-27756	NR_038152	69749		NR_038151	ENSMUSG00000087590	Epb41l4aos	2410004N09Rik|Epb4.1l4aos	erythrocyte membrane protein band 4.1 like 4a, opposite strand	ncRNA	1.471	1.326
SE_12_052300327	chr18	79031832	79032832	+	0	NA	intron (NM_053099, intron 2 of 5)	intron (NM_053099, intron 2 of 5)	78112	NM_053099	240427		NM_053099	ENSMUSG00000024548	Setbp1	C130092E12|Seb|mKIAA0437	SET binding protein 1	protein-coding	1.710	1.587
SE_12_052300596	chr5	135815124	135816124	+	0	NA	Intergenic	B1_Mur3|SINE|Alu	-2482	NM_021403	58212		NM_021403	ENSMUSG00000039860	Srrm3	2900083I11Rik|SRm300-like|Srrm2l	serine/arginine repetitive matrix 3	protein-coding	1.336	1.371
SE_12_052300231	chr7	29441479	29442479	+	0	NA	intron (NM_001081028, intron 2 of 22)	LTR67B|LTR|ERVL	63481	NM_001081028	74206		NM_028818	ENSMUSG00000030583	Sipa1l3	2610511M17Rik	signal-induced proliferation-associated 1 like 3	protein-coding	1.505	1.394
