PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
16422	chr13	18717185	18718185	+	30	NA	intron (NM_172120, intron 1 of 28)	intron (NM_172120, intron 1 of 28)	393	NM_172120	218035		NM_172120	ENSMUSG00000041236	Vps41	Vam2|mVam2	VPS41 HOPS complex subunit	protein-coding	-0.550	-0.598
54526	chrX	105120082	105121082	+	30	NA	5' UTR (NM_053201, exon 1 of 1)	5' UTR (NM_053201, exon 1 of 1)	204	NM_053201	107528		NM_053201	ENSMUSG00000031227	Magee1	DAMAGE|mMage-e1	MAGE family member E1	protein-coding	-0.637	-0.624
27691	chr2	83759106	83760106	+	30	NA	intron (NM_008402, intron 4 of 29)	intron (NM_008402, intron 4 of 29)	35209	NM_008402	16410		NM_008402	ENSMUSG00000027087	Itgav	1110004F14Rik|2610028E01Rik|CD51|D430040G12Rik	integrin alpha V	protein-coding	-0.080	-0.150
36278-2	chr6	146009333	146010333	+	30	NA	Intergenic	Intergenic	75711	NM_010656	16651		NM_010656	ENSMUSG00000030255	Sspn	Gm32675|Krag	sarcospan	protein-coding	-1.055	-1.214
19340	chr7	67222085	67223085	+	30	NA	promoter-TSS (NR_131044)	promoter-TSS (NR_131044)	-31	NM_001191051	75099		NM_175215	ENSMUSG00000043831	Lysmd4	4930506D23Rik	LysM, putative peptidoglycan-binding, domain containing 4	protein-coding	-1.441	-1.587
22405	chr7	100371490	100372490	+	30	NA	promoter-TSS (NM_028292)	promoter-TSS (NM_028292)	-94	NM_028292	72590		NM_028292	ENSMUSG00000030718	Ppme1	1110069N17Rik|2700017M01Rik|PME-1|Pme1	protein phosphatase methylesterase 1	protein-coding	-1.405	-1.664
33618-2	chr4	135873622	135874622	+	30	NA	promoter-TSS (NM_026383)	promoter-TSS (NM_026383)	-276	NM_026383	52830		NM_026383	ENSMUSG00000028675	Pnrc2	0610011E17Rik|D4Bwg0593e	proline-rich nuclear receptor coactivator 2	protein-coding	-1.089	-1.319
17643	chr7	30586976	30587976	+	30	NA	intron (NM_029274, intron 1 of 36)	intron (NM_029274, intron 1 of 36)	1250	NM_001290573	75410		NM_029274	ENSMUSG00000006307	Kmt2b	2610014H22Rik|Mll2|Wbp7|mKIAA0304	lysine (K)-specific methyltransferase 2B	protein-coding	-0.618	-0.881
15690-2	chr8	112674261	112675261	+	30	NA	intron (NM_130457, intron 3 of 23)	intron (NM_130457, intron 3 of 23)	104718	NM_130457	170571		NM_130457	ENSMUSG00000031772	Cntnap4	Caspr4|E130114F09Rik	contactin associated protein-like 4	protein-coding	-1.496	-1.764
17264	chr9	103875980	103876980	+	30	NA	Intergenic	Intergenic	83660	NR_168107	102635534		NR_168099	ENSMUSG00000099722	Gm29154	-	predicted gene 29154	ncRNA	-0.884	-1.041
40798	chr17	25792338	25793338	+	30	NA	promoter-TSS (NM_001357989)	promoter-TSS (NM_001357989)	-51	NM_001357989	214917		NM_145410	ENSMUSG00000057411	Antkmt	ANT-KMT|Fam173a	adenine nucleotide translocase lysine methyltransferase	protein-coding	-1.943	-2.192
26337	chr13	99511822	99512822	+	30	NA	intron (NM_008634, intron 1 of 6)	intron (NM_008634, intron 1 of 6)	4280	NM_008634	17755		NM_008634	ENSMUSG00000052727	Map1b	A230055D22|LC1|MAP5|Mtap-5|Mtap1b|Mtap5	microtubule-associated protein 1B	protein-coding	-1.593	-1.693
24211	chr4	6376079	6377079	+	30	NA	intron (NM_001098227, intron 1 of 8)	intron (NM_001098227, intron 1 of 8)	10899	NM_016807	53378		NM_016807	ENSMUSG00000028249	Sdcbp	MDA-9|Sycl|syntenin-1	syndecan binding protein	protein-coding	-0.688	-0.659
47398	chr11	85311204	85312204	+	30	NA	exon (NM_016910, exon 1 of 6)	exon (NM_016910, exon 1 of 6)	450	NM_016910	53892		NM_016910	ENSMUSG00000020525	Ppm1d	Wip1	protein phosphatase 1D magnesium-dependent, delta isoform	protein-coding	-0.863	-0.946
41411	chr4	133967132	133968132	+	30	NA	intron (NM_016957, intron 1 of 5)	CpG	359	NM_016957	15331		NM_016957	ENSMUSG00000003038	Hmgn2	HMG-17|Hmg17	high mobility group nucleosomal binding domain 2	protein-coding	-1.681	-1.685
20572	chr3	146620355	146621355	+	30	NA	intron (NM_009474, intron 4 of 7)	intron (NM_009474, intron 4 of 7)	-5257	NM_019957	56629		NM_019957	ENSMUSG00000028185	Dnase2b	Dlad|DnaseIIb	deoxyribonuclease II beta	protein-coding	-0.235	-0.333
28643	chr9	99435570	99436570	+	30	NA	intron (NM_008624, intron 1 of 5)	intron (NM_008624, intron 1 of 5)	642	NM_008624	17532		NM_008624	ENSMUSG00000032470	Mras	2900078C09Rik	muscle and microspikes RAS	protein-coding	-0.139	-0.283
35434	chr4	107830715	107831715	+	30	NA	intron (NM_001369054, intron 1 of 15)	intron (NM_001369054, intron 1 of 15)	262	NM_001369054	16975		NM_053073	ENSMUSG00000028613	Lrp8	4932703M08Rik|ApoER2|Lr8b	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	protein-coding	-0.793	-1.072
30543	chr11	60352173	60353173	+	30	NA	promoter-TSS (NM_029044)	promoter-TSS (NM_029044)	232	NM_153080	216810		NM_153080	ENSMUSG00000000538	Tom1l2	2900016I08Rik|A730055F12Rik|Srebf1	target of myb1-like 2 (chicken)	protein-coding	-1.405	-1.472
21306	chr2	26224353	26225353	+	30	NA	exon (NM_153559, exon 5 of 13)	exon (NM_153559, exon 5 of 13)	12546	NM_001302956	227638		NM_153559	ENSMUSG00000036327	Qsox2	Qscn6l1|Soxn	quiescin Q6 sulfhydryl oxidase 2	protein-coding	-1.596	-1.641
38877	chr13	20635349	20636349	+	30	NA	Intergenic	Intergenic	-158264	NM_001281854	27052		NM_012054	ENSMUSG00000021322	Aoah	4930433E13Rik	acyloxyacyl hydrolase	protein-coding	-1.381	-1.344
22454	chr15	100161783	100162783	+	30	NA	intron (NM_172819, intron 6 of 32)	MIR|SINE|MIR	7887	NM_172819	239667		NM_172819	ENSMUSG00000023026	Dip2b	4932422C22|mKIAA1463	disco interacting protein 2 homolog B	protein-coding	-2.238	-2.544
16195	chr19	17143678	17144678	+	30	NA	intron (NM_181348, intron 9 of 19)	intron (NM_181348, intron 9 of 19)	188060	NM_181348	353211		NM_181348	ENSMUSG00000039126	Prune2	6330414G02Rik|A230083H22Rik|A330102H22Rik|Bmcc1|Olfaxin|mKIAA0367	prune homolog 2	protein-coding	-1.180	-1.238
36054	chr16	94632023	94633023	+	30	NA	intron (NM_001113389, intron 2 of 11)	intron (NM_001113389, intron 2 of 11)	21104	NM_001347731	13548		NM_007890	ENSMUSG00000022897	Dyrk1a	2310043O08Rik|D16Ertd272e|D16Ertd493e|Dyrk|Gm10783|Mnbh|Mp86|mmb	dual-specificity tyrosine phosphorylation regulated kinase 1a	protein-coding	-2.080	-2.574
23855	chr18	35284639	35285639	+	30	NA	intron (NM_001360814, intron 7 of 9)	intron (NM_001360814, intron 7 of 9)	-70115	NM_178005	107065		NM_178005	ENSMUSG00000071862	Lrrtm2	C630011A14Rik|mKIAA0416	leucine rich repeat transmembrane neuronal 2	protein-coding	-2.163	-2.086
62214	chr15	79929397	79930397	+	30	NA	intron (NM_144811, intron 2 of 6)	intron (NM_144811, intron 2 of 6)	2749	NM_144811	52609		NM_144811	ENSMUSG00000053411	Cbx7	1600014J01Rik|D15Ertd417e	chromobox 7	protein-coding	-2.403	-2.526
23356	chr13	69610731	69611731	+	30	NA	promoter-TSS (NM_145354)	promoter-TSS (NM_145354)	232	NM_175283	78925		NM_175283	ENSMUSG00000021594	Srd5a1	0610031P22Rik|4930435F02Rik|S5AR 1|Srd5a-1	steroid 5 alpha-reductase 1	protein-coding	-0.135	-0.200
28632	chr2	143656653	143657653	+	30	NA	intron (NM_008792, intron 2 of 11)	intron (NM_008792, intron 2 of 11)	-109316	NR_040354	378776		NR_040354	ENSMUSG00000086171	Pcsk2os1	C630020P19Rik	proprotein convertase subtilisin/kexin type 2, opposite strand 1	ncRNA	-1.183	-1.112
21637-2	chr12	3849786	3850786	+	30	NA	intron (NM_001271753, intron 3 of 22)	intron (NM_001271753, intron 3 of 22)	11958	NR_045884	100038522		NR_045884	ENSMUSG00000073242	Dnmt3aos	Gm10485	DNA methyltransferase 3A, opposite strand	ncRNA	-1.621	-1.619
26495	chr8	110630611	110631611	+	30	NA	intron (NR_151675, intron 1 of 17)	intron (NR_151675, intron 1 of 17)	12544	NM_146216	234729		NM_146216	ENSMUSG00000010936	Vac14	D8Wsu151e|Tax1bp2|Trx|ingls	Vac14 homolog (S. cerevisiae)	protein-coding	-1.378	-1.459
22927	chr15	76537659	76538659	+	30	NA	promoter-TSS (NM_029643)	promoter-TSS (NM_029643)	587	NM_013909	30840		NM_013909	ENSMUSG00000022559	Fbxl6	Fbl6	F-box and leucine-rich repeat protein 6	protein-coding	-1.961	-2.006
23799-2	chr2	35714207	35715207	+	30	NA	intron (NM_001001602, intron 6 of 13)	intron (NM_001001602, intron 6 of 13)	17975	NM_001290639	69601		NM_001001602	ENSMUSG00000026883	Dab2ip	2310011D08Rik|Aip1|mKIAA1743	disabled 2 interacting protein	protein-coding	-1.125	-1.234
35842	chr2	77702734	77703734	+	30	NA	promoter-TSS (NM_001113399)	promoter-TSS (NM_001113399)	38	NM_001113399	241494		NM_178723	ENSMUSG00000027016	Zfp385b	B830010L13Rik|C130013B13Rik|Zfp533|Znf385b	zinc finger protein 385B	protein-coding	-1.629	-1.815
22461	chr3	121354742	121355742	+	30	NA	intron (NM_024178, intron 3 of 3)	intron (NM_024178, intron 3 of 3)	63502	NR_155539	66789		NM_024178	ENSMUSG00000039887	Alg14	5430428G01Rik	asparagine-linked glycosylation 14	protein-coding	-0.837	-0.937
26968	chr3	137918207	137919207	+	30	NA	intron (NM_019920, intron 1 of 6)	intron (NM_019920, intron 1 of 6)	152	NM_019920	56692		NM_019920	ENSMUSG00000091512	Lamtor3	Map2k1ip1|Mapbp|Mapksp1|Mp1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	protein-coding	-1.023	-1.009
30099-2	chr11	71755913	71756913	+	30	NA	intron (NM_001357965, intron 1 of 8)	intron (NM_001357965, intron 1 of 8)	5398	NM_001357965	216881		NM_177618	ENSMUSG00000020811	Wscd1	mKIAA0523	WSC domain containing 1	protein-coding	-0.781	-0.710
18814	chr6	106835047	106836047	+	30	NA	Intergenic	Intergenic	-35460	NM_021449	58799		NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|piL	cereblon	protein-coding	-2.129	-1.653
21834	chr10	121461371	121462371	+	30	NA	intron (NM_138956, intron 1 of 4)	intron (NM_138956, intron 1 of 4)	14379	NM_138956	192678		NM_138956	ENSMUSG00000025795	Rassf3	-	Ras association (RalGDS/AF-6) domain family member 3	protein-coding	-0.180	-0.314
26227	chr3	115887734	115888734	+	30	NA	promoter-TSS (NR_015487)	promoter-TSS (NR_015487)	51	NM_027193	69740		NM_027193	ENSMUSG00000033554	Dph5	2410012M04Rik	diphthamide biosynthesis 5	protein-coding	0.031	-0.056
27146-2	chr5	88829162	88830162	+	30	NA	Intergenic	Intergenic	-57598	NM_001136260	54403		NM_018760	ENSMUSG00000060961	Slc4a4	NBC|NBC1	solute carrier family 4 (anion exchanger), member 4	protein-coding	-1.147	-1.278
27224	chr2	92409871	92410871	+	30	NA	intron (NR_040621, intron 1 of 3)	intron (NR_040621, intron 1 of 3)	1479	NR_040621	320507		NR_040621	ENSMUSG00000084781	D930015M05Rik	-	RIKEN cDNA D930015M05 gene	ncRNA	-1.356	-1.496
16067	chr8	57941385	57942385	+	30	NA	intron (NM_175032, intron 6 of 11)	intron (NM_175032, intron 6 of 11)	142017	NR_165835	105243194		NR_165835		Gm2921	100040711	predicted gene 2921	ncRNA	-1.572	-1.101
25678	chr2	38578740	38579740	+	30	NA	intron (NM_021606, intron 8 of 9)	intron (NM_021606, intron 8 of 9)	64666	NM_011187	19177		NM_011187	ENSMUSG00000026750	Psmb7	MC14	proteasome (prosome, macropain) subunit, beta type 7	protein-coding	-0.873	-0.903
17474-2	chr4	66314658	66315658	+	30	NA	intron (NM_019514, intron 1 of 21)	intron (NM_019514, intron 1 of 21)	89325	NM_019514	56079		NM_019514	ENSMUSG00000028373	Astn2	1d8|Astnl|bM452J22.1	astrotactin 2	protein-coding	-1.895	-2.132
35006	chr16	42325497	42326497	+	30	NA	intron (NM_008083, intron 1 of 2)	intron (NM_008083, intron 1 of 2)	14654	NM_008083	14432		NM_008083	ENSMUSG00000047261	Gap43	B-50|Basp2|GAP-43	growth associated protein 43	protein-coding	-1.619	-1.748
16843	chr1	176199000	176200000	+	30	NA	intron (NM_001357846, intron 1 of 8)	intron (NM_001357846, intron 1 of 8)	14442	NM_001357845	319455		NM_176916	ENSMUSG00000055214	Pld5	B230365F16Rik	phospholipase D family member 5	protein-coding	-1.460	-1.606
26560-2	chr7	63921402	63922402	+	30	NA	intron (NM_021366, intron 1 of 1)	intron (NM_021366, intron 1 of 1)	5045	NM_001256311	381994		NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding	-1.561	-1.740
23394-3	chr3	107750505	107751505	+	30	NA	intron (NM_001113529, intron 4 of 8)	intron (NM_001113529, intron 4 of 8)	9464	NM_007778	12977		NM_007778	ENSMUSG00000014599	Csf1	BAP025|Csfm|MCSF|Mhdabap25|PG-M-CSF|op	colony stimulating factor 1 (macrophage)	protein-coding	-0.718	-0.875
28108	chr6	21391969	21392969	+	30	NA	intron (NM_019697, intron 1 of 5)	intron (NM_019697, intron 1 of 5)	177123	NM_019697	16508		NM_019697	ENSMUSG00000060882	Kcnd2	Gm52855|Kv4.2	potassium voltage-gated channel, Shal-related family, member 2	protein-coding	-1.924	-2.122
18110	chr16	96191689	96192689	+	30	NA	promoter-TSS (NM_001001492)	promoter-TSS (NM_001001492)	68	NM_001001492	385668		NM_001001492	ENSMUSG00000045275	Lca5l	4921526F01Rik|Lcca5l	Leber congenital amaurosis 5-like	protein-coding	-1.232	-1.573
18602	chr12	110460055	110461055	+	30	NA	intron (NM_001373953, intron 2 of 12)	intron (NM_001373953, intron 2 of 12)	12540	NM_001364213	26931		NM_012023	ENSMUSG00000017843	Ppp2r5c	2610043M05Rik|2700063L20Rik|D12Bwg0916e	protein phosphatase 2, regulatory subunit B', gamma	protein-coding	-1.703	-1.960
24817	chr9	59617349	59618349	+	30	NA	intron (NR_038074, intron 1 of 22)	intron (NR_038074, intron 1 of 22)	565	NR_038074	67287		NM_029922	ENSMUSG00000025237	Parp6	1700119G14Rik|2310028P13Rik|3110038K10Rik|ARTD17|C030013N01Rik|PARP-6	poly (ADP-ribose) polymerase family, member 6	protein-coding	-1.067	-1.162
18354	chr4	98612542	98613542	+	30	NA	intron (NM_001005787, intron 4 of 15)	intron (NM_001005787, intron 4 of 15)	66408	NM_001005787	12695		NM_007704	ENSMUSG00000061859	Patj	Cipp|Inadl	PATJ, crumbs cell polarity complex component	protein-coding	-0.845	-0.864
20054	chr10	111008749	111009749	+	30	NA	intron (NM_001359622, intron 1 of 16)	intron (NM_001359622, intron 1 of 16)	760	NM_001359622	320150		NM_172554	ENSMUSG00000035798	Zdhhc17	A230053P19Rik|D130071N24Rik|DHHC-17|Hip14	zinc finger, DHHC domain containing 17	protein-coding	-0.782	-0.903
26356	chr5	124439544	124440544	+	30	NA	intron (NM_001310725, intron 1 of 6)	CpG	114	NM_030241	67956		NM_030241	ENSMUSG00000049327	Kmt5a	2410195B05Rik|PR-SET7|PR/SET07|Setd8	lysine methyltransferase 5A	protein-coding	-1.525	-1.577
19135	chr7	132443271	132444271	+	30	NA	Intergenic	Intergenic	-126543	NM_029935	77590		NM_029935	ENSMUSG00000030930	Chst15	4631426J05Rik|BRAG|GalNAc4S-6ST|GalNAcS-6ST|MAd5|mKIAA0598	carbohydrate sulfotransferase 15	protein-coding	-1.263	-1.457
21569	chr4	155401030	155402030	+	30	NA	intron (NR_102284, intron 2 of 2)	intron (NR_102284, intron 2 of 2)	-3461	NM_008072	14403		NM_008072	ENSMUSG00000029054	Gabrd	-	gamma-aminobutyric acid (GABA) A receptor, subunit delta	protein-coding	-1.911	-1.933
22264	chr9	62463811	62464811	+	30	NA	intron (NM_175484, intron 2 of 11)	intron (NM_175484, intron 2 of 11)	72733	NM_175484	235431		NM_175484	ENSMUSG00000041729	Coro2b	CLIPINC|E130012P22Rik	coronin, actin binding protein, 2B	protein-coding	-1.992	-2.273
29707-4	chr8	84813474	84814474	+	30	NA	Intergenic	Intergenic	8849	NM_201227	23863		NM_201227	ENSMUSG00000053226	Dand5	Cerl-2|Cerl2|Cerr2|Dte|GREM3|coco	DAN domain family member 5, BMP antagonist	protein-coding	-2.659	-2.915
20561	chr14	65331302	65332302	+	30	NA	Intergenic	Intergenic	-26874	NM_199029	380912		NM_199029	ENSMUSG00000034522	Zfp395	Gm910	zinc finger protein 395	protein-coding	-1.185	-1.331
17212	chr5	105792594	105793594	+	30	NA	intron (NM_178701, intron 2 of 2)	intron (NM_178701, intron 2 of 2)	-83474	NR_030777	54367		NM_018759	ENSMUSG00000029290	Zfp326	5730470H14Rik|ZAN75|Znf326	zinc finger protein 326	protein-coding	-0.465	-0.625
22062	chr2	112368230	112369230	+	30	NA	promoter-TSS (NM_026519)	promoter-TSS (NM_026519)	-703	NM_026519	68032		NM_026519	ENSMUSG00000027131	Emc4	2610318K02Rik|Tmem85	ER membrane protein complex subunit 4	protein-coding	-0.271	-0.300
16633	chr11	99252348	99253348	+	30	NA	Intergenic	Intergenic	-8701	NM_172946	268481		NM_172946	ENSMUSG00000035849	Krt222	6330509G02Rik	keratin 222	protein-coding	-0.602	-0.756
36670	chr15	57728057	57729057	+	30	NA	intron (NM_199449, intron 1 of 3)	intron (NM_199449, intron 1 of 3)	33890	NM_199449	387609		NM_199449	ENSMUSG00000071757	Zhx2	Afr-1|Afr1|Raf|mKIAA0854	zinc fingers and homeoboxes 2	protein-coding	-1.087	-0.907
22169	chr11	117986155	117987155	+	30	NA	promoter-TSS (NR_151726)	promoter-TSS (NR_151726)	-202	NR_151726	74451		NM_133757	ENSMUSG00000017715	Pgs1	2610019F11Rik|4933424M23Rik|SAF	phosphatidylglycerophosphate synthase 1	protein-coding	-1.909	-2.051
29193	chr12	86806099	86807099	+	30	NA	Intergenic	Intergenic	72230	NM_001195767	627607		NM_001195767	ENSMUSG00000059114	Lrrc74a	EG627607|Gm6772|Lrrc74	leucine rich repeat containing 74A	protein-coding	-1.235	-1.274
25452	chr10	76032136	76033136	+	30	NA	promoter-TSS (NM_177475)	promoter-TSS (NM_177475)	24	NM_177475	64453		NM_177475	ENSMUSG00000049764	Zfp280b	D10Jhu82e|Suhw2	zinc finger protein 280B	protein-coding	-0.694	-0.934
18404-2	chr5	122887866	122888866	+	30	NA	intron (NM_001003953, intron 13 of 22)	intron (NM_001003953, intron 13 of 22)	11984	NM_013910	30841		NM_013910	ENSMUSG00000029475	Kdm2b	Cxxc2|Fbl10|Fbxl10|Jhdm1b|PCCX2	lysine (K)-specific demethylase 2B	protein-coding	-2.458	-2.475
23034	chr3	103280199	103281199	+	30	NA	intron (NM_001079830, intron 1 of 18)	intron (NM_001079830, intron 1 of 18)	1406	NM_053170	94093		NM_053170	ENSMUSG00000033014	Trim33	8030451N04Rik|Ecto|Tif1g	tripartite motif-containing 33	protein-coding	-0.461	-0.566
26293	chr2	21141510	21142510	+	30	NA	Intergenic	CpG	63355	NM_027728	71233		NM_027728	ENSMUSG00000026679	Enkur	4933434I06Rik	enkurin, TRPC channel interacting protein	protein-coding	-0.905	-0.940
27583	chr10	81543819	81544819	+	30	NA	intron (NM_010301, intron 1 of 6)	intron (NM_010301, intron 1 of 6)	843	NM_010301	14672		NM_010301	ENSMUSG00000034781	Gna11	Dsk7|E430025L19|Hg1k|g alpha-11	guanine nucleotide binding protein, alpha 11	protein-coding	-1.331	-1.184
20819	chr11	99230572	99231572	+	30	NA	promoter-TSS (NM_020618)	promoter-TSS (NM_020618)	-55	NM_020618	57376		NM_020618	ENSMUSG00000037935	Smarce1	2810417B20Rik|5830412H02Rik|9030408N19Rik|Baf27	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	protein-coding	-0.563	-0.638
35731	chr15	23351424	23352424	+	30	NA	intron (NM_001081299, intron 4 of 11)	intron (NM_001081299, intron 4 of 11)	315461	NM_001081299	320865		NM_001081299	ENSMUSG00000040420	Cdh18	B230220E17Rik|Cdh14l|Tg(GFAP-APOE_i4)1Hol	cadherin 18	protein-coding	-2.066	-2.256
22703	chr3	105479700	105480700	+	30	NA	intron (NM_019931, intron 2 of 7)	intron (NM_019931, intron 2 of 7)	-27245	NR_040759	78635		NR_040759	ENSMUSG00000074346	Kcnd3os	1700095B22Rik	potassium voltage-gated channel, Shal-related family, member 3, opposite strand	ncRNA	-1.348	-1.470
28911	chr15	99530652	99531652	+	30	NA	Intergenic	Intergenic	-2987	NM_028224	72393		NM_028224	ENSMUSG00000023011	Faim2	2900002L20Rik|Lfg|Lfg2|NMP25|Nmp35|Tmbim2	Fas apoptotic inhibitory molecule 2	protein-coding	-2.257	-2.371
56746	chr3	136781341	136782341	+	30	NA	intron (NM_008913, intron 1 of 13)	intron (NM_008913, intron 1 of 13)	111775	NM_001293622	19055		NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding	-2.135	-2.272
46134	chr14	55077606	55078606	+	30	NA	intron (NM_001039198, intron 1 of 9)	intron (NM_001039198, intron 1 of 9)	5015	NR_004444	432855		NR_004444		Zfhx2os	Zfhx2as	zinc finger homeobox 2, opposite strand	ncRNA	-2.143	-2.211
37920	chr3	126659626	126660626	+	30	NA	intron (NM_001025438, intron 2 of 18)	intron (NM_001025438, intron 2 of 18)	8817	NR_166466	102639086		NR_166466	ENSMUSG00000086679	Gm15551	-	predicted gene 15551	ncRNA	-0.709	-0.788
15850	chr4	127022402	127023402	+	30	NA	exon (NM_023603, exon 2 of 10)	exon (NM_023603, exon 2 of 10)	1601	NR_045010	71514		NM_023603	ENSMUSG00000028820	Sfpq	1110004P21Rik|2810416M14Rik|5730453G22Rik|9030402K04Rik|D4Ertd314e|Gm12940|PSF|REP1	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	protein-coding	-1.237	-1.562
44825	chr18	36399878	36400878	+	30	NA	intron (NM_001368637, intron 2 of 2)	intron (NM_001368637, intron 2 of 2)	51605	NM_001368637	66060		NM_025328	ENSMUSG00000046727	Cystm1	0610010O12Rik	cysteine-rich transmembrane module containing 1	protein-coding	-1.944	-1.833
28894	chr8	26590216	26591216	+	30	NA	Intergenic	Intergenic	233707	NR_045904	72316		NR_045904	ENSMUSG00000100335	2310008N11Rik	-	RIKEN cDNA 2310008N11 gene	ncRNA	-1.130	-1.157
42013	chr11	69088797	69089797	+	30	NA	intron (NM_009497, intron 2 of 4)	intron (NM_009497, intron 2 of 4)	769	NM_009497	22318		NM_009497	ENSMUSG00000020894	Vamp2	Syb-2|Syb2|Vamp-2|sybII	vesicle-associated membrane protein 2	protein-coding	-0.958	-1.148
16976	chr8	105706095	105707095	+	30	NA	exon (NM_198299, exon 4 of 8)	exon (NM_198299, exon 4 of 8)	1613	NM_198299	102124		NM_198299	ENSMUSG00000013155	Enkd1	E130303B06Rik	enkurin domain containing 1	protein-coding	-1.344	-1.452
30930	chr2	157558164	157559164	+	30	NA	intron (NM_016916, intron 1 of 1)	intron (NM_016916, intron 1 of 1)	-1414	NM_001291128	18111		NM_010923	ENSMUSG00000067786	Nnat	5730414I02Rik|Peg5	neuronatin	protein-coding	-0.667	-0.958
15685-3	chr4	126115320	126116320	+	30	NA	intron (NM_028800, intron 1 of 10)	intron (NM_028800, intron 1 of 10)	11863	NM_028800	74178		NM_028800	ENSMUSG00000042608	Stk40	2310004N11Rik	serine/threonine kinase 40	protein-coding	-0.774	-1.048
16644	chr18	38836324	38837324	+	30	NA	Intergenic	Intergenic	-55632	NM_001033789	545253		NM_001033789	ENSMUSG00000117994	Gm5820	EG545253	predicted gene 5820	protein-coding	-1.811	-1.689
21566-2	chr5	44094532	44095532	+	30	NA	promoter-TSS (NM_001163583)	promoter-TSS (NM_001163583)	-264	NM_001163581	19126		NM_008935	ENSMUSG00000029086	Prom1	4932416E19Rik|AC133|CD133|Prom|Prom-1|Proml1	prominin 1	protein-coding	-0.609	-0.578
15756	chr2	61711439	61712439	+	30	NA	intron (NM_021526, intron 1 of 11)	CpG	245	NM_021526	59029		NM_021526	ENSMUSG00000026914	Psmd14	2610312C03Rik|3200001M20Rik|Pad1|Poh1|rpm11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	protein-coding	-0.329	-0.551
19926	chr16	63632471	63633471	+	30	NA	intron (NM_010140, intron 5 of 16)	MLT2B2|LTR|ERVL	231204	NM_001362452	13837		NM_010140	ENSMUSG00000052504	Epha3	Cek4|EK4|ETK1|End3|Hek|Hek4|Mek4|Tyro4	Eph receptor A3	protein-coding	-1.317	-1.240
16622-2	chr4	149484998	149485998	+	30	NA	promoter-TSS (NM_001356357)	promoter-TSS (NM_001356357)	232	NM_026963	69151		NM_026963	ENSMUSG00000028990	Lzic	1810030J04Rik	leucine zipper and CTNNBIP1 domain containing	protein-coding	-2.042	-2.157
