PeakID (cmd=annotatePeaks.pl tss mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
NM_144834	chr12	103630944	103631944	-	0	NA	promoter-TSS (NM_144834)	promoter-TSS (NM_144834)	0	NM_144834	217847		NM_144834	ENSMUSG00000061947	Serpina10	PZI|ZPI	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10	protein-coding	0.056	0.204
NM_021282	chr7	140763319	140764319	+	0	NA	promoter-TSS (NM_021282)	promoter-TSS (NM_021282)	0	NM_021282	13106		NM_021282	ENSMUSG00000025479	Cyp2e1	CYPIIE1|Cyp2e	cytochrome P450, family 2, subfamily e, polypeptide 1	protein-coding	-0.286	-0.112
NM_001164818	chr2	156547076	156548076	+	0	NA	promoter-TSS (NM_026661)	promoter-TSS (NM_026661)	0	NM_001164818	68295		NM_026661	ENSMUSG00000027628	Aar2	0610011L14Rik	AAR2 splicing factor homolog	protein-coding	-1.970	-2.083
NR_037292	chr7	144008754	144009754	+	0	NA	promoter-TSS (NR_037292)	promoter-TSS (NR_037292)	0	NR_037292	100526562		NR_037292	ENSMUSG00000093221	Mir3105	mmu-mir-3105	microRNA 3105	ncRNA	-0.172	-0.542
NM_001025438	chr3	126596451	126597451	+	0	NA	promoter-TSS (NM_023813)	promoter-TSS (NM_023813)	0	NM_001025438	108058		NM_023813	ENSMUSG00000053819	Camk2d	2810011D23Rik|8030469K03Rik|CaMK II|[d]-CaMKII	calcium/calmodulin-dependent protein kinase II, delta	protein-coding	-1.141	-1.034
NM_133187	chr3	79885430	79886430	+	0	NA	promoter-TSS (NM_133187)	promoter-TSS (NM_133187)	0	NM_133187	68659		NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding	-0.368	-0.220
NM_001163290	chr1	180192985	180193985	-	0	NA	promoter-TSS (NM_001163290)	promoter-TSS (NM_001163290)	0	NM_001163290	67426		NM_023341	ENSMUSG00000026489	Coq8a	4632432J16Rik|Adck3|Cabc1|mKIAA0451	coenzyme Q8A	protein-coding	-1.762	-1.667
NM_019427	chr4	57142656	57143656	-	0	NA	promoter-TSS (NM_001355492)	promoter-TSS (NM_001355492)	0	NM_019427	54357		NM_019427	ENSMUSG00000028434	Epb41l4b	6430543G08Rik|D4Ertd346e|Ehm2|Epb4.1l4b|Lulu2	erythrocyte membrane protein band 4.1 like 4b	protein-coding	-1.227	-1.037
NM_146177	chr7	4739627	4740627	+	0	NA	promoter-TSS (NM_001115018)	promoter-TSS (NM_001115018)	0	NM_146177	232811		NM_146177	ENSMUSG00000059851	Kmt5c	Suv4-20h2|Suv420h2	lysine methyltransferase 5C	protein-coding	-1.184	-0.978
NM_001372567	chr9	9238527	9239527	-	0	NA	promoter-TSS (NM_001372570)	promoter-TSS (NM_001372570)	0	NM_001372567	71544		NM_027823	ENSMUSG00000050730	Arhgap42	9030420J04Rik	Rho GTPase activating protein 42	protein-coding	-0.791	-0.943
NM_001083121	chr1	182019480	182020480	-	0	NA	promoter-TSS (NM_001083121)	promoter-TSS (NM_001083121)	0	NM_001083121	13800		NM_008680	ENSMUSG00000022995	Enah	Mena|NDPP-1|Ndpp1|WBP8	ENAH actin regulator	protein-coding	-0.558	-0.689
NM_001291787	chr19	6340660	6341660	+	0	NA	promoter-TSS (NM_001291787)	promoter-TSS (NM_001291787)	0	NM_001291787	26412		NM_009006	ENSMUSG00000024948	Map4k2	BL44|GCK|Rab8ip	mitogen-activated protein kinase kinase kinase kinase 2	protein-coding	-4.176	-4.300
NM_019519	chr14	55721423	55722423	-	0	NA	promoter-TSS (NM_019519)	promoter-TSS (NM_019519)	0	NM_019519	56187		NM_019519	ENSMUSG00000040472	Rabggta	gm	Rab geranylgeranyl transferase, a subunit	protein-coding	-1.139	-1.238
NR_164334	chr17	25570329	25571329	+	0	NA	promoter-TSS (NM_011447)	promoter-TSS (NM_011447)	0	NR_164334	72834		NR_045176	ENSMUSG00000091475	Cerox1	2810468N07Rik|lnc6689	cytoplasmic endogenous regulator of oxidative phosphorylation 1	ncRNA	-1.382	-1.577
NR_168627	chr17	22496946	22497946	+	0	NA	promoter-TSS (NR_168628)	promoter-TSS (NR_168628)	0	NR_168627	102632853		NR_168627		Gm30818	-	predicted gene, 30818	ncRNA	-0.784	-0.605
NM_027206	chr3	95141854	95142854	-	0	NA	promoter-TSS (NM_027206)	promoter-TSS (NM_027206)	0	NM_027206	69769		NM_027206	ENSMUSG00000013707	Tnfaip8l2	1810019A08Rik|TIPE2	tumor necrosis factor, alpha-induced protein 8-like 2	protein-coding	-1.666	-1.721
NM_001033338	chr16	17207635	17208635	+	0	NA	promoter-TSS (NM_001033338)	promoter-TSS (NM_001033338)	0	NM_001033338	239731		NM_001033338	ENSMUSG00000071636	Rimbp3	Gm1759|Gm603|RIM-BP3|mKIAA1666	RIMS binding protein 3	protein-coding	-1.284	-1.290
NR_038004	chr13	48018108	48019108	-	0	NA	promoter-TSS (NR_038004)	promoter-TSS (NR_038004)	0	NR_038004	70971		NR_038004	ENSMUSG00000047324	4931429P17Rik	-	RIKEN cDNA 4931429P17 gene	ncRNA	-0.415	-0.353
NR_152258	chr3	116594387	116595387	-	0	NA	promoter-TSS (NM_001289571)	promoter-TSS (NM_001289571)	0	NR_152258	229780		NM_030016	ENSMUSG00000033439	Trmt13	4631408H19Rik|A330067P21|A930028L21Rik|Ccdc76	tRNA methyltransferase 13	protein-coding	-0.230	-0.300
NR_153504	chr13	58402012	58403012	-	0	NA	promoter-TSS (NM_001301345)	promoter-TSS (NM_001301345)	0	NR_153504	15387		NM_025279	ENSMUSG00000021546	Hnrnpk	Hnrpk|KBBP|NOVA	heterogeneous nuclear ribonucleoprotein K	protein-coding	-1.124	-1.052
NM_001135688	chr15	75566356	75567356	-	0	NA	promoter-TSS (NM_001135689)	promoter-TSS (NM_001135689)	0	NM_001135688	23934		NM_011837	ENSMUSG00000022577	Ly6h	-	lymphocyte antigen 6 family member H	protein-coding	-0.713	-0.627
NM_001372446	chr8	3624536	3625536	-	0	NA	promoter-TSS (NM_001372451)	promoter-TSS (NM_001372451)	0	NM_001372446	18545		NM_008790	ENSMUSG00000004630	Pcp2	L7|Pcp-2	Purkinje cell protein 2 (L7)	protein-coding	-0.683	-0.472
NM_001033167	chr13	34344682	34345682	-	0	NA	promoter-TSS (NM_001033167)	promoter-TSS (NM_001033167)	0	NM_001033167	73102		NM_001033167	ENSMUSG00000038267	Slc22a23	3110004L20Rik	solute carrier family 22, member 23	protein-coding	-0.761	-0.733
NR_038002	chr1	73024086	73025086	+	0	NA	promoter-TSS (NR_038002)	promoter-TSS (NR_038002)	0	NR_038002	69449		NR_038001	ENSMUSG00000101968	Teshl	1700027A15Rik	testicular germ cell expressed HSF2 interacting lncRNA	ncRNA	-1.098	-1.143
NM_008121	chr3	97031902	97032902	+	0	NA	promoter-TSS (NM_001271628)	promoter-TSS (NM_001271628)	0	NM_008121	14613		NM_008121	ENSMUSG00000057123	Gja5	5730555N10Rik|Cnx40|Cx40|Cxni|Gja-5	gap junction protein, alpha 5	protein-coding	-0.564	-0.626
NM_027350	chr18	64516015	64517015	-	0	NA	promoter-TSS (NM_001377022)	promoter-TSS (NM_001377022)	0	NM_027350	70223		NM_027350	ENSMUSG00000024587	Nars1	3010001M15Rik|ASNRS|Nars	asparaginyl-tRNA synthetase 1	protein-coding	-1.435	-1.321
NM_009289	chr19	47579519	47580519	+	0	NA	promoter-TSS (NM_001164639)	promoter-TSS (NM_001164639)	0	NM_009289	20874		NM_009289	ENSMUSG00000025060	Slk	9A2|Etk4|SMAK|Stk2|mKIAA0204|mSLK	STE20-like kinase	protein-coding	-0.891	-0.630
NM_001378717	chr14	44285045	44286045	+	0	NA	promoter-TSS (NM_001378717)	promoter-TSS (NM_001378717)	0	NM_001378717	666660		NM_001378717	ENSMUSG00000091725	Gm8220	EG666660	predicted gene 8220	protein-coding	-0.036	-0.194
NM_023645	chr1	44118273	44119273	-	0	NA	promoter-TSS (NM_023645)	promoter-TSS (NM_023645)	0	NM_023645	72050		NM_023645	ENSMUSG00000026047	Poglut2	1810049A15Rik|5730416C13Rik|EP58|Kdel1|Kdelc1	protein O-glucosyltransferase 2	protein-coding	0.009	0.191
NM_001033876	chr15	72547199	72548199	-	0	NA	promoter-TSS (NM_001033876)	promoter-TSS (NM_001033876)	0	NM_001033876	223604		NM_001033876	ENSMUSG00000036760	Kcnk9	A930009L07Rik|Task3	potassium channel, subfamily K, member 9	protein-coding	-2.226	-2.268
NM_001164402	chr6	137410221	137411221	+	0	NA	promoter-TSS (NM_001164402)	promoter-TSS (NM_001164402)	0	NM_001164402	19277		NM_011216	ENSMUSG00000030223	Ptpro	D28|GLEPP1|PTPBK|PTPROt|PTPU2|PTPoc|PTPphi|Ptpn15|R-PTP-O	protein tyrosine phosphatase receptor type O	protein-coding	-0.391	-0.465
NM_001284329	chr10	107271894	107272894	+	0	NA	promoter-TSS (NM_001284329)	promoter-TSS (NM_001284329)	0	NM_001284329	108030		NM_001033223	ENSMUSG00000019906	Lin7a	LIN-7A|MALS-1|TIP-33|Veli|Veli1	lin-7 homolog A, crumbs cell polarity complex component	protein-coding	-1.282	-1.102
NR_105915	chr14	69691748	69692748	+	0	NA	promoter-TSS (NR_105915)	promoter-TSS (NR_105915)	0	NR_105915	102465573		NR_105915	ENSMUSG00000098666	Mir6950	Gm27586|mmu-mir-6950	microRNA 6950	ncRNA	-0.283	-0.176
NR_153502	chr13	58402012	58403012	-	0	NA	promoter-TSS (NM_001301345)	promoter-TSS (NM_001301345)	0	NR_153502	15387		NM_025279	ENSMUSG00000021546	Hnrnpk	Hnrpk|KBBP|NOVA	heterogeneous nuclear ribonucleoprotein K	protein-coding	-1.124	-1.052
NR_028543	chr1	161037592	161038592	+	0	NA	promoter-TSS (NR_028543)	promoter-TSS (NR_028543)	0	NR_028543	100217446		NR_028543	ENSMUSG00000064968	Snord47	MBII-96	small nucleolar RNA, C/D box 47	snoRNA	-0.740	-0.654
NR_164332	chr17	25570329	25571329	+	0	NA	promoter-TSS (NM_011447)	promoter-TSS (NM_011447)	0	NR_164332	72834		NR_045176	ENSMUSG00000091475	Cerox1	2810468N07Rik|lnc6689	cytoplasmic endogenous regulator of oxidative phosphorylation 1	ncRNA	-1.382	-1.577
NM_001271447	chrX	49287742	49288742	-	0	NA	promoter-TSS (NM_001271447)	promoter-TSS (NM_001271447)	0	NM_001271447	209224		NM_145951	ENSMUSG00000031109	Enox2	APK1|Cova1|tNOX	ecto-NOX disulfide-thiol exchanger 2	protein-coding	-0.648	-0.580
NM_001370933	chr18	23986752	23987752	-	0	NA	promoter-TSS (NM_001370933)	promoter-TSS (NM_001370933)	0	NM_001370933	328918		NM_001080810		Zscan30	C230097I24Rik|Gm754|Zfp397os	zinc finger and SCAN domain containing 30	protein-coding	-1.382	-1.284
NR_166641	chr9	111918229	111919229	-	0	NA	promoter-TSS (NR_166641)	promoter-TSS (NR_166641)	0	NR_166641	78028		NR_166641	ENSMUSG00000111054	4930545L08Rik	-	RIKEN cDNA 4930545L08 gene	ncRNA	-1.657	-1.703
NM_001168276	chr15	76924948	76925948	-	0	NA	promoter-TSS (NM_001168276)	promoter-TSS (NM_001168276)	0	NM_001168276	239546		NM_172817	ENSMUSG00000054967	Zfp647	6030449J21|Es492|Znf250	zinc finger protein 647	protein-coding	-1.920	-1.854
NR_028320	chrX	93968156	93969156	+	0	NA	promoter-TSS (NR_028320)	promoter-TSS (NR_028320)	0	NR_028320	385493		NM_001033480	ENSMUSG00000081044	AU015836	-	expressed sequence AU015836	ncRNA	-0.377	-0.415
NM_001287171	chr7	141278633	141279633	-	0	NA	promoter-TSS (NM_011328)	promoter-TSS (NM_011328)	0	NM_001287171	20287		NM_011328	ENSMUSG00000038580	Sct	-	secretin	protein-coding	-1.363	-1.257
NM_028814	chr3	88685287	88686287	+	0	NA	promoter-TSS (NR_151827)	promoter-TSS (NR_151827)	0	NM_028814	74200		NM_028814	ENSMUSG00000028060	Khdc4	2810403A07Rik|A430106P18Rik|Blom7|Kiaa0907	KH domain containing 4, pre-mRNA splicing factor	protein-coding	-2.593	-2.413
NR_169018-HOMER2	chr4	42072262	42073262	-	0	NA	promoter-TSS (NR_169017).2	promoter-TSS (NR_169017).2	0	NR_169018	65958		NR_169015		Ccl19-ps2	ELC|Scya19-ps2	C-C motif chemokine ligand 19, pseudogene 2	pseudo		
NM_001284398	chr11	87577889	87578889	+	0	NA	promoter-TSS (NM_001284398)	promoter-TSS (NM_001284398)	0	NM_001284398	18952		NM_011129	ENSMUSG00000020486	Septin4	ARTS|Bh5|Gm11492|Pnutl2|Sept4|hCDCREL-2	septin 4	protein-coding	-0.909	-0.930
NR_029729	chr15	85706103	85707103	+	0	NA	promoter-TSS (NR_029729)	promoter-TSS (NR_029729)	0	NR_029729	723966		NR_029729	ENSMUSG00000065608	Mirlet7c-2	Mirnlet7c-2|let-7c-2	microRNA let7c-2	ncRNA	-2.287	-2.455
NM_001359563	chr10	116581011	116582011	-	0	NA	promoter-TSS (NM_001359250)	promoter-TSS (NM_001359250)	0	NM_001359563	72068		NM_028082	ENSMUSG00000020166	Cnot2	2600016M12Rik|2810470K03Rik	CCR4-NOT transcription complex, subunit 2	protein-coding	-2.115	-1.906
NM_011062	chr17	24141094	24142094	-	0	NA	promoter-TSS (NM_011062)	promoter-TSS (NM_011062)	0	NM_011062	18607		NM_011062	ENSMUSG00000024122	Pdpk1	Pdk1	3-phosphoinositide dependent protein kinase 1	protein-coding	-1.303	-1.265
NM_001379586	chr3	131489269	131490269	-	0	NA	promoter-TSS (NM_001379587)	promoter-TSS (NM_001379587)	0	NM_001379586	74442		NM_028943	ENSMUSG00000050931	Sgms2	4933405A16Rik|5133401H06Rik	sphingomyelin synthase 2	protein-coding	-0.183	-0.154
NM_001302095	chr14	70889607	70890607	+	0	NA	promoter-TSS (NM_008115)	promoter-TSS (NM_008115)	0	NM_001302095	14586		NM_008115	ENSMUSG00000022103	Gfra2	-	glial cell line derived neurotrophic factor family receptor alpha 2	protein-coding	-0.844	-1.334
NM_001177623	chr9	112216851	112217851	-	0	NA	promoter-TSS (NM_001362005)	promoter-TSS (NM_001362005)	0	NM_001177623	74100		NM_028755	ENSMUSG00000032503	Arpp21	0710001E13Rik|ARPP-21|D9Bwg1012e|R3hdm3|Tarpp	cyclic AMP-regulated phosphoprotein, 21	protein-coding	-2.109	-1.949
NM_172921	chr9	48361541	48362541	+	0	NA	promoter-TSS (NM_172921)	promoter-TSS (NM_172921)	0	NM_172921	244853		NM_172921	ENSMUSG00000044229	Nxpe4	C130036J11|D930028F11Rik|Fam55d	neurexophilin and PC-esterase domain family, member 4	protein-coding	-0.474	-0.475
NM_013494	chr8	64692609	64693609	-	0	NA	promoter-TSS (NM_013494)	promoter-TSS (NM_013494)	0	NM_013494	12876		NM_013494	ENSMUSG00000037852	Cpe	CPH|Cph-1|Cph1|NF-alpha1|fat	carboxypeptidase E	protein-coding	-0.976	-0.677
NR_030683	chr2	119325697	119326697	-	0	NA	promoter-TSS (NR_030683)	promoter-TSS (NR_030683)	0	NR_030683	100043609		NR_030683	ENSMUSG00000074912	Gm14207	Dll4	predicted gene 14207	ncRNA	-1.316	-1.294
NM_001371065	chr8	107096048	107097048	-	0	NA	promoter-TSS (NM_001286200)	promoter-TSS (NM_001286200)	0	NM_001371065	21750		NM_009353	ENSMUSG00000031921	Terf2	TRF2	telomeric repeat binding factor 2	protein-coding	-0.863	-1.028
NM_001102407	chr3	96629428	96630428	+	0	NA	promoter-TSS (NM_001102407)	promoter-TSS (NM_001102407)	0	NM_001102407	60365		NM_025875	ENSMUSG00000038374	Rbm8a	2310057C03Rik|Rbm8	RNA binding motif protein 8a	protein-coding	-1.367	-1.360
NM_001122737	chr7	142656996	142657996	-	0	NA	promoter-TSS (NM_001315489)	promoter-TSS (NM_001315489)	0	NM_001122737	16002		NM_010514	ENSMUSG00000048583	Igf2	Igf-2|Igf-II|M6pr|Mpr|Peg2	insulin-like growth factor 2	protein-coding	-0.929	-0.997
NM_013492	chr14	65967983	65968983	+	0	NA	promoter-TSS (NM_013492)	promoter-TSS (NM_013492)	0	NM_013492	12759		NM_013492	ENSMUSG00000022037	Clu	ApoJ|Cli|D14Ucla3|SP-40|Sgp-2|Sgp2|Sugp-2	clusterin	protein-coding	-0.584	-0.746
NM_001378938	chr13	107021855	107022855	-	0	NA	promoter-TSS (NM_008442)	promoter-TSS (NM_008442)	0	NM_001378938	16563		NM_008442	ENSMUSG00000021693	Kif2a	C530030B14Rik|Kif2|Kns2|M-kinesin	kinesin family member 2A	protein-coding	-0.504	-0.467
NM_001291075	chr7	46796171	46797171	+	0	NA	promoter-TSS (NM_001291075)	promoter-TSS (NM_001291075)	0	NM_001291075	14884		NM_008186	ENSMUSG00000006599	Gtf2h1	62kDa|BTF2 p62|p62	general transcription factor II H, polypeptide 1	protein-coding	-1.173	-0.958
NM_001346762	chr11	78094190	78095190	+	0	NA	promoter-TSS (NM_001346762)	promoter-TSS (NM_001346762)	0	NM_001346762	216971		NM_145430	ENSMUSG00000037750	Fam222b	9630020I17Rik	family with sequence similarity 222, member B	protein-coding	-1.444	-1.433
NM_001271542	chr8	40515347	40516347	-	0	NA	promoter-TSS (NM_001271542)	promoter-TSS (NM_001271542)	0	NM_001271542	18983		NM_011135	ENSMUSG00000031601	Cnot7	CAF-1|Caf1|Pop2	CCR4-NOT transcription complex, subunit 7	protein-coding	-0.579	-0.501
NM_001081059	chr13	43559691	43560691	-	0	NA	promoter-TSS (NM_001081059)	promoter-TSS (NM_001081059)	0	NM_001081059	76137		NM_001081059	ENSMUSG00000021371	Mcur1	6230416A05Rik|Ccdc90a	mitochondrial calcium uniporter regulator 1	protein-coding	-2.386	-2.239
NM_010795	chr15	80173221	80174221	+	0	NA	promoter-TSS (NM_010795)	promoter-TSS (NM_010795)	0	NM_010795	17309		NM_010795	ENSMUSG00000042428	Mgat3	1110038J12Rik|GnT-III	mannoside acetylglucosaminyltransferase 3	protein-coding	-2.827	-2.643
NM_001112721	chr15	38078354	38079354	-	0	NA	promoter-TSS (NM_001112721)	promoter-TSS (NM_001112721)	0	NM_001112721	70790		NM_027553	ENSMUSG00000037487	Ubr5	Edd|Edd1	ubiquitin protein ligase E3 component n-recognin 5	protein-coding	-1.468	-1.569
NM_001010831	chr10	24109034	24110034	-	0	NA	promoter-TSS (NM_001010831)	promoter-TSS (NM_001010831)	0	NM_001010831	503558		NM_001010831	ENSMUSG00000037424	Taar9	Gm231|taR-9	trace amine-associated receptor 9	protein-coding	-0.692	-0.580
NM_001368934	chr14	51410501	51411501	+	0	NA	promoter-TSS (NM_001368934)	promoter-TSS (NM_001368934)	0	NM_001368934	669149		NM_011686	ENSMUSG00000000606	Vmn2r88	V2r13|V2r3	vomeronasal 2, receptor 88	protein-coding	-0.020	-0.192
NM_028812	chr16	37539289	37540289	-	0	NA	promoter-TSS (NM_028812)	promoter-TSS (NM_028812)	0	NM_028812	74197		NM_028812	ENSMUSG00000022828	Gtf2e1	2610024P03Rik|56kDa|FE|TFIIE-A	general transcription factor II E, polypeptide 1 (alpha subunit)	protein-coding	-2.143	-1.794
NM_001291173	chr2	168601157	168602157	-	0	NA	promoter-TSS (NM_001291172)	promoter-TSS (NM_001291172)	0	NM_001291173	18019		NM_010899	ENSMUSG00000027544	Nfatc2	NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding	-0.881	-0.914
NM_001081426	chr13	9276025	9277025	+	0	NA	promoter-TSS (NM_001081426)	promoter-TSS (NM_001081426)	0	NM_001081426	208440		NM_172459	ENSMUSG00000048264	Dip2c	2900024P20Rik|9630044M06|mKIAA0934	disco interacting protein 2 homolog C	protein-coding	-1.080	-1.319
NM_001042714	chr13	96470660	96471660	-	0	NA	promoter-TSS (NM_001042714)	promoter-TSS (NM_001042714)	0	NM_001042714	271144		NM_001042714	ENSMUSG00000047117	Ankdd1b	9330128J19Rik	ankyrin repeat and death domain containing 1B	protein-coding	-0.979	-1.056
NM_001199024	chr15	79327871	79328871	-	0	NA	promoter-TSS (NM_001199025)	promoter-TSS (NM_001199025)	0	NM_001199024	53357		NM_016915	ENSMUSG00000042632	Pla2g6	PNPLA9|iPLA(2)beta|iPLA2|iPLA2beta	phospholipase A2, group VI	protein-coding	-1.922	-2.094
NM_001327810	chr11	89696436	89697436	-	0	NA	promoter-TSS (NM_001327810)	promoter-TSS (NM_001327810)	0	NM_001327810	382543		NM_172534	ENSMUSG00000047773	Ankfn1	4932411E22Rik|Gm1175|mWAKE|nmf9	ankyrin-repeat and fibronectin type III domain containing 1	protein-coding	0.206	0.118
NM_016753	chr3	67463407	67464407	-	0	NA	promoter-TSS (NM_016753)	promoter-TSS (NM_016753)	0	NM_016753	17035		NM_016753	ENSMUSG00000047557	Lxn	-	latexin	protein-coding	0.090	0.066
NM_026561	chr11	100441308	100442308	-	0	NA	promoter-TSS (NM_025727)	promoter-TSS (NM_025727)	0	NM_026561	68106		NM_026561	ENSMUSG00000017176	Nt5c3b	2610037D24Rik|C330027I04Rik|Nt5c3l	5'-nucleotidase, cytosolic IIIB	protein-coding	-1.235	-1.050
NM_001177839	chr2	131491362	131492362	+	0	NA	promoter-TSS (NM_001177840)	promoter-TSS (NM_001177840)	0	NM_001177839	228608		NM_145533	ENSMUSG00000027333	Smox	B130066H01Rik|PAO|PAOh1|SMO	spermine oxidase	protein-coding	-0.485	-0.398
NR_160676	chr17	36083749	36084749	-	0	NA	promoter-TSS (NR_160676)	promoter-TSS (NR_160676)	0	NR_160676	14963		NM_008199	ENSMUSG00000073406	H2-Bl	H-2T13|H2-B1|H2-Bl-like|H2-D1|H2-K1|H2-T13	histocompatibility 2, blastocyst	protein-coding	-0.473	-0.562
NM_001162903	chr12	32378289	32379289	+	0	NA	promoter-TSS (NM_001162903)	promoter-TSS (NM_001162903)	0	NM_001162903	72123		NM_028111	ENSMUSG00000090946	Ccdc71l	2010109K11Rik	coiled-coil domain containing 71 like	protein-coding	-0.639	-0.426
NM_134250	chr11	46454431	46455431	+	0	NA	promoter-TSS (NM_134250)	promoter-TSS (NM_134250)	0	NM_134250	171285		NM_134250	ENSMUSG00000020399	Havcr2	TIM-3|Tim3|Timd3	hepatitis A virus cellular receptor 2	protein-coding	-0.040	-0.142
NM_001111272	chr1	16518802	16519802	-	0	NA	promoter-TSS (NM_001347045)	promoter-TSS (NM_001347045)	0	NM_001111272	29819		NM_025303	ENSMUSG00000025920	Stau2	-	staufen double-stranded RNA binding protein 2	protein-coding	-0.597	-0.482
NR_015526	chr10	33994555	33995555	-	0	NA	promoter-TSS (NR_015526)	promoter-TSS (NR_015526)	0	NR_015526	414093		NR_015526	ENSMUSG00000112280	A830082N09Rik	Gm17567	RIKEN cDNA A830082N09 gene	ncRNA	0.117	0.177
NM_023860	chr7	142200864	142201864	+	0	NA	promoter-TSS (NM_023860)	promoter-TSS (NM_023860)	0	NM_023860	77215		NM_023860	ENSMUSG00000046248	Krtap5-3	A030007E19Rik	keratin associated protein 5-3	protein-coding	-0.583	-0.698
NM_001358817	chr15	76878753	76879753	+	0	NA	promoter-TSS (NM_001358816)	promoter-TSS (NM_001358816)	0	NM_001358817	223669		NM_145916	ENSMUSG00000033669	Zfp7	KRAB20|KRAB7|Krox-2|Zfp-7|Zfp65|Zfp80|Zfp86-rs1|mszf73-2	zinc finger protein 7	protein-coding	-1.852	-1.882
NM_001369275	chr4	152185108	152186108	+	0	NA	promoter-TSS (NM_001146057)	promoter-TSS (NM_001146057)	0	NM_001369275	70025		NM_133348	ENSMUSG00000028937	Acot7	2410041A17Rik|Ach1|Act|Bach|CTE-IIa|Cte-II|Lach1	acyl-CoA thioesterase 7	protein-coding	-1.558	-1.652
NM_033521	chr15	34237526	34238526	+	0	NA	promoter-TSS (NM_033521)	promoter-TSS (NM_033521)	0	NM_033521	114128		NM_033521	ENSMUSG00000022257	Laptm4b	C330023P13Rik|LAPTM4beta	lysosomal-associated protein transmembrane 4B	protein-coding	-0.377	-0.217
NM_001033261	chr10	115384459	115385459	+	0	NA	promoter-TSS (NM_001033261)	promoter-TSS (NM_001033261)	0	NM_001033261	216345		NM_001033261	ENSMUSG00000034163	Zfc3h1	Ccdc131|Psrc2	zinc finger, C3H1-type containing	protein-coding	-1.019	-0.836
NM_009096	chr4	86856867	86857867	-	0	NA	promoter-TSS (NM_009096)	promoter-TSS (NM_009096)	0	NM_009096	20104		NM_009096	ENSMUSG00000028495	Rps6	S6R	ribosomal protein S6	protein-coding	-0.619	-0.493
NM_001111037-HOMER2	chrX	11298757	11299757	+	0	NA	promoter-TSS (NM_001242949).2	promoter-TSS (NM_001242949).2	0	NM_001111037	100042922		NM_001111037	ENSMUSG00000100626	H2al1a	Gm14483|H2A.L.1|H2AL1|H2al1c|H2al1d|H2al1f|H2al1g|H2al1h|H2al1i	H2A histone family member L1A	protein-coding	-2.072	-1.855
NM_013605	chr3	89228556	89229556	+	0	NA	promoter-TSS (NM_013605)	promoter-TSS (NM_013605)	0	NM_013605	17829		NM_013605	ENSMUSG00000042784	Muc1	CD227|EMA|Muc-1	mucin 1, transmembrane	protein-coding	-2.232	-2.260
NM_010287	chr9	14859710	14860710	+	0	NA	promoter-TSS (NM_001310734)	promoter-TSS (NM_001310734)	0	NM_010287	14608		NM_010287	ENSMUSG00000031932	Gpr83	Gir|Gpr72|RP105|RP39|RP82	G protein-coupled receptor 83	protein-coding	-0.333	-0.321
NM_011436	chr9	42123797	42124797	-	0	NA	promoter-TSS (NM_011436)	promoter-TSS (NM_011436)	0	NM_011436	20660		NM_011436	ENSMUSG00000049313	Sorl1	2900010L19Rik|LR11|SorLA|gp250|mSorLA	sortilin-related receptor, LDLR class A repeats-containing	protein-coding	-1.717	-1.872
NM_001347246	chr4	143788834	143789834	+	0	NA	promoter-TSS (NM_001347246)	promoter-TSS (NM_001347246)	0	NM_001347246	194227		NM_001007077	ENSMUSG00000066031	Pramel25	Gm13023|MGC:91194	PRAME like 25	protein-coding	-0.284	-0.253
NM_176841	chr11	29373158	29374158	+	0	NA	promoter-TSS (NM_001363368)	promoter-TSS (NM_001363368)	0	NM_176841	108686		NM_176841	ENSMUSG00000032740	Ccdc88a	A430106J12Rik|Ape|C130096N06Rik|C330012F17Rik|D130005J21Rik|Girdin|Giv|Grdn|Hkrp1	coiled coil domain containing 88A	protein-coding	-0.725	-0.691
NR_168924	chr13	37580565	37581565	+	0	NA	promoter-TSS (NR_168924)	promoter-TSS (NR_168924)	0	NR_168924	115488147		NR_168924	ENSMUSG00000114784	Gm47754	-	predicted gene, 47754	ncRNA	-0.326	-0.333
