Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label
chr17-25250000	chr17	25250000	25275000	Baiap3	intron (NM_011665, intron 6 of 6)	-0.154333333333334	0.000970123784153429	0.00596820078370978	25000	A_to_B_in_Mutant	More Inactive (A->B)	Baiap3
chr13-7550000	chr13	7550000	7575000	Adarb2	Intergenic	-0.0116666666666664	0.724066972955657	0.788667195951186	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adarb2
chr6-25900000	chr6	25900000	25925000	Gm20756	Intergenic	0.0403333333333335	0.0941315442326939	0.158559035661544	25000	B_to_A_in_Mutant	More Active (B->A)	Gm20756
chr9-26000000	chr9	26000000	26025000	Eepd1	Intergenic	0.400333333333333	0.000220160840809165	0.00253293275144874	25000	B_to_A_in_Mutant	More Active (B->A)	Eepd1
chr2-18825000	chr2	18825000	18850000	Carlr	Intergenic	0.0373333333333333	0.165320838855928	0.246940641619187	25000	B_to_A_in_Mutant	More Active (B->A)	Carlr
chr14-11625000	chr14	11625000	11650000	Ptprg	intron (NM_008981, intron 1 of 29)	-0.0526666666666668	0.358099280430348	0.456540841706032	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ptprg
chr2-22750000	chr2	22750000	22775000	Apbb1ip	Intergenic	-0.141	0.000284044033347144	0.00289452259370722	25000	A_to_B_in_Mutant	More Inactive (A->B)	Apbb1ip
chr3-81650000	chr3	81650000	81675000	A830029E22Rik	Intergenic	-0.108	0.0117806146633617	0.0329238132538828	25000	A_to_B_in_Mutant	More Inactive (A->B)	A830029E22Rik
chr14-114025000	chr14	114025000	114050000	4930524C18Rik	Intergenic	-0.0586666666666665	0.18021361044631	0.264420085489923	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930524C18Rik
chr9-54975000	chr9	54975000	55000000	Chrna5	intron (NM_001373902, intron 1 of 2)	-0.0406666666666669	0.181617865461679	0.266031360745695	25000	A_to_B_in_Mutant	More Inactive (A->B)	Chrna5
chr7-56575000	chr7	56575000	56600000	Oca2	Intergenic	0.00933333333333357	0.720089133128269	0.785445044817426	25000	B_to_A_in_Mutant	More Active (B->A)	Oca2
chr11-82900000	chr11	82900000	82925000	Unc45b	intron (NM_178680, intron 3 of 19)	0.233333333333333	0.000327908901317888	0.00313063940911911	25000	B_to_A_in_Mutant	More Active (B->A)	Unc45b
chr11-40850000	chr11	40850000	40875000	Ccng1	Intergenic	0.0283333333333334	0.370211841011439	0.468741387640483	25000	B_to_A_in_Mutant	More Active (B->A)	Ccng1
chr1-43850000	chr1	43850000	43875000	Uxs1	Intergenic	0.00199999999999992	0.941137380568804	0.957493605668587	25000	B_to_A_in_Mutant	More Active (B->A)	Uxs1
chr8-39400000	chr8	39400000	39425000	Gm6213	Intergenic	0.0540000000000002	0.0215573133216626	0.0514276729017203	25000	B_to_A_in_Mutant	More Active (B->A)	Gm6213
chr2-172100000	chr2	172100000	172125000	Cbln4	Intergenic	0.148666666666667	0.00759279964911719	0.0239326174680977	25000	B_to_A_in_Mutant	More Active (B->A)	Cbln4
chrX-146400000	chrX	146400000	146425000	Htr2c	Intergenic	-1.02233333333333	0.0334721728419394	0.0715971312057674	25000	A_to_B_in_Mutant	More Inactive (A->B)	Htr2c
chr5-79875000	chr5	79875000	79900000	Adgrl3	Intergenic	-0.0453333333333332	0.0999399699274983	0.166175520187877	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adgrl3
chr9-108125000	chr9	108125000	108150000	4930447F24Rik	non-coding (NR_126078, exon 2 of 3)	-0.141666666666667	0.000623304517696798	0.00455676875242514	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930447F24Rik
chr8-15550000	chr8	15550000	15575000	Myom2	Intergenic	-0.0756666666666667	0.0155948853212896	0.040496203049441	25000	A_to_B_in_Mutant	More Inactive (A->B)	Myom2
chr2-28350000	chr2	28350000	28375000	Ppp1r26	Intergenic	-0.0386666666666669	0.248863877073269	0.342076815133533	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ppp1r26
chr2-151500000	chr2	151500000	151525000	Nsfl1c	Intergenic	-0.0986666666666667	0.0138772850719532	0.0371214546406885	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nsfl1c
chr8-97700000	chr8	97700000	97725000	Gm15679	Intergenic	-0.0333333333333331	0.322034276914622	0.419784803909781	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679
chr4-139600000	chr4	139600000	139625000	Aldh4a1	intron (NM_183148, intron 8 of 11)	-0.0883333333333336	0.0201044465263033	0.0488214491577061	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aldh4a1
chr9-20100000	chr9	20100000	20125000	Or7e174	Intergenic	0.0503333333333335	0.0944013810900149	0.158909877077725	25000	B_to_A_in_Mutant	More Active (B->A)	Or7e174
chr11-110625000	chr11	110625000	110650000	Gm11682	Intergenic	0.0143333333333336	0.565757349647012	0.653190766086164	25000	B_to_A_in_Mutant	More Active (B->A)	Gm11682
chr2-118050000	chr2	118050000	118075000	Gm13986	intron (NR_126479, intron 4 of 9)	0.021	0.425654257636118	0.52338961417083	25000	B_to_A_in_Mutant	More Active (B->A)	Gm13986
chr15-65125000	chr15	65125000	65150000	Adcy8	Intergenic	-0.0163333333333333	0.558234943250321	0.646495090880227	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adcy8
chr3-48850000	chr3	48850000	48875000	1700018B24Rik	Intergenic	-0.0113333333333333	0.734353886483226	0.797220827003243	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700018B24Rik
chr1-129975000	chr1	129975000	130000000	Cd55os	intron (NM_172485, intron 15 of 27)	0.131333333333333	0.00146959996063386	0.007769353739507	25000	B_to_A_in_Mutant	More Active (B->A)	Cd55os
chr8-99150000	chr8	99150000	99175000	Gm15679	intron (NM_001039154, intron 8 of 12)	-0.190666666666667	0.00019496682014766	0.00237453660796438	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15679
chr11-51200000	chr11	51200000	51225000	Platr20	intron (NR_110444, intron 3 of 4)	0.119333333333333	0.0024644069605686	0.0109047326970608	25000	B_to_A_in_Mutant	More Active (B->A)	Platr20
chr12-43625000	chr12	43625000	43650000	Dnajb9	Intergenic	-0.0263333333333331	0.35549579355017	0.454038778035139	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dnajb9
chr6-25775000	chr6	25775000	25800000	Pot1a	intron (NM_133931, intron 5 of 17)	-0.201666666666667	0.000272686152557699	0.00283295117679028	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pot1a
chrX-128250000	chrX	128250000	128275000	Cldn34c4	Intergenic	0.337	0.00922302501261713	0.0275266825765471	25000	B_to_A_in_Mutant	More Active (B->A)	Cldn34c4
chr13-106275000	chr13	106275000	106300000	Ipo11-lrrc70	Intergenic	-0.0103333333333333	0.649369051732631	0.726295649255129	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ipo11-lrrc70
chr18-71525000	chr18	71525000	71550000	Dcc	intron (NM_007831, intron 12 of 28)	0.254333333333334	0.00202235925128489	0.00957273894924368	25000	B_to_A_in_Mutant	More Active (B->A)	Dcc
chr18-52125000	chr18	52125000	52150000	Mir28a	Intergenic	-0.134666666666667	0.000919810256193082	0.00577025023695096	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir28a
chr9-54700000	chr9	54700000	54725000	Mir5710	intron (NM_001357875, intron 6 of 7)	-0.127333333333333	0.00144584902506575	0.00768816972947714	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir5710
chr18-41450000	chr18	41450000	41475000	Prelid2	Intergenic	0.103	0.0222178711003297	0.0525693636863164	25000	B_to_A_in_Mutant	More Active (B->A)	Prelid2
chr2-106975000	chr2	106975000	107000000	Arl14ep	Intergenic	-0.11	0.00397675949225467	0.0151416465292602	25000	A_to_B_in_Mutant	More Inactive (A->B)	Arl14ep
chr2-122825000	chr2	122825000	122850000	Sqor	Intergenic	0.123666666666667	0.00574202690188035	0.019610563573896	25000	B_to_A_in_Mutant	More Active (B->A)	Sqor
chr7-138075000	chr7	138075000	138100000	Tcerg1l	Intergenic	0.0239999999999998	0.412276848735838	0.510162125326283	25000	B_to_A_in_Mutant	More Active (B->A)	Tcerg1l
chr8-49600000	chr8	49600000	49625000	Gm2516	Intergenic	0.0586666666666668	0.0828725958505749	0.143422977388645	25000	B_to_A_in_Mutant	More Active (B->A)	Gm2516
chr4-4425000	chr4	4425000	4450000	Gm11780	Intergenic	-0.00566666666666636	0.764378643028935	0.821774523035612	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm11780
chr1-187275000	chr1	187275000	187300000	Gpatch2	intron (NM_026367, intron 5 of 9)	0.0106666666666665	0.622595246377414	0.70354701983287	25000	B_to_A_in_Mutant	More Active (B->A)	Gpatch2
chr12-40625000	chr12	40625000	40650000	Dock4	intron (NM_172803, intron 6 of 52)	-0.245666666666667	0.00139854975668671	0.00752195776255852	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dock4
chr16-77050000	chr16	77050000	77075000	Usp25	intron (NM_013918, intron 8 of 23)	-0.250333333333333	0.000617991345446989	0.00453443397830991	25000	A_to_B_in_Mutant	More Inactive (A->B)	Usp25
chr5-83225000	chr5	83225000	83250000	Tecrl	Intergenic	-0.0486666666666664	0.0654223288718056	0.11952287342342	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tecrl
chr7-58625000	chr7	58625000	58650000	Atp10a	Intergenic	0.0750000000000001	0.0491302089826638	0.0959757116603295	25000	B_to_A_in_Mutant	More Active (B->A)	Atp10a
chr5-99975000	chr5	99975000	100000000	Hnrnpd	Intergenic	0.0813333333333332	0.0591825730948949	0.11071105400558	25000	B_to_A_in_Mutant	More Active (B->A)	Hnrnpd
chr2-169625000	chr2	169625000	169650000	Tshz2	intron (NM_177659, intron 1 of 2)	0.140666666666667	0.0106752427655274	0.0306137228656406	25000	B_to_A_in_Mutant	More Active (B->A)	Tshz2
chr13-101675000	chr13	101675000	101700000	Pik3r1	intron (NM_001024955, intron 6 of 9)	0.25	6.43544529398588e-05	0.00142040768238259	25000	B_to_A_in_Mutant	More Active (B->A)	Pik3r1
chr1-137175000	chr1	137175000	137200000	Nr5a2	Intergenic	0.11	0.0773006534614411	0.135917408424084	25000	B_to_A_in_Mutant	More Active (B->A)	Nr5a2
chr11-43850000	chr11	43850000	43875000	Adra1b	intron (NM_001284381, intron 1 of 4)	0.231333333333334	3.80725084695753e-05	0.00114105534322162	25000	B_to_A_in_Mutant	More Active (B->A)	Adra1b
chr19-59900000	chr19	59900000	59925000	Rab11fip2	intron (NM_001033172, intron 4 of 5)	-0.308333333333333	0.00516215467476453	0.0181843184351402	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rab11fip2
chr3-137275000	chr3	137275000	137300000	Gm567	Intergenic	0.0446666666666665	0.214392058478567	0.30395264771373	25000	B_to_A_in_Mutant	More Active (B->A)	Gm567
chr4-53225000	chr4	53225000	53250000	4930522O17Rik	Intergenic	0.00833333333333324	0.854586362283177	0.89247650294661	25000	B_to_A_in_Mutant	More Active (B->A)	4930522O17Rik
chr2-105550000	chr2	105550000	105575000	4930527A07Rik	intron (NR_002867, intron 3 of 3)	-0.221	0.00946109099842589	0.0280568572161317	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930527A07Rik
chr2-28050000	chr2	28050000	28075000	Fcnb	Intergenic	-0.0286666666666669	0.23485040343634	0.326794778282871	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fcnb
chr18-19550000	chr18	19550000	19575000	Dsc3	Intergenic	-0.0143333333333332	0.680398201354949	0.752738854969857	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dsc3
chr13-98275000	chr13	98275000	98300000	Ankra2	Intergenic	0.015333333333333	0.354965969503168	0.453515098293212	25000	B_to_A_in_Mutant	More Active (B->A)	Ankra2
chr16-91550000	chr16	91550000	91575000	Ifngr2	intron (NM_008338, intron 6 of 6)	-0.058666666666667	0.0204449123248606	0.0494348165495493	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ifngr2
chr4-18500000	chr4	18500000	18525000	Cnbd1	Intergenic	0.00900000000000002	0.748707657428275	0.808765401412606	25000	B_to_A_in_Mutant	More Active (B->A)	Cnbd1
chr19-50200000	chr19	50200000	50225000	Gm26629	intron (NM_001360457, intron 17 of 26)	0.0253333333333336	0.205973253366068	0.294254946053856	25000	B_to_A_in_Mutant	More Active (B->A)	Gm26629
chr4-93600000	chr4	93600000	93625000	Tusc1	Intergenic	-0.0006666666666667	0.973585233269897	0.981120886988655	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tusc1
chr5-37400000	chr5	37400000	37425000	Evc2	intron (NM_145920, intron 15 of 19)	0.143	0.0152563171745903	0.0398480222850951	25000	B_to_A_in_Mutant	More Active (B->A)	Evc2
chr16-58850000	chr16	58850000	58875000	Olfr176	Intergenic	0.0243333333333335	0.218638124895043	0.308829236703723	25000	B_to_A_in_Mutant	More Active (B->A)	Olfr176
chr8-77875000	chr8	77875000	77900000	Ednra	Intergenic	-0.0209999999999998	0.264294601707745	0.358728873405552	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ednra
chr9-26300000	chr9	26300000	26325000	B3gat1	Intergenic	0.375	8.73200672400425e-05	0.00160780055614494	25000	B_to_A_in_Mutant	More Active (B->A)	B3gat1
chr4-115200000	chr4	115200000	115225000	Cyp4a29	Intergenic	-0.0189999999999999	0.521867067535001	0.613658797965042	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cyp4a29
chr16-79700000	chr16	79700000	79725000	1700066C05Rik	Intergenic	0.0973333333333334	0.0527508301888591	0.10133287304133	25000	B_to_A_in_Mutant	More Active (B->A)	1700066C05Rik
chr6-64650000	chr6	64650000	64675000	Atoh1	intron (NM_001370966, intron 14 of 15)	-0.106	0.00222877065643137	0.0102016797402011	25000	A_to_B_in_Mutant	More Inactive (A->B)	Atoh1
chr4-43150000	chr4	43150000	43175000	Unc13b	intron (NM_001081413, intron 8 of 39)	-0.116333333333333	0.00941421358236241	0.0279508275347485	25000	A_to_B_in_Mutant	More Inactive (A->B)	Unc13b
chr5-114900000	chr5	114900000	114925000	Gm13822	TTS (NM_011854)	0.00499999999999964	0.8509244916437	0.889703101306893	25000	B_to_A_in_Mutant	More Active (B->A)	Gm13822
chr5-99700000	chr5	99700000	99725000	A930011G23Rik	intron (NR_030692, intron 1 of 3)	0.00266666666666652	0.943131147597725	0.95901347612327	25000	B_to_A_in_Mutant	More Active (B->A)	A930011G23Rik
chr15-36725000	chr15	36725000	36750000	Ywhaz	Intergenic	-0.037	0.411262793933682	0.509184891309434	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ywhaz
chr14-16275000	chr14	16275000	16300000	Oxsm	intron (NM_001362433, intron 8 of 10)	-0.228	0.00071123345857491	0.00493625438548434	25000	A_to_B_in_Mutant	More Inactive (A->B)	Oxsm
chr1-123275000	chr1	123275000	123300000	Dpp10	Intergenic	0.0170000000000001	0.505151340704082	0.598243789004806	25000	B_to_A_in_Mutant	More Active (B->A)	Dpp10
chr12-111700000	chr12	111700000	111725000	Bag5	promoter-TSS (NM_026511)	-0.0636666666666669	0.044967669722325	0.0896092760312167	25000	A_to_B_in_Mutant	More Inactive (A->B)	Bag5
chr3-123175000	chr3	123175000	123200000	Synpo2	intron (NM_080451, intron 1 of 4)	-0.158333333333333	0.0472913348358311	0.0931913456876102	25000	A_to_B_in_Mutant	More Inactive (A->B)	Synpo2
chr19-41850000	chr19	41850000	41875000	Frat2	TTS (NM_199447)	-0.0023333333333336	0.935861302887176	0.953423177032387	25000	A_to_B_in_Mutant	More Inactive (A->B)	Frat2
chr5-97150000	chr5	97150000	97175000	Paqr3	Intergenic	0.142666666666667	0.00878277037139834	0.0265738454026027	25000	B_to_A_in_Mutant	More Active (B->A)	Paqr3
chr5-47600000	chr5	47600000	47625000	Slit2	Intergenic	-0.028333333333333	0.122586693121264	0.195035444100366	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slit2
chr2-137400000	chr2	137400000	137425000	Jag1	Intergenic	0.108333333333334	0.00118051347413979	0.00674357318749115	25000	B_to_A_in_Mutant	More Active (B->A)	Jag1
chr14-79650000	chr14	79650000	79675000	Cnmd	promoter-TSS (NM_001310655)	0.164333333333333	0.00172282626168978	0.0086127760862175	25000	B_to_A_in_Mutant	More Active (B->A)	Cnmd
chr9-73750000	chr9	73750000	73775000	Unc13c	intron (NM_001081153, intron 4 of 31)	-0.198333333333333	0.00375821050666835	0.0145554110282811	25000	A_to_B_in_Mutant	More Inactive (A->B)	Unc13c
chr7-98200000	chr7	98200000	98225000	B3gnt6	Intergenic	-0.0186666666666668	0.522303303947681	0.614043948094806	25000	A_to_B_in_Mutant	More Inactive (A->B)	B3gnt6
chr3-26225000	chr3	26225000	26250000	Nlgn1	intron (NM_138666, intron 1 of 7)	-0.0793333333333333	0.153340188673142	0.232633417185128	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nlgn1
chr8-60350000	chr8	60350000	60375000	Aadat	Intergenic	-0.0469999999999998	0.0741989814282468	0.131670463474457	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aadat
chr13-73650000	chr13	73650000	73675000	Slc6a18	3' UTR (NM_001168646, exon 12 of 12)	0.0606666666666666	0.113562010927694	0.183554550893433	25000	B_to_A_in_Mutant	More Active (B->A)	Slc6a18
chr11-94625000	chr11	94625000	94650000	Lrrc59	intron (NM_133807, intron 4 of 6)	0.00533333333333305	0.824033770575983	0.868805212633738	25000	B_to_A_in_Mutant	More Active (B->A)	Lrrc59
chrX-165850000	chrX	165850000	165875000	Gemin8	Intergenic	-0.637	0.0102887608694551	0.0298207781617785	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gemin8
chr18-73300000	chr18	73300000	73325000	Mex3c	Intergenic	0.273666666666667	0.00470985716862901	0.0170408879993905	25000	B_to_A_in_Mutant	More Active (B->A)	Mex3c
chr15-78200000	chr15	78200000	78225000	Pvalb	Intergenic	-0.0236666666666669	0.36161090494363	0.460171994972631	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pvalb
chr10-91475000	chr10	91475000	91500000	4930534H03Rik	Intergenic	0.357333333333333	5.80412814308415e-05	0.0013591133118245	25000	B_to_A_in_Mutant	More Active (B->A)	4930534H03Rik
chr19-12025000	chr19	12025000	12050000	Or4d11	promoter-TSS (NM_146680)	-0.0956666666666665	0.0120011434625938	0.033366655046733	25000	A_to_B_in_Mutant	More Inactive (A->B)	Or4d11
chr6-86875000	chr6	86875000	86900000	Aak1	intron (NM_001040106, intron 1 of 20)	-0.119333333333333	0.000665948371106406	0.00473772435231119	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aak1
chr2-17800000	chr2	17800000	17825000	Nebl	Intergenic	0.0770000000000001	0.140887758964735	0.217519182559786	25000	B_to_A_in_Mutant	More Active (B->A)	Nebl
chr8-92325000	chr8	92325000	92350000	Crnde	intron (NR_110452, intron 3 of 3)	0.0143333333333333	0.686351565862853	0.757498010911154	25000	B_to_A_in_Mutant	More Active (B->A)	Crnde
chrX-80025000	chrX	80025000	80050000	Mageb16	Intergenic	-0.202	0.472948981233763	0.568569856918932	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mageb16
chr3-84925000	chr3	84925000	84950000	Fbxw7	intron (NM_001177773, intron 4 of 13)	-0.15	0.00305525325886948	0.0126017268638658	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fbxw7
chr12-102800000	chr12	102800000	102825000	Ubr7	intron (NR_165048, intron 5 of 11)	-0.203333333333333	0.000129771148213579	0.0019325790033611	25000	A_to_B_in_Mutant	More Inactive (A->B)	Ubr7
chr9-70400000	chr9	70400000	70425000	Mir5626	intron (NM_007630, intron 5 of 8)	-0.0240000000000002	0.331719243139303	0.42972672110095	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir5626
chr17-92775000	chr17	92775000	92800000	Adcyap1	Intergenic	-0.0116666666666663	0.694768788460657	0.764518591511828	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adcyap1
chr10-111650000	chr10	111650000	111675000	4933440J02Rik	Intergenic	0.059	0.171269149965176	0.253851247507045	25000	B_to_A_in_Mutant	More Active (B->A)	4933440J02Rik
chr1-51125000	chr1	51125000	51150000	Cavin2	intron (NM_019790, intron 7 of 9)	-0.113666666666667	0.0106618006842251	0.0305850504097375	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cavin2
chr5-66700000	chr5	66700000	66725000	Limch1	Intergenic	0.0236666666666665	0.645804334198233	0.723334999378897	25000	B_to_A_in_Mutant	More Active (B->A)	Limch1
chr16-20200000	chr16	20200000	20225000	Map6d1	intron (NM_001145930, intron 21 of 30)	-0.132	0.00151095367735156	0.00790735016612537	25000	A_to_B_in_Mutant	More Inactive (A->B)	Map6d1
chr19-28850000	chr19	28850000	28875000	Slc1a1	intron (NM_009199, intron 1 of 11)	0.0506666666666667	0.455666951996939	0.552272886358949	25000	B_to_A_in_Mutant	More Active (B->A)	Slc1a1
chr2-51500000	chr2	51500000	51525000	1700057H21Rik	Intergenic	0.509333333333334	1.33306159955196e-05	0.000769153590345224	25000	B_to_A_in_Mutant	More Active (B->A)	1700057H21Rik
chr4-149975000	chr4	149975000	150000000	H6pd	intron (NM_173371, intron 3 of 4)	-0.038666666666667	0.129025140401348	0.203051899409882	25000	A_to_B_in_Mutant	More Inactive (A->B)	H6pd
chr6-110225000	chr6	110225000	110250000	Grm7	Intergenic	0.0673333333333336	0.030484129763951	0.0666770257677644	25000	B_to_A_in_Mutant	More Active (B->A)	Grm7
chr3-155900000	chr3	155900000	155925000	9330178D15Rik	Intergenic	0.110333333333333	0.00895822026387151	0.0269483364685968	25000	B_to_A_in_Mutant	More Active (B->A)	9330178D15Rik
chr16-72400000	chr16	72400000	72425000	8030451O07Rik	Intergenic	-0.0509999999999998	0.0716857938895401	0.128190532786944	25000	A_to_B_in_Mutant	More Inactive (A->B)	8030451O07Rik
chr2-153325000	chr2	153325000	153350000	2500004C02Rik	Intergenic	-0.0620000000000002	0.0672879670296123	0.122067181178889	25000	A_to_B_in_Mutant	More Inactive (A->B)	2500004C02Rik
chr15-26525000	chr15	26525000	26550000	Marchf11	Intergenic	0.299333333333333	1.45564988517619e-05	0.000794931809475057	25000	B_to_A_in_Mutant	More Active (B->A)	Marchf11
