seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	191224162	191224562	401	*	3.064461944	2.789675146	3.2951907	-0.248627188	0.240169029	0.528912944	Promoter	1	191224454	191225835	1382	1	100504360	ENSMUST00000139056.2	0	ENSMUSG00000073478	D730003I15Rik	RIKEN cDNA D730003I15 gene
chr14	121106003	121106403	401	*	3.191626794	3.453572208	2.871330647	0.248506969	0.240218339	0.528939119	"Intron (ENSMUST00000135010.7/223254, intron 2 of 7)"	14	121102079	121238659	136581	1	223254	ENSMUST00000153607.1	3924	ENSMUSG00000025555	Farp1	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
chr10	75556100	75556500	401	*	3.803789598	4.029081367	3.536686292	0.248591768	0.240218955	0.528939119	"Intron (ENSMUST00000051129.9/192734, intron 2 of 3)"	10	75550125	75560330	10206	2	192734	ENSMUST00000051129.9	3830	ENSMUSG00000046807	Lrrc75b	leucine rich repeat containing 75B
chr12	100300484	100300884	401	*	3.211920413	3.4258432	2.960660578	0.247649284	0.240221701	0.528939119	3' UTR	12	100290285	100302315	12031	1	100038713	ENSMUST00000220721.1	10199	ENSMUSG00000113679	Gm10432	predicted gene 10432
chr7	92657852	92658252	401	*	4.389791023	4.570529921	4.183122187	0.241375005	0.240253038	0.52897818	"Exon (ENSMUST00000119954.8/74737, exon 8 of 16)"	7	92644260	92663537	19278	2	74737	ENSMUST00000151177.1	5285	ENSMUSG00000041328	Pcf11	PCF11 cleavage and polyadenylation factor subunit
chr2	181510991	181511391	401	*	2.938196482	3.171938509	2.659121116	0.247371356	0.240271197	0.528978509	"Intron (ENSMUST00000184588.7/66314, intron 4 of 5)"	2	181512578	181515333	2756	1	66314	ENSMUST00000130261.1	-1187	ENSMUSG00000000827	Tpd52l2	tumor protein D52-like 2
chr9	86564795	86565195	401	*	2.801864932	3.063040249	2.482720987	0.244315126	0.240280381	0.528978509	"Exon (ENSMUST00000070064.10/109785, exon 6 of 13)"	9	86555681	86571793	16113	2	109785	ENSMUST00000186193.6	6598	ENSMUSG00000056131	Pgm3	phosphoglucomutase 3
chr10	80302243	80302643	401	*	4.322376555	4.46964016	4.158354101	0.223780801	0.240319101	0.529033816	Promoter	10	80301820	80318256	16437	1	23805	ENSMUST00000020349.6	423	ENSMUSG00000020135	Apc2	APC regulator of WNT signaling pathway 2
chr2	52511495	52511895	401	*	4.184642955	4.351110905	3.996430519	0.238594313	0.240376201	0.529126311	"Intron (ENSMUST00000178799.7/12298, intron 2 of 13)"	2	52556187	52556709	523	2	12298	ENSMUST00000132322.1	44814	ENSMUSG00000017412	Cacnb4	"calcium channel, voltage-dependent, beta 4 subunit"
chr5	29435163	29435563	401	*	3.132445231	2.849355612	3.368994013	-0.248641922	0.240388319	0.529126311	Promoter	5	29434664	29457843	23180	1	433864	ENSMUST00000001611.10	499	ENSMUSG00000001569	Nom1	nucleolar protein with MIF4G domain 1
chr14	62761164	62761564	401	*	4.095208029	3.887001594	4.27712132	-0.240098857	0.240402562	0.529127725	Promoter	14	62733630	62761169	27540	2	18130	ENSMUST00000225250.1	0	ENSMUSG00000035161	Ints6	integrator complex subunit 6
chr12	87089338	87089738	401	*	4.044011853	4.215705763	3.849089272	0.239176339	0.240453518	0.52920994	3' UTR	12	87098025	87102350	4326	2	64242	ENSMUST00000110176.1	12612	ENSMUSG00000021032	Ngb	neuroglobin
chr6	54528027	54528427	401	*	4.156730057	4.342934558	3.942880588	0.24276734	0.240516905	0.529247857	"Intron (ENSMUST00000019268.10/69938, intron 3 of 7)"	6	54506265	54520853	14589	2	69938	ENSMUST00000203800.1	-7174	ENSMUSG00000019124	Scrn1	secernin 1
chr4	41521924	41522324	401	*	3.350875369	3.093605816	3.569135888	-0.247820995	0.240523012	0.529247857	"Exon (ENSMUST00000122839.1/ENSMUST00000122839.1, exon 3 of 4)"	4	41520320	41524770	4451	2	71901	ENSMUST00000130288.1	2446	ENSMUSG00000028439	Fam219a	"family with sequence similarity 219, member A"
chr13	9150869	9151269	401	*	3.824446011	3.98506547	3.643677677	0.236025877	0.240523381	0.529247857	"Exon (ENSMUST00000188211.7/217980, exon 10 of 18)"	13	9136435	9137200	766	1	217980	ENSMUST00000190331.1	14434	ENSMUSG00000033499	Larp4b	La ribonucleoprotein 4B
chr6	112024374	112024774	401	*	3.056105664	2.728293587	3.323049435	-0.245423752	0.240538983	0.529247857	Distal Intergenic	6	112210708	112212519	1812	1	67336	ENSMUST00000186102.1	-185934	ENSMUSG00000100219	1700054K19Rik	RIKEN cDNA 1700054K19 gene
chr11	49874273	49874673	401	*	3.514472225	3.719346196	3.275611679	0.24587082	0.240546616	0.529247857	"Exon (ENSMUST00000164643.7/26420, exon 7 of 12)"	11	49854257	49883310	29054	1	26420	ENSMUST00000109178.7	20016	ENSMUSG00000020366	Mapk9	mitogen-activated protein kinase 9
chr8	93953646	93954046	401	*	4.349490148	4.504627494	4.175637732	0.235350887	0.240552367	0.529247857	Promoter	8	93952947	93956580	3634	1	14681	ENSMUST00000144451.1	699	ENSMUSG00000031748	Gnao1	"guanine nucleotide binding protein, alpha O"
chr7	136007795	136008195	401	*	4.486703039	4.631554698	4.325667767	0.223034206	0.240568778	0.529249259	Distal Intergenic	7	136268324	136318513	50190	1	77383	ENSMUST00000210438.1	-260129	ENSMUSG00000110027	C030029H02Rik	RIKEN cDNA C030029H02 gene
chr3	10326642	10327042	401	*	3.679405701	3.867985447	3.462415964	0.24504959	0.240598278	0.529249259	"Intron (ENSMUST00000065938.14/55980, intron 3 of 8)"	3	10326182	10331132	4951	2	55980	ENSMUST00000128912.1	4090	ENSMUSG00000027531	Impa1	inositol (myo)-1(or 4)-monophosphatase 1
chrX	99397139	99397539	401	*	3.32371742	2.846507238	3.681702393	-0.218643179	0.24061209	0.529249259	Distal Intergenic	20	99405331	99443797	38467	2	100038584	ENSMUST00000156494.1	46258	ENSMUSG00000073051	Gm14812	predicted gene 14812
chr13	62463226	62463626	401	*	3.434709005	3.629331478	3.209675833	0.245242823	0.240629024	0.529249259	"Intron (ENSMUST00000221747.1/71508, intron 1 of 3)"	13	62454913	62466793	11881	2	71508	ENSMUST00000221951.1	3167	ENSMUSG00000113450	Zfp935	zinc finger protein 935
chr2	92410254	92410654	401	*	4.901273837	5.066955266	4.714066504	0.235013788	0.240632598	0.529249259	"Intron (ENSMUST00000126002.1/320507, intron 1 of 3)"	2	92408892	92432308	23417	1	320507	ENSMUST00000126002.1	1362	ENSMUSG00000084781	D930015M05Rik	RIKEN cDNA D930015M05 gene
chr16	4179607	4180007	401	*	4.16590091	4.34226863	3.964929834	0.241947188	0.240634626	0.529249259	"Exon (ENSMUST00000023165.8/12914, exon 2 of 31)"	16	4083701	4213413	129713	2	12914	ENSMUST00000205765.1	33406	ENSMUSG00000022521	Crebbp	CREB binding protein
chr11	62077362	62077762	401	*	2.799799039	3.076245978	2.457515403	0.244660798	0.240673669	0.529298488	Promoter	11	62077097	62223013	145917	1	432572	ENSMUST00000202179.1	265	ENSMUSG00000042331	Specc1	sperm antigen with calponin homology and coiled-coil domains 1
chr8	86538102	86538502	401	*	2.936757197	2.574039509	3.22635774	-0.244557574	0.240684219	0.529298488	3' UTR	8	86504583	86534747	30165	2	244562	ENSMUST00000156066.7	-3355	ENSMUSG00000036872	Abcc12	"ATP-binding cassette, sub-family C member 12"
chr5	150437176	150437576	401	*	4.798457056	4.935192793	4.647391814	0.217044127	0.240710553	0.52932648	Promoter	5	150436930	150497753	60824	1	320365	ENSMUST00000202566.3	246	ENSMUSG00000056602	Fry	FRY microtubule binding protein
chr14	60802361	60802761	401	*	3.911588724	4.119062334	3.669184819	0.24599053	0.24075109	0.529375058	"Intron (ENSMUST00000063562.8/70478, intron 6 of 18)"	14	60784638	60864738	80101	1	70478	ENSMUST00000223709.1	17723	ENSMUSG00000021993	Mipep	mitochondrial intermediate peptidase
chr2	37546440	37546840	401	*	3.422698312	3.65254692	3.14916008	0.248312433	0.240789338	0.529375058	"Intron (ENSMUST00000061179.11/227800, intron 19 of 25)"	2	37516626	37520603	3978	1	338346	ENSMUST00000065441.6	29814	ENSMUSG00000053164	Gpr21	G protein-coupled receptor 21
chr2	5796381	5796781	401	*	3.619161781	3.816878473	3.389979355	0.245022293	0.240790767	0.529375058	"Intron (ENSMUST00000043864.8/98828, intron 11 of 12)"	2	5794665	5798598	3934	2	98828	ENSMUST00000130142.1	1817	ENSMUSG00000039128	Cdc123	cell division cycle 123
chr2	21372653	21373053	401	*	2.915859963	3.18144219	2.59010168	0.246953404	0.240792944	0.529375058	"Intron (ENSMUST00000055946.7/241263, intron 1 of 10)"	2	21367567	21811688	444122	1	241263	ENSMUST00000155760.1	5086	ENSMUSG00000045967	Gpr158	G protein-coupled receptor 158
chr12	109445977	109446377	401	*	4.494231841	4.641212005	4.330561009	0.22488767	0.240800679	0.529375058	Distal Intergenic	12	109452823	109453782	960	1	13386	ENSMUST00000174539.1	-6446	ENSMUSG00000040856	Dlk1	delta like non-canonical Notch ligand 1
chr16	22257289	22257689	401	*	3.581517488	3.808874289	3.311504126	0.248341241	0.24093554	0.529637237	"Intron (ENSMUST00000161286.7/20462, intron 1 of 8)"	16	22254517	22259622	5106	2	20462	ENSMUST00000159946.1	1933	ENSMUSG00000022858	Tra2b	transformer 2 beta
chr15	91571444	91571844	401	*	2.51405676	2.785738754	2.17905931	0.243362519	0.240956567	0.529637237	"Intron (ENSMUST00000109283.1/239606, intron 1 of 9)"	15	91542225	91573194	30970	2	239606	ENSMUST00000109282.1	1350	ENSMUSG00000036298	Slc2a13	"solute carrier family 2 (facilitated glucose transporter), member 13"
chrX	101084559	101084959	401	*	2.738112742	2.398790569	3.012627774	-0.242138447	0.240960779	0.529637237	Promoter	20	101079806	101084181	4376	2	11989	ENSMUST00000126282.1	-378	ENSMUSG00000031297	Slc7a3	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3"
chr9	108947348	108947748	401	*	4.444059649	4.604020691	4.264125082	0.234424013	0.241010792	0.52968811	Promoter	9	108947417	108949540	2124	1	22273	ENSMUST00000194469.1	0	ENSMUSG00000025651	Uqcrc1	ubiquinol-cytochrome c reductase core protein 1
chr14	36624619	36625019	401	*	2.887168958	3.148117092	2.568364625	0.243964091	0.241011153	0.52968811	Distal Intergenic	14	36879570	36886360	6791	2	72972	ENSMUST00000182558.1	261341	ENSMUSG00000058690	Ccser2	coiled-coil serine rich 2
chr14	100365567	100365967	401	*	2.867900893	2.554161386	3.125450305	-0.246448857	0.241035256	0.529711158	Distal Intergenic	14	99870632	100284679	414048	2	16597	ENSMUST00000228216.1	-80888	ENSMUSG00000072294	Klf12	Kruppel-like transcription factor 12
chr18	67476849	67477249	401	*	3.846691848	4.01856502	3.651538108	0.238179123	0.241052197	0.529718466	"Exon (ENSMUST00000025411.8/225655, exon 4 of 7)"	18	67472872	67479352	6481	1	225655	ENSMUST00000235414.1	3977	ENSMUSG00000024530	Prelid3a	PRELI domain containing 3A
chr9	104590547	104590947	401	*	2.789040181	2.471405499	3.049205196	-0.245968715	0.241086309	0.529763504	"Intron (ENSMUST00000098443.8/74020, intron 4 of 5)"	9	104585338	104993183	407846	1	74020	ENSMUST00000213120.1	5209	ENSMUSG00000032564	Cpne4	copine IV
chr7	114221275	114221675	401	*	3.738229281	3.94711749	3.493890898	0.245555486	0.241125506	0.529819712	"Exon (ENSMUST00000033012.8/70349, exon 18 of 22)"	7	114215594	114218161	2568	2	70349	ENSMUST00000209394.1	-3114	ENSMUSG00000030754	Copb1	"coatomer protein complex, subunit beta 1"
chr18	36725748	36726148	401	*	4.527401113	4.683901759	4.351834381	0.23519489	0.241186139	0.529923011	Promoter	18	36725067	36726798	1732	2	12475	ENSMUST00000061829.7	650	ENSMUSG00000051439	Cd14	CD14 antigen
chr7	136024853	136025253	401	*	3.508786311	3.270004774	3.713602189	-0.245752257	0.241225824	0.529980274	Distal Intergenic	7	136268324	136318513	50190	1	77383	ENSMUST00000210438.1	-243071	ENSMUSG00000110027	C030029H02Rik	RIKEN cDNA C030029H02 gene
chr14	67022070	67022470	401	*	3.98594508	4.147812058	3.80359462	0.23347533	0.241264188	0.529993124	3' UTR	14	67018608	67024659	6052	2	71978	ENSMUST00000223630.1	2189	ENSMUSG00000022052	Ppp2r2a	"protein phosphatase 2, regulatory subunit B, alpha"
chr17	83217265	83217665	401	*	3.188127357	2.917098632	3.416203006	-0.248157695	0.241270634	0.529993124	"Intron (ENSMUST00000170794.7/106522, intron 1 of 6)"	17	83215292	83225070	9779	1	106522	ENSMUST00000170794.7	1973	ENSMUSG00000024247	Pkdcc	"protein kinase domain containing, cytoplasmic"
chr11	80047350	80047750	401	*	2.974135822	2.694553051	3.208233358	-0.247989435	0.241272542	0.529993124	3' UTR	11	80056217	80057899	1683	2	54394	ENSMUST00000147164.1	10149	ENSMUSG00000017561	Crlf3	cytokine receptor-like factor 3
chr5	120119147	120119547	401	*	3.484909656	3.71999144	3.203920522	0.24812915	0.241325583	0.530079709	Promoter	5	120118596	120120293	1698	1	74111	ENSMUST00000201527.1	551	ENSMUSG00000029594	Rbm19	RNA binding motif protein 19
chr6	87905042	87905442	401	*	3.796199668	3.990525805	3.571562782	0.245067372	0.241356188	0.530083063	"Exon (ENSMUST00000113607.9/54161, exon 18 of 24)"	6	87908772	87910054	1283	1	54161	ENSMUST00000127614.1	-3330	ENSMUSG00000030058	Copg1	"coatomer protein complex, subunit gamma 1"
chr11	118584122	118584522	401	*	3.298887097	2.995350016	3.549529276	-0.24789896	0.241358216	0.530083063	"Intron (ENSMUST00000117731.7/52897, intron 3 of 13)"	11	118502842	118569910	67069	2	52897	ENSMUST00000136551.2	-14212	ENSMUSG00000025576	Rbfox3	"RNA binding protein, fox-1 homolog (C. elegans) 3"
chr10	61648344	61648744	401	*	3.121766588	2.866019751	3.338930972	-0.247851312	0.241367985	0.530083063	Promoter	10	61648552	61674168	25617	1	67895	ENSMUST00000020286.6	0	ENSMUSG00000020089	Ppa1	pyrophosphatase (inorganic) 1
chr12	81332880	81333280	401	*	3.915699233	4.113973564	3.68576681	0.243377175	0.24144481	0.530193688	Promoter	12	81197915	81333164	135250	2	110893	ENSMUST00000085238.12	0	ENSMUSG00000079055	Slc8a3	"solute carrier family 8 (sodium/calcium exchanger), member 3"
chr15	103046302	103046702	401	*	4.726005347	4.893458918	4.536531615	0.237958478	0.241445613	0.530193688	Distal Intergenic	15	103034395	103036852	2458	1	15423	ENSMUST00000100164.4	11907	ENSMUSG00000075394	Hoxc4	homeobox C4
chr16	17663575	17663975	401	*	3.243586309	2.996579304	3.454420585	-0.247974988	0.241519788	0.530298084	"Intron (ENSMUST00000232645.1/94112, intron 8 of 16)"	16	17655208	17655853	646	2	94112	ENSMUST00000231231.1	-7722	ENSMUSG00000012114	Med15	mediator complex subunit 15
chr18	77307371	77307771	401	*	2.746241588	3.028654745	2.394748383	0.242383447	0.241527567	0.530298084	Promoter	18	77307750	77382328	74579	1	240411	ENSMUST00000035501.10	0	ENSMUSG00000032818	Loxhd1	lipoxygenase homology domains 1
chr10	79669220	79669620	401	*	3.550968302	3.336754032	3.737449199	-0.244256018	0.241534045	0.530298084	Promoter	10	79669369	79676127	6759	1	110012	ENSMUST00000020552.6	0	ENSMUSG00000020308	Tpgs1	tubulin polyglutamylase complex subunit 1
chr19	10209300	10209700	401	*	3.421750811	3.658300234	3.138660275	0.247905562	0.2415605	0.530302773	3' UTR	19	10206033	10207824	1792	1	69038	ENSMUST00000166412.1	3267	ENSMUSG00000036372	Tmem258	transmembrane protein 258
chr7	135237501	135237901	401	*	3.48416277	3.677655142	3.26063985	0.244747213	0.241566847	0.530302773	Distal Intergenic	7	135258703	135272942	14240	1	100043254	ENSMUST00000210907.1	-20802	ENSMUSG00000073804	Nps	neuropeptide S
chr12	112603584	112603984	401	*	3.673737843	3.884023454	3.427484081	0.246201768	0.241588357	0.530302773	Promoter	12	112604657	112615557	10901	1	70435	ENSMUST00000222275.1	-673	ENSMUSG00000037679	Inf2	"inverted formin, FH2 and WH2 domain containing"
chr5	104498679	104499079	401	*	3.879737522	4.05133779	3.684935668	0.241254746	0.241590704	0.530302773	"Exon (ENSMUST00000086831.3/18764, exon 12 of 15)"	5	104492771	104501349	8579	1	18764	ENSMUST00000133540.1	5908	ENSMUSG00000034462	Pkd2	"polycystin 2, transient receptor potential cation channel"
chr11	51996321	51996721	401	*	4.594445305	4.762348563	4.404395455	0.236733799	0.241638988	0.530378834	"Intron (ENSMUST00000020657.12/22210, intron 2 of 5)"	11	51997570	52000479	2910	2	22210	ENSMUST00000124699.1	3758	ENSMUSG00000020390	Ube2b	ubiquitin-conjugating enzyme E2B
chr7	96527822	96528222	401	*	3.319494888	3.063586017	3.536776008	-0.24752234	0.241668273	0.530413188	"Intron (ENSMUST00000107162.7/23966, intron 4 of 32)"	7	96522398	96553482	31085	1	23966	ENSMUST00000129737.1	5424	ENSMUSG00000048078	Tenm4	teneurin transmembrane protein 4
chr12	70872568	70872968	401	*	3.675248289	3.882692697	3.432884272	0.245409263	0.241698767	0.530450191	"Exon (ENSMUST00000057859.8/319710, exon 3 of 14)"	12	70871525	70900006	28482	1	319710	ENSMUST00000220515.1	1043	ENSMUSG00000048285	Frmd6	FERM domain containing 6
chr11	77808342	77808742	401	*	2.696468112	2.349637187	2.975868758	-0.240314513	0.241723028	0.530473511	"Intron (ENSMUST00000108375.8/360013, intron 2 of 41)"	11	77811515	77865980	54466	1	360013	ENSMUST00000167856.7	-2773	ENSMUSG00000000631	Myo18a	myosin XVIIIA
chr8	121600373	121600773	401	*	4.454477014	4.631751341	4.252327457	0.241847758	0.241820516	0.53065752	3' UTR	8	121600350	121604514	4165	2	142682	ENSMUST00000154725.1	3741	ENSMUSG00000061410	Zcchc14	"zinc finger, CCHC domain containing 14"
chr10	72660593	72660993	401	*	4.113733157	4.294298867	3.907290827	0.239980311	0.241908391	0.530785352	"Intron (ENSMUST00000020081.10/52696, intron 7 of 7)"	10	72656244	72657095	852	1	52696	ENSMUST00000219352.1	4349	ENSMUSG00000019923	Zwint	ZW10 interactor
chr7	25368061	25368461	401	*	2.898754695	2.551023323	3.178738409	-0.243954394	0.241912418	0.530785352	"Exon (ENSMUST00000167591.7/72383, exon 3 of 5)"	7	25367620	25369703	2084	2	72383	ENSMUST00000167591.7	1242	ENSMUSG00000063651	Cnfn	cornifelin
chr3	89682343	89682743	401	*	3.736208149	3.943602387	3.493912653	0.246846241	0.241919698	0.530785352	Distal Intergenic	3	89662518	89675132	12615	1	140493	ENSMUST00000124584.3	19825	ENSMUSG00000000794	Kcnn3	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
chr7	78913428	78913828	401	*	3.41535521	3.606968054	3.194337952	0.244910171	0.241944164	0.530809096	Promoter	7	78913458	78920307	6850	1	57444	ENSMUST00000121645.7	0	ENSMUSG00000039236	Isg20	interferon-stimulated protein
chr14	77612069	77612469	401	*	2.787649707	3.070586125	2.43534415	0.240683294	0.241985148	0.530841732	"Intron (ENSMUST00000022589.8/239188, intron 12 of 18)"	14	77572856	77579274	6419	1	239188	ENSMUST00000228845.1	39213	ENSMUSG00000022012	Enox1	ecto-NOX disulfide-thiol exchanger 1
chr5	144209861	144210261	401	*	4.000204666	4.171867741	3.80532184	0.237709597	0.241986329	0.530841732	"Exon (ENSMUST00000085701.6/70381, exon 10 of 25)"	5	144207483	144208639	1157	2	70381	ENSMUST00000130962.1	-1222	ENSMUSG00000066621	Tecpr1	tectonin beta-propeller repeat containing 1
chr11	102847897	102848297	401	*	3.668212688	3.877481594	3.42335293	0.242699638	0.242032266	0.530903781	Promoter	11	102840211	102847979	7769	2	20624	ENSMUST00000141273.1	0	ENSMUSG00000020929	Eftud2	elongation factor Tu GTP binding domain containing 2
chr10	69823767	69824167	401	*	3.766419503	3.965470705	3.535441092	0.246075349	0.24204836	0.530903781	"Intron (ENSMUST00000218680.1/11735, intron 7 of 42)"	10	69787456	69850148	62693	1	11735	ENSMUST00000183240.1	36311	ENSMUSG00000069601	Ank3	"ankyrin 3, epithelial"
chr18	77779771	77780171	401	*	4.258614391	4.434178074	4.058687044	0.235566652	0.242061152	0.530903781	Promoter	18	77779832	77781889	2058	1	11946	ENSMUST00000146869.1	0	ENSMUSG00000025428	Atp5f1a	ATP synthase F1 subunit alpha
chr11	58120894	58121294	401	*	3.851439349	4.018914614	3.661937833	0.234506804	0.242072837	0.530903781	3' UTR	11	58114027	58117258	3232	1	69125	ENSMUST00000133923.1	6867	ENSMUSG00000020515	Cnot8	"CCR4-NOT transcription complex, subunit 8"
chr9	97460027	97460427	401	*	3.440209385	3.179668094	3.660818368	-0.247477657	0.242099252	0.530903781	"Intron (ENSMUST00000035027.12/64085, intron 12 of 17)"	9	97349562	97369958	20397	2	78911	ENSMUST00000035026.4	-90069	ENSMUSG00000032451	Trim42	tripartite motif-containing 42
chr9	72945984	72946384	401	*	2.886616871	3.121870144	2.605382464	0.2471864	0.242104972	0.530903781	3' UTR	9	72958785	72973061	14277	1	67685	ENSMUST00000098567.8	-12401	ENSMUSG00000092192	Dnaaf4	dynein axonemal assembly factor 4
chr12	107889902	107890302	401	*	3.290449647	2.996627737	3.534437714	-0.247567656	0.242110137	0.530903781	Distal Intergenic	12	107915222	108003414	88193	2	58208	ENSMUST00000109887.7	113112	ENSMUSG00000048251	Bcl11b	B cell leukemia/lymphoma 11B
chr14	24597877	24598277	401	*	2.732146983	2.36242286	3.026187771	-0.241272789	0.242136732	0.530932173	"Intron (ENSMUST00000212108.1/ENSMUST00000212108.1, intron 4 of 4)"	14	24491149	24491989	841	1	20088	ENSMUST00000224699.1	106728	ENSMUSG00000025290	Rps24	ribosomal protein S24
