gene	chr	start	end	mc_wt	mc_ko	hmc_wt	hmc_ko	ratio_wt	ratio_ko	delta_ratio_tet
Hnrnpc	chr14	52073377	52104027	0.002629	0.000526	0.003436	0.000824	0	0	0
Supt16	chr14	52160414	52197415	0.008293	0.001951	0.003271	0.000639	0.282836	0	-0.282836
Chd8	chr14	52198151	52257779	0.009453	0.001706	0.00501	0.000923	0.346404	0	-0.346404
Rab2b	chr14	52261759	52279544	0.013213	0.002843	0.003335	0.000608	0.20154	0	-0.20154
Mettl3	chr14	52294841	52305127	0.010503	0.002738	0.005081	0.001231	0.326059	0	-0.326059
Sall2	chr14	52311172	52328761	0.005259	0.001797	0.005066	0.001447	0.490636	0	-0.490636
Olfr1513	chr14	52347495	52356407	0.012659	0.002638	0.003462	0.001256	0.214752	0	-0.214752
Olfr1512	chr14	52371332	52379167	0.014462	0.004416	0.002624	0.000812	0.153578	0	-0.153578
Olfr1511	chr14	52389794	52397378	0.012382	0.003059	0.00298	0.000119	0.193987	0	-0.193987
Olfr1510	chr14	52409131	52414372	0.009895	0.001965	0.002911	0.000858	0.227286	0	-0.227286
Olfr1508	chr14	52458829	52467494	0.003885	0.000837	0.001483	3e-04	0	0	0
Olfr1507	chr14	52488791	52495748	0.007881	0.001347	0.001217	0.000359	0	0	0
Dad1	chr14	54235479	54254103	0.010799	0.003189	0.005772	0.001206	0.348306	0	-0.348306
Olfr49	chr14	54278253	54284938	0.007886	0.001907	0.002497	0.000262	0.240467	0	-0.240467
Slc7a7	chr14	54369442	54417779	0.01416	0.003802	0.004713	0.001439	0.249704	0	-0.249704
Prmt5	chr14	54507187	54517524	0.01939	0.005476	0.00511	0.001353	0.208583	0	-0.208583
Haus4	chr14	54541785	54554615	0.0197	0.004687	0.003913	0.001478	0.165722	0	-0.165722
Ajuba	chr14	54567472	54577557	0.015244	0.004926	0.006816	0.002095	0.308977	0	-0.308977
4931414P19Rik	chr14	54583663	54605992	0.014304	0.002933	0.006653	0.001279	0.317469	0	-0.317469
Psmb5	chr14	54614119	54618021	0.015654	0.001583	0.010298	0.002221	0.39681	0	-0.39681
Cdh24	chr14	54631231	54641363	0.023675	0.007931	0.010037	0.003274	0.297733	0.29218	-0.005553
Acin1	chr14	54642161	54686930	0.010815	0.003063	0.006201	0.00147	0.364436	0	-0.364436
Gm29776	chr14	54692598	54698832	0.016182	0.005356	0.006903	0.003056	0.299021	0	-0.299021
Cebpe	chr14	54710360	54712173	0.03665	0.007137	0.013155	0.009598	0.264131	0.573529	0.309399
Slc7a8	chr14	54722209	54781945	0.007458	0.002218	0.006951	0.001806	0.482411	0	-0.482411
Homez	chr14	54852736	54870960	0.008258	0.002185	0.00457	0.001338	0.356251	0	-0.356251
Ppp1r3e	chr14	54872669	54877549	0.003729	0.000842	0.002351	0.001612	0	0	0
Slc22a17	chr14	54906304	54913131	0.011733	0.004993	0.009384	0.004101	0.444382	0	-0.444382
Efs	chr14	54916535	54926125	0.019562	0.005779	0.005316	0.002379	0.213669	0	-0.213669
Myh6	chr14	54941921	54966926	0.021549	0.007191	0.006467	0.001719	0.230838	0	-0.230838
Myh7	chr14	54970684	54994625	0.019354	0.006294	0.006408	0.002202	0.248728	0	-0.248728
Zfhx2	chr14	55060262	55092323	0.01552	0.004216	0.010501	0.004153	0.403559	0	-0.403559
Ap1g2	chr14	55098575	55106592	0.020264	0.006169	0.007787	0.002296	0.277588	0	-0.277588
Jph4	chr14	55106826	55116934	0.008686	0.004266	0.007663	0.003615	0.468717	0	-0.468717
Nrl	chr14	55518978	55524980	0.007993	0.002117	0.007305	0.003768	0.477489	0	-0.477489
Emc9	chr14	55581516	55585301	0.007709	0.002897	0.005776	0.000616	0.428324	0	-0.428324
Psme2	chr14	55587441	55591112	0.018059	0.004723	0.004213	0.001256	0.189172	0	-0.189172
Ipo4	chr14	55625400	55635956	0.022947	0.007776	0.009487	0.003821	0.292487	0.32947	0.036983
Gm49378	chr14	55629076	55637894	0.017073	0.004847	0.00877	0.002552	0.339351	0	-0.339351
Tm9sf1	chr14	55635965	55643805	0.019974	0.004114	0.007874	0.001826	0.282756	0	-0.282756
Mdp1	chr14	55657879	55660507	0.009887	0.005386	0.00581	0.002107	0.37014	0	-0.37014
Nedd8	chr14	55662263	55672123	0.006539	0.001088	0.004783	0.001257	0.422452	0	-0.422452
Tinf2	chr14	55674689	55681819	0.008921	0.002622	0.005853	0.001311	0.396197	0	-0.396197
Tgm1	chr14	55700009	55713925	0.020781	0.007457	0.005184	0.001729	0.199658	0	-0.199658
Rabggta	chr14	55715416	55722262	0.020838	0.006237	0.00736	0.002456	0.261006	0	-0.261006
Dhrs1	chr14	55739020	55745689	0.016499	0.003377	0.004054	0.000873	0.197252	0	-0.197252
Cideb	chr14	55754050	55758457	0.016198	0.005688	0.004994	0.000683	0.235643	0	-0.235643
Adcy4	chr14	55769057	55784094	0.01726	0.006794	0.007308	0.002982	0.297469	0	-0.297469
Ripk3	chr14	55784995	55788864	0.014604	0.005403	0.007346	0.002039	0.334658	0	-0.334658
Cbln3	chr14	55878913	55884391	0.013859	0.003015	0.008102	0.002251	0.368927	0	-0.368927
Sdr39u1	chr14	55897283	55900292	0.014087	0.004787	0.010322	0.004817	0.42287	0	-0.42287
Cma1	chr14	55941451	55944674	0.012111	0.002202	0.003573	0.001365	0.227786	0	-0.227786
Mcpt9	chr14	56026864	56030494	0.008751	0.002356	0.001761	0.000398	0.167517	0	-0.167517
Mcpt4	chr14	56059629	56062312	0.012802	0.004254	0.001943	0.000466	0.13178	0	-0.13178
Mcpt8	chr14	56082166	56085272	0.01156	0.002161	0.003442	0.000644	0.22942	0	-0.22942
Ctsg	chr14	56099881	56102573	0.018994	0.007891	0.006031	0.002673	0.241002	0.253048	0.012046
Gzme	chr14	56117626	56120624	0.010888	0.003788	0.001609	0.00131	0.128745	0	-0.128745
Gzmd	chr14	56129556	56132607	0.015331	0.002676	0.003741	0.000819	0.196163	0	-0.196163
Gzmg	chr14	56156582	56159578	0.015098	0.005784	0.003835	8.9e-05	0.20254	0	-0.20254
Gzmn	chr14	56165797	56174598	0.009534	0.002372	0.003542	0.000649	0.270881	0	-0.270881
Gzmf	chr14	56205263	56211416	0.006939	0.001281	0.002744	0.000623	0	0	0
Gzmc	chr14	56231441	56234655	0.010282	0.00403	0.003626	0.001091	0.260731	0	-0.260731
Gzmb	chr14	56258838	56262259	0.014513	0.003974	0.002478	0.000584	0.145839	0	-0.145839
Cenpj	chr14	56526761	56575424	0.009073	0.002027	0.003537	0.000867	0.28047	0	-0.28047
Pspc1	chr14	56720710	56778315	0.005918	0.00136	0.004111	0.000779	0.409944	0	-0.409944
Zmym5	chr14	56790585	56811715	0.006842	0.001125	0.003216	0.000607	0.319757	0	-0.319757
Gja3	chr14	57034460	57058099	0.01495	0.002852	0.005252	0.001098	0.259989	0	-0.259989
Gjb2	chr14	57098600	57104701	0.012919	0.002524	0.005927	0.001338	0.314489	0	-0.314489
Gm4491	chr14	57112506	57115882	0.006527	0.000765	0.003827	0.001343	0.369631	0	-0.369631
Gjb6	chr14	57123303	57133610	0.013756	0.002992	0.004035	0.001116	0.22681	0	-0.22681
Cryl1	chr14	57274993	57398528	0.01249	0.002803	0.00532	0.001239	0.298718	0	-0.298718
Eef1akmt1	chr14	57549597	57571611	0.011378	0.003211	0.006946	0.001421	0.379046	0	-0.379046
Xpo4	chr14	57577521	57665429	0.007572	0.001589	0.003827	0.000675	0.335762	0	-0.335762
Gm49361	chr14	57642077	57746102	0.011048	0.003272	0.005336	0.001123	0.325665	0	-0.325665
Lats2	chr14	57689662	57758387	0.012301	0.003784	0.005873	0.001343	0.323156	0	-0.323156
Ska3	chr14	57806561	57826184	0.013622	0.002863	0.00407	0.000679	0.230055	0	-0.230055
Zdhhc20	chr14	57832703	57890275	0.008922	0.001895	0.003626	0.000669	0.288941	0	-0.288941
Micu2	chr14	57916261	57999261	0.009387	0.002078	0.00463	0.00143	0.330324	0	-0.330324
1700129C05Rik	chr14	59133040	59142892	0.006772	0.002111	0.00233	0.000427	0	0	0
Gm5142	chr14	59158503	59178748	0.007314	0.000898	0.001228	0.000296	0	0	0
Phf11a	chr14	59276913	59297521	0.007488	0.001888	0.001704	0.000274	0	0	0
Phf11b	chr14	59320964	59341350	0.007503	0.001448	0.0021	0.000262	0	0	0
Phf11d	chr14	59347407	59365469	0.008624	0.001702	0.001879	0.00037	0.178882	0	-0.178882
Phf11c	chr14	59380833	59395380	0.007524	0.001335	0.002363	0.000137	0	0	0
Setdb2	chr14	59402009	59440883	0.008409	0.001623	0.002236	0.000325	0.210033	0	-0.210033
Cdadc1	chr14	59559388	59597958	0.009982	0.002505	0.004313	0.00076	0.301704	0	-0.301704
Atp8a2	chr14	59638540	60197178	0.009041	0.002219	0.005293	0.001283	0.36924	0	-0.36924
Nupl1	chr14	60184612	60251430	0.007393	0.001538	0.003734	0.000623	0.335594	0	-0.335594
Gm49336	chr14	60205282	60251506	0.006629	0.001411	0.003897	0.00059	0.370196	0	-0.370196
Tnfrsf19	chr14	60963875	61046489	0.013078	0.002216	0.004652	0.001054	0.262354	0	-0.262354
Sgcg	chr14	61219115	61258489	0.011899	0.002377	0.004058	0.001051	0.254279	0	-0.254279
Ebpl	chr14	61331742	61360438	0.015967	0.00377	0.005308	0.001243	0.249488	0	-0.249488
Kpna3	chr14	61365211	61439873	0.004827	0.000978	0.003161	0.000404	0	0	0
Spryd7	chr14	61531993	61556885	0.007783	0.001079	0.003555	0.000659	0.313536	0	-0.313536
Dleu7	chr14	62276231	62293046	0.009328	0.002717	0.003746	0.000722	0.286516	0	-0.286516
Gucy1b2	chr14	62392676	62456288	0.009747	0.002311	0.003666	0.001037	0.273336	0	-0.273336
Gm4131	chr14	62463414	62566920	0.009923	0.0022	0.004401	0.001123	0.307239	0	-0.307239
Ints6	chr14	62676330	62761168	0.003885	0.000699	0.003097	0.000457	0	0	0
Defb48	chr14	62977524	62984509	0.009267	0.00157	0.003092	0.00062	0.2502	0	-0.2502
Defb30	chr14	63034087	63049959	0.01239	0.003443	0.004529	0.001135	0.267675	0	-0.267675
Fdft1	chr14	63145150	63179577	0.011822	0.002346	0.007724	0.002212	0.39516	0	-0.39516
Neil2	chr14	63182443	63193855	0.012408	0.003418	0.005331	0.001733	0.300534	0	-0.300534
Gata4	chr14	63198922	63271691	0.008341	0.002232	0.003226	0.001037	0.278893	0	-0.278893
Blk	chr14	63372836	63417036	0.013134	0.003843	0.004789	0.001081	0.267199	0	-0.267199
Tdh	chr14	63492347	63509091	0.010326	0.002763	0.004713	0.001925	0.313375	0	-0.313375
Mtmr9	chr14	63519651	63543981	0.009356	0.002023	0.005034	0.001048	0.349848	0	-0.349848
4930578I06Rik	chr14	63969339	63987789	0.011726	0.003828	0.00537	0.001446	0.314106	0	-0.314106
Prss55	chr14	64075438	64090161	0.007097	0.001947	0.004674	0.001868	0.397051	0	-0.397051
Msra	chr14	64122625	64455902	0.006611	0.001541	0.004743	0.001088	0.417734	0	-0.417734
Hmbox1	chr14	64811600	64949870	0.008744	0.001505	0.005106	0.000957	0.36867	0	-0.36867
Extl3	chr14	65052060	65149854	0.013369	0.00253	0.006119	0.001323	0.314011	0	-0.314011
Fzd3	chr14	65192449	65262462	0.006803	0.000928	0.00412	0.000519	0.377158	0	-0.377158
Pnoc	chr14	65400673	65425471	0.008827	0.002126	0.0056	0.001544	0.388156	0	-0.388156
Elp3	chr14	65530449	65593074	0.010627	0.002425	0.005223	0.001257	0.329542	0	-0.329542
Esco2	chr14	65819038	65833993	0.008964	0.001238	0.001601	0.000267	0.151509	0	-0.151509
Scara3	chr14	65919394	65953934	0.011982	0.002788	0.004605	0.001053	0.277633	0	-0.277633
Gulo	chr14	65986786	66009206	0.013819	0.003218	0.004468	0.000908	0.244341	0	-0.244341
Adam2	chr14	66027329	66077732	0.011405	0.002109	0.004724	0.000701	0.292894	0	-0.292894
Ephx2	chr14	66084374	66124499	0.009639	0.002258	0.004914	0.001316	0.337653	0	-0.337653
Ptk2b	chr14	66153257	66281051	0.010717	0.002928	0.004219	0.001134	0.282466	0	-0.282466
Dpysl2	chr14	66802864	66868687	0.005494	0.00172	0.006201	0.002585	0.530216	0	-0.530216
Bnip3l	chr14	66985239	67008876	0.007949	0.002001	0.004185	0.000877	0.344921	0	-0.344921
Ppp2r2a	chr14	67014056	67072443	0.003557	0.000776	0.003961	0.000874	0	0	0
Cdca2	chr14	67676331	67715840	0.011571	0.002799	0.004478	0.000862	0.279006	0	-0.279006
Dock5	chr14	67752135	67933441	0.013288	0.003085	0.005098	0.001147	0.277275	0	-0.277275
Nefm	chr14	68082590	68124845	0.007657	0.001815	0.003457	0.000924	0.31102	0	-0.31102
Adam7	chr14	68497336	68533740	0.008496	0.001424	0.002825	0.00064	0.249525	0	-0.249525
Adamdec1	chr14	68563380	68582094	0.00663	0.001125	0.002128	0.000508	0	0	0
Adam28	chr14	68606027	68655841	0.007307	0.001059	0.002351	0.000427	0	0	0
Slc25a37	chr14	69241848	69285111	0.004849	0.001252	0.00219	0.000546	0	0	0
Synb	chr14	69289344	69294298	0	0	0	0	0	0	0
Gm16867	chr14	69363504	69503361	3.1e-05	7e-06	8e-06	0	0	0	0
Gm27179	chr14	69508632	69512548	0	0	0	0	0	0	0
R3hcc1	chr14	69697307	69707583	0.018745	0.007832	0.006416	0.00241	0.254995	0.235339	-0.019656
Chmp7	chr14	69717000	69732540	0.013377	0.003081	0.005564	0.001788	0.293755	0	-0.293755
Rhobtb2	chr14	69784990	69805635	0.008387	0.004438	0.008711	0.002272	0.509499	0	-0.509499
Ccar2	chr14	70138164	70153810	0.010659	0.004258	0.006253	0.002613	0.369725	0	-0.369725
9930012K11Rik	chr14	70154405	70159501	0.012207	0.002907	0.003914	0.00194	0.242786	0	-0.242786
Pdlim2	chr14	70164218	70177680	0.012241	0.004754	0.004222	0.001738	0.256446	0	-0.256446
Sorbs3	chr14	70180468	70211988	0.01149	0.004523	0.006237	0.002711	0.351837	0	-0.351837
Ppp3cc	chr14	70217865	70289470	0.008085	0.001471	0.003	0.000584	0.270653	0	-0.270653
Slc39a14	chr14	70303469	70351424	0.01115	0.00329	0.006978	0.001924	0.384936	0	-0.384936
Piwil2	chr14	70372477	70429382	0.011284	0.002071	0.003017	7e-04	0.210954	0	-0.210954
Polr3d	chr14	70438757	70443446	0.025326	0.005025	0.008082	0.002122	0.241925	0	-0.241925
Bmp1	chr14	70474558	70520233	0.016584	0.005214	0.005162	0.001534	0.237375	0	-0.237375
Sftpc	chr14	70520949	70524080	0.026157	0.007107	0.007408	0.002259	0.220712	0	-0.220712
Fam160b2	chr14	70583296	70599834	0.014955	0.004964	0.007057	0.002792	0.320586	0	-0.320586
Dmtn	chr14	70601263	70636047	0.013104	0.004244	0.006117	0.002218	0.318256	0	-0.318256
Fgf17	chr14	70636203	70642267	0.016253	0.005741	0.008364	0.003512	0.339751	0	-0.339751
Npm2	chr14	70647302	70659243	0.013781	0.002998	0.002611	0.000384	0.15929	0	-0.15929
Xpo7	chr14	70654246	70766627	0.007558	0.001767	0.003836	0.000613	0.336685	0	-0.336685
Gm9195	chr14	72426013	72491837	0.009683	0.003478	0.003596	0.001193	0.270797	0	-0.270797
Fndc3a	chr14	72537946	72710002	0.006111	0.001229	0.002794	0.000498	0	0	0
Cysltr2	chr14	73025603	73049113	0.009147	0.001826	0.002851	0.000502	0.237645	0	-0.237645
Rb1	chr14	73183673	73325821	0.006805	0.001189	0.003493	0.000683	0.339189	0	-0.339189
Itm2b	chr14	73362226	73385288	0.001458	0.000332	0.003026	0.000927	0	0	0
Nudt15	chr14	73518877	73548241	0.010295	0.001759	0.002229	0.000559	0.178002	0	-0.178002
Lrch1	chr14	74754675	74947875	0.006942	0.001841	0.006254	0.001591	0.473922	0	-0.473922
Lrrc63	chr14	75084303	75130880	0.011386	0.002408	0.002508	0.000443	0.180498	0	-0.180498
Cby2	chr14	75582877	75593115	0.011137	0.002777	0.00495	0.000713	0.307701	0	-0.307701
Cog3	chr14	75702350	75754557	0.0095	0.001908	0.005082	0.000956	0.348481	0	-0.348481
Slc25a30	chr14	75760117	75787036	0.012968	0.002874	0.005267	0.001441	0.288834	0	-0.288834
Gtf2f2	chr14	75896937	76010864	0.005867	0.001262	0.004558	0.000954	0.437263	0	-0.437263
Gpalpp1	chr14	76086236	76110759	0.010669	0.002231	0.003379	0.000644	0.240556	0	-0.240556
Serp2	chr14	76532814	76556888	0.008321	0.001909	0.006442	0.001497	0.436352	0	-0.436352
Lacc1	chr14	77024200	77036903	0.011526	0.001549	0.00413	0.000878	0.263767	0	-0.263767
Dnajc15	chr14	77820681	77875124	0.006889	0.001364	0.004317	0.001	0.385275	0	-0.385275
Fam216b	chr14	78081021	78089006	0.008873	0.002117	0.003957	0.000432	0.308444	0	-0.308444
Tnfsf11	chr14	78277445	78308042	0.014293	0.002491	0.005773	0.001305	0.287693	0	-0.287693
Akap11	chr14	78492246	78536807	0.005232	0.001111	0.004653	0.000814	0	0	0
Dgkh	chr14	78558750	78732775	0.006484	0.00197	0.006307	0.001956	0.493074	0	-0.493074
Zfp957	chr14	79212355	79247368	0.013274	0.003485	0.00473	0.001608	0.262715	0	-0.262715
Rgcc	chr14	79288756	79301644	0.007477	0.001572	0.006422	0.001916	0.462074	0	-0.462074
Naa16	chr14	79325269	79390777	0.007398	0.001822	0.004149	0.000909	0.359309	0	-0.359309
Wbp4	chr14	79459937	79481519	0.008063	0.001744	0.004811	0.000695	0.373677	0	-0.373677
Cnmd	chr14	79637690	79662169	0.01178	0.002314	0.006373	0.001248	0.351075	0	-0.351075
Pcdh8	chr14	79766775	79771311	0.001643	0.001088	0.002353	0.001585	0	0	0
Diaph3	chr14	86655367	87141234	0.0093	0.001583	0.003109	0.00057	0.250517	0	-0.250517
Pcdh20	chr14	88464743	88471395	0.008705	0.002483	0.004454	0.000827	0.33848	0	-0.33848
Pcdh9	chr14	93013410	93890678	0.005182	0.000904	0.003091	0.000432	0	0	0
Klhl1	chr14	96102736	96519101	0.004836	0.000937	0.002089	0.000335	0	0	0
Dach1	chr14	97786853	98169764	0.004212	0.000745	0.003452	0.000434	0	0	0
Mzt1	chr14	99034544	99046133	0.004749	0.001166	0.00446	0.000912	0	0	0
Dis3	chr14	99075206	99099769	0.011892	0.001702	0.004955	0.000625	0.294118	0	-0.294118
Klf12	chr14	99870632	100284678	0.008716	0.001573	0.004913	0.000898	0.360489	0	-0.360489
Prr30	chr14	101197690	101200329	0.028944	0.011941	0.005638	0.002273	0.163045	0.159893	-0.003151
Tbc1d4	chr14	101442360	101609190	0.011477	0.002186	0.005379	0.000933	0.319102	0	-0.319102
Commd6	chr14	101632981	101640685	0.01195	0.002418	0.004688	0.00051	0.281757	0	-0.281757
Kctd12	chr14	102976581	102982636	0.001594	0.001025	0.00225	0.002188	0	0	0
Fbxl3	chr14	103080239	103099565	0.002049	0.000991	0.003482	0.001015	0	0	0
Mycbp2	chr14	103113411	103346813	0.006984	0.001521	0.004157	0.000708	0.373156	0	-0.373156
Ednrb	chr14	103814625	103844401	0.01268	0.002014	0.003688	0.000423	0.225347	0	-0.225347
Pou4f1	chr14	104461676	104467998	0.001404	0.00048	0.001659	0.001132	0	0	0
Rnf219	chr14	104477536	104522644	0.009644	0.001956	0.003253	0.000555	0.252225	0	-0.252225
Rbm26	chr14	105106751	105177326	0.005885	0.001289	0.004321	0.000598	0.423402	0	-0.423402
Spry2	chr14	105891947	105896818	0.010406	0.002057	0.004997	0.001334	0.32443	0	-0.32443
Slitrk1	chr14	108908800	108914157	0.000202	0.000158	0.000313	0.000415	0	0	0
Slitrk6	chr14	110748580	110755148	0.009728	0.001675	0.001818	0.000152	0.15745	0	-0.15745
Dct	chr14	118012790	118052243	0.012899	0.00313	0.006302	0.001396	0.328209	0	-0.328209
Tgds	chr14	118111911	118132754	0.013538	0.003841	0.006833	0.001549	0.33542	0	-0.33542
Sox21	chr14	118233232	118237029	0.001487	0.000564	0.001565	0.000636	0	0	0
Abcc4	chr14	118482692	118706218	0.019107	0.003848	0.007775	0.001741	0.289232	0	-0.289232
Dzip1	chr14	118875520	118925459	0.014892	0.003945	0.009064	0.002163	0.378373	0	-0.378373
Uggt2	chr14	118985039	119099429	0.008283	0.001741	0.003974	0.000906	0.324199	0	-0.324199
Oxgr1	chr14	120019585	120042434	0.011793	0.002502	0.003999	0.000974	0.253238	0	-0.253238
Stk24	chr14	121286343	121380010	0.012195	0.003059	0.008158	0.002022	0.400822	0	-0.400822
Slc15a1	chr14	121459621	121505251	0.012669	0.00286	0.004415	0.001401	0.258411	0	-0.258411
Dock9	chr14	121542046	121797836	0.008877	0.002375	0.007411	0.001918	0.455007	0	-0.455007
Gpr18	chr14	121911253	121915780	0.020224	0.005403	0.009259	0.001756	0.314044	0	-0.314044
Gpr183	chr14	121952551	121965194	0.012066	0.002234	0.007116	0.001516	0.370968	0	-0.370968
Zic5	chr14	122456795	122465676	0.008488	0.002413	0.004204	0.00208	0.331214	0	-0.331214
Ggact	chr14	122816223	122913756	0.005001	0.001201	0.00274	0.000882	0	0	0
Tmtc4	chr14	122918971	122984034	0.008003	0.002102	0.003937	0.000651	0.329721	0	-0.329721
Nalcn	chr14	123276634	123627143	0.005115	0.000974	0.001852	0.000322	0	0	0
Fgf14	chr14	123977907	124677126	0.003198	0.000634	0.002085	0.000336	0	0	0
Selenop	chr15	3268547	3280507	0.006281	0.001318	0.003101	0.000697	0	0	0
Oxct1	chr15	4026383	4155343	0.006727	0.001585	0.004816	0.001101	0.417246	0	-0.417246
Plcxd3	chr15	4375491	4575552	0.005883	0.00101	0.002276	0.000435	0	0	0
C6	chr15	4727175	4814966	0.007969	0.001325	0.001976	0.000354	0	0	0
Mroh2b	chr15	4898737	4962204	0.010073	0.002117	0.002167	0.000376	0.177075	0	-0.177075
Rpl37	chr15	5116645	5119139	0.005712	2.9e-05	0.004336	0.000401	0.431561	0	-0.431561
Prkaa1	chr15	5143861	5181898	0.011974	0.002864	0.006555	0.00169	0.353769	0	-0.353769
Ttc33	chr15	5185525	5218335	0.010805	0.00303	0.005002	0.000901	0.316425	0	-0.316425
Dab2	chr15	6299788	6440711	0.009101	0.001903	0.003437	0.000587	0.274133	0	-0.274133
C9	chr15	6445327	6498750	0.009153	0.001728	0.003139	0.000804	0.25534	0	-0.25534
Fyb	chr15	6522853	6663312	0.010706	0.002321	0.003831	0.00081	0.26352	0	-0.26352
Rictor	chr15	6708379	6800400	0.005666	0.001383	0.005607	0.001145	0.497384	0	-0.497384
Lifr	chr15	7090614	7197488	0.015788	0.00326	0.006095	0.001431	0.27853	0	-0.27853
Gdnf	chr15	7810846	7837574	0.011517	0.002622	0.004358	0.001327	0.274492	0	-0.274492
Nup155	chr15	8109273	8161246	0.014636	0.003317	0.003275	0.000612	0.182838	0	-0.182838
Cplane1	chr15	8169106	8271157	0.012339	0.002599	0.004851	0.001012	0.282215	0	-0.282215
Ranbp3l	chr15	8967949	9067334	0.005566	0.001192	0.00206	0.000295	0	0	0
Nadk2	chr15	9071260	9110890	0.013129	0.002443	0.006007	0.001183	0.313919	0	-0.313919
Lmbrd2	chr15	9140550	9202482	0.006906	0.001441	0.003355	0.000704	0.327005	0	-0.327005
Ugt3a1	chr15	9276888	9315031	0.006329	0.002159	0.001066	0.000482	0	0	0
Ugt3a2	chr15	9335550	9370954	0.008089	0.000942	0.001117	0.000174	0	0	0
Capsl	chr15	9436028	9466037	0.01067	0.001694	0.002288	0.000272	0.176576	0	-0.176576
Prlr	chr15	10177238	10349179	0.007611	0.001627	0.002715	0.000404	0.262938	0	-0.262938
Gm21973	chr15	10325380	10373748	0.008403	0.002123	0.002123	0.00057	0.201689	0	-0.201689
Agxt2	chr15	10358532	10410152	0.008964	0.001894	0.002411	0.000431	0.211933	0	-0.211933
Rad1	chr15	10486018	10499062	0.01338	0.003905	0.004214	0.001006	0.239525	0	-0.239525
C1qtnf3	chr15	10952332	10980149	0.009249	0.001658	0.002079	0.000598	0.183493	0	-0.183493
Amacr	chr15	10981756	10996625	0.011703	0.003071	0.003661	0.000891	0.238283	0	-0.238283
Slc45a2	chr15	11000721	11029232	0.011629	0.002023	0.005047	0.00103	0.302652	0	-0.302652
Adamts12	chr15	11064790	11349230	0.007198	0.001469	0.003177	0.00066	0.306244	0	-0.306244
Zfr	chr15	12117831	12185682	0.004994	0.000941	0.004288	0.000466	0	0	0
Mtmr12	chr15	12205028	12274495	0.008971	0.002651	0.006936	0.002215	0.43604	0	-0.43604
Golph3	chr15	12321450	12351590	0.004489	0.000932	0.004817	0.000737	0	0	0
Drosha	chr15	12824815	12935290	0.016604	0.003247	0.007456	0.00134	0.309906	0	-0.309906
Cdh9	chr15	16728756	16857093	0.004513	0.000806	0.002235	0.000417	0	0	0
Cdh10	chr15	18818947	19014235	0.006134	0.000971	0.00295	0.000511	0	0	0
Cdh12	chr15	20449265	21589532	0.004991	0.000943	0.00201	0.000302	0	0	0
Cdh18	chr15	22549022	23474417	0.004292	0.000926	0.002861	0.000421	0	0	0
Myo10	chr15	25622525	25813672	0.006833	0.002705	0.007469	0.002654	0.52225	0	-0.52225
Retreg1	chr15	25843180	25973686	0.009793	0.002775	0.007693	0.002194	0.439973	0	-0.439973
Zfp622	chr15	25984366	25998480	0.004443	0.00117	0.004058	0.00081	0	0	0
Marchf11	chr15	26309048	26409575	0.006423	0.001365	0.003871	0.000733	0.376044	0	-0.376044
Ank	chr15	27466677	27594908	0.011915	0.002992	0.008894	0.001858	0.427422	0	-0.427422
Dnah5	chr15	28203752	28472051	0.009108	0.001898	0.003462	0.000657	0.275429	0	-0.275429
Ctnnd2	chr15	30172593	31029340	0.006058	0.001227	0.004923	0.000955	0.448339	0	-0.448339
Dap	chr15	31224314	31274340	0.012297	0.003612	0.009157	0.002801	0.42683	0	-0.42683
Cmbl	chr15	31565389	31590118	0.010445	0.002765	0.00491	0.001256	0.319754	0	-0.319754
