chr	start	end	width_kb	boundary_left_pos	boundary_right_pos	boundary_left_type	boundary_right_type	boundary_left_differential	boundary_right_differential	boundary_left_gap_score	boundary_right_gap_score	boundary_left_tad_score1	boundary_left_tad_score2	boundary_right_tad_score1	boundary_right_tad_score2	boundary_left_enriched	boundary_right_enriched	is_differential	mean_tad_score	mean_gap_score	cg_mc_ctrl_mean	cg_mc_mut_mean	cg_mc_log2fc	cg_mc_pseudocount	cg_mc_ctrl_cv	cg_mc_mut_cv	cg_mc_ctrl_within_var	cg_mc_mut_within_var	cg_mc_ctrl_insulation	cg_mc_mut_insulation	cg_hmc_ctrl_mean	cg_hmc_mut_mean	cg_hmc_log2fc	cg_hmc_pseudocount	cg_hmc_ctrl_cv	cg_hmc_mut_cv	cg_hmc_ctrl_within_var	cg_hmc_mut_within_var	cg_hmc_ctrl_insulation	cg_hmc_mut_insulation	chg_mc_ctrl_mean	chg_mc_mut_mean	chg_mc_log2fc	chg_mc_pseudocount	chg_mc_ctrl_cv	chg_mc_mut_cv	chg_mc_ctrl_within_var	chg_mc_mut_within_var	chg_mc_ctrl_insulation	chg_mc_mut_insulation	chh_mc_ctrl_mean	chh_mc_mut_mean	chh_mc_log2fc	chh_mc_pseudocount	chh_mc_ctrl_cv	chh_mc_mut_cv	chh_mc_ctrl_within_var	chh_mc_mut_within_var	chh_mc_ctrl_insulation	chh_mc_mut_insulation	mecp2_ctrl_mean	mecp2_mut_mean	mecp2_log2fc	mecp2_pseudocount	mecp2_ctrl_cv	mecp2_mut_cv	mecp2_ctrl_within_var	mecp2_mut_within_var	mecp2_ctrl_insulation	mecp2_mut_insulation	mecp2_peak_count	mecp2_up_count	mecp2_down_count
chr8	77650000	77800000	150	77650000	77800000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.66906776685139	-1.20195511130954	2.13492632404717	1.58581214260955	1.30696149973062	1.70230820882982	Matrix 1	Matrix 2	FALSE	1.72094391188889	0.233556327770927	0.00649328	0.00648897	-0.000642	0.00320356209341412	0.175489	0.166237	1.31661379122587e-06	1.17560171431308e-06	0.00034709	0.00035822	0.00043929	0.00041348	-0.070531	0.000101517354514925	0.304498	0.401639	1.78455468663975e-08	2.44721379859755e-08	0.00010051	4.918e-05	0	0	0	1e-06	NA	NA	0	0	0	0	0	-1.1e-07	-0.170826	1e-06	3.872983	NA	8.2140002117157e-12	2.99266681575775e-12	3.41e-06	0	1.02907272	0.79768468	-0.26664	0.342143936271676	0.293662	0.314361	0.0913256823551698	0.0628818414154266	0.2199624	0.16657536	0	0	0
chr8	77800000	78050000	250	77800000	78050000	Non-Differential	Strength Change	Non-Differential	Differential	-1.20195511130954	-2.93550101190517	1.30696149973062	1.70230820882982	1.77576878435528	2.7413576725392	Matrix 2	Matrix 2	TRUE	1.54136514204295	-2.06872806160735	0.00538269	0.00538606	0.000565	0.00320356209341412	0.29097	0.286387	2.48109807122161e-06	2.39262656585721e-06	0.00177007	0.00168269	0.00023009	0.00023112	0.004474	0.000101517354514925	0.535729	0.468007	1.43653245238407e-08	1.17006421989897e-08	0.00043445	0.00047619	0	-7e-08	-0.106249	1e-06	NA	NA	0	2.01640013203621e-12	0	7.1e-07	1.7e-07	1e-07	-0.086384	1e-06	5	3.588173	1.39240001688004e-12	3.06610003470779e-12	0	4.5e-07	0.78025086	0.62400501	-0.216263	0.342143936271676	0.474568	0.521089	0.137109880150546	0.105731141848221	0.46574428	0.4562107	0	0	0
chr8	78060000	78230000	170	78060000	78230000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.56490274964716	-1.90548025048582	1.90667455645635	2.42139540689308	2.1776341320343	2.80438077312323	Matrix 2	Matrix 2	FALSE	2.04215434424533	-1.73519150006649	0.00680998	0.00672211	-0.012715	0.00320356209341412	0.240237	0.242392	2.64163160523302e-06	2.63374307722613e-06	0.00192819	0.00184485	0.00076235	0.00084011	0.124348	0.000101517354514925	0.585026	0.604318	1.99244489604522e-07	2.61157696197582e-07	0.00052696	0.00062652	0	-1.3e-07	-0.207266	1e-06	NA	NA	0	0	0	7.1e-07	6.2e-07	1.8e-07	-0.459757	1e-06	NA	NA	0	0	8.3e-07	1.88e-06	1.42620077	1.23354094	-0.16642	0.342143936271676	0.348938	0.416051	0.247661322496854	0.263388873801512	0.70525913	0.87065859	0	0	0
chr8	78230000	78390000	160	78230000	78390000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.90548025048582	-1.23699741829366	2.1776341320343	2.80438077312323	1.12528078120384	1.53216054632861	Matrix 2	Matrix 2	FALSE	1.65145745661907	-1.57123883438974	0.0073973	0.00731301	-0.011517	0.00320356209341412	0.141089	0.136625	1.09084116383e-06	9.91755668514341e-07	0.00163481	0.00158536	0.00081426	0.00091489	0.150406	0.000101517354514925	0.457445	0.439493	1.4674906649075e-07	1.66592469269869e-07	0.00037595	0.00043655	0	0	0	1e-06	NA	NA	0	0	0	0	-6.4e-07	-2.2e-07	1.111598	1e-06	NA	NA	4.16389580713958e-11	1.2780626193285e-11	8.3e-07	1.43e-06	1.4808233	1.32550668	-0.128472	0.342143936271676	0.39821	0.612053	0.34772566328829	0.658184887446835	0.37665109	0.51274099	1	1	0
chr8	78390000	78520000	130	78390000	78520000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.23699741829366	-1.76124832207711	1.12528078120384	1.53216054632861	1.16557527896609	1.744908246201	Matrix 2	Matrix 2	FALSE	1.14542803008497	-1.49912287018538	0.0053703	0.00539976	0.00495	0.00320356209341412	0.324288	0.315275	3.04463834031254e-06	2.940180925329e-06	0.00225591	0.00211562	0.00049132	0.00048318	-0.019957	0.000101517354514925	0.636806	0.554025	9.9798768083123e-08	7.37202040646108e-08	0.00044148	0.00042043	0	-1.1e-07	-0.164385	1e-06	NA	NA	0	0	0	0	1.7e-07	-1.7e-07	-0.510191	1e-06	NA	NA	0	0	2.5e-06	0	1.11130491	0.91695881	-0.207084	0.342143936271676	0.449302	0.483708	0.249315748576691	0.196731066473676	0.18493289	0.1452195	0	0	0
chr8	78520000	78660000	140	78520000	78660000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.76124832207711	1.16016794968745	1.16557527896609	1.744908246201	1.50470700418807	1.12301742843501	Matrix 2	Matrix 1	FALSE	1.33514114157708	-0.300540186194832	0.00798206	0.00789364	-0.011449	0.00320356209341412	0.140719	0.14679	1.25978997520812e-06	1.32608684294496e-06	0.00159764	0.00153302	0.00134715	0.00119275	-0.162599	0.000101517354514925	0.303213	0.297902	1.64686263502112e-07	1.26368860065656e-07	0.00025127	0.00028947	1.04e-06	-6e-08	-1.120946	1e-06	NA	3.741657	0	4.92071391114168e-12	0	0	6.55e-06	4.18e-06	-0.543737	1e-06	2.885043	3.741657	4.19586156684986e-10	2.9532071357395e-10	2.5e-06	3.33e-06	1.44970302	1.14420075	-0.269679	0.342143936271676	0.284052	0.252489	0.169574270988874	0.0834631548179688	0.09476445	0.07751184	0	0	0
chr8	78660000	78830000	170	78660000	78830000	Non-Differential	Strength Change	Non-Differential	Differential	1.16016794968745	-2.47706735020664	1.50470700418807	1.12301742843501	1.92302426058217	2.73780486570754	Matrix 1	Matrix 2	TRUE	1.71386563238512	-0.658449700259597	0.00799924	0.00798578	-0.001734	0.00320356209341412	0.24579	0.239652	3.8668092055654e-06	3.66353176375271e-06	0.00095729	0.00108394	0.00132141	0.00124834	-0.076058	0.000101517354514925	0.568528	0.593349	5.69910708067489e-07	5.34064396869032e-07	0.0004713	0.00049936	0	0	0	1e-06	NA	NA	0	0	0	0	-7e-08	-1e-06	NA	1e-06	4.123106	NA	9.19117647058824e-12	6.52288252106835e-11	0	4.16e-06	1.33198187	1.0590787	-0.256722	0.342143936271676	0.39858	0.346621	0.281859162963067	0.134763213825957	0.1768778	0.20245744	0	0	0
chr8	78840000	79010000	170	78840000	79010000	Complex	Non-Differential	Differential	Non-Differential	-2.16615270250939	1.06465857915198	1.12126111620871	1.83379043504082	2.08395676488922	1.73366706691625	Matrix 2	Matrix 1	TRUE	1.60260894054897	-0.550747061678705	0.00640151	0.0064049	0.000509	0.00320356209341412	0.202741	0.208083	1.68144292680636e-06	1.77017309495884e-06	0.0011504	0.00120867	0.00043727	0.0004125	-0.067908	0.000101517354514925	0.392982	0.443283	3.08078813523556e-08	3.46567764275541e-08	0.00145317	0.0013638	0	-1.8e-07	-0.293045	1e-06	NA	NA	0	0	0	0	-3.1e-07	-2.7e-07	0.081088	1e-06	NA	NA	2.8990588982526e-11	0	2.22e-06	1.28e-06	0.86807573	0.67277478	-0.253905	0.342143936271676	0.453697	0.453486	0.155113833998841	0.0930816216989672	0.44656578	0.4393379	0	0	0
chr8	79020000	79130000	110	79020000	79130000	Strength Change	Non-Differential	Differential	Non-Differential	-2.03292427155974	1.25614240732291	1.95271985161681	2.62139683740641	2.03289055677847	1.61961308633123	Matrix 2	Matrix 1	TRUE	1.99280520419764	-0.388390932118416	0.00740642	0.00730762	-0.013497	0.00320356209341412	0.283456	0.269618	4.33974213221188e-06	3.89943482631093e-06	0.0004445	0.00050161	0.00276108	0.00263371	-0.065664	0.000101517354514925	0.349391	0.368219	9.65730725786266e-07	9.24881113825051e-07	0.00132971	0.0012916	2.5e-07	-1e-07	-0.476548	1e-06	3.316625	NA	1.12009093796123e-11	0	1.11e-06	0	1.17e-06	2.11e-06	0.517439	1e-06	NA	NA	1.75645450930162e-11	3.98409104103392e-11	1.39e-06	2.45e-06	1.54142235	1.27910371	-0.216362	0.342143936271676	0.161615	0.160765	0.062059697460918	0.0422857338270398	0.4617005	0.40477694	1	1	0
chr8	79130000	79290000	160	79130000	79290000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	1.25614240732291	0.281111389843462	2.03289055677847	1.61961308633123	1.96902794801182	1.87649293378605	Matrix 1	Matrix 1	FALSE	2.00095925239514	0.768626898583183	0.00735595	0.007597	0.032563	0.00320356209341412	0.290028	0.265063	4.52773631858765e-06	4.02859544358087e-06	0.00093204	0.00110123	0.00185253	0.00168582	-0.128655	0.000101517354514925	0.363721	0.40855	4.72466347311602e-07	4.74870198180539e-07	0.00032313	0.00028059	2e-07	-7e-08	-0.364995	1e-06	4	NA	9.765625e-12	0	1.11e-06	0	-1.2e-07	-2.8e-07	-0.291499	1e-06	NA	NA	4.30562467224897e-12	2.17562502637506e-12	3.21e-06	2.06e-06	1.34023037	1.40376803	0.053482	0.342143936271676	0.393975	0.657928	0.278801707316618	0.852998592306313	0.08627916	0.08128786	4	4	0
chr8	79300000	79400000	100	79300000	79400000	Non-Differential	Strength Change	Non-Differential	Differential	1.2964999723619	-2.13523272809471	3.83141505941569	3.40480492143724	2.33892078018475	3.04124033639386	Matrix 1	Matrix 2	TRUE	3.08516791980022	-0.419366377866405	0.00636535	0.00612549	-0.036625	0.00320356209341412	0.233499	0.229934	2.13045876895852e-06	1.96620804790144e-06	0.00059886	0.00031801	0.00307114	0.00300312	-0.031269	0.000101517354514925	0.646867	0.662312	4.18776661782628e-06	3.92937869286529e-06	0.00208211	0.00207585	-1.3e-07	-2.3e-07	-0.167327	1e-06	NA	NA	0	0	0	0	-1.4e-07	1.8e-07	0.460574	1e-06	NA	9.1773	3.31240013668537e-11	1.216177734073e-11	1.82e-06	9.7e-07	1.38595318	1.05435392	-0.307371	0.342143936271676	0.414613	0.398947	0.330210427450016	0.176934185994421	0.78013336	0.5824979	0	0	0
chr8	79410000	79580000	170	79410000	79580000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.424685668364552	-1.52173851864767	2.73344209962779	2.59365356394359	1.18175806525022	1.6823027923783	Matrix 1	Matrix 2	FALSE	1.95760008243901	-0.548526425141561	0.00608216	0.00607796	-0.000653	0.00320356209341412	0.184326	0.18471	1.26301307116938e-06	1.26754274549696e-06	0.00021319	0.00029119	0.00062385	0.00064468	0.04085	0.000101517354514925	0.515824	0.457088	9.8219068455216e-08	8.73660982812704e-08	0.00186943	0.00179584	4e-08	1e-07	0.079398	1e-06	NA	4.123106	0	2.64058836684508e-12	0	6.7e-07	-6.2e-07	-4e-08	1.346311	1e-06	NA	NA	6.52288252106835e-11	0	1.67e-06	0	0.78778095	0.62032674	-0.231412	0.342143936271676	0.363443	0.337725	0.0819755844392568	0.0438899801204055	0.61589866	0.45528194	0	0	0
chr8	79580000	79730000	150	79580000	79730000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-1.52173851864767	-0.448064324695518	1.18175806525022	1.6823027923783	2.54152582645607	2.68883803609895	Matrix 2	Matrix 2	FALSE	1.86164194585315	-0.984901421671595	0.00537522	0.00546856	0.015612	0.00320356209341412	0.338332	0.317036	3.2831580714083e-06	3.03908445292216e-06	0.00040354	0.00030988	0.00080264	0.0006923	-0.187763	0.000101517354514925	0.522262	0.459332	1.81454295098408e-07	9.63754767240796e-08	0.0001154	0.00012453	0	-1.3e-07	-0.19815	1e-06	NA	NA	0	0	0	6.7e-07	2.8e-07	-8e-08	-0.479792	1e-06	3.872983	NA	1.8592665711085e-11	0	2.92e-06	0	0.81593148	0.63534743	-0.244573	0.342143936271676	0.352484	0.341112	0.0827115429277072	0.0469662345500104	0.35837457	0.27156955	0	0	0
chr8	79730000	79880000	150	79730000	79880000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.448064324695518	0.345870463692577	2.54152582645607	2.68883803609895	1.59342209471613	1.47959619781541	Matrix 2	Matrix 1	FALSE	2.0674739605861	-0.0510969305014705	0.00493716	0.00492608	-0.001966	0.00320356209341412	0.249593	0.251746	1.54428327893942e-06	1.52224500038622e-06	0.00042954	0.00032671	0.00040442	0.00039548	-0.025711	0.000101517354514925	0.439624	0.452125	3.56811919630449e-08	3.13538180991337e-08	0.00013288	9.78e-05	0	4e-08	0.051952	1e-06	NA	NA	0	8.2140002117157e-12	0	0	3.1e-07	1e-07	-0.249531	1e-06	3.872983	NA	1.04166666666667e-11	0	1.25e-06	0	0.53285431	0.4225781	-0.194345	0.342143936271676	0.588691	0.564075	0.0984004008191881	0.0568190743856745	0.2531654	0.19906905	0	0	0
chr8	79880000	80020000	140	79880000	80020000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.345870463692577	-0.611492545291144	1.59342209471613	1.47959619781541	1.69443089516219	1.89553027654883	Matrix 1	Matrix 2	FALSE	1.64392649493916	-0.132811040799283	0.00483361	0.00479491	-0.006964	0.00320356209341412	0.23584	0.261854	1.31292213779625e-06	1.58978914657155e-06	0.00037716	0.00035076	0.00037675	0.00045978	0.230953	0.000101517354514925	0.52415	0.600799	4.09887519584589e-08	7.42006663655301e-08	9.004e-05	3.956e-05	4e-07	0	-0.487263	1e-06	NA	NA	0	0	0	0	-9e-08	-3e-07	-0.363787	1e-06	NA	NA	0	0	0	0	0.95205391	0.83834399	-0.132675	0.342143936271676	0.38238	0.513113	0.132525526655425	0.185037903896983	0.0539611	0.13758198	1	1	0
chr8	80030000	80190000	160	80030000	80190000	Non-Differential	Complex	Non-Differential	Differential	-0.609722233424203	-2.09626116349618	1.49227638740858	1.69279981098202	0.918676132265773	1.608220750937	Matrix 2	Matrix 2	TRUE	1.20547625983718	-1.35299169846019	0.00534885	0.00533385	-0.002533	0.00320356209341412	0.257623	0.257083	1.89331571856491e-06	1.87229855256878e-06	0.00082685	0.00082129	0.00047349	0.00053682	0.150734	0.000101517354514925	0.439617	0.463947	4.6448577645159e-08	5.88930301822051e-08	0.00015864	0.0001454	0	0	0	1e-06	NA	NA	0	0	0	0	-3.12e-06	-1.56e-06	-1.91755	1e-06	NA	NA	6.25e-10	6.93056267863512e-11	0	0	1.07118406	0.89931275	-0.187062	0.342143936271676	0.36014	0.350375	0.148819375776733	0.099284793187582	0.28142954	0.39206325	0	0	0
chr8	80190000	80350000	160	80190000	80350000	Complex	Strength Change	Differential	Differential	-2.09626116349618	-2.09913891321922	0.918676132265773	1.608220750937	2.5237078739599	3.21414837808208	Matrix 2	Matrix 2	TRUE	1.72119200311284	-2.0977000383577	0.00447361	0.00443785	-0.006737	0.00320356209341412	0.218151	0.212555	9.64881829954974e-07	8.96709771996074e-07	0.00047321	0.00054547	0.0003537	0.00036954	0.049349	0.000101517354514925	0.6136	0.695331	4.44036661650236e-08	6.19351958094231e-08	0.00022504	0.00027144	-3.9e-07	9e-08	0.835607	1e-06	NA	NA	0	0	0	0	-1.7e-07	-1.07e-06	NA	1e-06	NA	NA	0	0	9.1e-07	0	0.91010814	0.75235196	-0.194258	0.342143936271676	0.471071	0.496164	0.183808124337572	0.139347050327811	0.53212325	0.5264671	0	0	0
chr8	80350000	80460000	110	80350000	80460000	Strength Change	Non-Differential	Differential	Non-Differential	-2.09913891321922	-1.24549306327989	2.5237078739599	3.21414837808208	1.50742573065897	1.91708808687292	Matrix 2	Matrix 2	TRUE	2.01556680230944	-1.67231598824956	0.00444097	0.00444346	0.000469	0.00320356209341412	0.297057	0.294477	1.74455888285803e-06	1.72725308829555e-06	0.00031759	0.000297	0.00019799	0.00018423	-0.067857	0.000101517354514925	0.615157	0.512735	1.2388628617346e-08	8.28459570007917e-09	0.00021693	0.00022923	0	0	0	1e-06	NA	NA	0	0	0	0	-5e-08	0	0.067114	1e-06	3.316625	NA	7.52818151246418e-12	0	9.1e-07	0	0.53986498	0.42706487	-0.197418	0.342143936271676	0.544476	0.549015	0.0864002838951862	0.0549728372811643	0.5486834	0.47167758	0	0	0
chr8	80470000	80660000	190	80470000	80660000	Complex	Complex	Differential	Differential	-2.53383820447658	-2.27086355701524	0.843050614891948	1.67654038060289	1.03425724046417	1.78123437431378	Matrix 2	Matrix 2	TRUE	0.93865392767806	-2.40235088074591	0.00572233	0.00569166	-0.004965	0.00320356209341412	0.312507	0.319754	3.26112617086005e-06	3.34894330705551e-06	0.0008231	0.00074327	0.00029518	0.00028145	-0.050813	0.000101517354514925	0.567405	0.517642	2.95505560225425e-08	1.81319543707218e-08	0.0002827	0.0002131	3.4e-07	-6e-08	-0.518006	1e-06	4.358899	NA	3.12052628197168e-12	3.12052628197168e-12	0	0	-5.1e-07	3.51e-06	3.200527	1e-06	NA	6.787123	1.24821051278867e-11	5.72814268606504e-10	0	0	0.79566719	0.61799971	-0.244939	0.342143936271676	0.550158	0.580655	0.19161594747129	0.128767779384952	0.103085	0.08412812	0	0	0
chr8	80740000	80880000	140	80740000	80880000	Non-Differential	Strength Change	Non-Differential	Differential	-0.231967129407151	-2.15116318565789	1.47748124169265	1.55374104849781	1.59078113422735	2.29836474082224	Matrix 2	Matrix 2	TRUE	1.53413118796	-1.19156515753252	0.00715003	0.00703156	-0.016603	0.00320356209341412	0.241392	0.252094	2.94023833125207e-06	3.10744823518326e-06	0.00201202	0.00201622	0.00273024	0.00282775	0.048844	0.000101517354514925	0.438932	0.437483	1.47734308150073e-06	1.53933488417546e-06	0.00163711	0.00168571	0	-2e-07	-0.318709	1e-06	NA	NA	0	0	0	0	3e-08	-1.8e-07	-0.331927	1e-06	NA	NA	0	0	0	0	1.54612372	1.41550206	-0.103419	0.342143936271676	0.379985	0.530496	0.345153810302988	0.563866981060596	0.56065992	0.6000983	0	0	0
chr8	80980000	81340000	360	80980000	81340000	Strength Change	Strength Change	Differential	Differential	4.18935223258224	-2.53436912633444	3.43966410628697	2.06145078911639	1.98315908896753	2.81678744556805	Matrix 1	Matrix 2	TRUE	2.71141159762725	0.8274915531239	0.00421248	0.00421555	0.000598	0.00320356209341412	0.370034	0.374177	2.44602893963059e-06	2.4748403914462e-06	0.00169539	0.00158995	0.00033559	0.00033155	-0.01342	0.000101517354514925	1.1604	1.073023	1.57249754094146e-07	1.20281244887223e-07	0.00058696	0.00077276	6.9e-07	0	-0.760811	1e-06	NA	NA	0	0	0	0	-9.2e-07	-2.6e-07	3.157707	1e-06	NA	NA	1.46040876884002e-11	2.08073952749788e-11	2e-06	2.17e-06	0.56798524	0.45729629	-0.187081	0.342143936271676	0.636775	0.627536	0.130809890440078	0.0823508525033003	0.33686545	0.25216411	0	0	0
chr8	81340000	81670000	330	81340000	81670000	Strength Change	Non-Differential	Differential	Non-Differential	-2.53436912633444	1.01508595013796	1.98315908896753	2.81678744556805	1.58903019860086	1.25506327242052	Matrix 2	Matrix 1	TRUE	1.7860946437842	-0.759641588098241	0.00328663	0.00321676	-0.015615	0.00320356209341412	0.255447	0.25223	7.01920898096069e-07	6.64781230432182e-07	0.00023269	0.00024716	0.00076043	0.00081539	0.089175	0.000101517354514925	0.391429	0.417005	9.37829214702234e-08	1.115469772365e-07	0.00052953	0.00060852	5e-08	7e-08	0.035064	1e-06	NA	NA	0	0	6.7e-07	0	4e-08	1.5e-07	0.143037	1e-06	NA	NA	0	7.57575780153275e-13	0	0	0.87114699	0.66023688	-0.275495	0.342143936271676	0.440059	0.443244	0.146963032608791	0.0856421108157861	0.30525945	0.260941	0	0	0
chr8	81670000	81800000	130	81670000	81800000	Non-Differential	Split	Non-Differential	Differential	1.01508595013796	2.00359667257408	1.58903019860086	1.25506327242052	1.82812400631749	1.16897487789366	Matrix 1	Matrix 1	TRUE	1.70857710245918	1.50934131135602	0.00364863	0.00361524	-0.007046	0.00320356209341412	0.248451	0.246486	8.07315318236353e-07	7.96534396019625e-07	0.00062611	0.00060072	0.00064639	0.00066088	0.027673	0.000101517354514925	0.382523	0.363669	6.17383862098171e-08	6.00598147063437e-08	1.757e-05	9.499e-05	1.3e-07	0	-0.174848	1e-06	3.605551	NA	3.4530770951051e-12	0	6.7e-07	0	3.2e-07	0	-0.401796	1e-06	3.605551	NA	2.14530758204827e-11	0	1.67e-06	0	0.89964308	0.73956354	-0.199107	0.342143936271676	0.42441	0.434596	0.145784790354171	0.103303517790919	0.07122106	0.48591285	0	0	0
chr8	81810000	81960000	150	81810000	81960000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.187341958523051	0.810228860145068	2.75291832304196	2.6912043543481	2.6064935677993	2.33988303911754	Matrix 1	Matrix 1	FALSE	2.67970594542063	0.498785409334059	0.00330326	0.00338806	0.01868	0.00320356209341412	0.29189	0.290037	9.3286859384787e-07	9.66634717651313e-07	0.00065329	0.00057603	0.00082744	0.00086421	0.056006	0.000101517354514925	0.595823	0.634767	2.23695176058848e-07	3.02961296226197e-07	0.00010394	0.00018046	1.7e-07	9e-08	-0.093659	1e-06	NA	NA	0	0	7.78e-06	4.29e-06	-1.3e-07	1.4e-07	0.385072	1e-06	NA	NA	0	0	6.67e-06	2.31e-06	0.94092289	1.11314173	0.181706	0.342143936271676	0.480928	0.757669	0.204773727112246	0.711321897194905	0.35607532	0.77873651	2	2	0
chr8	81970000	82270000	300	81970000	82270000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.424759082229219	-1.09392107638393	1.44017786108458	1.57985854816258	1.44254007475667	1.80234425879918	Matrix 2	Matrix 2	FALSE	1.44135896792063	-0.759340079306574	0.00367936	0.00363342	-0.009661	0.00320356209341412	0.264125	0.253512	9.57165876427442e-07	8.55867302578314e-07	0.00082163	0.00077534	0.00040495	0.00040638	0.004049	0.000101517354514925	0.532892	0.502025	4.75422031218628e-08	4.06397346088358e-08	0.00017198	0.00015973	-3.25e-06	-2.69e-06	-0.410776	1e-06	NA	NA	2.18123400831376e-10	9.15018845896448e-11	7.78e-06	5.54e-06	-7.6e-07	-1.08e-06	NA	1e-06	21.629884	13.671012	2.67865987559395e-10	8.14121360991906e-11	5e-06	2.31e-06	0.78100838	0.62952396	-0.209018	0.342143936271676	0.367955	0.355161	0.0825853462343519	0.0499894848875556	0.3387561	0.36893304	0	0	0
chr8	82280000	82420000	140	82280000	82420000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.313437332182669	-1.02350106640671	1.73740587848481	1.84045742072541	1.1704882845522	1.50713612276663	Matrix 2	Matrix 2	FALSE	1.45394708151851	-0.668469199294689	0.00422126	0.00423329	0.002335	0.00320356209341412	0.276791	0.275185	1.39192318474383e-06	1.36115589010422e-06	0.00087572	0.00087964	0.00037938	0.00042156	0.121295	0.000101517354514925	0.643561	0.741213	6.15614674337792e-08	9.92815336545922e-08	0.00020428	0.00024754	1.4e-07	0	-0.185865	1e-06	NA	NA	0	0	0	1.25e-06	0	1.6e-07	0.217229	1e-06	NA	NA	0	0	0	0	0.88129478	0.79201681	-0.109317	0.342143936271676	0.268381	0.411532	0.0559438380288468	0.106238456782698	0.33026911	0.3906119	1	1	0
chr8	82440000	82570000	130	82440000	82570000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	0.44963496290369	-1.36635226484133	2.08911144428504	1.94113611437839	1.75094081639363	2.20035259908989	Matrix 1	Matrix 2	FALSE	1.92002613033934	-0.45835865096882	0.00325854	0.00322542	-0.007414	0.00320356209341412	0.274716	0.280063	8.23514077747939e-07	8.05579934221004e-07	0.000628	0.00061667	0.00014711	0.00015049	0.019463	0.000101517354514925	0.384424	0.488944	2.64170666939924e-09	5.29984085319366e-09	7.209e-05	4.483e-05	-1.5e-07	1.8e-07	0.47562	1e-06	NA	3.605551	0	2.14530758204827e-11	0	0	1.7e-07	1.5e-07	-0.033441	1e-06	NA	NA	0	0	0	0	0.66084834	0.51791488	-0.221803	0.342143936271676	0.41783	0.380407	0.0762415034479398	0.0388158622347046	0.11605487	0.08645481	0	0	0
chr8	82580000	82720000	140	82580000	82720000	Non-Differential	Non-Differential	Non-Differential	Non-Differential	-0.673348212336726	-0.262352863689303	1.40685033082323	1.62830648184417	2.32739359699624	2.4136220351877	Matrix 2	Matrix 2	FALSE	1.86712196390974	-0.467850538013015	0.0037334	0.00369842	-0.007293	0.00320356209341412	0.272158	0.263024	1.05734198163519e-06	9.55048578885634e-07	0.0010896	0.00114597	0.00023053	0.00022436	-0.027035	0.000101517354514925	0.52186	0.54777	1.44604130417671e-08	1.37384202397004e-08	0.00014461	9.437e-05	0	0	0	1e-06	NA	NA	0	0	0	0	-2.2e-07	0	0.364408	1e-06	NA	NA	0	0	0	9.5e-07	0.62111833	0.49697636	-0.199051	0.342143936271676	0.460196	0.437567	0.0817036195591363	0.047289679819979	0.1502568	0.09370165	0	0	0
