anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr2:28975000-28980000	chr2	28975000	28980000	2.425891	2.064764	-0.200298	quantifiable
chr2:93655000-93660000	chr2	93655000	93660000	4.139207	4.341867	0.063564	quantifiable
chr2:181070000-181075000	chr2	181070000	181075000	2.475656	1.851179	-0.358873	quantifiable
chr2:180430000-180440000	chr2	180430000	180440000	2.221609	1.684528	-0.33651	quantifiable
chr2:118695000-118700000	chr2	118695000	118700000	6.991008	5.844341	-0.244666	quantifiable
chr2:122750000-122755000	chr2	122750000	122755000	1.141038	1.042021	-0.098455	quantifiable
chr2:80260000-80270000	chr2	80260000	80270000	0.97314	0.905236	-0.075424	quantifiable
chr2:165270000-165275000	chr2	165270000	165275000	1.484078	1.562282	0.059921	quantifiable
chr2:157455000-157460000	chr2	157455000	157460000	2.070229	1.252037	-0.592221	quantifiable
chr2:31845000-31850000	chr2	31845000	31850000	4.080307	2.416023	-0.677649	quantifiable
chr2:74965000-74970000	chr2	74965000	74970000	2.258805	1.592413	-0.423658	quantifiable
chr2:93820000-93825000	chr2	93820000	93825000	1.521044	1.800324	0.199718	quantifiable
chr2:66790000-66800000	chr2	66790000	66800000	0.857437	1.17994	0.339039	quantifiable
chr2:31380000-31390000	chr2	31380000	31390000	2.462943	1.370402	-0.706107	quantifiable
chr2:167600000-167605000	chr2	167600000	167605000	2.041176	1.33282	-0.504324	quantifiable
chr2:173545000-173550000	chr2	173545000	173550000	3.094794	2.473452	-0.286043	quantifiable
chr2:85560000-85570000	chr2	85560000	85570000	0.376042	0.294999	-0.168307	one_condition
chr2:26560000-26570000	chr2	26560000	26570000	0.661021	0.542707	-0.177692	quantifiable
chr2:158630000-158640000	chr2	158630000	158640000	0.824605	0.40029	-0.639814	quantifiable
chr2:78020000-78025000	chr2	78020000	78025000	1.103604	1.578318	0.405291	quantifiable
chr2:13230000-13240000	chr2	13230000	13240000	2.00258	1.899655	-0.064261	quantifiable
chr2:166560000-166570000	chr2	166560000	166570000	1.681276	1.146842	-0.437955	quantifiable
chr2:129250000-129260000	chr2	129250000	129260000	1.551045	1.265959	-0.233076	quantifiable
chr2:166040000-166050000	chr2	166040000	166050000	0.678818	0.414192	-0.424201	quantifiable
chr2:180570000-180580000	chr2	180570000	180580000	1.739969	1.378078	-0.272882	quantifiable
chr2:172995000-173000000	chr2	172995000	173000000	0.904669	1.398885	0.475915	quantifiable
chr2:159160000-159170000	chr2	159160000	159170000	1.73995	1.660979	-0.055302	quantifiable
chr2:101825000-101830000	chr2	101825000	101830000	1.753349	1.474978	-0.203773	quantifiable
chr2:24560000-24570000	chr2	24560000	24570000	1.552495	0.99487	-0.497315	quantifiable
chr2:163330000-163340000	chr2	163330000	163340000	3.301597	2.683039	-0.266963	quantifiable
chr2:118110000-118120000	chr2	118110000	118120000	6.136982	4.001855	-0.574833	quantifiable
chr2:70560000-70570000	chr2	70560000	70570000	8.044825	7.269586	-0.139614	quantifiable
chr2:127845000-127850000	chr2	127845000	127850000	1.453783	1.578793	0.09616	quantifiable
chr2:66640000-66645000	chr2	66640000	66645000	1.156873	1.579589	0.354661	quantifiable
chr2:10280000-10290000	chr2	10280000	10290000	1.693241	1.436177	-0.192979	quantifiable
chr2:68755000-68760000	chr2	68755000	68760000	1.528607	1.170697	-0.303142	quantifiable
chr2:65565000-65570000	chr2	65565000	65570000	2.244926	2.044439	-0.115544	quantifiable
chr2:12300000-12305000	chr2	12300000	12305000	5.454657	4.289185	-0.322719	quantifiable
chr2:73270000-73280000	chr2	73270000	73280000	13.781009	9.914766	-0.460781	quantifiable
chr2:65120000-65125000	chr2	65120000	65125000	2.947639	3.544816	0.239456	quantifiable
chr2:62455000-62460000	chr2	62455000	62460000	3.57513	3.727197	0.054701	quantifiable
chrX:35995000-36000000	chrX	35995000	36000000	0.626652	0.341481	-0.492163	one_condition
chrX:103110000-103120000	chrX	103110000	103120000	0.095615	0.032063	NA	no_signal
chrX:143440000-143450000	chrX	143440000	143450000	1.34679	1.056054	-0.269417	quantifiable
chrX:143990000-144000000	chrX	143990000	144000000	0.357639	0.381034	0.046284	one_condition
chr3:137415000-137420000	chr3	137415000	137420000	3.210583	7.357985	1.112074	quantifiable
chr3:122245000-122250000	chr3	122245000	122250000	1.882663	2.688621	0.442951	quantifiable
chr3:93490000-93495000	chr3	93490000	93495000	1.927864	1.357396	-0.413788	quantifiable
chr3:109850000-109860000	chr3	109850000	109860000	4.413772	4.290026	-0.037891	quantifiable
chr3:105165000-105170000	chr3	105165000	105170000	1.83425	1.951498	0.075102	quantifiable
chr3:89855000-89860000	chr3	89855000	89860000	2.22744	1.839015	-0.234672	quantifiable
chr3:65525000-65530000	chr3	65525000	65530000	2.273045	2.757362	0.243597	quantifiable
chr3:102240000-102250000	chr3	102240000	102250000	1.185369	0.812715	-0.398113	quantifiable
chr3:89680000-89690000	chr3	89680000	89690000	2.692535	2.454214	-0.117278	quantifiable
chr3:146170000-146180000	chr3	146170000	146180000	1.461272	1.458092	-0.002521	quantifiable
chr3:130075000-130080000	chr3	130075000	130080000	0.478009	0.46239	-0.027144	quantifiable
chr3:51350000-51355000	chr3	51350000	51355000	0.52287	0.578731	0.088515	quantifiable
chr3:135580000-135585000	chr3	135580000	135585000	2.631703	2.404226	-0.114093	quantifiable
chr3:85920000-85925000	chr3	85920000	85925000	1.464396	1.523057	0.045659	quantifiable
chr3:60110000-60120000	chr3	60110000	60120000	0.94901	1.826935	0.740454	quantifiable
chr4:98635000-98640000	chr4	98635000	98640000	1.69886	4.746243	1.310435	quantifiable
chr4:6510000-6520000	chr4	6510000	6520000	1.54667	1.835374	0.203416	quantifiable
chr4:82585000-82590000	chr4	82585000	82590000	2.557093	7.116792	1.357902	quantifiable
chr4:135660000-135670000	chr4	135660000	135670000	1.003555	0.602303	-0.50283	quantifiable
chr4:46600000-46605000	chr4	46600000	46605000	4.473384	4.9045	0.123264	quantifiable
chr4:125960000-125965000	chr4	125960000	125965000	1.472837	1.031374	-0.39758	quantifiable
chr4:152435000-152440000	chr4	152435000	152440000	1.558189	1.141126	-0.35371	quantifiable
chr4:139850000-139860000	chr4	139850000	139860000	3.060744	1.873425	-0.615063	quantifiable
chr4:135310000-135320000	chr4	135310000	135320000	0.703316	0.321696	-0.641404	one_condition
chr4:107650000-107675000	chr4	107650000	107675000	1.906696	1.503403	-0.282657	quantifiable
chr4:115950000-115955000	chr4	115950000	115955000	2.850162	2.18577	-0.334549	quantifiable
chr4:33890000-33900000	chr4	33890000	33900000	2.184251	5.069709	1.093647	quantifiable
chr4:27495000-27500000	chr4	27495000	27500000	2.829234	8.471987	1.469541	quantifiable
chr4:16160000-16165000	chr4	16160000	16165000	2.775749	4.473653	0.624311	quantifiable
chr4:26400000-26405000	chr4	26400000	26405000	3.17344	6.712679	1.001192	quantifiable
chr4:136160000-136170000	chr4	136160000	136170000	0.570478	0.503296	-0.108122	quantifiable
chr4:47035000-47040000	chr4	47035000	47040000	4.734645	4.384589	-0.102699	quantifiable
chr4:82060000-82070000	chr4	82060000	82070000	2.035246	2.509194	0.260476	quantifiable
chr4:140900000-140905000	chr4	140900000	140905000	2.177817	1.517443	-0.434828	quantifiable
chr4:124670000-124680000	chr4	124670000	124680000	1.984786	1.598112	-0.259998	quantifiable
chr4:81925000-81950000	chr4	81925000	81950000	4.056546	5.937717	0.511915	quantifiable
chr4:81930000-81940000	chr4	81930000	81940000	5.608387	8.556075	0.579071	quantifiable
chr4:47350000-47360000	chr4	47350000	47360000	5.905954	4.768105	-0.289111	quantifiable
chr4:45270000-45280000	chr4	45270000	45280000	1.416997	1.293587	-0.103845	quantifiable
chr4:26000000-26005000	chr4	26000000	26005000	2.550082	7.181778	1.373858	quantifiable
chr4:118290000-118300000	chr4	118290000	118300000	2.142511	1.65071	-0.315678	quantifiable
chr4:34230000-34235000	chr4	34230000	34235000	2.312737	3.083734	0.365661	quantifiable
chr4:47390000-47400000	chr4	47390000	47400000	1.209579	1.25161	0.038126	quantifiable
chr4:123080000-123090000	chr4	123080000	123090000	1.432607	1.073754	-0.32227	quantifiable
chr4:86020000-86030000	chr4	86020000	86030000	1.969187	1.31339	-0.477063	quantifiable
chr4:56360000-56370000	chr4	56360000	56370000	1.42937	1.461198	0.025437	quantifiable
chr5:90900000-90910000	chr5	90900000	90910000	4.849017	4.115613	-0.218928	quantifiable
chr5:115440000-115445000	chr5	115440000	115445000	0.691037	0.567947	-0.179708	quantifiable
chr5:35970000-35975000	chr5	35970000	35975000	3.653587	2.300714	-0.593087	quantifiable
chr5:143035000-143040000	chr5	143035000	143040000	0.664567	0.441001	-0.355157	quantifiable
chr5:86410000-86415000	chr5	86410000	86415000	1.507698	3.273507	0.960118	quantifiable
chr5:102690000-102700000	chr5	102690000	102700000	1.52906	1.465669	-0.049244	quantifiable
chr5:136880000-136885000	chr5	136880000	136885000	2.812257	1.755663	-0.58441	quantifiable
chr5:113225000-113230000	chr5	113225000	113230000	1.465261	1.145233	-0.278123	quantifiable
chr5:26875000-26880000	chr5	26875000	26880000	1.22743	1.625293	0.322668	quantifiable
chr5:114300000-114310000	chr5	114300000	114310000	0.72452	0.427034	-0.462582	quantifiable
chr5:106050000-106055000	chr5	106050000	106055000	2.367972	3.672193	0.563744	quantifiable
chr5:73380000-73385000	chr5	73380000	73385000	1.894671	2.135081	0.146173	quantifiable
chr5:50210000-50220000	chr5	50210000	50220000	0.838129	0.883131	0.053198	quantifiable
chr5:45275000-45280000	chr5	45275000	45280000	1.786018	1.499059	-0.207094	quantifiable
chr5:134900000-134905000	chr5	134900000	134905000	0.996037	0.828544	-0.190209	quantifiable
chr5:68465000-68470000	chr5	68465000	68470000	1.265832	3.195578	1.128927	quantifiable
chr5:64860000-64870000	chr5	64860000	64870000	1.5015	1.546202	0.034236	quantifiable
chr5:35040000-35045000	chr5	35040000	35045000	3.861911	2.71248	-0.458498	quantifiable
chr5:4750000-4760000	chr5	4750000	4760000	6.431675	6.890034	0.094221	quantifiable
chr5:113150000-113160000	chr5	113150000	113160000	2.596206	1.84098	-0.425609	quantifiable
chr5:77210000-77220000	chr5	77210000	77220000	0.649735	0.754933	0.142986	quantifiable
chr5:144730000-144740000	chr5	144730000	144740000	0.587579	0.35608	-0.404146	one_condition
chr5:67230000-67240000	chr5	67230000	67240000	7.511802	5.483082	-0.429967	quantifiable
chr5:66370000-66375000	chr5	66370000	66375000	1.203284	0.735406	-0.513133	quantifiable
chr5:41765000-41770000	chr5	41765000	41770000	12.791933	9.646515	-0.394337	quantifiable
chr5:21640000-21650000	chr5	21640000	21650000	2.283185	3.75187	0.637526	quantifiable
chr5:35500000-35510000	chr5	35500000	35510000	1.912009	1.018834	-0.720538	quantifiable
chr5:120080000-120090000	chr5	120080000	120090000	1.236895	0.746567	-0.529196	quantifiable
chr5:33140000-33145000	chr5	33140000	33145000	1.383498	1.392212	0.007192	quantifiable
chr5:99580000-99585000	chr5	99580000	99585000	3.480648	3.076472	-0.160424	quantifiable
chr5:43990000-43995000	chr5	43990000	43995000	0.876825	0.956222	0.089765	quantifiable
chr5:97595000-97600000	chr5	97595000	97600000	3.993528	5.259942	0.368374	quantifiable
chr5:89680000-89690000	chr5	89680000	89690000	1.038845	0.66023	-0.45536	quantifiable
chr5:72500000-72510000	chr5	72500000	72510000	2.058794	1.418043	-0.444007	quantifiable
chr5:36395000-36400000	chr5	36395000	36400000	8.383939	6.053624	-0.447146	quantifiable
chr6:91275000-91280000	chr6	91275000	91280000	2.08744	1.983236	-0.062772	quantifiable
chr6:135370000-135380000	chr6	135370000	135380000	3.141776	2.108671	-0.50436	quantifiable
chr6:124735000-124740000	chr6	124735000	124740000	0.835783	0.716004	-0.152278	quantifiable
chr6:149370000-149380000	chr6	149370000	149380000	0.326267	0.344368	NA	no_signal
chr6:135140000-135145000	chr6	135140000	135145000	0.819842	0.667517	-0.199439	quantifiable
chr6:48085000-48090000	chr6	48085000	48090000	1.400129	1.887298	0.352518	quantifiable
chr6:118370000-118380000	chr6	118370000	118380000	2.226315	1.831088	-0.239255	quantifiable
chr6:92660000-92670000	chr6	92660000	92670000	2.130091	2.031345	-0.058377	quantifiable
chr6:125660000-125665000	chr6	125660000	125665000	2.496124	1.732684	-0.448712	quantifiable
chr6:65450000-65460000	chr6	65450000	65460000	1.474047	0.856198	-0.59267	quantifiable
chr6:24170000-24175000	chr6	24170000	24175000	1.363155	3.217083	1.05375	quantifiable
chr6:91850000-91860000	chr6	91850000	91860000	2.013998	1.502071	-0.350418	quantifiable
chr6:85235000-85240000	chr6	85235000	85240000	2.566621	1.79048	-0.444585	quantifiable
chr6:21210000-21220000	chr6	21210000	21220000	2.47864	2.519112	0.020425	quantifiable
chr6:16970000-16980000	chr6	16970000	16980000	1.520957	1.13686	-0.329537	quantifiable
chr6:52220000-52230000	chr6	52220000	52230000	10.053901	6.355469	-0.632954	quantifiable
chr6:13980000-13990000	chr6	13980000	13990000	1.541558	3.066013	0.849363	quantifiable
chr6:147110000-147120000	chr6	147110000	147120000	1.624189	1.058273	-0.484427	quantifiable
chr6:135820000-135830000	chr6	135820000	135830000	2.703688	2.533877	-0.082267	quantifiable
chr6:117825000-117830000	chr6	117825000	117830000	2.30129	1.703602	-0.366968	quantifiable
chr6:126165000-126170000	chr6	126165000	126170000	5.493044	5.750165	0.062025	quantifiable
chr6:124370000-124380000	chr6	124370000	124380000	0.974434	0.570862	-0.51961	quantifiable
chr6:121530000-121540000	chr6	121530000	121540000	1.199026	1.043543	-0.151576	quantifiable
chr6:14500000-14510000	chr6	14500000	14510000	1.104465	1.072092	-0.03225	quantifiable
chr6:18810000-18820000	chr6	18810000	18820000	1.54279	1.596817	0.040393	quantifiable
chr6:136170000-136180000	chr6	136170000	136180000	2.333104	2.606302	0.139398	quantifiable
chr6:119920000-119930000	chr6	119920000	119930000	0.831218	0.567982	-0.360284	quantifiable
chr6:100640000-100650000	chr6	100640000	100650000	2.310994	3.282051	0.447381	quantifiable
chr6:52570000-52580000	chr6	52570000	52580000	1.153755	0.791604	-0.394501	quantifiable
chr6:58765000-58770000	chr6	58765000	58770000	0.119026	0.133461	NA	no_signal
chr6:52725000-52750000	chr6	52725000	52750000	0.476055	0.250815	-0.452891	one_condition
chr6:82110000-82120000	chr6	82110000	82120000	1.155671	0.783309	-0.406756	quantifiable
chr6:48955000-48960000	chr6	48955000	48960000	1.324259	1.123685	-0.182934	quantifiable
chr6:17590000-17600000	chr6	17590000	17600000	1.003719	0.955233	-0.052229	quantifiable
chr7:38260000-38270000	chr7	38260000	38270000	1.438611	1.298438	-0.117061	quantifiable
chr7:130270000-130280000	chr7	130270000	130280000	1.50801	1.211441	-0.249421	quantifiable
chr7:24880000-24890000	chr7	24880000	24890000	0.905122	0.831087	-0.087001	quantifiable
chr7:89415000-89420000	chr7	89415000	89420000	2.635918	2.527133	-0.053361	quantifiable
chr7:112170000-112180000	chr7	112170000	112180000	0.656359	0.683989	0.038697	quantifiable
chr7:112865000-112870000	chr7	112865000	112870000	4.64957	3.853375	-0.249713	quantifiable
chr7:144770000-144780000	chr7	144770000	144780000	2.237088	1.620833	-0.390795	quantifiable
chr7:63850000-63855000	chr7	63850000	63855000	0.683748	1.538839	0.863371	quantifiable
chr7:109420000-109425000	chr7	109420000	109425000	1.364427	1.043763	-0.296826	quantifiable
chr7:83950000-83955000	chr7	83950000	83955000	5.912554	5.256217	-0.159456	quantifiable
chr7:118295000-118300000	chr7	118295000	118300000	0.557693	0.665491	0.160237	quantifiable
chr7:101050000-101055000	chr7	101050000	101055000	1.503128	0.881744	-0.585376	quantifiable
chr7:93090000-93100000	chr7	93090000	93100000	2.724703	3.628253	0.37063	quantifiable
chr7:125630000-125640000	chr7	125630000	125640000	2.739686	1.927579	-0.438308	quantifiable
chr7:84690000-84695000	chr7	84690000	84695000	0.688309	1.227063	0.598316	quantifiable
chr7:101500000-101505000	chr7	101500000	101505000	3.682195	2.801778	-0.354407	quantifiable
chr7:49600000-49605000	chr7	49600000	49605000	1.481151	1.112731	-0.322123	quantifiable
chr7:55710000-55720000	chr7	55710000	55720000	0.473043	0.472586	-0.000792	quantifiable
chr7:71860000-71870000	chr7	71860000	71870000	1.609926	1.311834	-0.236716	quantifiable
chr7:121570000-121580000	chr7	121570000	121580000	0.837334	0.563557	-0.374569	quantifiable
chr10:25080000-25085000	chr10	25080000	25085000	2.27317	5.184105	1.074167	quantifiable
chr10:64130000-64135000	chr10	64130000	64135000	4.504491	6.460112	0.48751	quantifiable
chr10:61050000-61060000	chr10	61050000	61060000	2.882649	2.174295	-0.355594	quantifiable
chr10:17720000-17730000	chr10	17720000	17730000	3.342242	4.620528	0.427904	quantifiable
chr10:66225000-66230000	chr10	66225000	66230000	2.05144	3.852399	0.804759	quantifiable
chr10:29800000-29810000	chr10	29800000	29810000	0.847203	1.097231	0.27157	quantifiable
chr10:87500000-87510000	chr10	87500000	87510000	2.267172	1.822268	-0.267687	quantifiable
chr10:59610000-59615000	chr10	59610000	59615000	1.381116	2.236488	0.576562	quantifiable
chr10:75435000-75440000	chr10	75435000	75440000	3.173196	2.661693	-0.22562	quantifiable
chr10:119070000-119080000	chr10	119070000	119080000	1.55694	1.507306	-0.037848	quantifiable
chr10:77250000-77260000	chr10	77250000	77260000	2.570466	3.330962	0.332871	quantifiable
chr10:60680000-60690000	chr10	60680000	60690000	4.820616	3.433672	-0.449533	quantifiable
chr10:122520000-122530000	chr10	122520000	122530000	0.941763	0.672119	-0.33487	quantifiable
chr10:9670000-9680000	chr10	9670000	9680000	6.718612	5.787757	-0.203408	quantifiable
chr10:67995000-68000000	chr10	67995000	68000000	2.128291	2.253948	0.071076	quantifiable
chr10:45000000-45005000	chr10	45000000	45005000	3.103243	3.185792	0.033985	quantifiable
chr10:12610000-12620000	chr10	12610000	12620000	3.46201	4.921488	0.466618	quantifiable
chr10:121250000-121260000	chr10	121250000	121260000	2.152697	1.754722	-0.248773	quantifiable
chr10:57310000-57320000	chr10	57310000	57320000	1.57921	4.60196	1.355461	quantifiable
chr10:12600000-12625000	chr10	12600000	12625000	1.921135	2.457936	0.304893	quantifiable
chr10:93010000-93015000	chr10	93010000	93015000	1.263249	1.037914	-0.215615	quantifiable
chr10:26135000-26140000	chr10	26135000	26140000	0.77257	0.494174	-0.407018	quantifiable
chr8:121390000-121400000	chr8	121390000	121400000	4.432548	2.91528	-0.549181	quantifiable
chr8:79290000-79300000	chr8	79290000	79300000	1.134984	2.268977	0.81439	quantifiable
chr8:121090000-121100000	chr8	121090000	121100000	2.976692	1.550001	-0.804859	quantifiable
