chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr2	159427550	159427950	Not Significant	Not Significant	CG Unchanged	0.0122652506889884	0.962756845013754	-0.0328163202638265	0.00847193844003273	0	4933416E03Rik
chr2	155985526	155985926	Not Significant	Not Significant	CG Increase	-0.0109936252914205	0.962756845013754	-0.0736767155656826	0.00405616474865083	0.0334223036159601	Cep250
chr18	36695567	36695967	Not Significant	Not Significant	CG Increase	0.0137745211949006	0.962756845013754	-0.171229936570012	0.00397598475886699	0.00546919140137936	E230025N22Rik
chr7	128112607	128113007	Not Significant	Not Significant	CG Decrease	-0.0127469630334482	0.962756845013754	-0.0549733950003058	0.00358214342683331	0.0174307882637157	Itgam
chr7	83985706	83986106	Not Significant	Not Significant	CG Decrease	0.0128934096775707	0.962756845013754	0.0193899600357964	0.0115523683162699	0.00410107543640898	Cemip
chr9	29892292	29892692	Not Significant	Not Significant	CG Decrease	-0.0131863916317502	0.962756845013754	-0.0536661329289955	0.0132390447982826	0.0174246999688279	Ntm
chr18	68620163	68620563	Not Significant	Not Significant	CG Decrease	-0.0123296124056057	0.962756845013754	-0.0571537286369376	0.0083013330017242	0.0282853048043953	Mir6356
chr3	100446076	100446476	Not Significant	Not Significant	CG Increase	-0.013074067156626	0.962756845013754	-0.0653448602534491	0.00425091408137371	0.026551054005611	4930406D18Rik
chr8	23647372	23647772	Not Significant	Not Significant	CG Decrease	-0.0136032477039958	0.962756845013754	-0.0356543350648371	0.00660683686596497	0.0160189126792394	Zmat4
chr5	115944604	115945004	Not Significant	Not Significant	CG Decrease	-0.0136606377924012	0.962756845013754	-0.0516871881256443	0.00310121569550245	0.0391927895105985	Cit
chr15	58939427	58939827	Not Significant	Not Significant	CG Increase	0.0144489290318353	0.962756845013754	-0.107124341687977	0.00393217281807688	0.0192207469607232	Ndufb9
chr6	83185911	83186311	Not Significant	Not Significant	CG Increase	-0.00936952585522494	0.962756845013754	-0.176500284173367	0.00342296305440013	0.000823498961336892	Dctn1
chr10	80086488	80086888	Not Significant	Not Significant	CG Increase	-0.0125469055972538	0.962756845013754	-0.104990187909725	0.00518127213095192	0.0119805466801746	Sbno2
chr19	58103276	58103676	Not Significant	Not Significant	CG Decrease	-0.0133962150546733	0.962756845013754	-0.0381480099104175	0.00730377539732212	0.0219458677524938	Mir5623
chr11	121296802	121297202	Not Significant	Not Significant	CG Decrease	0.0134763358220614	0.962756845013754	-0.0310790284083658	0.00341298395856063	0.0263976289744389	Foxk2
chr18	42351612	42352012	Not Significant	Not Significant	CG Increase	-0.0124363362476864	0.962756845013754	-0.0611412467599481	0.0031473820940812	0.026888345542394	Pou4f3
chr1	172203698	172204098	Not Significant	Not Significant	CG Unchanged	-0.0122694732595073	0.962756845013754	-0.0573510442123222	0.0041908635165626	0.000220948026661861	Pea15a
chr15	12425369	12425769	Not Significant	Not Significant	CG Decrease	-0.0118950671144454	0.962756845013754	-0.0475176700880619	0.00459964970995363	0.0466107680018703	Pdzd2
chr2	71278929	71279329	Not Significant	Not Significant	CG Decrease	-0.0115365897325667	0.962756845013754	-0.0399235328166992	0.00580822380998188	0.023286510286783	Slc25a12
chr17	30190099	30190499	Not Significant	Not Significant	CG Increase	-0.0128750222804405	0.962756845013754	-0.0992507863633126	0.010817301838178	0.0271014358634663	Zfand3
chr4	128933893	128934293	Not Significant	Not Significant	CG Decrease	-0.0129144799015114	0.962756845013754	-0.0389364419706158	0.00663129468808448	0.0158660964775561	Azin2
chr2	26162930	26163330	Not Significant	Not Significant	CG Decrease	0.0129876553882116	0.962763268538787	-0.0278675181181045	0.00697540701773399	0.0142807044887781	Tmem250
chr9	62034350	62034750	Not Significant	Not Significant	CG Decrease	-0.0139592314910524	0.962763268538787	-0.0406400323095191	0.00775348159143158	0.0231294322786783	Paqr5
chr6	6101572	6101972	Not Significant	Not Significant	CG Increase	0.0145450597954353	0.962763898481573	-0.0434397860207376	0.00467965370996337	0.0178947163341646	Slc25a13
chr1	151288634	151289034	Not Significant	Not Significant	CG Increase	-0.0122916479474934	0.962764414174599	-0.0683003113119651	0.00476694463791693	0.0184292686253117	Ivns1abp
chr2	128135783	128136183	Not Significant	Not Significant	CG Increase	0.0110679252423999	0.962778561425106	-0.0376873536137073	0.0365384927117022	0.028764758026808	Bcl2l11
chr14	17862318	17862718	Not Significant	Not Significant	CG Decrease	-0.0102887811227946	0.962779894494671	-0.0417308921603126	0.0319105609694027	0.00889621649002494	Thrb
chr12	104244859	104245259	Not Significant	Not Significant	CG Decrease	-0.0120213964859746	0.962779894494671	-0.051994094620341	0.00614031175722802	0.00358357037094763	Serpina3h
chr18	82796189	82796589	Not Significant	Not Significant	CG Decrease	-0.0109191892642186	0.962779894494671	-0.0445147607858625	0.00559734049580638	0.0562107913809227	2210420H20Rik
chr10	53062224	53062624	Not Significant	Not Significant	CG Increase	-0.0130251636714273	0.962779894494671	-0.0590794259804584	0.00515044062512177	0.0323714639183292	Gm36173
chr5	132491525	132491925	Not Significant	Not Significant	CG Unchanged	0.0114785633184191	0.962783886195091	-0.0336030076343958	0.0226559056308204	0.0180128292549875	Auts2
chr6	114427959	114428359	Not Significant	Not Significant	CG Decrease	0.0106524865573062	0.962783886195091	-0.0174119641089959	0.00562187442161199	0.00503562870168329	Hrh1
chr2	127410022	127410422	Not Significant	Not Significant	CG Decrease	-0.0121060810271429	0.962783886195091	-0.00778037209046833	0.00489474175279575	0.0104152460645262	Gpat2
chr4	101419942	101420342	Not Significant	Not Significant	CG Decrease	0.0127876103589613	0.962783886195091	-0.0200544202965038	0.00278303569689059	0.00209125319026652	Ak4
chr9	43223662	43224062	Not Significant	Not Significant	CG Decrease	0.0130197975288483	0.962783886195091	-0.0259576901412489	0.00707847994759196	0.0276073731686409	Oaf
chr5	35662143	35662543	Not Significant	Not Significant	CG Increase	-0.0130787895744995	0.962783886195091	-0.101142876896664	0.00375018987869681	0.0041154495201206	Htra3
chr13	54701175	54701575	Not Significant	Not Significant	CG Decrease	0.0122314885896277	0.962819953470187	0.0300208380698646	0.00553625301827219	0.00949979482446228	Cdhr2
chr9	103727790	103728190	Not Significant	Not Significant	CG Decrease	0.0113801154234859	0.962819953470187	-0.0311924054683139	0.00525396066413556	0.060612628584788	Tmem108
chr16	92393285	92393685	Not Significant	Not Significant	CG Increase	-0.0122798894268319	0.962828463467891	-0.0370238367522691	0.00531317884487999	0.065580677213217	Rcan1
chr8	22628292	22628692	Not Significant	Not Significant	CG Decrease	0.0134541731707333	0.96286673312623	-0.0287864796711706	0.00323420688695741	0.0357200261066085	Dkk4
chr2	38543803	38544203	Not Significant	Not Significant	CG Decrease	-0.0109994332743015	0.96286673312623	-0.0437557176813462	0.0271820153976022	0.0194496668485037	Nek6
chr14	22055142	22055542	Not Significant	Not Significant	CG Increase	-0.0120399189807902	0.96286673312623	-0.0594593281577645	0.0046512670350491	0.0170192195293017	Lrmda
chr8	92640006	92640406	Not Significant	Not Significant	CG Increase	-0.0122878552814883	0.962868480441478	-0.05962352417561	0.004907850612726	0.0489909868882481	Irx6
chr12	8381382	8381782	Not Significant	Not Significant	CG Decrease	0.0145543832193014	0.962873380890283	-0.0206438179532243	0.0113099495371678	0.0185315519794264	Hs1bp3
chr6	53385921	53386321	Not Significant	Not Significant	CG Increase	-0.0139075299796476	0.962873380890283	-0.0797984692402906	0.00819622429826313	0.0231525677992519	Creb5
chr2	169324596	169324996	Not Significant	Not Significant	CG Decrease	-0.0138488606731866	0.962873380890283	-0.0512048501976394	0.00385867568322845	0.0045942273223192	Tshz2
chr4	128625117	128625517	Not Significant	Not Significant	CG Decrease	-0.0149982756788835	0.962873380890283	-0.0568023671103079	0.00343666171789764	0.0117729358245012	Tlr12
chr10	87007121	87007521	Not Significant	Not Significant	CG Decrease	-0.0136346655902727	0.962880052752796	-0.0341874380249818	0.00577012440212944	0.0269333989245636	Stab2
chr2	68382190	68382590	Not Significant	Not Significant	CG Increase	-0.0137673179293923	0.962888690028674	-0.0902677040867164	0.00969882498952813	0.00898632325436409	Stk39
chr6	88208292	88208692	Not Significant	Not Significant	CG Increase	-0.0139006762829767	0.962888690028674	-0.0746809717826517	0.00613776228374377	0.0139044478647132	Gata2
chr19	5993381	5993781	Not Significant	Not Significant	CG Decrease	-0.0128619383162701	0.962888690028674	-0.0549225803884276	0.00588729553983693	0.0430649450592269	Slc22a20
chr12	108490901	108491301	Not Significant	Not Significant	CG Decrease	0.00989981694853818	0.962888690028674	-0.0297997147910323	0.00351557172741973	0.00417608513201859	Eml1
chr15	73893014	73893414	Not Significant	Not Significant	CG Increase	0.00932949857170474	0.962888690028674	-0.0485321582738919	0.0274293000561341	0.0234009702306733	Mroh5
chr7	13261012	13261412	Not Significant	Not Significant	CG Decrease	-0.0110676510151839	0.962888690028674	-0.0302793455680044	0.00345151144964737	0.048011989070293	Lig1
chr7	104646733	104647133	Not Significant	Not Significant	CG Increase	0.012131617282784	0.962888690028674	-0.0535710489619877	0.00378440799855829	0.0228344543913653	Or52n4
chr11	75812823	75813223	Not Significant	Not Significant	CG Increase	0.0127390807179241	0.962888690028674	-0.059706161385782	0.0317332584067176	0.016667316084788	Doc2b
chr18	11077939	11078339	Not Significant	Not Significant	CG Increase	0.0119604614956695	0.962888690028674	-0.0385572774117469	0.00721533340111635	0.00896562305174564	Gata6
chr5	50196176	50196576	Not Significant	Not Significant	CG Decrease	0.0140497271164621	0.962888690028674	-0.0249217029017524	0.00487058834542063	0.0236749435006234	4930448I18Rik
chr9	27318957	27319357	Not Significant	Not Significant	CG Increase	-0.0107313569681993	0.962892146068544	-0.0815334875457926	0.0035267399433545	0.0251763170199501	Igsf9b
chr5	67427888	67428288	Not Significant	Not Significant	CG Decrease	-0.0132752126716919	0.962892146068544	0.0463035542910494	0.00404312247944592	0.00270857775300518	Bend4
chr1	186887306	186887706	Not Significant	Not Significant	CG Decrease	0.0111450342795362	0.962892146068544	0.0673143863965462	0.00382521860022795	0.00814005026496259	D1Pas1
chr8	12913771	12914171	Not Significant	Not Significant	CG Increase	-0.0127961799219552	0.962892146068544	-0.0911551791431543	0.00509888989075164	0.0515118453865337	Mcf2l
chr15	73186869	73187269	Not Significant	Not Significant	CG Increase	0.0115942376739563	0.962892146068544	-0.105892670594972	0.00412466757909913	0.00216203913129773	Ago2
chr7	116494567	116494967	Not Significant	Not Significant	CG Increase	0.0143701102265219	0.962910933124823	-0.0350031298642332	0.00361340301589776	0.024608887936409	Nucb2
chr13	52060420	52060820	Not Significant	Not Significant	CG Increase	-0.0115351519037453	0.962910933124823	-0.203231647023487	0.00351427796475608	0.00359477663872545	4921525O09Rik
chr3	87794719	87795119	Not Significant	Not Significant	CG Decrease	-0.0124181731056521	0.962910933124823	-0.0445164664622034	0.00305912560061029	0.00242834495487356	Ntrk1
chr6	91522579	91522979	Not Significant	Not Significant	CG Increase	-0.0136420119422403	0.962910933124823	-0.0398281638197324	0.003335415276506	0.0140517846009975	Lsm3
chr6	39399050	39399450	Not Significant	Not Significant	CG Decrease	-0.0139986323514743	0.963087011153843	0.0864961445379152	0.00362894719378312	0.0656634780236908	Mkrn1
chr7	109167154	109167554	Not Significant	Not Significant	CG Decrease	0.0115337041631297	0.963094137485329	0.00555356371285787	0.0208797217009965	0.0096462944201995	Lmo1
chr17	47414069	47414469	Not Significant	Not Significant	CG Unchanged	-0.0129443795272418	0.963094137485329	-0.0580259504800567	0.00375554567560591	0.0163531600685786	Cimip3
chr5	86486877	86487277	Not Significant	Not Significant	CG Increase	0.0126670121881805	0.963094137485329	-0.0910319765890552	0.00630153741622506	0.00476957021508728	Tmprss11a
chr15	78597006	78597406	Not Significant	Not Significant	CG Decrease	0.0129235788679365	0.963110798060591	-0.0146811141191224	0.00762397214361557	0.0329882081904613	Cyth4
chr5	25801648	25802392	Not Significant	Not Significant	CG Decrease	-0.0112377129370355	0.963110798060591	-0.0360480149635083	0.0255464848255951	0.0176645573353607	Actr3b
chr11	117382518	117382918	Not Significant	Not Significant	CG Decrease	-0.0114631366843478	0.963110798060591	-0.038430837342543	0.0118687313393762	0.0132706563668953	Septin9
chr13	73567486	73567886	Not Significant	Not Significant	CG Decrease	0.0113973412157723	0.963128025202999	0.0147871445274717	0.00446995000292238	0.00497417497515976	Slc6a3
chr16	43932165	43932565	Not Significant	Not Significant	CG Increase	-0.0133758294172503	0.963128025202999	-0.0771404821613348	0.008399373575339	0.0147732475451995	Qtrt2
chr6	114252709	114253109	Not Significant	Not Significant	CG Decrease	-0.0131524407177175	0.963136799126653	-0.0462633146975054	0.00715499269100199	0.024246634390586	Slc6a1
chr5	151166182	151166582	Not Significant	Not Significant	CG Decrease	0.0121547553739149	0.963136799126653	0.0213664661564151	0.00413604983665105	0.0102889139456047	Stard13
chr7	45854322	45854722	Not Significant	Not Significant	CG Increase	0.0121488442062684	0.963136799126653	-0.03566978113422	0.00528641888625604	0.0489328436720698	Grin2d
chr2	93690717	93691117	Not Significant	Not Significant	CG Increase	-0.0127839877949267	0.963136799126653	-0.145549978867434	0.00548763703229719	0.0126054720985622	Ext2
chr11	88380446	88380846	Not Significant	Not Significant	CG Decrease	-0.0113985898460239	0.963136799126653	-0.0158110745682767	0.0146120313991632	0.0257072163341646	Mir378b
chr15	59052336	59052736	Not Significant	Not Significant	CG Decrease	0.0102314886635838	0.963136799126653	-0.0158975475071726	0.0297376485239538	0.0556214444357855	Mtss1
chr13	29486665	29487065	Not Significant	Not Significant	CG Decrease	0.0134753224411605	0.963136799126653	-0.0282776600153155	0.00752516102017904	0.0104030694747506	Cdkal1
chr18	74710245	74710645	Not Significant	Not Significant	CG Decrease	-0.0129481904537869	0.963136799126653	-0.044457101238685	0.00642290376962866	0.0185339872973815	Myo5b
chr12	76303607	76304007	Not Significant	Not Significant	CG Increase	0.01323465405202	0.963152094522458	-0.103890932009652	0.00498312667123695	0.0185677963599303	Mthfd1
chr8	80452359	80452759	Not Significant	Not Significant	CG Decrease	0.0156114294037519	0.963155062265729	-0.0213844963528518	0.00296321117372584	0.026821069883884	Gypa
chr13	67552829	67553229	Not Significant	Not Significant	CG Decrease	-0.0102190461390249	0.963169096674893	0.0495276116103354	0.00357760574454976	0.001238501874586	9430065F17Rik
chr1	128706686	128707086	Not Significant	Not Significant	CG Decrease	0.0137411909889094	0.963169096674893	-0.0092587325476645	0.00784083911011047	0.0190027860037406	Cxcr4
chr12	117687078	117687478	Not Significant	Not Significant	CG Decrease	0.012198556824111	0.963169096674893	-0.0153998340499058	0.0164279890179337	0.00899119389027431	Rapgef5
chr2	28132350	28132750	Not Significant	Not Significant	CG Decrease	0.0126933726435498	0.963169096674893	-0.0275899168248006	0.00668477655348932	0.0245406990336658	Fcnb
chr19	53066149	53066549	Not Significant	Not Significant	CG Decrease	-0.0113604590128289	0.963169096674893	-0.0561845139870565	0.00956878281590945	0.0244761631078554	1700054A03Rik
chr2	85071022	85071422	Not Significant	Not Significant	CG Increase	0.0178087942530713	0.963169096674893	-0.0315221933522588	0.00890065904270087	0.0190454040679551	Tnks1bp1
chr7	110848152	110848552	Not Significant	Not Significant	CG Increase	0.0127466779421029	0.963169096674893	-0.0421904180337303	0.00470776450901555	0.00946973386845387	Rnf141
chr4	48410283	48410683	Not Significant	Not Significant	CG Decrease	0.0144409215175134	0.963169096674893	-0.0195451870810715	0.00375301522804317	0.0205236420667082	Invs
