symbol	chr	start	end	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	ctrl_decile
Msmo1	chr8	64718139	64733792	1.04372	1.438021	0.391721	2.459504	4.881046	0.928766	FALSE	6
Ripor2	chr13	24501525	24733816	1.04365	1.056533	0.014631	0.763515	0.586437	-0.286309	TRUE	6
Gsdma	chr11	98664351	98677708	1.04363	0.945069	-0.117136	1.150469	0.986566	-0.183728	FALSE	6
Gm15511	chr9	69348889	69364247	1.043306	0.918249	-0.150357	1.85482	1.500934	-0.26976	FALSE	6
Synpr	chr14	13284780	13616340	1.043228	1.352348	0.315752	5.945706	11.565018	0.934589	TRUE	6
Card14	chr11	119307768	119345375	1.043156	0.877881	-0.20227	0.835852	0.714935	-0.175428	FALSE	6
Zbtb49	chr5	38189735	38220457	1.043083	0.871328	-0.210821	1.425781	0.888007	-0.570704	FALSE	6
F630111L10Rik	chr3	59145824	59153618	1.043048	1.299545	0.266684	0.898894	0.917804	0.024174	FALSE	6
Nipsnap3b	chr4	53011880	53022060	1.042987	1.662708	0.57588	2.315297	4.141733	0.78269	FALSE	6
Nat10	chr2	103721256	103761270	1.042942	0.911144	-0.158974	0.884506	1.536861	0.669483	FALSE	6
Pde5a	chr3	122728947	122859374	1.04288	0.932203	-0.132296	5.791322	5.87031	0.018832	TRUE	6
Lrrc31	chr3	30679058	30699843	1.042876	1.07486	0.036076	1.482244	2.082731	0.435855	FALSE	6
Mief2	chr11	60728398	60732951	1.04287	1.173071	0.141537	1.190101	1.80624	0.522933	FALSE	6
Met	chr6	17463800	17573980	1.042757	0.859052	-0.226766	3.153756	2.275776	-0.434832	TRUE	6
Adamts20	chr15	94270163	94465418	1.042733	1.073072	0.034247	5.103892	6.100623	0.247575	FALSE	6
Rubie	chr14	46528680	46637408	1.042586	0.839236	-0.253305	1.015112	0.777166	-0.308671	TRUE	6
Cd200r3	chr16	44943678	44981380	1.042511	2.264712	0.976648	0.395688	0.32376	-0.179154	FALSE	6
Sohlh2	chr3	55182028	55209957	1.042429	0.929974	-0.134575	1.177739	1.042719	-0.146535	FALSE	6
Tmem47	chrX	81070698	81097872	1.042423	1.764877	0.652755	2.258518	2.929091	0.345428	FALSE	6
Ndufs4	chr13	114287795	114388258	1.04236	0.918767	-0.148621	1.082422	2.5853	1.106816	TRUE	6
Lmtk3	chr7	45783738	45804144	1.042335	0.876628	-0.202979	1.247756	1.750123	0.424614	FALSE	6
Lrrc4b	chr7	44429018	44463351	1.042306	0.846594	-0.243	2.112348	1.976666	-0.086458	TRUE	6
Fads2	chr19	10062765	10101746	1.042239	1.039386	-0.003264	3.292617	3.616523	0.127245	FALSE	6
Dnajc3	chr14	118937976	118981697	1.042228	1.181076	0.150536	3.846	6.32185	0.686056	FALSE	6
Zbtb17	chr4	141444654	141467930	1.04205	0.833345	-0.260737	0.474	0.520668	0.09386	FALSE	6
Ninl	chr2	150934519	151039382	1.041991	0.981227	-0.07118	4.236785	4.412007	0.055631	FALSE	6
Rptn	chr3	93393699	93399442	1.041983	0.768781	-0.351894	0.69807	0.505322	-0.339882	FALSE	6
Gm11827	chr4	11122805	11126998	1.041965	1.408558	0.367862	0.706173	1.140512	0.554678	FALSE	6
Slc26a3	chr12	31390871	31473917	1.041935	0.748513	-0.381712	0.634587	0.534265	-0.180103	FALSE	6
Srsf2	chr11	116849901	116853094	1.04188	0.746007	-0.385386	1.176146	1.078952	-0.104083	FALSE	6
Magix	chrX	7673164	7681251	1.041574	1.860944	0.721906	0.935601	1.357121	0.44857	FALSE	6
Slc2a13	chr15	91267696	91573261	1.04157	1.268795	0.238883	4.44244	6.266061	0.476237	FALSE	6
Lsm11	chr11	45928269	45944935	1.041542	1.067824	0.029742	2.4236	3.951607	0.658052	FALSE	6
Phb2	chr6	124712336	124716950	1.041208	0.96639	-0.088211	1.025538	1.113178	0.098083	FALSE	6
Krtap28-13	chr1	83060930	83061921	1.041202	0.891897	-0.181739	1.161433	1.197031	0.036699	FALSE	6
Glra4	chrX	136757674	136780141	1.041178	0.923716	-0.141015	1.864122	1.337587	-0.420071	TRUE	6
Acsl5	chr19	55251938	55297720	1.0411	1.121609	0.089265	2.736801	4.341827	0.625534	FALSE	6
Ebpl	chr14	61331742	61360439	1.040977	1.416666	0.376155	1.192255	1.723787	0.460803	FALSE	6
Slc30a8	chr15	52295553	52335798	1.040809	1.43248	0.390218	2.010814	3.028779	0.542279	FALSE	6
Cd300lg	chr11	102041509	102055620	1.040784	0.946723	-0.111837	0.96385	1.295618	0.356356	FALSE	6
Pltp	chr2	164839518	164857711	1.040757	0.970123	-0.083163	3.67023	3.700823	0.0113	FALSE	6
Ccne2	chr4	11191351	11204779	1.040709	1.294733	0.264783	3.059375	4.838622	0.625287	FALSE	6
Psenen	chr7	30561863	30563627	1.04066	1.384495	0.347882	0.762157	1.008394	0.322678	FALSE	6
Zbtb32	chr7	30589681	30598909	1.040656	1.108598	0.075716	1.287277	1.187055	-0.09925	FALSE	6
Bloc1s3	chr7	19504486	19508367	1.040632	1.644837	0.564814	1.504683	2.304832	0.549794	TRUE	6
Inpp4b	chr8	81342556	82127914	1.040621	1.493231	0.442513	4.577066	7.234108	0.635858	FALSE	6
Myo15a	chr11	60469339	60528369	1.040572	1.093121	0.058911	0.837845	0.402212	-0.765422	TRUE	6
Slx4ip	chr2	136891218	137071950	1.040449	1.044142	0.00422	2.466888	3.673187	0.534976	FALSE	6
Igsf1	chrX	49782536	49797749	1.040379	1.080076	0.04473	1.014439	0.722019	-0.389942	FALSE	6
Trpd52l3	chr19	30003790	30006018	1.040316	0.976188	-0.075327	0.961388	0.780585	-0.239586	FALSE	6
Atp6v0d2	chr4	19876841	19922605	1.040294	1.404425	0.366107	1.089688	0.697121	-0.513927	FALSE	6
Klrb1b	chr6	128780285	128826331	1.040148	1.348659	0.315885	1.59108	1.859469	0.199341	FALSE	6
Pacsin2	chr15	83375607	83464606	1.040004	0.977735	-0.073105	2.976063	3.196896	0.096384	TRUE	6
Snap25	chr2	136713453	136782428	1.039973	1.049358	0.010704	2.11718	3.730443	0.757186	TRUE	6
Tescl	chr7	24333082	24333936	1.039901	0.515157	-0.776992	0.84548	0.647561	-0.296394	FALSE	6
Wdr81	chr11	75440944	75454717	1.039738	1.074095	0.038813	1.080409	1.748871	0.598314	FALSE	6
Fam163a	chr1	156075966	156205026	1.039677	0.797769	-0.307579	6.084542	4.094602	-0.547139	FALSE	6
Fam13a	chr6	58932090	59024549	1.03962	1.612631	0.540843	2.990645	5.860766	0.921339	FALSE	6
Sesn1	chr10	41809935	41908424	1.039579	1.749923	0.6451	1.936906	3.870002	0.923063	FALSE	6
Tectb	chr19	55180733	55196313	1.039462	0.846615	-0.239718	0.859291	0.631656	-0.341657	TRUE	6
Or9k7	chr10	130210092	130211149	1.039393	0.518624	-0.769625	0.751848	0.488756	-0.45531	TRUE	6
Npvf	chr6	50650672	50654439	1.039366	4.547467	1.920324	2.559949	8.030834	1.569399	FALSE	6
Tpm4	chr8	72130174	72153142	1.03931	1.197041	0.170218	0.981025	1.171049	0.211868	FALSE	6
Gnal	chr18	67088216	67226792	1.03929	1.059721	0.023215	4.069175	5.530696	0.423016	TRUE	6
Eid2b	chr7	28277739	28279489	1.039135	1.347512	0.31599	0.620156	0.829564	0.320979	FALSE	6
Rps3a1	chr3	86137940	86142702	1.039031	1.149372	0.121179	1.009301	1.768261	0.693562	FALSE	6
Cend1	chr7	141426446	141429491	1.039018	1.086275	0.05315	1.271312	1.30034	0.027807	TRUE	6
E230029C05Rik	chr7	89980723	90049069	1.038937	2.401541	1.058067	1.123791	2.279851	0.895415	FALSE	6
Dmtf1	chr5	9118801	9161776	1.038919	1.174324	0.147354	0.876562	1.840791	0.910064	FALSE	6
Cntnap2	chr6	45059357	47304213	1.038812	1.08445	0.051369	3.855875	8.671521	1.125275	TRUE	6
B3galt1	chr2	67748212	68120514	1.038739	1.530361	0.475597	0.981553	1.306186	0.344969	FALSE	6
Paqr3	chr5	97082329	97111596	1.038733	1.030101	-0.009927	2.368716	3.310652	0.447662	TRUE	6
Ss18l1	chr2	180042509	180070201	1.038604	0.977767	-0.071463	1.704603	2.137372	0.292586	TRUE	6
Trim80	chr11	115440545	115448270	1.03855	0.935156	-0.12365	0.782624	0.863452	0.11183	FALSE	6
Snhg17	chr2	158355307	158361580	1.038461	1.105743	0.075127	1.107438	1.602804	0.457445	FALSE	6
Prg2	chr2	84980461	84983632	1.038392	0.642643	-0.544621	0.802225	0.567811	-0.375691	FALSE	6
Eif1a	chr18	46597701	46616456	1.038335	1.462809	0.419286	1.445437	3.984904	1.336047	FALSE	6
Gal3st1	chr11	3983636	3999326	1.038286	0.736884	-0.394957	1.610766	1.115424	-0.455079	TRUE	6
Zfp64	chr2	168893331	168955587	1.038011	1.079281	0.04656	2.002335	2.449071	0.264235	FALSE	6
Mrpl37	chr4	107055874	107066868	1.037828	1.067265	0.033368	2.065583	3.835827	0.827368	FALSE	6
Gm11201	chr11	79023597	79031057	1.037795	0.629043	-0.566856	0.678387	0.376839	-0.589804	FALSE	6
Iglon5	chr7	43472904	43490075	1.037751	0.89933	-0.168178	1.304781	1.662949	0.304349	FALSE	6
Mylk4	chr13	32700827	32783954	1.037672	0.866016	-0.211668	1.278887	0.904905	-0.414013	FALSE	6
4933432G23Rik	chr9	118429836	118437048	1.037498	0.999166	-0.044654	0.548134	0.388364	-0.336306	FALSE	6
Ap1ar	chr3	127807007	127837523	1.037452	1.163203	0.137484	1.814184	4.266324	1.140991	FALSE	6
Adamts6	chr13	104287835	104496695	1.037304	1.386128	0.353194	2.904769	12.253939	1.997013	FALSE	6
Ano7	chr1	93373930	93404303	1.037202	0.709712	-0.435264	1.327343	0.74356	-0.683211	FALSE	6
Ifi203	chr1	173920407	173942672	1.037167	0.782181	-0.326964	1.923562	2.128784	0.13189	FALSE	6
Adam30	chr3	98160660	98164169	1.037157	0.710415	-0.434122	0.904822	0.665077	-0.345738	FALSE	6
Spata25	chr2	164826389	164828537	1.037065	0.746019	-0.379854	0.592152	0.475425	-0.223785	FALSE	6
Ttc9	chr12	81631249	81667557	1.036985	0.941203	-0.114326	3.258529	3.811191	0.212715	FALSE	6
Gm4871	chr5	145029600	145032754	1.036969	0.671009	-0.496324	0.75122	0.518526	-0.395038	FALSE	6
Slc9b2	chr3	135307700	135345387	1.036868	0.973245	-0.074928	2.545558	3.620811	0.473805	FALSE	6
Krtap5-3	chr7	142201364	142203015	1.036817	0.806353	-0.292186	0.636045	0.456793	-0.338865	FALSE	6
Gm1995	chr12	87861366	87863967	1.036635	0.586748	-0.639224	0.714181	0.412797	-0.561784	FALSE	6
4930524C18Rik	chr14	114831965	114861327	1.036584	0.875278	-0.198169	0.84757	0.735925	-0.159324	FALSE	6
Gas2	chr7	51862015	51994975	1.036541	1.072324	0.040501	2.635811	4.233286	0.640926	FALSE	6
Zfhx4	chr3	5218526	5415857	1.0365	0.770456	-0.343173	6.276469	6.128975	-0.033131	FALSE	6
Plp2	chrX	7667941	7671390	1.036377	1.989095	0.814068	1.099775	1.889201	0.676307	FALSE	6
Mtg2	chr2	180070588	180085902	1.036348	0.821164	-0.270982	1.021248	1.325473	0.316202	FALSE	6
C6	chr15	4727175	4814967	1.036317	1.539361	0.485773	1.271596	1.571844	0.26455	FALSE	6
Lmod3	chr6	97238534	97252759	1.036221	1.008103	-0.032652	1.853469	2.139696	0.186535	FALSE	6
Bmp10	chr6	87428994	87437677	1.036126	0.890658	-0.177531	2.098289	1.745778	-0.237934	FALSE	6
Rnpep	chr1	135262712	135284084	1.036097	1.2533	0.230062	1.400396	2.230484	0.596648	FALSE	6
Gimap6	chr6	48701582	48708225	1.03602	0.902669	-0.161895	0.402375	0.375531	-0.063582	FALSE	6
Cldnd2	chr7	43440782	43443334	1.036001	1.648068	0.57262	0.708254	0.784633	0.114049	FALSE	6
Gjc1	chr11	102799579	102819700	1.035952	0.913795	-0.147592	0.446083	0.236446	-0.545021	TRUE	6
Tgfbrap1	chr1	43047200	43098637	1.035834	1.495631	0.45002	1.302705	3.081163	1.116216	FALSE	6
Zbtb1	chr12	76370266	76396950	1.035734	1.483418	0.439829	2.285463	2.901362	0.317072	FALSE	6
Kcnv2	chr19	27322588	27337179	1.035497	0.726484	-0.40752	0.615812	0.411805	-0.403568	FALSE	6
Gpr101	chrX	57496668	57503757	1.035472	0.635961	-0.552485	1.614709	1.139653	-0.432247	FALSE	6
H2-M10.6	chr17	36812171	36815564	1.035464	0.703129	-0.443518	0.681344	0.492156	-0.339783	FALSE	6
Rasgef1c	chr11	49901835	49980994	1.035374	1.181875	0.159212	3.927094	4.434411	0.166489	FALSE	6
B9d1	chr11	61505144	61512931	1.035047	0.810842	-0.283858	1.118094	1.618969	0.458648	FALSE	6
Nat9	chr11	115182832	115187859	1.035045	1.347183	0.32038	1.081724	1.650324	0.522785	FALSE	6
Ftdc1	chr16	58613675	58616978	1.034961	0.828821	-0.25882	0.840254	0.679584	-0.237021	FALSE	6
S100a13	chr3	90514435	90524581	1.034894	1.392086	0.361302	3.67672	5.535707	0.562704	FALSE	6
Srgap1	chr10	121780991	122047315	1.034826	1.410681	0.377924	6.767439	8.047372	0.242657	FALSE	6
Gmpr2	chr14	55671941	55679200	1.034773	1.377168	0.348032	1.25595	2.152525	0.684691	FALSE	6
Wbp1l	chr19	46599084	46657389	1.034741	0.924623	-0.13249	0.941392	1.534886	0.595422	FALSE	6
Gm5108	chr5	67941669	67977070	1.034665	0.983884	-0.059595	0.899838	0.76169	-0.189906	FALSE	6
Spring1	chr5	118245227	118266093	1.034614	0.904755	-0.157602	1.668762	1.617651	-0.039573	FALSE	6
Cp	chr3	19957054	20009145	1.034483	1.046701	0.013981	1.41324	1.23596	-0.16574	FALSE	6
Gm16894	chr1	40076228	40085851	1.034421	1.504769	0.459306	2.191963	3.484032	0.618839	FALSE	6
C330024D21Rik	chr5	67463897	67477632	1.034356	0.7361	-0.391628	0.703336	0.47958	-0.400247	FALSE	6
Fbxo15	chr18	84934782	84981473	1.034354	1.222399	0.201491	0.726671	0.552667	-0.292935	FALSE	6
Gm525	chr11	89073841	89093040	1.034216	1.478365	0.437289	0.672906	0.949465	0.389177	FALSE	6
Cdh5	chr8	104101625	104144511	1.034125	0.976096	-0.068334	2.565527	3.402769	0.379114	FALSE	6
Gm11981	chr11	6716001	6720037	1.034122	1.116519	0.091786	0.912716	0.919701	0.008867	FALSE	6
Dse	chr10	34151393	34207715	1.033907	1.142278	0.119568	4.118016	6.523268	0.636384	FALSE	6
Eya4	chr10	23102963	23350786	1.033691	0.838029	-0.244751	7.375925	6.599906	-0.155469	TRUE	6
Or4d2	chr11	87892987	87893922	1.033691	0.480508	-0.839492	0.917824	0.442565	-0.779926	TRUE	6
Akt2	chr7	27591552	27640826	1.033684	1.172912	0.151903	0.75055	1.026778	0.361252	TRUE	6
Fbxl18	chr5	142866946	142895421	1.033662	0.94514	-0.105624	0.462498	0.554894	0.183114	FALSE	6
Or10q1	chr19	13749108	13750055	1.033439	2.882753	1.307494	0.636384	1.705688	1.168822	TRUE	6
Shfl	chr9	20868642	20874307	1.033233	0.809975	-0.282985	1.327625	1.093234	-0.236893	FALSE	6
Pcdhga6	chr18	37707039	37841873	1.033147	1.06148	0.032249	0.602756	0.51406	-0.164516	FALSE	6
Sbp	chr17	23941672	23945607	1.032918	0.447308	-0.908628	0.563741	0.324144	-0.526194	FALSE	6
Parp1	chr1	180568924	180601254	1.032832	0.858346	-0.216329	1.816293	2.474541	0.404054	TRUE	6
Stam2	chr2	52691664	52742281	1.032805	1.044245	0.013112	1.168094	2.033814	0.699168	FALSE	6
Ak2	chr4	128991958	129011529	1.032681	0.912802	-0.145094	1.324352	1.688639	0.3055	FALSE	6
Anxa6	chr11	54979108	55033445	1.032665	0.791189	-0.308882	1.621581	1.486581	-0.109822	FALSE	6
Dmac2	chr7	25619414	25625551	1.032516	1.109636	0.086186	0.79334	1.459003	0.728352	FALSE	6
Ppp1r37	chr7	19530800	19563076	1.032484	0.831454	-0.252354	1.12035	0.773778	-0.431526	FALSE	6
Exoc8	chr8	124893108	124897705	1.032424	0.974518	-0.068282	1.08765	1.157255	0.074806	FALSE	6
Foxa3	chr7	19013284	19023538	1.032402	1.228905	0.210228	2.596604	2.968439	0.178879	FALSE	6
Hmgn5	chrX	109004534	109013404	1.032395	1.90861	0.76511	2.11701	4.011806	0.856544	FALSE	6
Slc16a7	chr10	125219270	125389465	1.032312	1.080995	0.055011	1.688653	1.627516	-0.046962	FALSE	6
Itgax	chr7	128129547	128150657	1.032244	0.655857	-0.515631	1.098425	0.603726	-0.678422	TRUE	6
Rabl2	chr15	89582533	89591923	1.032236	0.97279	-0.070154	0.863476	1.199289	0.389426	TRUE	6
Gsto1	chr19	47854970	47864790	1.031866	2.317953	1.019446	2.471292	5.139121	0.993634	FALSE	6
A930017M01Rik	chr15	44881419	44884302	1.031822	0.749374	-0.368824	0.755976	0.678174	-0.119821	FALSE	6
1700034E13Rik	chr18	52646209	52663733	1.031796	1.31235	0.291697	1.297995	2.022524	0.562883	FALSE	6
Gm5166	chrX	102794298	102796833	1.031791	0.45855	-0.883234	0.951604	0.430518	-0.848591	FALSE	6
H2-M10.2	chr17	36284227	36286490	1.031756	0.498329	-0.801033	0.7597	0.387254	-0.689826	FALSE	6
Smad9	chr3	54755582	54801257	1.031546	1.29248	0.273157	3.656998	6.807176	0.857965	TRUE	6
Ehd4	chr2	120089175	120154606	1.031478	1.013661	-0.020684	2.842386	3.812544	0.397007	FALSE	6
Cfap161	chr7	83774101	83794880	1.031373	1.792112	0.685095	2.104046	3.236574	0.572656	FALSE	6
Cep72	chr13	74036500	74062299	1.031247	1.046352	0.017308	1.952746	3.797127	0.886572	FALSE	6
Prune2	chr19	16956118	17223932	1.031211	1.553667	0.503329	6.292251	8.459918	0.414512	FALSE	6
Rubcnl	chr14	75016027	75052532	1.031196	0.900732	-0.158834	3.369344	3.702527	0.128055	FALSE	6
Pdgfc	chr3	81036416	81214040	1.031159	0.912871	-0.143253	8.3562	10.314874	0.296755	FALSE	6
Ppp2r5b	chr19	6227765	6235872	1.031029	0.765006	-0.344838	1.308568	1.8763	0.455604	TRUE	6
Atad3a	chr4	155740641	155761093	1.03101	1.014431	-0.019244	0.946256	1.408754	0.4818	FALSE	6
Mogat1	chr1	78510991	78538173	1.030919	1.212204	0.195214	1.111113	0.865238	-0.294563	FALSE	6
1700047G03Rik	chr15	11964276	11970086	1.030825	1.284447	0.266307	1.205125	1.463993	0.240761	FALSE	6
Gm5087	chr14	13157388	13284638	1.030792	1.707666	0.623917	5.95262	11.621184	0.939832	FALSE	6
Sell	chr1	164061982	164084181	1.030526	0.724263	-0.405186	0.672531	0.505677	-0.298487	FALSE	6
Trim68	chr7	102677582	102687327	1.030512	1.711558	0.627149	1.409302	2.880384	0.928093	FALSE	6
Cwc22	chr2	77881159	77946375	1.030399	1.127098	0.107448	0.496387	1.283672	1.069427	FALSE	6
Lysmd3	chr13	81657663	81672871	1.030328	1.513606	0.471393	2.739	6.561007	1.196324	FALSE	6
Fyb2	chr4	104913456	105016863	1.030101	1.247859	0.231628	4.344359	5.875988	0.417429	FALSE	6
Pmel	chr10	128704195	128720238	1.030063	1.282636	0.265449	2.442947	3.594198	0.518317	FALSE	6
Cap2	chr13	46501848	46650281	1.03006	1.086902	0.064141	2.704384	3.755307	0.442902	TRUE	6
Snhg12	chr4	132308623	132311024	1.029994	0.980004	-0.05887	0.735157	0.728097	-0.010701	FALSE	6
Csdc2	chr15	81936759	81950941	1.029932	1.032863	0.003379	1.955375	2.730947	0.439872	FALSE	6
Prss55	chr14	64075438	64090162	1.029887	2.070085	0.873479	0.694137	1.242757	0.678067	FALSE	6
Zfp706	chr15	36997027	37007773	1.029872	1.162234	0.145195	1.693749	3.029936	0.763936	FALSE	6
Wfdc6b	chr2	164613522	164618212	1.029764	0.653163	-0.517213	0.891906	0.471662	-0.684709	FALSE	6
Nell1	chr7	49974864	50866608	1.029427	1.303561	0.286131	6.519433	7.453377	0.187228	FALSE	6
Fndc7	chr3	108853678	108890008	1.029393	1.512426	0.47149	0.680531	0.903842	0.319516	FALSE	6
Gtdc1	chr2	44564412	44927657	1.029304	1.356656	0.335686	0.516803	0.461889	-0.111704	FALSE	6
Mcrip1	chr11	120542888	120549727	1.029224	0.830064	-0.250502	1.009262	1.342376	0.34589	FALSE	6
Gcm1	chr9	78051924	78065624	1.029137	0.747293	-0.368827	1.011411	0.756331	-0.334797	TRUE	6
Csrnp2	chr15	100479570	100495488	1.028869	1.035473	0.007607	1.271369	1.821969	0.453262	FALSE	6
Slc35f1	chr10	52690533	53111622	1.028804	1.307882	0.290936	6.667375	7.64007	0.190582	FALSE	6
Avpr1b	chr1	131599239	131612000	1.028673	1.208984	0.19456	1.634675	1.856127	0.162708	FALSE	6
Wwtr1	chr3	57455649	57575910	1.028672	0.857549	-0.212598	6.820214	6.322949	-0.105675	FALSE	6
Itm2a	chrX	107397099	107403376	1.028625	1.233385	0.219038	1.995459	2.886003	0.487409	FALSE	6
Zfp862-ps	chr6	48504337	48534832	1.028589	0.99566	-0.038552	1.152571	1.72431	0.502304	FALSE	6
Gm11529	chr11	96448323	96464547	1.028336	0.940498	-0.10524	3.101896	2.890998	-0.094622	FALSE	6
Lipc	chr9	70798128	70952226	1.028326	1.49357	0.456936	0.39119	1.243517	1.259419	FALSE	6
Mkln1os	chr6	31366885	31398773	1.028281	1.528647	0.486218	1.791092	3.367416	0.834891	FALSE	6
Vmn1r21	chr6	57842830	57844498	1.027922	0.833214	-0.244679	0.803781	0.579533	-0.356583	FALSE	6
Tln1	chr4	43531519	43562691	1.027787	0.973689	-0.063932	1.672423	2.56812	0.559	FALSE	6
Dock10	chr1	80501073	80758527	1.027657	0.879259	-0.182653	3.90268	3.267654	-0.24131	TRUE	6
Ndufa5	chr6	24518666	24528013	1.027579	1.283798	0.269432	0.451804	0.309776	-0.342521	FALSE	6
Rcan2	chr17	43801351	44039516	1.027578	1.251191	0.237813	3.161469	3.985706	0.314678	TRUE	6
Sh3glb1	chr3	144683678	144720335	1.027101	1.232111	0.219534	3.1267	6.005121	0.895315	TRUE	6
Spata6l	chr19	28901268	28967800	1.027044	1.266169	0.253042	1.590325	2.934405	0.801038	FALSE	6
Arhgap27os3	chr11	103344753	103350124	1.026964	0.678832	-0.47219	1.420336	1.027595	-0.394776	FALSE	6
Spem1	chr11	69820876	69822180	1.026839	0.750042	-0.362077	1.074575	0.87196	-0.245509	FALSE	6
Eef2k	chr7	120842831	120907450	1.026785	1.124306	0.108628	2.536737	2.956507	0.204463	TRUE	6
Ggh	chr4	20042052	20066750	1.026781	1.491114	0.456654	3.146607	7.490561	1.195483	FALSE	6
Try4	chr6	41302269	41305532	1.026769	0.575077	-0.648871	0.949498	0.4699	-0.761225	FALSE	6
Rtn4ip1	chr10	43901807	43947862	1.026578	1.047639	0.024166	1.200877	2.106353	0.711194	TRUE	6
Defb29	chr2	152538714	152540098	1.026431	0.893659	-0.162462	0.764698	0.642878	-0.190474	FALSE	6
Pou2af2	chr9	51289686	51328924	1.026425	0.873766	-0.188453	0.773009	0.582793	-0.306697	FALSE	6
Col12a1	chr9	79598991	79718831	1.026341	1.234694	0.222978	1.001962	0.86517	-0.171243	FALSE	6
St3gal4	chr9	35046576	35119268	1.026126	1.085501	0.06714	3.240222	3.482936	0.097799	TRUE	6
Ccl20	chr1	83116766	83119167	1.025993	1.124505	0.109759	0.745	0.751713	0.009998	FALSE	6
1500012K07Rik	chr7	75308696	75331419	1.025965	2.407728	1.076408	2.393959	4.088531	0.720908	FALSE	6
Plcl1	chr1	55405921	55754285	1.025826	1.027255	0.001654	7.076513	9.792213	0.456469	TRUE	6
Camk1	chr6	113334124	113343984	1.025826	1.063394	0.042854	1.938939	2.336854	0.244023	TRUE	6
Mfsd1	chr3	67582741	67604237	1.025741	1.121372	0.106686	2.15895	4.100143	0.860689	FALSE	6
Gm7444	chr9	56027742	56030169	1.02553	1.018206	-0.008507	0.573344	0.620111	0.082609	FALSE	6
Etnk1	chr6	143167221	143232307	1.025425	1.025837	0.000477	2.098331	3.677292	0.749325	FALSE	6
Plekhb1	chr7	100642892	100662414	1.025241	0.822214	-0.256719	1.481602	1.190318	-0.270832	FALSE	6
Cyyr1	chr16	85421533	85553397	1.02521	1.31123	0.298251	2.288077	2.155779	-0.078173	FALSE	6
Gm12298	chr11	66905721	66947086	1.025197	0.882191	-0.175964	0.441095	0.285814	-0.386091	FALSE	6
Helb	chr10	120083608	120112987	1.02519	1.238238	0.22782	2.337571	4.211631	0.793007	FALSE	6
Iqcd	chr5	120589016	120607118	1.025081	1.049032	0.027484	2.229712	2.794044	0.299062	FALSE	6
Or10ac1	chr6	42538067	42539020	1.024932	0.720049	-0.405169	1.3217	0.865043	-0.506675	TRUE	6
Bora	chr14	99046222	99074540	1.024897	2.35523	1.048533	2.404436	7.342265	1.526725	FALSE	6
Pbx3	chr2	34171457	34373142	1.024894	1.226196	0.216202	3.799514	5.149384	0.417714	TRUE	6
Fbxw4	chr19	45578254	45660312	1.02488	0.939809	-0.102099	0.723039	0.508348	-0.372583	FALSE	6
Chaf1b	chr16	93883901	93906115	1.024817	0.95691	-0.080914	2.273344	2.622511	0.189067	FALSE	6
Slc6a18	chr13	73661752	73678023	1.024683	1.238448	0.228615	1.045009	1.242795	0.209543	FALSE	6
Ereg	chr5	91074622	91093646	1.024651	0.820496	-0.258417	2.025377	1.484995	-0.397142	FALSE	6
1810044D09Rik	chr6	91440987	91441755	1.024584	2.296011	1.015335	0.795118	1.75428	0.959515	FALSE	6
Actr5	chr2	158624888	158639211	1.024532	1.054008	0.033764	1.781861	2.466587	0.424389	FALSE	6
Kmt2d	chr15	98831669	98871204	1.024527	0.677479	-0.471541	1.341633	1.420339	0.070928	FALSE	6
Iqank1	chr15	76009888	76046981	1.024516	0.940943	-0.100268	3.539858	4.215138	0.238287	FALSE	6
Inpp5d	chr1	87620312	87720507	1.024485	0.920469	-0.125895	2.237049	2.291849	0.03182	FALSE	6
Flt1	chr5	147561604	147726011	1.024254	0.853384	-0.213072	5.676875	4.200469	-0.415732	TRUE	6
Tex54	chr19	8740718	8741225	1.024158	2.322153	1.030739	1.126547	1.714997	0.522989	FALSE	6
Srgap2	chr1	131285251	131527352	1.024112	1.129785	0.117592	5.060753	6.799213	0.41055	TRUE	6
