Chr	Start	End	cluster	mecp2_class	chromatin_state
chr17	4909390	4909790	Cluster 1	MeCP2 Up	Unmarked
chr1	188357545	188357945	Cluster 2	MeCP2 Up	Unmarked
chr8	81854843	81855243	Cluster 2	MeCP2 Up	Unmarked
chr8	40966403	40966803	Cluster 3	MeCP2 Up	Unmarked
chr1	59309593	59309993	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	23013221	23013621	Cluster 1	MeCP2 Up	Unmarked
chr8	35174227	35174627	Cluster 2	MeCP2 Up	Unmarked
chr3	79820955	79821355	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	113021433	113021833	Cluster 3	MeCP2 Up	Unmarked
chr15	39752886	39753286	Cluster 1	MeCP2 Up	Unmarked
chr3	52015168	52015568	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	78006410	78006810	Cluster 2	MeCP2 Up	Unmarked
chr15	42067096	42067496	Cluster 1	MeCP2 Up	Unmarked
chr12	26801262	26801662	Cluster 3	MeCP2 Up	Unmarked
chr16	96163091	96163491	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	22929408	22929808	Cluster 2	MeCP2 Up	Poised_Enhancer
chr6	29075406	29075806	Cluster 2	MeCP2 Up	Unmarked
chr2	4236184	4236584	Cluster 2	MeCP2 Down	Polycomb
chr13	104761784	104762184	Cluster 1	MeCP2 Up	Unmarked
chr8	113854177	113854577	Cluster 1	MeCP2 Up	Unmarked
chr16	82663469	82663869	Cluster 3	MeCP2 Up	Unmarked
chr9	84407640	84408040	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	82664961	82665361	Cluster 1	MeCP2 Up	Unmarked
chr13	39349541	39349941	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	66076008	66076408	Cluster 3	MeCP2 Down	Unmarked
chr8	24204565	24204965	Cluster 2	MeCP2 Up	Unmarked
chr5	68371780	68372180	Cluster 2	MeCP2 Up	Unmarked
chr2	71973362	71973762	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	74261082	74261482	Cluster 1	MeCP2 Up	Unmarked
chr1	73726676	73727076	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	187829889	187830289	Cluster 3	MeCP2 Up	Unmarked
chr5	100106522	100106922	Cluster 3	MeCP2 Down	Unmarked
chr6	65861498	65861898	Cluster 2	MeCP2 Up	Unmarked
chr13	54248990	54249390	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	93788581	93788981	Cluster 1	MeCP2 Up	Unmarked
chr11	35308242	35308642	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	125027522	125027922	Cluster 3	MeCP2 Up	Unmarked
chr18	49261424	49261824	Cluster 2	MeCP2 Up	Unmarked
chr7	90053259	90053659	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	118039293	118039693	Cluster 1	MeCP2 Up	Unmarked
chr16	24481412	24481812	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	99024486	99024886	Cluster 3	MeCP2 Up	Unmarked
chr3	124271080	124271480	Cluster 2	MeCP2 Up	Active_Enhancer
chr1	24229745	24230145	Cluster 1	MeCP2 Up	Unmarked
chr14	10408378	10408778	Cluster 1	MeCP2 Up	Poised_Enhancer
chr19	57526262	57526662	Cluster 3	MeCP2 Down	Polycomb
chr11	24699294	24699694	Cluster 2	MeCP2 Up	Unmarked
chr5	81738920	81739320	Cluster 1	MeCP2 Up	Unmarked
chr4	64628361	64628761	Cluster 1	MeCP2 Up	Unmarked
chr5	117937173	117937573	Cluster 1	MeCP2 Down	Unmarked
chr9	29420278	29420678	Cluster 2	MeCP2 Up	Unmarked
chr1	24192806	24193206	Cluster 2	MeCP2 Up	Unmarked
chr10	105566527	105566927	Cluster 2	MeCP2 Up	Unmarked
chr9	94584763	94585163	Cluster 1	MeCP2 Up	Unmarked
chr14	48904646	48905046	Cluster 1	MeCP2 Up	Unmarked
chr10	116770090	116770490	Cluster 3	MeCP2 Up	Poised_Enhancer
chr8	44045351	44045751	Cluster 1	MeCP2 Up	Unmarked
chr13	113878534	113878934	Cluster 1	MeCP2 Down	Unmarked
chr10	97669493	97669893	Cluster 2	MeCP2 Up	Poised_Enhancer
chr5	97344416	97344816	Cluster 2	MeCP2 Up	Unmarked
chr16	6299773	6300173	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	136164565	136164965	Cluster 4	MeCP2 Up	Active_Enhancer
chr10	17200804	17201204	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	104414167	104414567	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	146362182	146362582	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	84398455	84398855	Cluster 4	MeCP2 Up	Unmarked
chr3	140131908	140132308	Cluster 2	MeCP2 Up	Unmarked
chr18	30748199	30748599	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	34688705	34689105	Cluster 2	MeCP2 Up	Unmarked
chr19	54822956	54823356	Cluster 2	MeCP2 Up	Unmarked
chr11	116406402	116406802	Cluster 3	MeCP2 Down	Unmarked
chr8	58530256	58530656	Cluster 2	MeCP2 Up	Unmarked
chr7	134339240	134339640	Cluster 2	MeCP2 Up	Unmarked
chr17	49997691	49998091	Cluster 3	MeCP2 Up	Unmarked
chr1	167278708	167279108	Cluster 1	MeCP2 Down	Poised_Enhancer
chr7	49147944	49148344	Cluster 1	MeCP2 Up	Unmarked
chr18	54951270	54951670	Cluster 1	MeCP2 Up	Unmarked
chr4	107302839	107303239	Cluster 3	MeCP2 Up	Unmarked
chr3	140141507	140141907	Cluster 4	MeCP2 Up	Unmarked
chr4	82576300	82576700	Cluster 2	MeCP2 Up	Unmarked
chr11	34139599	34139999	Cluster 3	MeCP2 Up	Unmarked
chr18	68841479	68841879	Cluster 2	MeCP2 Up	Unmarked
chr2	110947753	110948153	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	109698408	109698808	Cluster 1	MeCP2 Up	Unmarked
chr14	107686025	107686425	Cluster 4	MeCP2 Up	Active_Enhancer
chr6	11616103	11616503	Cluster 3	MeCP2 Up	Unmarked
chr6	19288461	19288861	Cluster 2	MeCP2 Up	Unmarked
chr5	112535794	112536194	Cluster 1	MeCP2 Down	Poised_Enhancer
chr16	63838340	63838740	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	42192312	42192712	Cluster 1	MeCP2 Up	Unmarked
chr10	115010869	115011269	Cluster 1	MeCP2 Up	Unmarked
chr10	96948081	96948481	Cluster 2	MeCP2 Up	Unmarked
chr1	73269305	73269705	Cluster 2	MeCP2 Up	Unmarked
chr4	63252823	63253223	Cluster 3	MeCP2 Down	Polycomb
chr2	124144163	124144563	Cluster 2	MeCP2 Up	Unmarked
chr1	158422747	158423147	Cluster 2	MeCP2 Up	Unmarked
chr13	54024824	54025224	Cluster 2	MeCP2 Up	Unmarked
chr5	84761535	84761935	Cluster 4	MeCP2 Up	Unmarked
chr8	126082103	126082503	Cluster 1	MeCP2 Up	Unmarked
chr15	65635118	65635518	Cluster 2	MeCP2 Up	Unmarked
chr4	15150454	15150854	Cluster 2	MeCP2 Up	Unmarked
chr9	28442645	28443045	Cluster 1	MeCP2 Up	Unmarked
chr3	55446850	55447250	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	133288812	133289212	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	124974014	124974414	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	17122046	17122446	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	13822983	13823383	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	25201200	25201600	Cluster 2	MeCP2 Up	Unmarked
chr5	99713699	99714099	Cluster 3	MeCP2 Up	Unmarked
chr17	86213616	86214016	Cluster 1	MeCP2 Down	Unmarked
chr3	139555612	139556012	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	43546224	43546624	Cluster 2	MeCP2 Up	Unmarked
chr10	83077315	83077715	Cluster 1	MeCP2 Down	Poised_Enhancer
chr9	51168564	51168964	Cluster 3	MeCP2 Down	Unmarked
chr4	131203843	131204243	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	103613209	103613609	Cluster 3	MeCP2 Down	Unmarked
chr15	87197678	87198078	Cluster 3	MeCP2 Up	Unmarked
chr6	59482835	59483235	Cluster 4	MeCP2 Up	Unmarked
chr2	93142229	93142629	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	13749202	13749602	Cluster 3	MeCP2 Up	Unmarked
chr6	97884555	97884955	Cluster 1	MeCP2 Up	Unmarked
chr10	96220236	96220636	Cluster 1	MeCP2 Up	Unmarked
chr3	139951342	139951742	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	45813213	45813613	Cluster 3	MeCP2 Down	Polycomb
chr6	61183143	61183543	Cluster 2	MeCP2 Up	Poised_Enhancer
chr10	37404022	37404422	Cluster 4	MeCP2 Up	Unmarked
chr5	74657448	74657848	Cluster 3	MeCP2 Up	Unmarked
chr12	89503685	89504085	Cluster 4	MeCP2 Up	Poised_Enhancer
chr18	5362625	5363025	Cluster 4	MeCP2 Up	Unmarked
chr17	48580863	48581263	Cluster 4	MeCP2 Up	Unmarked
chr9	9907606	9908006	Cluster 2	MeCP2 Up	Unmarked
chr2	103659663	103660063	Cluster 3	MeCP2 Up	Unmarked
chr1	137570214	137570614	Cluster 2	MeCP2 Up	Unmarked
chr3	102583914	102584314	Cluster 3	MeCP2 Down	Polycomb
chr10	6480061	6480461	Cluster 2	MeCP2 Up	Unmarked
chr10	82660707	82661107	Cluster 1	MeCP2 Up	Active_Enhancer
chr6	28951137	28951537	Cluster 3	MeCP2 Up	Unmarked
chr9	34949906	34950306	Cluster 4	MeCP2 Up	Unmarked
chr17	3336495	3336895	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	113040309	113040709	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	13869498	13869898	Cluster 1	MeCP2 Up	Unmarked
chr1	188048236	188048636	Cluster 3	MeCP2 Down	Unmarked
chr13	45649991	45650391	Cluster 3	MeCP2 Down	Unmarked
chr16	43133375	43133775	Cluster 4	MeCP2 Up	Unmarked
chr14	79143702	79144102	Cluster 1	MeCP2 Up	Unmarked
chr5	39078380	39078780	Cluster 2	MeCP2 Up	Unmarked
chr4	8679258	8679658	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	80229258	80229658	Cluster 3	MeCP2 Up	Unmarked
chr13	99549074	99549474	Cluster 2	MeCP2 Up	Unmarked
chr4	38995489	38995889	Cluster 3	MeCP2 Up	Poised_Enhancer
chr6	45062815	45063215	Cluster 4	MeCP2 Up	Poised_Enhancer
chr6	88728561	88728961	Cluster 1	MeCP2 Up	Active_Enhancer
chr17	80809992	80810392	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	86156723	86157123	Cluster 3	MeCP2 Up	Poised_Enhancer
chr8	99418536	99418936	Cluster 1	MeCP2 Up	Active_Promoter
chr11	12201169	12201569	Cluster 3	MeCP2 Up	Unmarked
chr6	144154403	144154803	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	73870786	73871186	Cluster 2	MeCP2 Up	Unmarked
chr13	108829564	108829964	Cluster 2	MeCP2 Up	Unmarked
chr13	108839365	108839765	Cluster 3	MeCP2 Up	Unmarked
chr8	114490220	114490620	Cluster 3	MeCP2 Up	Unmarked
chr10	97605458	97605858	Cluster 1	MeCP2 Up	Unmarked
chr17	65699816	65700216	Cluster 1	MeCP2 Up	Unmarked
chr17	64206003	64206403	Cluster 1	MeCP2 Up	Unmarked
chr8	96348306	96348706	Cluster 2	MeCP2 Up	Unmarked
chr1	73527769	73528169	Cluster 1	MeCP2 Up	Unmarked
chr2	70347116	70347516	Cluster 3	MeCP2 Up	Unmarked
chr16	37624017	37624417	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	86236399	86236799	Cluster 1	MeCP2 Up	Unmarked
chr10	109695512	109695912	Cluster 2	MeCP2 Up	Unmarked
chr1	114851609	114852009	Cluster 2	MeCP2 Up	Unmarked
chr10	17368196	17368596	Cluster 2	MeCP2 Up	Unmarked
chr1	61965277	61965677	Cluster 2	MeCP2 Up	Unmarked
chr1	137849291	137849691	Cluster 2	MeCP2 Up	Unmarked
chr18	45273255	45273655	Cluster 1	MeCP2 Up	Unmarked
chr6	7464842	7465242	Cluster 2	MeCP2 Up	Active_Enhancer
chr2	139287916	139288316	Cluster 2	MeCP2 Up	Unmarked
chr16	77502047	77502447	Cluster 3	MeCP2 Down	Repressed_Promoter
chr8	36456116	36456516	Cluster 2	MeCP2 Up	Unmarked
chr13	109993717	109994117	Cluster 1	MeCP2 Up	Poised_Enhancer
chr16	43576451	43576851	Cluster 1	MeCP2 Up	Unmarked
chr8	14397345	14397745	Cluster 3	MeCP2 Up	Polycomb
chr9	62119690	62120090	Cluster 4	MeCP2 Up	Active_Enhancer
chr9	33715974	33716374	Cluster 2	MeCP2 Up	Unmarked
chr13	54261474	54261874	Cluster 1	MeCP2 Up	Unmarked
chr5	84393380	84393780	Cluster 2	MeCP2 Up	Unmarked
chr13	44278132	44278532	Cluster 2	MeCP2 Up	Unmarked
chr5	99362887	99363287	Cluster 3	MeCP2 Down	Unmarked
chr15	57707944	57708344	Cluster 1	MeCP2 Up	Unmarked
chr1	158762038	158762438	Cluster 2	MeCP2 Up	Unmarked
chr9	47247968	47248368	Cluster 2	MeCP2 Up	Unmarked
chr15	40478804	40479204	Cluster 2	MeCP2 Up	Unmarked
chr17	88260771	88261171	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	141832506	141832906	Cluster 4	MeCP2 Up	Unmarked
chr8	126597872	126598272	Cluster 2	MeCP2 Up	Unmarked
chr2	54079320	54079720	Cluster 3	MeCP2 Up	Unmarked
chr14	108254888	108255288	Cluster 2	MeCP2 Up	Unmarked
chr13	106763145	106763545	Cluster 3	MeCP2 Up	Unmarked
chr1	61222983	61223383	Cluster 2	MeCP2 Up	Unmarked
chr1	124152826	124153226	Cluster 2	MeCP2 Up	Unmarked
chr5	113007408	113007808	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	102036377	102036777	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	134679732	134680132	Cluster 2	MeCP2 Up	Unmarked
chr1	6736940	6737340	Cluster 4	MeCP2 Up	Active_Promoter
chr8	28295337	28295737	Cluster 2	MeCP2 Up	Unmarked
chr3	139552686	139553086	Cluster 2	MeCP2 Up	Poised_Enhancer
chr8	124474709	124475109	Cluster 1	MeCP2 Up	Unmarked
chr12	6507607	6508007	Cluster 4	MeCP2 Up	Unmarked
chr14	27776802	27777202	Cluster 3	MeCP2 Up	Unmarked
chr5	107497922	107498322	Cluster 1	MeCP2 Up	Active_Promoter
chr9	29525310	29525710	Cluster 2	MeCP2 Up	Active_Enhancer
chr1	193314529	193314929	Cluster 2	MeCP2 Up	Active_Enhancer
chr10	96089246	96089646	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	17745026	17745426	Cluster 1	MeCP2 Up	Poised_Enhancer
chr13	57946007	57946407	Cluster 3	MeCP2 Up	Poised_Enhancer
chr4	148910548	148910948	Cluster 3	MeCP2 Down	Polycomb
chr2	57855984	57856384	Cluster 2	MeCP2 Up	Unmarked
chr10	118643741	118644141	Cluster 3	MeCP2 Up	Unmarked
chr4	26402564	26402964	Cluster 1	MeCP2 Up	Active_Enhancer
chr6	28329011	28329411	Cluster 2	MeCP2 Up	Unmarked
chr2	94525195	94525595	Cluster 2	MeCP2 Up	Unmarked
chr4	120908038	120908438	Cluster 1	MeCP2 Up	Unmarked
chr14	55337909	55338309	Cluster 1	MeCP2 Up	Active_Enhancer
chr19	21128024	21128424	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	163966684	163967084	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	6886207	6886607	Cluster 3	MeCP2 Up	Unmarked
chr7	133469755	133470155	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	12461512	12461912	Cluster 3	MeCP2 Up	Polycomb
chr1	69050273	69050673	Cluster 2	MeCP2 Up	Unmarked
chr17	63609086	63609486	Cluster 2	MeCP2 Up	Unmarked
chr6	59343754	59344154	Cluster 1	MeCP2 Up	Unmarked
chr13	13571964	13572364	Cluster 1	MeCP2 Up	Unmarked
chr1	64309016	64309416	Cluster 1	MeCP2 Up	Unmarked
chr16	37592993	37593393	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	63959270	63959670	Cluster 1	MeCP2 Up	Unmarked
chr10	66173629	66174029	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	106384868	106385268	Cluster 4	MeCP2 Up	Unmarked
chr6	107532413	107532813	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	26344905	26345305	Cluster 4	MeCP2 Up	Active_Promoter
chr3	137010807	137011207	Cluster 2	MeCP2 Up	Active_Enhancer
chr9	32046895	32047295	Cluster 3	MeCP2 Down	Poised_Enhancer
chr4	47977623	47978023	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	90598382	90598782	Cluster 1	MeCP2 Up	Active_Enhancer
chr18	13408866	13409266	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	24501204	24501604	Cluster 2	MeCP2 Up	Unmarked
chr10	109746784	109747184	Cluster 1	MeCP2 Up	Unmarked
chr2	63456475	63456875	Cluster 2	MeCP2 Up	Unmarked
chr8	111425507	111425907	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	72461364	72461764	Cluster 3	MeCP2 Down	Repressed_Promoter
chr12	99668178	99668578	Cluster 2	MeCP2 Up	Unmarked
chr8	35874385	35874785	Cluster 2	MeCP2 Up	Unmarked
chr10	65494952	65495352	Cluster 2	MeCP2 Down	Unmarked
chr7	93109699	93110099	Cluster 2	MeCP2 Up	Unmarked
chr14	48910843	48911243	Cluster 3	MeCP2 Up	Unmarked
chr14	93567437	93567837	Cluster 1	MeCP2 Up	Unmarked
chr6	145673547	145673947	Cluster 3	MeCP2 Down	Unmarked
chr6	77419524	77419924	Cluster 1	MeCP2 Up	Unmarked
chr1	22939717	22940117	Cluster 2	MeCP2 Up	Unmarked
chrX	51135649	51136049	Cluster 2	MeCP2 Up	Unmarked
chr16	10849191	10849591	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	28416532	28416932	Cluster 1	MeCP2 Up	Poised_Enhancer
chr16	49318802	49319202	Cluster 2	MeCP2 Up	Poised_Enhancer
chr8	99354449	99354849	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	32004915	32005315	Cluster 3	MeCP2 Up	Unmarked
chr12	112601222	112601622	Cluster 3	MeCP2 Down	Polycomb
chr12	39337293	39337693	Cluster 2	MeCP2 Up	Active_Enhancer
chr11	6956618	6957018	Cluster 1	MeCP2 Up	Unmarked
chr12	111167643	111168043	Cluster 1	MeCP2 Up	Active_Promoter
chr1	175271567	175271967	Cluster 2	MeCP2 Down	Unmarked
chr14	123140964	123141364	Cluster 2	MeCP2 Up	Unmarked
chr4	85728596	85728996	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	70550623	70551023	Cluster 1	MeCP2 Up	Unmarked
chr18	52849449	52849849	Cluster 2	MeCP2 Up	Unmarked
chr10	59782713	59783113	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	24918682	24919082	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	40564874	40565274	Cluster 2	MeCP2 Up	Unmarked
chr4	66451905	66452305	Cluster 2	MeCP2 Up	Unmarked
chr19	23361424	23361824	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	57670899	57671299	Cluster 2	MeCP2 Up	Unmarked
chr3	139850001	139850401	Cluster 3	MeCP2 Up	Unmarked
chr9	29644989	29645389	Cluster 1	MeCP2 Up	Unmarked
chr11	84739902	84740302	Cluster 3	MeCP2 Down	Unmarked
chr14	109706361	109706761	Cluster 2	MeCP2 Up	Unmarked
chr18	38838479	38838879	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	98555216	98555616	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	80498231	80498631	Cluster 3	MeCP2 Up	Unmarked
chr5	38824528	38824928	Cluster 3	MeCP2 Up	Unmarked
chr4	97955838	97956238	Cluster 1	MeCP2 Up	Poised_Enhancer
chrX	159824812	159825212	Cluster 2	MeCP2 Down	Unmarked
chr4	103879743	103880143	Cluster 2	MeCP2 Up	Unmarked
chr13	104762855	104763255	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	143420574	143420974	Cluster 3	MeCP2 Down	Polycomb
chr13	45620295	45620695	Cluster 3	MeCP2 Down	Unmarked
chr5	20613654	20614054	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	66309119	66309519	Cluster 3	MeCP2 Up	Poised_Enhancer
chrX	88111257	88111657	Cluster 1	MeCP2 Up	Active_Enhancer
chr13	94362338	94362738	Cluster 2	MeCP2 Up	Unmarked
chr4	3680109	3680509	Cluster 1	MeCP2 Up	Unmarked
chr12	29537434	29537834	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	131633280	131633680	Cluster 4	MeCP2 Down	Unmarked
chr9	29581682	29582082	Cluster 1	MeCP2 Up	Unmarked
chr10	25039500	25039900	Cluster 4	MeCP2 Up	Poised_Enhancer
chr18	39353845	39354245	Cluster 1	MeCP2 Up	Unmarked
chr5	68329283	68329683	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	30464042	30464442	Cluster 1	MeCP2 Up	Unmarked
chr7	133472528	133472928	Cluster 2	MeCP2 Up	Unmarked
chr3	25058425	25058825	Cluster 1	MeCP2 Up	Unmarked
chr4	120280348	120280748	Cluster 3	MeCP2 Down	Polycomb
chr1	135562475	135562875	Cluster 3	MeCP2 Down	Unmarked
chr2	37770269	37770669	Cluster 2	MeCP2 Up	Unmarked
chr2	80869134	80869534	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	23709869	23710269	Cluster 1	MeCP2 Up	Unmarked
chr7	134310454	134310854	Cluster 2	MeCP2 Up	Unmarked
chr10	17520363	17520763	Cluster 2	MeCP2 Up	Unmarked
chr9	107493591	107493991	Cluster 3	MeCP2 Down	Unmarked
chr14	39112069	39112469	Cluster 4	MeCP2 Up	Unmarked
chr6	36609900	36610300	Cluster 3	MeCP2 Up	Polycomb
chr6	28834600	28835000	Cluster 1	MeCP2 Up	Active_Enhancer
chr9	117915758	117916158	Cluster 2	MeCP2 Up	Unmarked
chr11	116418149	116418549	Cluster 3	MeCP2 Down	Unmarked
chr5	97263452	97263852	Cluster 2	MeCP2 Up	Unmarked
chr10	109186702	109187102	Cluster 1	MeCP2 Up	Unmarked
chr16	30754800	30755200	Cluster 3	MeCP2 Up	Unmarked
chr14	80246297	80246697	Cluster 3	MeCP2 Up	Unmarked
chr8	87274270	87274670	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	115052450	115052850	Cluster 1	MeCP2 Up	Unmarked
chr6	32566741	32567141	Cluster 3	MeCP2 Down	Unmarked
chr7	144320760	144321160	Cluster 2	MeCP2 Down	Unmarked
chr6	19536631	19537031	Cluster 2	MeCP2 Up	Unmarked
chr4	62566396	62566796	Cluster 1	MeCP2 Up	Unmarked
chr3	71003886	71004286	Cluster 2	MeCP2 Up	Poised_Enhancer
chr12	69420217	69420617	Cluster 3	MeCP2 Up	Unmarked
chr6	56435479	56435879	Cluster 4	MeCP2 Up	Unmarked
chr16	82659918	82660318	Cluster 3	MeCP2 Up	Poised_Enhancer
chr18	55137844	55138244	Cluster 2	MeCP2 Up	Unmarked
chr10	85467940	85468340	Cluster 3	MeCP2 Down	Polycomb
chr16	41910631	41911031	Cluster 2	MeCP2 Up	Unmarked
chr10	13962818	13963218	Cluster 3	MeCP2 Up	Active_Enhancer
chr5	44238642	44239042	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	106282297	106282697	Cluster 2	MeCP2 Up	Unmarked
chr16	67409213	67409613	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	179638655	179639055	Cluster 1	MeCP2 Up	Unmarked
chr4	13851761	13852161	Cluster 1	MeCP2 Up	Unmarked
chr5	106278154	106278554	Cluster 1	MeCP2 Up	Poised_Enhancer
chrX	77506847	77507247	Cluster 2	MeCP2 Up	Unmarked
chr5	42056546	42056946	Cluster 2	MeCP2 Up	Unmarked
chr16	30150348	30150748	Cluster 2	MeCP2 Down	Poised_Enhancer
chr10	7281637	7282037	Cluster 2	MeCP2 Up	Unmarked
chr4	81502239	81502639	Cluster 2	MeCP2 Up	Unmarked
chr14	49310264	49310664	Cluster 3	MeCP2 Up	Unmarked
chr1	154627622	154628022	Cluster 1	MeCP2 Down	Unmarked
chr2	50649111	50649511	Cluster 2	MeCP2 Up	Unmarked
chr6	59303479	59303879	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	71624923	71625323	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	101703265	101703665	Cluster 2	MeCP2 Up	Unmarked
chr7	48934303	48934703	Cluster 3	MeCP2 Up	Unmarked
chr16	33885635	33886035	Cluster 1	MeCP2 Up	Unmarked
chr13	44373695	44374095	Cluster 2	MeCP2 Up	Unmarked
chr12	54315018	54315418	Cluster 3	MeCP2 Up	Unmarked
chr14	113463146	113463546	Cluster 4	MeCP2 Up	Unmarked
chr16	49702582	49702982	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	140963385	140963785	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	139143154	139143554	Cluster 1	MeCP2 Up	Unmarked
chr4	140269085	140269485	Cluster 1	MeCP2 Up	Active_Enhancer
chr11	42330785	42331185	Cluster 4	MeCP2 Up	Unmarked
chr1	25891238	25891638	Cluster 2	MeCP2 Up	Unmarked
chr5	131854938	131855338	Cluster 4	MeCP2 Down	Unmarked
chr4	25415628	25416028	Cluster 4	MeCP2 Up	Unmarked
chr19	57559094	57559494	Cluster 3	MeCP2 Down	Polycomb
chr15	62296746	62297146	Cluster 3	MeCP2 Up	Unmarked
chr9	86694612	86695012	Cluster 3	MeCP2 Down	Unmarked
chr2	136624176	136624576	Cluster 4	MeCP2 Up	Poised_Enhancer
chr8	117417839	117418239	Cluster 3	MeCP2 Down	Unmarked
chr9	90702554	90702954	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	120115960	120116360	Cluster 2	MeCP2 Up	Unmarked
chr4	66518340	66518740	Cluster 2	MeCP2 Up	Unmarked
chr1	38545654	38546054	Cluster 3	MeCP2 Down	Polycomb
chr15	9473787	9474187	Cluster 2	MeCP2 Up	Unmarked
chr4	104445177	104445577	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	30656276	30656676	Cluster 2	MeCP2 Up	Unmarked
chr3	122202157	122202557	Cluster 1	MeCP2 Up	Poised_Enhancer
chr6	35931979	35932379	Cluster 3	MeCP2 Up	Unmarked
chr13	76307803	76308203	Cluster 1	MeCP2 Up	Active_Enhancer
chr13	10234051	10234451	Cluster 1	MeCP2 Up	Unmarked
chr4	130800457	130800857	Cluster 1	MeCP2 Down	Active_Enhancer
chr8	110163988	110164388	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	39494420	39494820	Cluster 4	MeCP2 Up	Active_Enhancer
chr11	109349683	109350083	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	76483711	76484111	Cluster 3	MeCP2 Up	Poised_Enhancer
chr4	97754182	97754582	Cluster 1	MeCP2 Up	Unmarked
chr16	35426564	35426964	Cluster 2	MeCP2 Down	Unmarked
chr8	114682493	114682893	Cluster 1	MeCP2 Up	Unmarked
chr4	65917024	65917424	Cluster 1	MeCP2 Down	Poised_Enhancer
chr9	112237388	112237788	Cluster 3	MeCP2 Up	Unmarked
chr7	143136073	143136473	Cluster 3	MeCP2 Down	Polycomb
chr4	32301992	32302392	Cluster 2	MeCP2 Up	Active_Enhancer
chr9	35345016	35345416	Cluster 1	MeCP2 Up	Unmarked
