chr	start	end	enhancer_class	n_loops	mean_loop_distance	n_promoter_loops
chr16	20548339	20548876	Stable	4	488750	3
chr16	91225282	91225467	Stable	0	NA	0
chr16	4558579	4559155	Stable	1	140000	0
chr18	55073744	55074028	Stable	0	NA	0
chr6	114478786	114479025	Stable	0	NA	0
chr9	21196580	21196957	Stable	0	NA	0
chr12	86082467	86082616	Stable	1	130000	0
chr15	93336404	93336496	Stable	2	60000	2
chr6	55950779	55950990	Stable	5	557000	1
chr9	55586307	55586423	Stable	0	NA	0
chr8	122050667	122051009	Stable	0	NA	0
chr16	21947156	21947796	Stable	2	1e+05	2
chr13	46418448	46418513	Stable	0	NA	0
chr13	78201660	78202045	Stable	10	2157000	5
chr1	16104365	16105135	Stable	10	874000	9
chr2	168610815	168611042	Stable	1	350000	0
chr10	116540850	116541033	Stable	1	35000	0
chr4	106848485	106848653	Stable	1	225000	1
chr2	153015084	153015549	Stable	3	65000	2
chr18	25684524	25684748	Stable	2	50000	0
chr7	35252162	35252378	Stable	1	575000	0
chr9	21509776	21510746	Stable	1	35000	1
chr9	56369056	56369183	Stable	0	NA	0
chr14	69732321	69732924	Stable	0	NA	0
chr10	77566788	77567015	Stable	1	50000	1
chr14	72042076	72042356	Stable	0	NA	0
chr19	7179086	7179471	Stable	1	125000	1
chr7	60003597	60003751	Stable	6	700833.333333333	1
chr4	110287481	110287690	Stable	2	342500	1
chr16	85096349	85096567	Stable	1	70000	0
chr15	74026232	74026486	Stable	0	NA	0
chr15	76155871	76156312	Stable	5	209000	4
chr12	38786716	38786824	Stable	10	668500	1
chr4	123917060	123917539	Stable	6	523333.333333333	5
chr18	36286161	36286629	Stable	1	40000	0
chr19	46356692	46357103	Stable	0	NA	0
chr1	92109300	92109681	Stable	0	NA	0
chr12	29167785	29167897	Stable	1	575000	1
chr7	112562260	112562427	Stable	0	NA	0
chr19	23942959	23943261	Stable	1	7e+05	0
chr17	28023361	28023590	Stable	0	NA	0
chr14	20697144	20697255	Stable	0	NA	0
chr19	44305114	44305169	Stable	0	NA	0
chr1	168216211	168216427	Stable	3	523333.333333333	1
chr7	43312882	43313515	Stable	3	251666.666666667	3
chr9	45635936	45636044	Stable	0	NA	0
chr7	47117104	47117113	Stable	0	NA	0
chr11	6404805	6404896	Stable	0	NA	0
chr9	108824753	108825526	Stable	1	110000	1
chr7	126897902	126898572	Stable	0	NA	0
chr15	96171443	96171606	Stable	1	225000	0
chr11	104155187	104155702	Stable	0	NA	0
chr3	88215204	88215371	Stable	0	NA	0
chr4	46374992	46375376	Stable	2	110000	1
chr6	118643652	118643818	Stable	8	386875	2
chr4	46563997	46564188	Stable	0	NA	0
chr16	81330666	81330770	Stable	3	2541666.66666667	0
chr1	189185328	189185474	Stable	0	NA	0
chr9	108339009	108339566	Stable	0	NA	0
chr1	78549073	78549326	Stable	3	458333.333333333	1
chr5	34761264	34761879	Stable	1	1e+05	1
chr8	84577552	84577804	Stable	3	241666.666666667	1
chr8	94857368	94857936	Stable	0	NA	0
chr17	22423965	22424437	Stable	2	5e+05	1
chr11	53849997	53850166	Stable	5	253000	2
chr4	154898233	154898396	Stable	1	350000	1
chr11	94962221	94962356	Stable	2	187500	1
chr8	118962272	118962649	Stable	3	275000	1
chr2	152680071	152680178	Stable	2	350000	2
chr18	62685467	62685707	Stable	2	282500	1
chr15	86110712	86111094	Stable	0	NA	0
chr4	119896683	119896972	Stable	0	NA	0
chr11	60311054	60311906	Stable	1	35000	0
chr13	59814161	59814292	Stable	0	NA	0
chr12	110806417	110806561	Stable	1	70000	1
chr4	120569791	120570657	Stable	0	NA	0
chr12	99057616	99057896	Stable	1	150000	1
chr13	47244824	47245114	Stable	0	NA	0
chr5	34642961	34643243	Stable	8	312500	5
chr19	53600823	53600906	Stable	4	385000	2
chr19	53248140	53248455	Stable	6	204166.666666667	4
chr15	59040956	59041234	Stable	0	NA	0
chr13	63336268	63336645	Stable	5	305000	0
chr15	93336926	93337692	Stable	2	60000	2
chr4	54283125	54283263	Stable	0	NA	0
chr10	75853610	75853750	Stable	1	125000	0
chr19	3674236	3674374	Stable	0	NA	0
chr7	47050310	47050987	Stable	0	NA	0
chr3	90412755	90412875	Stable	2	150000	2
chr12	108620045	108620215	Stable	0	NA	0
chrX	69360126	69360327	Stable	0	NA	0
chr1	183439030	183439356	Stable	0	NA	0
chr2	163443537	163443866	Stable	0	NA	0
chrX	101993843	101994274	Stable	0	NA	0
chr7	122945265	122945451	Stable	1	520000	1
chr6	118019430	118019898	Stable	1	50000	0
chr17	62659831	62660183	Stable	0	NA	0
chr4	135411786	135411874	Stable	0	NA	0
chr11	16514288	16514442	Stable	7	5082142.85714286	6
chr18	35771116	35771642	Stable	0	NA	0
chr18	69535588	69535751	Stable	0	NA	0
chr11	36369607	36369911	Stable	0	NA	0
chr13	40076364	40076600	Stable	0	NA	0
chr7	46396095	46396544	Stable	9	198888.888888889	2
chr8	27023461	27024082	Stable	4	595000	1
chr15	57966065	57966234	Stable	0	NA	0
chr11	102859948	102860294	Stable	2	107500	0
chr14	19976896	19977029	Stable	3	96666.6666666667	1
chr11	113271916	113272163	Stable	0	NA	0
chr15	25877934	25878095	Stable	0	NA	0
chr1	10009107	10009203	Stable	1	230000	0
chr6	134566810	134567414	Stable	2	287500	1
chr11	70027439	70027656	Stable	1	650000	1
chr1	93635317	93635345	Stable	3	126666.666666667	2
chr17	30935353	30935593	Stable	2	162500	0
chr4	123200787	123201599	Stable	1	50000	0
chr7	118595297	118595596	Stable	6	245833.333333333	3
chr8	11762168	11762480	Stable	0	NA	0
chr1	118759557	118759854	Stable	4	365000	2
chr5	93048864	93049390	Stable	8	140000	3
chr4	89380088	89380226	Stable	0	NA	0
chr1	6760675	6760971	Stable	0	NA	0
chr12	108372246	108372655	Stable	1	125000	0
chr4	21857613	21857723	Stable	0	NA	0
chr13	42930084	42930251	Stable	0	NA	0
chr14	87415803	87416653	Stable	5	9525000	3
chr18	56479683	56479810	Stable	0	NA	0
chr2	28420010	28420187	Stable	3	425000	0
chr8	86623661	86624409	Stable	1	260000	1
chr9	51928176	51928295	Stable	1	1150000	1
chr4	154827219	154827583	Stable	1	5e+05	0
chr16	40567404	40568011	Stable	2	450000	1
chr8	25200859	25201406	Stable	2	570000	2
chr13	12196091	12196443	Stable	3	308333.333333333	0
chr17	65613388	65614361	Stable	7	365714.285714286	5
chr15	98628613	98628962	Stable	1	50000	1
chr18	80046705	80046893	Stable	1	55000	0
chr2	28467927	28468327	Stable	4	645000	1
chr4	117904934	117905157	Stable	0	NA	0
chr2	157079570	157079732	Stable	4	161250	1
chr5	139175333	139175525	Stable	4	238750	1
chr1	132845638	132846105	Stable	0	NA	0
chr18	40178669	40179032	Stable	5	1021000	1
chr6	122804567	122804687	Stable	4	13493750	4
chr8	47288431	47289535	Stable	7	522857.142857143	2
chr12	69296485	69297365	Stable	3	83333.3333333333	3
chr3	90466118	90466200	Stable	1	50000	0
chr6	120463112	120463391	Stable	0	NA	0
chr14	38991994	38992594	Stable	6	878333.333333333	2
chr7	25112641	25112767	Stable	1	1e+05	1
chr11	57727606	57727973	Stable	0	NA	0
chr5	98189527	98190022	Stable	4	616250	1
chr13	69493101	69493313	Stable	2	687500	1
chr6	121560306	121560658	Stable	2	787500	2
chr18	80669500	80669649	Stable	0	NA	0
chr4	141219895	141220111	Stable	0	NA	0
chr2	16721991	16722157	Stable	0	NA	0
chr5	30796211	30796475	Stable	2	187500	0
chr1	79640277	79640415	Stable	5	989000	0
chr4	66055698	66055978	Stable	0	NA	0
chr8	95702800	95703218	Stable	2	295000	2
chr3	129640304	129640509	Stable	1	1e+05	1
chr4	41470668	41470939	Stable	1	250000	1
chr10	116143839	116144215	Stable	0	NA	0
chr14	23877188	23877494	Stable	0	NA	0
chr18	73863482	73863788	Stable	6	725833.333333333	1
chr11	53479177	53479416	Stable	1	50000	0
chr5	125268503	125268677	Stable	6	185000	1
chr8	47533246	47533904	Stable	6	567500	4
chr7	19589978	19590529	Stable	0	NA	0
chr6	59180520	59180634	Stable	3	991666.666666667	2
chr1	138618027	138618246	Stable	0	NA	0
chr13	54789957	54790422	Stable	5	210000	0
chr9	71167751	71168076	Stable	0	NA	0
chr14	62555346	62556226	Stable	2	242500	2
chr10	116330589	116330733	Stable	6	345833.333333333	3
chr19	6286766	6286930	Stable	0	NA	0
chr5	113727981	113728183	Stable	7	227857.142857143	2
chr1	92831702	92832067	Stable	6	176666.666666667	3
chr12	3889873	3890037	Stable	0	NA	0
chr17	24185985	24186078	Stable	0	NA	0
chr2	181319625	181319983	Stable	2	145000	2
chr2	93278286	93278383	Stable	0	NA	0
chr15	78850109	78850324	Stable	0	NA	0
chr5	148107098	148107200	Stable	0	NA	0
chr12	71494818	71494907	Stable	1	180000	1
chr2	90625146	90625303	Stable	3	83333.3333333333	1
chr1	189187768	189188143	Stable	0	NA	0
chr9	50874223	50874361	Stable	1	425000	1
chr7	111122175	111123129	Stable	2	40000	1
chr15	85001471	85001781	Stable	1	70000	0
chr4	62644329	62644625	Stable	4	210000	1
chr17	56613275	56613623	Stable	2	340000	1
chr9	108825867	108826073	Stable	1	110000	1
chrX	79057344	79057486	Stable	0	NA	0
chr7	39487191	39487802	Stable	2	1095000	1
chr10	78438085	78438513	Stable	0	NA	0
chr11	119086230	119086394	Stable	2	75000	1
chr6	88084312	88084797	Stable	3	4e+05	3
chr11	101665232	101665806	Stable	2	7147500	1
chr2	167062972	167063314	Stable	4	450000	3
chr9	44772736	44773135	Stable	1	120000	0
chr17	35164816	35165523	Stable	3	305000	3
chr3	145874205	145874358	Stable	0	NA	0
chr11	116592365	116592816	Stable	1	35000	1
chr10	14075852	14076020	Stable	2	162500	2
chr7	82867116	82867438	Stable	8	676875	5
chr13	108860839	108861049	Stable	0	NA	0
chr9	58613829	58614295	Stable	0	NA	0
chr12	102719581	102719882	Stable	0	NA	0
chr8	84519407	84519587	Stable	2	75000	0
chr3	130060408	130061080	Stable	4	360000	2
chr5	104508619	104508826	Stable	1	65000	0
chr5	149015448	149015789	Stable	1	325000	0
chr11	35120950	35121271	Stable	8	296250	0
chr8	114439330	114440101	Stable	2	565000	0
chr17	24206520	24206664	Stable	0	NA	0
chr15	10714411	10714523	Stable	0	NA	0
chr3	138526847	138527509	Stable	3	306666.666666667	3
chr5	143363862	143363971	Stable	0	NA	0
chr3	59021215	59021456	Stable	3	1383333.33333333	3
chr4	134570799	134570993	Stable	0	NA	0
chr9	69216162	69216433	Stable	0	NA	0
chr2	31489224	31489670	Stable	4	247500	2
chr15	78389849	78390363	Stable	0	NA	0
chr10	41716192	41716376	Stable	0	NA	0
chr8	92903162	92903329	Stable	0	NA	0
chr7	107666051	107666177	Stable	0	NA	0
chr2	119809097	119809191	Stable	3	903333.333333333	2
chr9	13671087	13671650	Stable	1	375000	1
chr13	51916671	51917126	Stable	1	70000	1
chr19	47068163	47068670	Stable	0	NA	0
chr16	32660678	32661284	Stable	0	NA	0
chr10	127195668	127195758	Stable	0	NA	0
chr10	122738605	122738765	Stable	0	NA	0
chr17	68837632	68837786	Stable	0	NA	0
chr6	54554430	54554621	Stable	0	NA	0
chr8	120289629	120290133	Stable	2	305000	2
chr8	9977645	9977977	Stable	2	812500	0
chr8	104570868	104571319	Stable	5	327000	2
chr16	14138105	14138502	Stable	0	NA	0
chr15	80173011	80173348	Stable	0	NA	0
chr9	46026053	46026431	Stable	0	NA	0
chr17	21534566	21534654	Stable	5	1130000	4
chr1	182124564	182125326	Stable	5	256000	3
chr10	70458685	70458783	Stable	0	NA	0
chr4	32509147	32509263	Stable	0	NA	0
chr16	23969916	23970177	Stable	2	1340000	0
chr7	4765086	4765244	Stable	0	NA	0
chr4	120713956	120714184	Stable	0	NA	0
chr18	84862460	84862719	Stable	0	NA	0
chr19	23400613	23400772	Stable	0	NA	0
chr11	103101631	103101747	Stable	2	137500	0
chr9	40321157	40321678	Stable	1	90000	0
chr10	91271276	91271640	Stable	3	1623333.33333333	0
chr10	52417281	52417923	Stable	2	155000	2
chr14	121744248	121744341	Stable	1	1e+05	0
chr13	34278956	34279331	Stable	0	NA	0
chr16	21815160	21815383	Stable	0	NA	0
chr19	7417076	7417149	Stable	5	154000	4
chr6	72891376	72891515	Stable	0	NA	0
chr5	14522151	14522266	Stable	4	186250	0
chr10	40519726	40519997	Stable	1	250000	1
chr1	134196500	134196785	Stable	1	50000	0
chr15	36488778	36488952	Stable	4	262500	4
chr5	122176387	122176711	Stable	0	NA	0
chr10	93262259	93262347	Stable	0	NA	0
chr11	78094521	78095120	Stable	1	60000	0
chr6	34877851	34878330	Stable	2	260000	1
chr10	121964229	121964440	Stable	0	NA	0
chr15	12215301	12216027	Stable	1	240000	0
chr7	126248243	126248430	Stable	1	50000	0
chr8	18845971	18847066	Stable	1	250000	1
chr2	160451569	160451865	Stable	0	NA	0
chr11	74619607	74619905	Stable	0	NA	0
chr7	27423652	27423902	Stable	0	NA	0
chr16	49616431	49616722	Stable	0	NA	0
chr17	78201315	78201508	Stable	1	1150000	1
chr16	85010744	85011009	Stable	1	160000	1
chr16	4213947	4214488	Stable	2	1e+05	1
chr18	61664996	61665098	Stable	0	NA	0
chr5	149183954	149184759	Stable	4	253750	3
chr19	41801815	41802286	Stable	0	NA	0
chr17	24494745	24494856	Stable	0	NA	0
chr8	46499529	46499616	Stable	1	8e+05	0
chr13	96002577	96002829	Stable	0	NA	0
chr15	83100073	83100279	Stable	1	4e+05	1
chr1	172082416	172083081	Stable	1	1200000	1
chr9	107904826	107905017	Stable	4	150000	1
chr2	49734515	49734695	Stable	5	552000	1
chr11	97149890	97150482	Stable	3	51666.6666666667	1
chr7	7188201	7188535	Stable	3	193333.333333333	1
chr12	82312078	82312587	Stable	1	140000	0
chr2	155385184	155385376	Stable	3	2e+05	2
chr1	20890349	20891269	Stable	3	2e+05	2
chr19	32389058	32389652	Stable	4	216250	1
chr16	9994779	9995775	Stable	4	235000	0
chr2	122234272	122234397	Stable	2	337500	1
chr4	137853924	137854232	Stable	0	NA	0
chr2	49633185	49633312	Stable	0	NA	0
chr9	41156558	41156884	Stable	3	83333.3333333333	0
chr9	77503121	77503399	Stable	0	NA	0
chr11	22617546	22617890	Stable	2	670000	0
chr15	102224274	102224928	Stable	1	50000	0
chr1	42395400	42395495	Stable	0	NA	0
chr12	83374630	83374731	Stable	0	NA	0
chr15	12577085	12577517	Stable	6	339166.666666667	3
chr4	133250693	133251059	Stable	1	245000	0
chr19	32178162	32178547	Stable	2	180000	1
chr1	181545450	181545678	Stable	4	210000	0
chr5	25610037	25610233	Stable	0	NA	0
chr11	101763854	101763989	Stable	0	NA	0
chr9	57220455	57220753	Stable	0	NA	0
chr3	95732650	95733022	Stable	1	225000	0
chr15	36922722	36923022	Stable	0	NA	0
chr5	51552606	51552762	Stable	1	5e+05	0
chr8	70804965	70805138	Stable	0	NA	0
chr9	62471690	62472065	Stable	3	98333.3333333333	1
chr2	130642478	130643186	Stable	1	350000	1
chr4	124894530	124895317	Stable	0	NA	0
chr5	8081272	8081404	Stable	2	650000	2
chr6	116998948	116999604	Stable	0	NA	0
chr4	107426763	107426990	Stable	1	225000	0
chr9	109095548	109095957	Stable	1	775000	0
chrX	134296333	134296778	Stable	2	475000	2
chr14	35358366	35358744	Stable	0	NA	0
chr19	10040903	10041719	Stable	0	NA	0
chr5	103910766	103911396	Stable	0	NA	0
chr15	76114730	76114986	Stable	0	NA	0
chr6	114013863	114014142	Stable	0	NA	0
chr8	109917334	109917594	Stable	1	60000	0
chr6	90988609	90989331	Stable	0	NA	0
chr2	154682882	154683265	Stable	0	NA	0
chr5	115564995	115565309	Stable	0	NA	0
chr11	84798036	84798205	Stable	4	191250	3
chr6	31216275	31216393	Stable	1	2e+05	0
chr8	117278902	117279203	Stable	0	NA	0
chr12	16810746	16811333	Stable	3	251666.666666667	2
chr2	26315350	26315523	Stable	1	35000	1
chr2	119189257	119189623	Stable	3	253333.333333333	1
chr1	72871924	72872036	Stable	13	660384.615384615	3
chr1	119421837	119422258	Stable	3	435000	0
chr6	42423166	42423343	Stable	0	NA	0
chr11	86484064	86484787	Stable	1	225000	1
chr1	162635337	162635502	Stable	0	NA	0
chr15	86751707	86752110	Stable	5	840000	2
chr13	46929857	46930678	Stable	4	92500	2
chr6	87513388	87513655	Stable	1	120000	0
chr10	94466371	94466672	Stable	0	NA	0
chr2	25862759	25862867	Stable	1	50000	0
chr8	7092872	7092989	Stable	0	NA	0
chr4	119843230	119843476	Stable	0	NA	0
chr14	105328262	105328880	Stable	0	NA	0
chr3	69542998	69543332	Stable	0	NA	0
chr17	88630281	88630444	Stable	2	502500	0
chr12	85110532	85111151	Stable	0	NA	0
chr15	84231191	84232527	Stable	0	NA	0
chr19	7182685	7182744	Stable	1	125000	1
chr15	95060875	95060966	Stable	0	NA	0
chr11	69432136	69432330	Stable	2	57500	1
chr10	13564780	13564933	Stable	5	543000	3
chr16	17851929	17852346	Stable	2	55000	1
chr5	28061122	28061349	Stable	1	70000	0
chr17	70737538	70737646	Stable	0	NA	0
chr10	7189754	7189864	Stable	2	90000	0
chr14	102982259	102983168	Stable	10	537000	0
chr3	101146494	101146574	Stable	0	NA	0
chr2	132262843	132263424	Stable	1	50000	0
chr19	44363543	44363789	Stable	0	NA	0
chr3	101766570	101766908	Stable	0	NA	0
chr2	168479973	168480172	Stable	1	270000	1
chr6	126167925	126168035	Stable	6	413333.333333333	0
chr2	152197330	152197532	Stable	5	123000	2
chr7	99573491	99573609	Stable	0	NA	0
chr2	32551906	32552087	Stable	1	150000	0
chr6	86848701	86849458	Stable	1	35000	0
chr4	155040898	155041052	Stable	0	NA	0
chr16	49855120	49856039	Stable	5	195000	0
chr11	23067561	23068083	Stable	6	337500	4
chr11	88848722	88848926	Stable	3	373333.333333333	2
chr1	37401775	37402002	Stable	3	301666.666666667	0
chr13	57782083	57782199	Stable	0	NA	0
chr9	65520160	65520281	Stable	1	60000	1
chr6	40080008	40080142	Stable	0	NA	0
chr9	47322371	47322514	Stable	0	NA	0
chr3	89759685	89760207	Stable	0	NA	0
chr4	66425830	66426161	Stable	0	NA	0
chr11	109714678	109714862	Stable	0	NA	0
chr3	93468638	93468821	Stable	0	NA	0
chr1	162082779	162083043	Stable	0	NA	0
chr10	60405868	60406214	Stable	5	327000	3
chr9	99044799	99045081	Stable	0	NA	0
chr16	34344039	34344240	Stable	1	150000	0
chr10	58812239	58812701	Stable	4	402500	0
chr11	50202499	50202671	Stable	1	150000	1
chr3	89449490	89449905	Stable	0	NA	0
chr11	70214531	70214848	Stable	4	3118750	2
chr14	29722120	29722249	Stable	1	225000	0
chr7	122020474	122020577	Stable	1	80000	1
chr8	67816933	67817374	Stable	8	191250	0
chr3	100402772	100403050	Stable	0	NA	0
chr11	118680628	118680712	Stable	0	NA	0
chr1	132007327	132008331	Stable	1	1e+05	0
chr19	42726418	42727330	Stable	2	287500	0
chr2	59736336	59736789	Stable	2	162500	1
chr3	52140218	52140499	Stable	0	NA	0
chr5	28170935	28171226	Stable	0	NA	0
chr2	168628898	168629199	Stable	5	231000	0
chr13	29015758	29016201	Stable	3	140000	0
chr11	83393150	83393475	Stable	0	NA	0
chrX	136868037	136868585	Stable	2	162500	1
chr11	40733420	40733940	Stable	1	50000	0
chr1	34843071	34843199	Stable	3	253333.333333333	1
chr2	52985154	52985326	Stable	1	125000	1
chr6	8736126	8736409	Stable	6	620833.333333333	3
chr9	65460769	65461368	Stable	0	NA	0
chr11	102864399	102864517	Stable	2	107500	0
chr3	18209642	18210091	Stable	0	NA	0
chr11	93995176	93995554	Stable	1	45000	0
chr7	142435660	142435909	Stable	5	84000	3
chr15	83773034	83773216	Stable	0	NA	0
chr17	79925244	79925337	Stable	0	NA	0
chr13	52501539	52502019	Stable	2	1225000	1
chr15	80092263	80092389	Stable	6	168333.333333333	2
chr11	20066202	20066407	Stable	3	166666.666666667	1
chr3	84922163	84922291	Stable	4	1062500	1
chr3	89349793	89350545	Stable	1	350000	0
chr4	137919081	137919460	Stable	1	50000	1
chr4	125636838	125637223	Stable	0	NA	0
chr3	141466278	141466396	Stable	12	925833.333333333	1
chr9	62122483	62123132	Stable	4	75000	1
chr4	87057896	87058071	Stable	0	NA	0
chr4	109676145	109676851	Stable	1	270000	1
chr7	19628522	19629368	Stable	1	220000	1
chr11	103998601	103999019	Stable	6	249166.666666667	3
chr10	77798540	77798822	Stable	0	NA	0
chr7	80901063	80901390	Stable	1	45000	1
chr8	119661022	119661454	Stable	0	NA	0
chr6	100218491	100218966	Stable	0	NA	0
chr3	98042952	98043253	Stable	0	NA	0
chr2	29889417	29890927	Stable	0	NA	0
chr17	46032835	46032962	Stable	5	240000	4
chr18	49549685	49549810	Stable	0	NA	0
chr4	127215217	127215335	Stable	0	NA	0
chr6	149408705	149409482	Stable	0	NA	0
chr14	70627821	70627982	Stable	1	165000	0
chr4	106978573	106978764	Stable	0	NA	0
chr6	145210805	145211264	Stable	4	1286250	2
chr10	10913727	10914037	Stable	0	NA	0
chr9	103480219	103480418	Stable	4	318750	1
chr10	85481259	85481388	Stable	1	275000	0
chr2	145588434	145588877	Stable	3	481666.666666667	1
chr7	92741202	92741776	Stable	7	727142.857142857	5
chr11	66984956	66985103	Stable	4	541250	2
chr5	136929158	136929455	Stable	1	180000	0
chr10	72654634	72655139	Stable	3	1308333.33333333	3
chr5	30869480	30870081	Stable	1	50000	1
chr16	49504216	49504376	Stable	5	654000	2
chr15	76135092	76135315	Stable	1	45000	1
chr5	143902244	143902413	Stable	0	NA	0
chrX	108832775	108833128	Stable	2	602500	2
chrX	10450710	10450951	Stable	1	1e+05	0
chr3	51340360	51341340	Stable	0	NA	0
chr3	133091774	133092278	Stable	5	844000	3
chr1	36303428	36303551	Stable	0	NA	0
chr3	101577312	101577831	Stable	5	188000	3
chr17	17826671	17826981	Stable	7	6846428.57142857	5
chr10	128368844	128369289	Stable	2	77500	0
chr3	28264139	28264285	Stable	6	137500	0
chr7	3333688	3333779	Stable	1	110000	0
chr13	111687562	111687762	Stable	3	391666.666666667	3
chr5	107279266	107279696	Stable	1	150000	0
chr4	107979592	107979837	Stable	0	NA	0
chr9	101182056	101182353	Stable	2	837500	1
chr3	55248443	55248799	Stable	1	110000	0
chr2	129544406	129545323	Stable	4	1897500	2
chr19	46328030	46328894	Stable	0	NA	0
chr4	85250855	85251124	Stable	2	70000	1
chr19	25259059	25259196	Stable	0	NA	0
chr2	32727411	32727831	Stable	0	NA	0
chr13	111686198	111686406	Stable	3	391666.666666667	3
chr3	136833935	136834246	Stable	1	160000	1
chr7	101030851	101031077	Stable	1	125000	0
chr13	43875032	43875150	Stable	1	4e+05	1
chr2	153393067	153393502	Stable	0	NA	0
chr9	119979799	119979965	Stable	0	NA	0
chr16	22430266	22430617	Stable	4	318750	2
chr12	112881568	112881693	Stable	0	NA	0
chr9	118489599	118489955	Stable	4	406250	0
chr18	75525575	75525933	Stable	0	NA	0
chr1	164457647	164458914	Stable	8	1804375	4
chr13	24945699	24945893	Stable	0	NA	0
chr17	24894999	24895398	Stable	4	512500	4
chr10	128195027	128195452	Stable	2	75000	1
chr17	27562322	27562414	Stable	2	130000	1
chr4	62481068	62481127	Stable	0	NA	0
chr12	33235904	33236177	Stable	0	NA	0
chr11	35553886	35553976	Stable	0	NA	0
chr11	119219857	119220136	Stable	0	NA	0
chr1	128359420	128359908	Stable	1	475000	0
