gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Col5a3	invariant	0.0263490556751594	0.971801489165372	25.2624947128471	-0.009386	0.003698	-0.009439	10	0	0	0.383614	0.387312	0.052817
Icam1	invariant	-0.0952103322427815	0.95209954913649	9.05155158137053	-0.023269	-0.052602	-0.079277	13	2	4	0.455789	0.403187	-0.083599
Pde4a	invariant	0.0999844076069933	0.758983716948841	511.206590837314	-0.017262	-0.017162	-0.133774	13	1	2	0.552281	0.535119	-0.229188
Keap1	invariant	0.0859034026853665	0.791632666537042	164.716955793967	0.020242	0.033183	0.342758	9	1	0	0.469657	0.50284	0.642106
Atg4d	invariant	0.061005534654389	0.867761980644222	202.235146968876	-0.014618	0.018137	-0.15707	5	2	1	0.321333	0.33947	0.228223
Kri1	invariant	-0.0545467057898817	0.890181680081981	127.699071791276	-0.021797	0.002129	-0.354504	6	2	1	0.519494	0.521623	-0.089563
Qtrt1	invariant	0.0908957895143158	0.818179213601271	83.8236608355655	0.011742	0.001791	0.09626	12	2	0	0.489943	0.491734	-0.223686
Dnm2	invariant	-0.078376026466044	0.770810424322646	1726.48323984484	0.011652	0.020455	0.124075	8	1	0	0.258075	0.27853	0.215936
Carm1	invariant	0.0650164802937662	0.843348747224198	814.110211082487	-0.004621	-0.005161	-0.045488	7	0	0	0.250417	0.245256	-0.045311
Yipf2	invariant	0.0438699342686722	0.902270407240709	184.714365639138	-0.009802	-0.013892	-0.085892	9	0	0	0.333338	0.319446	0.012706
Ldlr	invariant	-0.0657539256068469	0.788565078140098	439.76017908383	-0.01898	-0.003164	-0.150046	8	2	1	0.584298	0.581134	0.222312
Zfp653	invariant	0.0381081823132884	0.924345339685611	217.719151376122	0.020442	-0.01632	0.144039	10	1	2	0.433561	0.417241	-0.895893
Elof1	invariant	0.0332933486479587	0.923221642172975	170.398126083184	0.014636	0.001879	0.081477	14	2	0	0.533568	0.535447	-0.247804
Zfp809	invariant	-0.0635002850628947	0.839260095114453	120.087740298398	-0.011958	0.023759	-0.081647	10	1	1	0.290336	0.314095	0.035896
Zfp810	invariant	-0.0456896143589814	0.897637064253469	470.581256113665	-0.012489	0.011391	-0.067123	9	2	1	0.263059	0.27445	-0.037336
Bmper	invariant	-0.0127189140034031	0.983176636384213	100.645085275805	-0.069563	-0.10638	-0.037951	6	1	2	0.303083	0.196703	0.029118
Herpud2	invariant	0.0171537132638464	0.950025548565408	927.892985534951	0.061821	0.076311	0.267251	3	2	0	0.181239	0.25755	0.321559
B3gat1	invariant	0.0541210138739521	0.856738005225512	743.730504122999	-0.022261	-0.027627	-0.024495	8	1	2	0.2758	0.248173	0.003928
Thyn1	invariant	0.00366988932847712	0.994160788783439	104.606392032781	0.010076	0.027695	0.050211	6	1	0	0.199717	0.227412	0.136709
Ncapd3	invariant	0.0189277181141701	0.94736300081961	1121.47092176418	-0.013711	-0.018882	-0.028636000000000002	8	0	1	0.376419	0.357537	0.062503
Ntm	invariant	-0.0430572659730155	0.923568900701523	107728.895011085	-0.02754	-0.015016	-0.097659	6	2	1	0.254326	0.23931	0.155178
Zbtb44	invariant	-0.0706854640722369	0.74023326781076	1045.55499285189	0.018361	0.005177	0.09093	3	1	1	0.130396	0.135573	0.0265
Prdm10	invariant	-0.0225161791473018	0.946628212910006	950.311766911658	-0.021168	-0.004837	-0.32656	6	2	1	0.300145	0.295308	-0.386241
Nfrkb	invariant	0.00855675173824776	0.974214309994408	854.093486019042	-0.028474	-0.091098	-0.129364	7	0	5	0.47967	0.388572	-0.456508
Fli1	invariant	0.0860561337700573	0.846611653284655	187.428672510264	0.030946	-0.042519	0.031999	11	3	6	0.269473	0.226954	0.020771
Ets1	invariant	0.0791561928003201	0.856018920342486	316.672935427015	0.043733	0.016496	0.047945	8	4	3	0.259119	0.275615	0.065894
Pus3	invariant	0.0524877016822006	0.94736300081961	29.4049812936108	0.019411	0.006324	0.022967	7	2	2	0.416221	0.422545	-0.29199
Fez1	invariant	0.0529190146586127	0.77577594935332606	2101.91163095329	0.016261	0.002311	0.079955	9	1	1	0.670528	0.672839	-0.068394
Slc37a2	invariant	-0.00916395565109338	0.986450474294346	62.3587611483733	-0.026927	0.01754	-0.025445	14	4	2	0.429628	0.447168	0.141739
Ccdc15	invariant	-0.0503615696576933	0.832974979588373	243.987630090595	0.018108	0.031233	0.114425	11	2	3	0.28024	0.311473	0.330062
Tbrg1	invariant	-0.0417695624121437	0.881440516244719	275.237395609857	0.052414	0.025668	0.111758	10	4	3	0.362282	0.38795	0.039997
Zfp202	invariant	0.0197249065902767	0.953975551361283	216.439101352194	-0.019751	-0.006291	-0.066401	10	2	2	0.314603	0.308312	0.006848
Scn3b	invariant	3.74170321495432e-4	0.999148954082368	883.386976025482	0.016899	0.040108	0.088868	15	3	1	0.537768	0.577876	0.293609
Mir100hg	invariant	-0.0660697379511489	0.873341405754213	2358.62300341402	0.021023	0.074045	0.058913	10	5	1	0.216889	0.290934	0.312747
Tlcd5	invariant	-2.95045936530402e-4	0.999148954082368	185.503548871967	-0.00636	-0.016987	-0.026359	3	0	0	0.209019	0.192032	-0.03893
Rnf26	invariant	0.0737665661919772	0.796295203170339	181.073767257803	-0.05169	-0.027555	-0.746572	11	2	2	0.428245	0.40069	-0.930611
Cbl	invariant	0.0346504777847858	0.852356281254227	1516.5901163582	-0.023304	-0.072343	-0.204719	10	0	2	0.358971	0.286628	-0.731414
Hinfp	invariant	0.0206937472395787	0.958294509096502	172.427916065442	-0.024733	-0.005814	-0.28169	8	0	1	0.310714	0.3049	-0.209162
C2cd2l	invariant	-0.0455294116475184	0.904185873938921	596.77581436892	-0.011273	0.001951	-0.134616	9	0	1	0.367761	0.369712	-0.002321
Vps11	invariant	-0.0160290449182134	0.952172418223841	395.090937216519	0.011708	0.014071	0.070335	11	1	1	0.453554	0.467625	-0.029575
Slc37a4	invariant	0.0521478308293127	0.879001552796596	110.822654842504	0.013293	0.026222	0.007605	6	1	0	0.201206	0.227428	-0.100618
Arcn1	invariant	0.0947695002813247	0.715791412179962	1537.07221179578	0.010102	-0.003062	0.08063	6	1	0	0.292706	0.289644	-0.145513
Ift46	invariant	0.0659537189774021	0.807934959934935	351.29740450375	0.010098	-0.003056	0.080645	6	1	0	0.293067	0.290011	-0.145613
Mpzl3	invariant	-0.0809074761693527	0.891113954547549	46.4494788032249	0.009433	0.012376	0.150759	5	0	0	0.444179	0.456555	0.521403
Fxyd6	invariant	-0.0331318923807814	0.931573252915353	2822.91556361619	-0.052834	-0.099634	-0.70575	9	1	3	0.460232	0.360598	-2.244595
Cep164	invariant	-0.0205641322241676	0.962870546047663	511.25557172141	-0.028021	0.004943	-0.227966	6	3	1	0.315427	0.32037	0.02796
Bace1	invariant	0.054434748210502	0.720502985430426	1785.63087353856	-0.015218	0.003513	-0.127642	7	1	2	0.295364	0.298877	-0.079237
Pcsk7	invariant	-0.0627784280817223	0.780958592053538	498.687174555537	-0.0303	-0.034389	-0.250916	5	0	2	0.198418	0.164029	-0.265573
Sidt2	invariant	0.0517917843369011	0.852474160595761	795.952596729094	-0.015837	-0.056995	-0.165644	7	0	3	0.283924	0.226929	-0.609831
Zpr1	invariant	0.0205948406682102	0.953106026293845	184.730961956475	-0.010923	0.001419	-0.059036	8	0	1	0.260835	0.262254	0.04072
Rexo2	invariant	0.00961286611151804	0.975443398666976	260.836081391941	0.016587	0.019443	0.068483	2	1	0	0.240174	0.259617	0.080147
Rbm7	invariant	-0.0550932198935408	0.849290302753913	313.966359213942	-0.012801	-0.015708	-0.052233	2	0	1	0.140049	0.124341	-0.04713
Gm5617	invariant	0.0869531560291647	0.906150956977375	19.9014938422305	-0.012802	-0.015731	-0.052231	2	0	1	0.139861	0.12413	-0.04727
Bco2	invariant	0.0119346803265588	0.992885934180154	9.84236924317368	-0.021141	-0.007395	-0.042359	8	3	2	0.297551	0.290156	-0.053834
Il18	invariant	-0.0263233687847671	0.974251788882212	26.4372319651149	0.01102	0.027535	0.023348	7	1	0	0.277411	0.304946	0.088637
Sdhd	invariant	0.0909754150890502	0.725368644219241	483.747308504688	0.010497	0.00723	0.040871	7	1	0	0.256696	0.263926	-0.008075
Pih1d2	invariant	-0.0543776966985946	0.96246479291534	13.4251171670081	-0.019268	-0.011862	-0.087671	9	0	2	0.421886	0.410024	0.036099
Dlat	invariant	0.0555988753981228	0.794085156408486	865.538632014945	0.015899	0.0198	0.093936	8	1	0	0.326248	0.346048	0.11966
Sik2	invariant	-0.096373946693976	0.707259508169583	1284.65696547052	-0.019746	-0.028119	-0.111846	9	1	2	0.380555	0.352436	-0.247705
Fdx1	invariant	0.0573219017886012	0.875306599740578	153.670967350819	-0.020163	-0.005522	-0.052427	8	1	2	0.188769	0.183247	0.02948
Rdx	invariant	0.0660053224894345	0.606607889880947	2043.42342629734	0.061929	0.080744	0.185885	7	3	1	0.44469	0.525434	0.252934
Atm	invariant	-0.0411053936633911	0.85973424036388	847.798426060649	-0.012431	-0.007784	-0.071932	5	0	1	0.15734	0.149556	-0.063104
Dmxl2	invariant	-0.0463426240466294	0.838135404884317	6274.46816221305	-0.01455	-0.011542	-0.091115	4	1	1	0.148149	0.136607	-0.088649
Idh3a	invariant	-0.0145347952510271	0.966914887802636	1332.58995416923	-0.016949	-0.018792	-0.082816	4	0	1	0.181543	0.162751	-0.114024
Acsbg1	invariant	-0.0922927748175943	0.796295203170339	732.516601903602	-0.018167	-0.083474	-0.045901	10	0	5	0.379323	0.295849	-0.204837
Ireb2	invariant	0.0818804183016368	0.698683966268324	2170.39160265604	0.015299	0.032439	0.061364	6	1	0	0.153354	0.185793	0.117965
Fbxo22	invariant	-0.0520798070097223	0.901490964891321	226.833374361258	-0.019719	-0.056182	-0.11829	6	0	3	0.31706	0.260878	-0.333971
Scaper	invariant	-0.0218883913089548	0.94736300081961	2800.06396951615	-0.019291	-0.017875	-0.07234	6	1	3	0.166532	0.148657	-0.092163
Lingo1	invariant	-0.0949555186635676	0.698682106603491	3355.9710847384	-0.018127	0.010141	0.102942	7	1	1	0.37219	0.382331	0.952638
Snx33	invariant	-0.00534067607871259	0.992007363191311	99.6181298531916	0.028912	0.045386	0.197409	8	2	0	0.444591	0.489977	0.426424
Man2c1	invariant	-0.0547344257897564	0.872386227546616	249.583167184037	-0.017917	-0.027845	-0.070671	6	0	2	0.400265	0.37242	-0.028075
Neil1	invariant	-0.0324180562276828	0.950384161102922	74.3101674410392	-0.011416	-0.018768	-0.019949	6	0	1	0.3342	0.315432	0.058587
Commd4	invariant	-0.0241264530904965	0.957778349078262	152.912460520896	0.016116	0.037942	0.201983	6	2	0	0.430779	0.468721	0.460721
Ppcdc	invariant	-0.0343644684094936	0.919337437902015	176.410922708969	0.025361	0.03207	0.123065	8	1	0	0.30993	0.342	0.120636
Fam219b	invariant	-0.0816749210966505	0.701720545556566	227.938193983334	-0.016243	-0.016572	-0.10753	7	0	2	0.284806	0.268234	-0.039478
Clk3	invariant	0.0656060431977287	0.681029143320613	695.342206834536	0.010363	0.015304	0.130635	5	1	0	0.258973	0.274277	0.342896
Cyp11a1	invariant	-0.0355772550858654	0.95995437284607	37.6888518837474	0.013091	0.016549	0.139835	13	2	1	0.55417400000000006	0.570723	0.367109
Stoml1	invariant	-0.0925683304551082	0.707131194116593	288.854645424284	-0.036548	-0.048737	-0.314946	6	1	2	0.255084	0.206347	-0.516953
Adpgk	invariant	0.0528839241766188	0.793833704485084	297.800468227108	0.014432	0.027262	0.052381	4	1	0	0.109928	0.13719	0.077723
Senp8	invariant	-0.0434396280633317	0.89739753490317	161.048903822292	0.011676	0.022444	0.073739	3	1	0	0.074586	0.09703	0.141693
Larp6	invariant	-0.00283704158622999	0.995590186243413	449.331712005268	-0.054516	-0.067767	-0.392618	5	0	2	0.272272	0.204505	-0.514177
Tle3	invariant	0.0460902402392891	0.826370911774329	2446.55532044594	0.049151	0.005416	0.79137	5	1	2	0.535055	0.540471	0.83856
Paqr5	invariant	0.0287885492934438	0.979725581855408	39.0562197127509	0.033531	0.051332	0.121335	10	2	0	0.32244	0.373772	0.233693
Itga11	invariant	0.0272791172762107	0.974481643762096	93.477631812459	0.016367	0.020258	0.058364	8	1	1	0.245021	0.265279	0.206721
Calml4	invariant	-0.0425215503546685	0.96295999421027	22.2487585938246	-0.022163	0.015856	-0.062115	11	5	2	0.320752	0.336608	0.118634
Dis3l	invariant	-0.0775262840402156	0.794481849744583	302.636855186882	0.016427	0.007422	0.234183	9	1	0	0.235476	0.242898	0.333519
Dennd4a	invariant	0.00758344573047454	0.983046948784199	1643.76161020272	0.008584	0.006209	0.046463	2	0	0	0.068195	0.074404	0.02235
Slc24a1	invariant	0.0774220450813884	0.913817465393644	25.8890036867296	0.011325	-0.007036	0.056029	7	1	0	0.356638	0.349602	0.103973
Ints14	invariant	-0.0286744258175024	0.917195135025466	676.229680923517	-0.008622	-0.003276	-0.032536	5	0	0	0.180191	0.176915	0.034629
Dpp8	invariant	0.0326809898091689	0.90672885992179	2485.18279548565	0.03465	0.032491	0.237587	3	1	0	0.230342	0.262833	0.233044
Igdcc4	invariant	0.081415939825637	0.81298270984486	602.381615390846	-0.018078	-0.00607	-0.067914	10	2	1	0.339996	0.333926	0.203313
Parp16	invariant	-0.015108575006495	0.982868374799897	38.1178980260081	-0.013542	-0.038654	-0.228574	7	0	2	0.46648	0.427826	-0.740604
Clpx	invariant	-0.0246887461874356	0.942447878213616	418.3866459568	-0.017613	-0.035874	-0.14488	7	0	2	0.302949	0.267075	-0.422149
Pdcd7	invariant	0.0395987966825267	0.892074153389232	240.866702124062	-0.017932	-0.027672	-0.093549	6	0	2	0.160567	0.132895	-0.17289
Spg21	invariant	0.046842393254456	0.875867414111901	265.000203563087	-0.009986	-0.00959	-0.04371	3	0	0	0.074643	0.065053	-0.034964
Snx1	invariant	0.0163813123973282	0.94763401896363	606.506875364746	0.023496	0.02072	0.04817	6	1	1	0.375781	0.396501	-0.055512
Ciao2a	invariant	0.00347102710207869	0.994160788783439	133.794143301543	0.023496	0.02072	0.04817	6	1	1	0.375783	0.396503	-0.05551
Dapk2	invariant	0.0127736574360593	0.992161910036309	15.1861733161512	0.02799	0.006142	0.069097	12	4	5	0.442951	0.449093	-0.254515
Herc1	invariant	0.0524519218303762	0.78719054274327	6370.48592913428	-0.058808	-0.081043	-0.484069	9	1	3	0.441065	0.360022	-0.77914
Fbxl22	invariant	-0.0122096722780486	0.983176636384213	215.475808985949	0.047495	0.019845	0.810061	10	1	1	0.76521	0.785055	0.647035
Usp3	invariant	-0.0736935245537231	0.847874326397534	4452.43856122293	0.025199	0.013411	0.366827	8	1	0	0.610544	0.623955	0.136659
Rps27l	invariant	0.0743747779616029	0.86100620468934	100.665011784016	-0.011673	0.003457	-0.083426	11	0	1	0.370298	0.373755	-0.109865
Lactb	invariant	-0.0887692425259704	0.759800164697016	172.790538130654	0.01143	0.001354	0.030896	6	2	1	0.291396	0.29275	-0.129656
Ice2	invariant	0.0125856318695042	0.971618638504676	579.145562395184	-0.023867	-0.03689	-0.083482	6	0	3	0.177711	0.140821	-0.147495
Bnip2	invariant	-0.0319284132174375	0.869537925540061	753.33726851666	0.018288	0.008893	0.025978	3	1	0	0.099472	0.108365	-0.013092
Mindy2	invariant	-0.0104289045234537	0.977653710038849	4174.38168595618	-0.028863	-0.010608	-0.368281	7	2	2	0.445928	0.43532	-0.608761
Tcf12	invariant	-0.061341067832512	0.774676703469229	7869.34867699045	-0.024647	-0.100609	-0.122194	7	0	4	0.440238	0.339629	-0.531514
Zfp280d	invariant	-0.0821978229797752	0.725783912529807	3204.01130171348	-0.028027	-0.066391	-0.144192	6	1	4	0.176269	0.109878	-0.377556
Mns1	invariant	0.0521206869322449	0.952172418223841	53.6870671769559	-0.021861	0.010677	-0.047236	11	1	2	0.327036	0.337713	0.050728
Prtg	invariant	-0.0672271258262753	0.900082912770354	219.173399932494	-0.019114	-0.023034	-0.024413	8	0	3	0.225277	0.202243	0.051812
Tmod3	invariant	0.0718596896958312	0.577758449301004	792.403795773906	-0.013358	-0.027325	-0.080464	10	1	2	0.352888	0.325563	-0.321399
Tmod2	invariant	0.0180101179743277	0.944522445435428	3990.89401378813	0.024429	0.047175	0.109636	11	2	0	0.401011	0.448186	0.145904
Lysmd2	invariant	0.0854937200028161	0.707131194116593	260.669474209139	-0.012488	-0.024417	-0.119421	5	0	1	0.301233	0.276816	-0.311609
Scg3	invariant	0.0433503062361584	0.782521597248334	2494.69591313556	0.017271	-0.00905	0.078152	5	1	0	0.218322	0.209272	-0.122064
Elovl5	invariant	0.00411908073575646	0.986450474294346	1390.8839541598	-0.039765	-0.022384	-0.390926	5	0	1	0.48706	0.464676	-0.354809
Fbxo9	invariant	-0.0599642341280628	0.761187511488383	680.63287158632	0.010292	0.001923	0.02412	4	1	0	0.404172	0.406095	-0.053949
Cox7a2	invariant	0.0752881801849561	0.833160642538014	661.857787996602	0.036681	7.48e-4	0.104785	4	1	1	0.238459	0.239207	-0.034009
Senp6	invariant	0.0716630513144797	0.591871698977117	2931.10635003488	-0.03163	-0.012916	-0.088968	5	2	1	0.222322	0.209406	-0.010955
Irak1bp1	invariant	0.0546385894939059	0.841198560045591	239.066373095637	0.018965	0.027936	0.048618	7	2	0	0.15441	0.182346	0.051932
Elovl4	invariant	0.0294964645134828	0.933687281006324	1032.18454104802	-0.036902	0.05219	-0.108472	6	4	1	0.335365	0.387555	0.266848
Ibtk	invariant	0.0202686514772993	0.918676016795547	1218.09727097251	-0.042186	-0.068741	-0.30589	5	0	3	0.287611	0.21887	-0.567157
Rwdd2a	invariant	-0.0236760316024178	0.966885805828266	43.6477108932961	-0.013677	-0.039076	-0.04708	7	0	2	0.294006	0.25493	-0.118926
Cyb5r4	invariant	-0.0419867346959623	0.850586823011807	1140.5941184571	-0.024732	-0.048299	-0.157051	7	1	2	0.550856	0.502557	-0.283362
Snx14	invariant	0.0452212321469959	0.891815825329901	595.413014635845	-0.020562	-0.057745	-0.103946	6	0	2	0.298042	0.240297	-0.293181
Zfp949	invariant	-0.0791412830645805	0.72720107390179	326.730406570522	-0.029898	-0.035234	-0.102791	8	1	2	0.429643	0.394409	-0.033781
Mthfsl	invariant	-0.0136527694001724	0.974701487857547	399.484430347776	0.04827	0.042074	0.131438	9	2	2	0.368576	0.41065	0.191618
Tbc1d2b	invariant	-0.0554786083190964	0.85743902290853	506.895005186343	0.027931	0.007677	0.08337	15	4	3	0.443073	0.45075	-0.231261
Zic1	invariant	0.00199558968498778	0.996737853211969	8800.85601159337	-0.018394	-0.008213	-0.474141	23	5	4	0.747826	0.739613	-3.410956
Chst2	invariant	-0.00561677793456016	0.989709415802005	606.371733806793	-0.041493	-0.051029	-0.095861	6	1	2	0.178161	0.127132	-0.068197
U2surp	invariant	-0.0510524141796301	0.814215773602421	2936.01794899347	-0.104994	-0.079067	-0.745744	7	0	2	0.381825	0.302758	-0.834233
Xrn1	invariant	0.0343859248222456	0.879655440670778	1688.5451371296	-0.013732	-0.027424	-0.045184	7	0	3	0.218421	0.190997	-0.114167
Rnf7	invariant	0.043101505378681	0.918676016795547	318.820741190403	0.022597	0.020404	0.041276	7	2	1	0.270954	0.291358	-0.049679
Spsb4	invariant	0.0535457506550159	0.9486529174448	257.873739610067	-0.024214	-0.04532	-0.030421	8	1	2	0.290516	0.245196	0.003823
Mrps22	invariant	0.0217152812010422	0.941464937281573	248.590214233463	-0.029333	-0.046075	-0.043824	9	2	4	0.31311	0.267035	0.01136
Faim	invariant	-0.0842704584793015	0.70400118325001	232.949701769728	-0.011143	0.007644	-0.050408	4	0	1	0.269139	0.276783	-0.098575
Armc8	invariant	-0.0836722405699906	0.719829085808582	2784.84849446925	0.021177	0.0071	0.049927	6	1	1	0.224781	0.231881	-0.034993
Dbr1	invariant	-0.0852766076797077	0.77577594935332606	149.261616443303	-0.023068	-0.027845	-0.09279	6	1	2	0.328132	0.300287	-0.117416
Pccb	invariant	0.0134479751052879	0.952172418223841	516.444776683714	-0.015266	-0.02388	-0.116399	6	0	2	0.331209	0.307329	-0.272014
Msl2	invariant	0.0724802864881693	0.724886780481386	1702.10896162108	-0.037607	-0.00419	-0.301691	8	4	2	0.349444	0.345254	-0.127039
Ephb1	invariant	0.0188063582353988	0.97582777696058	18816.6904776191	0.019106	0.011422	0.280023	10	3	2	0.448064	0.459486	0.90044
Cep63	invariant	-0.0610225971364908	0.791632666537042	243.324109685486	0.006838	0.017147	0.061193	5	0	0	0.1278	0.144947	0.158552
Anapc13	invariant	0.00613199686038689	0.988069714647218	168.14509008898	0.006841	0.017138	0.061201	5	0	0	0.127641	0.144779	0.158398
Ryk	invariant	0.0505311287976536	0.807350717549551	1466.53947549513	0.024996	0.03028	0.155991	4	1	0	0.193907	0.224187	0.219407
Srprb	invariant	0.0875930742935038	0.68361852555272	241.400314574024	-0.023353	0.014923	-0.131925	11	0	1	0.394316	0.409239	0.501217
Mrpl3	invariant	0.0354315963874713	0.873538223196099	719.078650079138	-0.032344	0.085111	-0.057306	8	6	1	0.152521	0.237632	0.144073
Nek11	invariant	-0.04883401929168	0.957666592609601	25.2306481360067	0.005416	0.008797	0.014656	4	0	0	0.08852	0.097317	0.026576
Aste1	invariant	-0.0268014668388064	0.958766578246552	148.629723783822	0.005416	0.008797	0.014655	4	0	0	0.088515	0.097312	0.026571
Atp2c1	invariant	-0.0324721403196415	0.918541106142345	2084.45627281872	-0.234681	-0.473245	-0.593571	6	0	6	0.473245	0	-1.196963
Pik3r4	invariant	0.00340774453781126	0.990502209857101	551.502478545644	0.01142	-0.007048	0.037322	4	1	0	0.17247	0.165422	0.010272
Ppm1m	invariant	-0.0600012079844924	0.91890654523639	42.2849243996679	-0.027119	-0.029434	-0.372449	12	0	2	0.6034	0.573966	-0.883714
