chr1	x1	x2	chr2	y1	y2	ctrl_merge	mut_merge
chr3	70100000	70110000	chr3	70400000	70410000	152.895171423753	184.61693563063932
chr3	144530000	144540000	chr3	144710000	144720000	172.5021955966947	160.49879282712934
chr3	65660000	65670000	chr3	65990000	66000000	178.836089948813	150.848453005155
chr3	65390000	65400000	chr3	65650000	65660000	220.17588269710532	193.141645590464
chr3	62210000	62220000	chr3	62450000	62460000	127.40022591749819	134.857689619064
chr3	130180000	130190000	chr3	130690000	130700000	74.62354399760564	99.45233883460371
chr3	87240000	87250000	chr3	87560000	87570000	100.8003251751266	115.27462037404366
chr3	66410000	66420000	chr3	67270000	67280000	147.52054393291465	162.33237365881567
chr3	66330000	66340000	chr3	67260000	67270000	121.0139920711518	136.64584473768866
chr3	37460000	37470000	chr3	38110000	38120000	149.70544040203097	125.298629740874
chr3	92150000	92160000	chr3	92990000	93000000	104.14062452316286	93.19957913955038
chr3	35100000	35110000	chr3	35480000	35490000	137.1686336994173	175.65677247444805
chr3	158210000	158220000	chr3	159280000	159290000	67.09188892443973	110.66944915056233
chr3	17830000	17840000	chr3	18150000	18160000	62.708702365557336	44.682119806607574
chr4	142180000	142190000	chr4	142230000	142240000	978.5561121304844	939.434717496236
chr4	128970000	128980000	chr4	129040000	129050000	977.0842555363982	932.0206518173208
chr4	119810000	119820000	chr4	119930000	119940000	423.2809518178306	407.040926615397
chr4	140040000	140050000	chr4	140090000	140100000	940.960006078084	976.3109887440993
chr4	102230000	102240000	chr4	102320000	102330000	495.54256169001263	517.9533274968467
chr4	153410000	153420000	chr4	153480000	153490000	446.0253032048543	441.6895701090497
chr4	148700000	148710000	chr4	149070000	149080000	494.0590716997783	582.5422077178956
chr4	14810000	14820000	chr4	14860000	14870000	1012.9899927775056	942.9194126129156
chr4	8870000	8880000	chr4	9090000	9100000	345.065982500712	311.90507364273066
chr4	64800000	64810000	chr4	65120000	65130000	212.95360906918836	187.55390314261135
chr4	131100000	131110000	chr4	131360000	131370000	224.01296186447166	227.80394530296334
chr4	124860000	124870000	chr4	124930000	124940000	413.0527105331423	430.53565216064436
chr4	103210000	103220000	chr4	103340000	103350000	372.97994335492467	371.88155953089404
chr4	99660000	99670000	chr4	99760000	99770000	423.61649545033805	393.16079505284637
chr4	66520000	66530000	chr4	66690000	66700000	305.04245313008636	284.001234849294
chr4	64140000	64150000	chr4	64280000	64290000	392.39115095138567	333.7710892359417
chr4	47120000	47130000	chr4	47250000	47260000	304.870204607646	324.17023229599033
chr4	47580000	47590000	chr4	47870000	47880000	303.74181763331063	282.16348870595306
chr4	142150000	142160000	chr4	142390000	142400000	236.58035834630334	226.37477223078403
chr4	126420000	126430000	chr4	126470000	126480000	913.6080862681056	916.0500806172687
chr4	11960000	11970000	chr4	12080000	12090000	320.533220052719	303.9817680517833
chr4	119290000	119300000	chr4	119530000	119540000	216.99120148022965	205.02152864138301
chr4	114400000	114410000	chr4	114630000	114640000	184.31244842211402	237.10157616933168
chr4	11000000	11010000	chr4	11150000	11160000	383.3751290639243	350.0819636185963
chr4	13240000	13250000	chr4	13770000	13780000	281.21578947703034	253.9252519607547
chr4	82690000	82700000	chr4	82930000	82940000	246.0541490713757	202.41985702514634
chr4	39210000	39220000	chr4	39340000	39350000	287.436186393102	345.76506479581167
chr4	13140000	13150000	chr4	13830000	13840000	196.195035457611	161.75683136781063
chr4	63480000	63490000	chr4	63940000	63950000	343.913046836853	321.7985228697457
chr4	13090000	13100000	chr4	13770000	13780000	265.56068833669	253.86340614159903
chr4	56780000	56790000	chr4	56900000	56910000	258.468964576721	279.52501281102496
chr4	102670000	102680000	chr4	102740000	102750000	328.378914674123	341.4204263687134
chr4	115780000	115790000	chr4	116070000	116080000	106.45090166727704	99.00855621695503
chr4	25280000	25290000	chr4	26240000	26250000	265.16409889857	242.58004864056898
chr4	154880000	154890000	chr4	155250000	155260000	122.41865571339933	122.45449286699301
chr4	77080000	77090000	chr4	77510000	77520000	213.94967460632333	341.1520040035247
chr4	32770000	32780000	chr4	33110000	33120000	314.01505613327004	270.84472326437634
chr4	142000000	142010000	chr4	142240000	142250000	156.830492417018	140.551056742668
chr4	68020000	68030000	chr4	69190000	69200000	100.67700262864436	104.9907166957856
chr4	97670000	97680000	chr4	98700000	98710000	45.980123539765664	55.308784951766334
chr5	117840000	117850000	chr5	117900000	117910000	966.8112579981497	959.9961741765346
chr5	66560000	66570000	chr5	66610000	66620000	932.0426721572867	882.3061741193133
chr5	27150000	27160000	chr5	27260000	27270000	454.1340621312463	430.49233245849604
chr5	117120000	117130000	chr5	117180000	117190000	910.8102394739784	899.547108332316
chr5	147960000	147970000	chr5	148010000	148020000	1009.7932504018154	871.2961773872375
chr5	146770000	146780000	chr5	146830000	146840000	663.9904445012406	602.7818775177001
chr5	16000000	16010000	chr5	16050000	16060000	966.714313824972	848.785469690959
chr5	130450000	130460000	chr5	130820000	130830000	408.99088446299237	406.5652969678244
chr5	106270000	106280000	chr5	106360000	106370000	444.07886393864936	404.08999760945636
chr5	38630000	38640000	chr5	38680000	38690000	676.524871667226	656.2909415562947
chr5	118110000	118120000	chr5	118240000	118250000	337.945169130961	340.733394384384
chr5	124930000	124940000	chr5	125100000	125110000	444.85730314254766	430.744954744975
chr5	73940000	73950000	chr5	74060000	74070000	427.67168251673394	404.2062929471333
chr5	122920000	122930000	chr5	123050000	123060000	470.37574005126936	478.13421360651665
chr5	64100000	64110000	chr5	64170000	64180000	595.196967601776	555.0312461853026
chr5	121710000	121720000	chr5	121840000	121850000	395.900970141093	419.0120463371277
chr5	15520000	15530000	chr5	15580000	15590000	591.2679786682127	427.0893400510153
chr5	114310000	114320000	chr5	114380000	114390000	430.103529771169	452.57317924499495
chr5	33390000	33400000	chr5	33540000	33550000	294.3759910265607	359.4813526471457
chr5	5510000	5520000	chr5	5690000	5700000	400.72021261851	399.56953080495197
chr5	53490000	53500000	chr5	53580000	53590000	444.00160376230866	387.7571358680727
chr5	52950000	52960000	chr5	53040000	53050000	493.9582835833233	451.059115409851
chr5	140440000	140450000	chr5	140500000	140510000	584.0289096832277	580.8201201756793
chr5	131080000	131090000	chr5	131420000	131430000	258.96633394559234	253.22886637846634
chr5	22010000	22020000	chr5	22480000	22490000	423.4607400894167	401.52480602264404
chr5	142140000	142150000	chr5	142310000	142320000	249.38431318600965	271.66279919942235
chr5	25020000	25030000	chr5	25160000	25170000	345.0073595046997	324.16664997736603
chr5	84270000	84280000	chr5	84410000	84420000	278.78145599365234	423.8518233299257
chr5	32040000	32050000	chr5	32130000	32140000	413.88417243957537	420.9641836484277
chr5	137780000	137790000	chr5	138110000	138120000	210.39553447564467	185.630775372187
chr5	131150000	131160000	chr5	131420000	131430000	300.06205582618696	279.676645755768
chr5	31290000	31300000	chr5	31450000	31460000	211.73258129755666	203.21815403302534
chr5	22540000	22550000	chr5	23220000	23230000	208.31199502944932	238.609376271566
chr5	145470000	145480000	chr5	145520000	145530000	1844.1630705197665	1584.6633208592732
chr5	64380000	64390000	chr5	64500000	64510000	257.4208873112997	286.95641048749303
chr5	144550000	144560000	chr5	144730000	144740000	222.88067793846133	221.05189037323
chr5	116750000	116760000	chr5	117060000	117070000	200.02947362263998	192.63866964976
chr5	91030000	91040000	chr5	91300000	91310000	246.05725733439135	244.20093407233568
chr5	41050000	41060000	chr5	41120000	41130000	348.06765111287467	326.3910292784373
chr5	150430000	150440000	chr5	150660000	150670000	242.24971485137903	213.39920210838298
chr5	132890000	132900000	chr5	133260000	133270000	161.84322573741267	141.847533941269
chr5	35780000	35790000	chr5	35970000	35980000	220.80563863118468	203.1832941373187
chr5	140870000	140880000	chr5	142320000	142330000	286.9321594238283	257.9250727494557
chr5	27850000	27860000	chr5	28090000	28100000	178.55608081817635	210.25008984406801
chr5	75380000	75390000	chr5	75850000	75860000	83.69582978884377	100.57881661256143
chr5	73850000	73860000	chr5	74430000	74440000	159.938407341639	137.84240013361003
chr5	97120000	97130000	chr5	97930000	97940000	155.28892636299133	175.950322707494
chr5	124430000	124440000	chr5	124860000	124870000	114.18525863687194	96.39001464843763
chr5	42050000	42060000	chr5	43250000	43260000	140.44101941585532	104.68989324569702
chr5	132110000	132120000	chr5	132540000	132550000	87.77644481261576	108.95342763264973
chr5	84410000	84420000	chr5	84750000	84760000	168.6830496788027	292.7086086273197
chr5	116120000	116130000	chr5	116470000	116480000	127.12577809890126	126.649564305941
chr5	33020000	33030000	chr5	33650000	33660000	55.58922203381857	58.32298791408541
chr5	4960000	4970000	chr5	5750000	5760000	104.68738273779532	109.46786302328098
chr5	116120000	116130000	chr5	117300000	117310000	125.83489682277035	93.04256395498913
chr5	15700000	15710000	chr5	16290000	16300000	194.67652312914535	154.13009589910533
chr5	57710000	57720000	chr5	60600000	60610000	53.372349003950774	70.48623365163802
chr6	118920000	118930000	chr6	119070000	119080000	601.9154726664227	604.0649724006653
chr6	17750000	17760000	chr6	17810000	17820000	1070.5862630208323	1056.186217625934
chr6	124840000	124850000	chr6	124930000	124940000	958.0290637016304	947.975644270579
chr6	118190000	118200000	chr6	118370000	118380000	745.093122959137	896.0396949450178
chr6	38160000	38170000	chr6	38300000	38310000	774.9128265380856	761.3551292419434
chr6	126190000	126200000	chr6	126340000	126350000	567.3087194760643	581.8658269246421
chr6	134510000	134520000	chr6	134560000	134570000	969.339966456097	950.527245839437
chr6	84130000	84140000	chr6	84220000	84230000	450.22675855954463	503.68723932902
chr6	97550000	97560000	chr6	97610000	97620000	472.0653047561643	517.8420265515647
chr6	40140000	40150000	chr6	40230000	40240000	411.443426291148	420.844408671061
chr6	56250000	56260000	chr6	56350000	56360000	535.3309609095253	524.8296945889794
chr6	99900000	99910000	chr6	100140000	100150000	349.1730000178016	371.56401697794564
chr6	135550000	135560000	chr6	135820000	135830000	225.11246013641366	280.125599304835
chr6	50310000	50320000	chr6	50380000	50390000	486.51403951644903	438.545075734456
chr6	106440000	106450000	chr6	106560000	106570000	362.8433671792347	350.73724476496403
chr6	21540000	21550000	chr6	21700000	21710000	358.04350646336866	358.96669928232865
chr6	113440000	113450000	chr6	113600000	113610000	357.77870384852105	355.746511300405
chr6	56150000	56160000	chr6	56470000	56480000	330.0040117899573	302.35601464907336
chr6	103310000	103320000	chr6	103360000	103370000	938.4598863919564	815.1871519088745
chr6	54240000	54250000	chr6	54360000	54370000	408.747699419657	372.6070167223613
chr6	35700000	35710000	chr6	35810000	35820000	321.1375981171927	356.69146203994734
chr6	118640000	118650000	chr6	118980000	118990000	282.0499265988667	224.48839179674766
chr6	61180000	61190000	chr6	61290000	61300000	420.8969599405923	399.838401476542
chr6	34990000	35000000	chr6	35130000	35140000	240.22834412256864	249.12522371610035
chr6	84260000	84270000	chr6	84460000	84470000	225.09877800941467	234.8458105723063
chr6	8090000	8100000	chr6	8180000	8190000	605.935687383016	548.4185865720116
chr6	100280000	100290000	chr6	100640000	100650000	123.01075430711101	144.78930592536935
chr6	77240000	77250000	chr6	77570000	77580000	265.45571259657567	246.29581085840834
chr6	49050000	49060000	chr6	49310000	49320000	313.28157758712763	288.8112423419953
chr6	4740000	4750000	chr6	5110000	5120000	312.62216997146635	273.86729236443836
chr6	42300000	42310000	chr6	42580000	42590000	165.37652601798365	154.24321615695965
chr6	139250000	139260000	chr6	139570000	139580000	119.31269538402562	157.30235958099365
chr6	135440000	135450000	chr6	136170000	136180000	151.51400009791067	176.695613304774
chr6	95090000	95100000	chr6	97100000	97110000	84.6246811747551	94.36172771453853
chr6	73510000	73520000	chr6	77250000	77260000	68.34928905963899	71.82991490761437
chr6	70340000	70350000	chr6	70700000	70710000	95.57551932334916	91.29002084334702
chr6	112490000	112500000	chr6	113000000	113010000	52.69107192754743	52.072250177462905
chr6	21940000	21950000	chr6	22350000	22360000	75.86108167966206	64.2349595030149
chr7	98350000	98360000	chr7	98400000	98410000	1166.9506092071533	1302.3192605972301
chr7	31120000	31130000	chr7	31170000	31180000	835.5559667746226	774.5289602279663
chr7	75250000	75260000	chr7	75300000	75310000	977.8173592885323	858.9989573160807
chr7	63770000	63780000	chr7	63850000	63860000	759.1288290023804	650.7247645060223
chr7	80320000	80330000	chr7	80370000	80380000	983.0754801432277	904.4922208786011
chr7	49490000	49500000	chr7	49550000	49560000	714.0606994628906	780.2046222686766
chr7	79240000	79250000	chr7	79290000	79300000	751.9616921742758	655.8248658180233
chr7	83560000	83570000	chr7	83660000	83670000	376.58222389221197	338.9683799743653
chr7	48950000	48960000	chr7	49110000	49120000	473.7247201601663	390.6138823032377
chr7	125760000	125770000	chr7	125810000	125820000	768.0865303675333	767.9518369038902
chr7	12770000	12780000	chr7	12880000	12890000	367.77630726496403	300.57855939865095
chr7	80020000	80030000	chr7	80110000	80120000	536.4585491816202	486.72062301635737
chr7	56130000	56140000	chr7	56190000	56200000	705.070192972819	687.7346223195394
chr7	97740000	97750000	chr7	97890000	97900000	597.815793355306	602.8737915356954
chr7	127120000	127130000	chr7	127180000	127190000	610.7545105616254	592.4818120002747
chr7	37370000	37380000	chr7	37500000	37510000	314.0599424044293	278.841373840968
chr7	123200000	123210000	chr7	123370000	123380000	301.8961324691773	251.60932604471836
chr7	35040000	35050000	chr7	35120000	35130000	522.6835638682047	526.4442389806113
chr7	123220000	123230000	chr7	123280000	123290000	607.6782967249554	532.455597877502
chr7	3220000	3230000	chr7	3320000	3330000	439.0315402348836	400.72975699106837
chr7	6170000	6180000	chr7	6280000	6290000	278.4922335147857	250.52408003807068
chr7	92230000	92240000	chr7	92460000	92470000	353.91380659739167	286.0809666315717
chr7	99850000	99860000	chr7	99980000	99990000	367.96795916557335	346.7118811607363
chr7	113370000	113380000	chr7	113510000	113520000	336.4649182955423	334.024358431498
chr7	63210000	63220000	chr7	63310000	63320000	269.9116463661193	248.522780895233
chr7	122660000	122670000	chr7	122920000	122930000	190.30126508076967	205.23323472340903
chr7	19500000	19510000	chr7	19710000	19720000	125.55752708514534	110.07602657874433
chr7	7180000	7190000	chr7	7270000	7280000	485.9371814727786	453.316036224365
chr7	19150000	19160000	chr7	19290000	19300000	328.4657411575317	306.55272340774536
chr7	138100000	138110000	chr7	138390000	138400000	117.3188930749892	109.66542589664432
chr7	66680000	66690000	chr7	66830000	66840000	199.66797693570467	212.099820137024
chr7	28050000	28060000	chr7	28290000	28300000	169.44505896170935	171.40829193592103
chr7	57510000	57520000	chr7	57780000	57790000	215.08795106410966	194.31828931967436
chr7	7130000	7140000	chr7	7270000	7280000	410.76047801971436	363.012923558553
