top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr10	79854176	79854693	Hcn2	0.047185	1.301196	101.271887	0.012849	0.003287	0.030240	0.854172	102.576736	0.008327	0.001903	137801.500000	promoter	-0.016945	-0.447024	True	True	True	0.123780	0.686239	341.164065	9	-0.005713	-1.180607	0	3	0.405668	0.354251	False
chr3	89182892	89183443	Hcn3	0.054111	1.043511	21.946091	0.047549	0.013852	0.060463	1.188097	24.019443	0.049464	0.014625	22971.500000	promoter	0.006352	0.144586	True	True	True	-1.020218	0.000002	40.522447	10	-0.000341	0.138999	0	0	0.564145	0.560733	False
chr9	58581456	58582968	Hcn4	0.041388	0.231862	47.762254	0.004854	0.001029	0.107182	0.575328	46.443724	0.012388	0.003144	241199.000000	promoter	0.065794	0.343466	True	True	True	0.028930	0.966173	32.858632	6	0.002412	0.022669	1	3	0.234609	0.249078	False
chr9	76322050	76322550	Hcrtr2	0.038589	0.042745	0.286514	0.149189	0.043992	0.084797	0.158955	0.968491	0.164126	0.051618	1556.000000	genic	0.046208	0.116210	True	True	True	1.292808	0.000024	43.421044	13	-0.002428	0.293593	4	7	0.460006	0.428446	True
chr4	129618800	129619349	Hdac1	0.028951	0.441730	22.339513	0.019773	0.005334	0.039027	0.557277	24.080795	0.023142	0.006464	76361.500000	promoter	0.010076	0.115547	True	True	True	0.005533	0.987885	201.492405	7	0.001818	-0.114109	1	0	0.302297	0.315026	False
chr15	89104119	89104619	Hdac10	0.074074	1.944783	43.798103	0.044403	0.012774	0.091945	2.468519	40.992130	0.060219	0.019100	24331.000000	genic	0.017871	0.523736	True	True	True	0.238266	0.495957	67.318573	11	0.002815	1.109750	3	1	0.469196	0.500162	False
chr6	91160264	91160764	Hdac11	0.168690	3.533076	25.593795	0.138044	0.038303	0.121683	2.302570	16.604574	0.138671	0.038623	3850.000000	genic	-0.047007	-1.230506	True	True	True	-0.777489	0.000000	473.614126	8	-0.004856	-1.584719	1	3	0.420243	0.381392	True
chr10	37907765	37908265	Hdac2	0.020324	0.103649	19.380297	0.005348	0.001151	0.009337	0.049877	21.490850	0.002321	0.000461	933472.000000	intergenic	-0.010987	-0.053772	True	True	True	0.081158	0.633897	524.945290	5	0.000138	0.032358	0	1	0.118454	0.119142	False
chr18	38250004	38250815	Hdac3	0.029451	0.434753	57.636285	0.007543	0.001790	0.042940	0.602167	62.097336	0.009697	0.002376	295393.500000	promoter	0.013489	0.167414	True	True	True	0.124049	0.384494	321.633363	7	-0.001490	-0.359927	1	0	0.289315	0.278882	False
chr1	92180317	92180817	Hdac4	0.406283	6.076966	112.522894	0.054006	0.014517	0.465332	6.709841	115.250377	0.058220	0.016331	15132.000000	genic	0.059049	0.632875	True	True	True	-0.065040	0.817822	2303.143207	2	0.030231	0.642914	1	0	0.425527	0.485990	False
chr11	102218696	102219196	Hdac5	0.055174	1.128536	17.426017	0.064762	0.016775	0.079754	1.616313	23.506712	0.068760	0.018577	11220.000000	genic	0.024580	0.487777	True	True	True	0.102032	0.616900	970.904104	9	0.000783	0.089558	2	1	0.283268	0.290312	False
chrX	7841113	7841857	Hdac6	0.102364	2.849240	104.402156	0.027291	0.007818	0.083938	2.413094	109.382464	0.022061	0.006152	106404.000000	promoter	-0.018426	-0.436146	True	True	True	-0.016437	0.974813	145.298816	9	-0.005201	-0.987229	0	4	0.391975	0.345170	False
chr15	102405560	102406392	Hdac7	0.002094	0.016307	278.435683	0.000059	0.000000	0.107718	0.875572	279.648364	0.003131	0.000548	4561474.000000	promoter	0.105624	0.859265	False	True	True	-0.484423	0.001670	311.506760	13	0.004640	0.670601	3	3	0.527708	0.588032	False
chrX	101332327	101332827	Hdac8	0.003503	0.017452	74.134340	0.000235	0.000000	0.051683	0.314465	76.672900	0.004101	0.000851	1172782.000000	intergenic	0.048180	0.297013	False	True	True	0.050817	0.906913	1171.251068	15	0.004248	0.923700	6	5	0.485917	0.549641	False
chr2	128967013	128967651	Hdc	0.054620	0.167227	61.100107	0.002737	0.000518	0.002409	0.007173	62.040366	0.000116	0.000000	2348033.000000	promoter	-0.052211	-0.160054	True	False	True	0.615692	0.171729	14.291167	18	-0.001293	-0.114997	7	8	0.547682	0.524405	False
chr10	30618103	30618603	Hddc2	0.109159	0.417041	50.148443	0.008316	0.001887	0.138212	0.544910	54.485263	0.010001	0.002289	695029.000000	genic	0.029053	0.127869	True	True	True	0.348460	0.531402	23.895391	11	-0.000551	0.045056	5	4	0.564952	0.558889	False
chr7	80324115	80324704	Hddc3	0.134823	3.036106	54.848122	0.055355	0.016257	0.153264	3.548992	56.676419	0.062618	0.019283	18693.500000	promoter	0.018441	0.512886	True	True	True	-0.338380	0.432580	23.738314	6	0.000093	0.428819	1	0	0.653070	0.653626	False
chr3	88177691	88178191	Hdgf	0.018698	0.446342	63.640243	0.007014	0.001643	0.025341	0.649396	66.304354	0.009794	0.002410	271621.000000	intergenic	0.006643	0.203054	True	True	True	0.070992	0.701446	438.948376	5	0.002168	0.966706	0	0	0.392451	0.403289	False
chr17	57031272	57032148	Hdgfl2	0.024244	0.828346	227.154015	0.003647	0.000762	0.039837	1.414604	220.140973	0.006426	0.001394	952077.000000	promoter	0.015593	0.586258	True	True	True	0.096315	0.719424	329.783927	7	0.004091	1.312384	1	0	0.219966	0.248606	False
chr7	81571015	81572094	Hdgfl3	0.037297	0.281661	34.732297	0.008109	0.001932	0.052225	0.397714	38.380273	0.010362	0.002526	362918.500000	promoter	0.014928	0.116053	True	True	True	-0.118636	0.537441	405.868191	4	0.006405	0.207693	2	0	0.198200	0.223821	False
chr18	77234837	77235337	Hdhd2	0.047483	0.313717	66.466892	0.004720	0.001020	0.029827	0.230543	56.715859	0.004065	0.000841	290996.000000	genic	-0.017656	-0.083174	True	True	True	0.164412	0.192168	496.387749	6	-0.004884	0.035167	1	2	0.233136	0.203829	False
chr4	62502024	62502524	Hdhd3	0.000000	0.000000	0.000000	0.000000	0.000000	0.228992	1.857196	12.441379	0.149276	0.044037	1193.000000	genic	0.228992	1.857196	False	True	True	-0.376503	0.496306	31.465566	9	0.076625	5.593039	9	0	0.000000	0.689622	False
chr6	120539166	120539666	Hdhd5	0.079109	0.736147	5.884221	0.125105	0.041062	0.101232	1.167161	8.116039	0.143809	0.049926	8097.000000	intergenic	0.022123	0.431014	True	True	True	0.134703	0.407292	375.843907	5	0.013184	1.138373	3	0	0.170112	0.236032	False
chr1	93635526	93636026	Hdlbp	0.043763	0.962033	91.940950	0.010464	0.002585	0.050064	1.132800	94.574638	0.011978	0.003039	156961.000000	genic	0.006301	0.170767	True	True	True	0.193264	0.002540	1590.848033	5	-0.000104	0.084609	0	0	0.149577	0.149058	False
chrX	107816023	107816584	Hdx	0.032064	0.053415	14.471078	0.003691	0.000663	0.014263	0.027715	16.188254	0.001712	0.000301	3880775.500000	promoter	-0.017801	-0.025700	True	True	True	0.310863	0.111561	413.274948	5	-0.001838	0.043702	1	2	0.222028	0.212837	False
chr13	12257854	12258363	Heatr1	0.134234	0.941573	47.351727	0.019885	0.005442	0.156054	1.050897	44.739005	0.023490	0.006546	136917.500000	promoter	0.021820	0.109324	True	True	True	-0.022175	0.935563	295.264999	7	0.000647	-0.062197	2	2	0.330868	0.335400	False
chr8	87228692	87229192	Heatr3	0.029596	0.348721	86.869230	0.004014	0.000849	0.011677	0.136324	81.484677	0.001673	0.000313	908912.000000	genic	-0.017919	-0.212397	True	True	True	0.135428	0.320558	462.777131	5	-0.004947	-0.314485	1	2	0.237237	0.212503	False
chr12	55079860	55080511	Heatr5a	0.008794	0.046611	27.736233	0.001681	0.000302	0.029137	0.149487	30.031972	0.004978	0.000926	3108864.500000	promoter	0.020343	0.102876	True	True	True	-0.703407	0.000000	236.873282	14	-0.002509	-0.267898	3	5	0.515713	0.480593	True
chr17	74527844	74528544	Heatr5b	0.069800	0.744016	108.156768	0.006879	0.001227	0.062840	0.661890	109.645403	0.006037	0.001075	4307170.000000	promoter	-0.006960	-0.082126	True	True	True	0.089555	0.526197	561.708194	6	-0.000062	-0.041119	0	0	0.294155	0.293782	False
chr11	83440400	83440900	Heatr6	0.040156	0.245578	23.819120	0.010310	0.002535	0.022808	0.155261	24.185970	0.006419	0.001486	313045.000000	genic	-0.017348	-0.090317	True	True	True	0.071081	0.762642	317.054825	5	0.002107	0.208898	2	1	0.198375	0.208908	False
chr11	83472747	83473335	Heatr9	0.177867	0.610149	47.261925	0.012910	0.002455	0.000000	0.000000	0.000000	0.000000	0.000000	49134.000000	promoter	-0.177867	-0.610149	True	False	True	0.263707	0.512518	49.259878	7	-0.060810	-1.460196	0	7	0.425667	0.000000	False
chr6	135167785	135168285	Hebp1	0.081050	0.302309	9.489161	0.031858	0.008441	0.058660	0.259945	8.939913	0.029077	0.007364	29987.000000	genic	-0.022390	-0.042364	True	True	True	-0.010468	0.988403	41.336023	9	0.000088	0.283704	3	2	0.399440	0.400230	False
chr10	18526485	18526985	Hebp2	0.126704	0.410052	13.089825	0.031326	0.006447	0.101393	0.333613	10.101225	0.033027	0.007152	19341.000000	genic	-0.025311	-0.076439	True	True	True	-0.255247	0.785765	8.611027	10	-0.002773	-0.070550	2	2	0.382949	0.355223	False
chr10	18234748	18235398	Heca	0.069226	0.363312	26.735573	0.013589	0.003442	0.096844	0.488505	27.678672	0.017649	0.004552	287006.000000	promoter	0.027618	0.125193	True	True	True	-0.113047	0.692914	358.513412	6	0.002385	0.018738	3	2	0.262130	0.276442	False
chr12	54656323	54656837	Hectd1	0.063222	0.402104	60.890567	0.006604	0.001250	0.019820	0.138147	63.311236	0.002182	0.000401	2827044.000000	promoter	-0.043402	-0.263957	True	True	True	-0.003906	0.987885	1727.053416	10	0.001062	0.310548	4	1	0.387734	0.398353	False
chr19	38054278	38055260	Hectd2	0.001010	0.006012	32.859268	0.000183	0.000000	0.029153	0.166383	33.134648	0.005021	0.001025	1500131.000000	promoter	0.028143	0.160371	False	True	True	-0.612900	0.000005	372.632210	15	0.006564	0.487912	7	1	0.301106	0.399563	True
chr4	117120420	117120920	Hectd3	0.036733	0.443709	23.070764	0.019233	0.005251	0.053421	0.698126	27.100207	0.025761	0.007279	125354.000000	genic	0.016688	0.254417	True	True	True	-0.021496	0.947319	281.233542	12	0.001889	0.861463	3	1	0.571380	0.594047	False
chr5	121236110	121236610	Hectd4	0.040275	0.493030	5.700339	0.086491	0.028768	0.061826	0.745683	7.940746	0.093906	0.031927	16142.000000	genic	0.021551	0.252653	True	True	True	0.293567	0.000288	5915.543330	10	0.002510	0.235071	2	1	0.374241	0.399337	False
chr13	14612915	14613489	Hecw1	0.113860	0.458148	33.735914	0.013580	0.003372	0.152703	0.732559	35.273215	0.020768	0.005722	89974.000000	promoter	0.038843	0.274411	True	True	True	0.257142	0.045596	1684.225948	6	-0.000033	0.371180	1	3	0.481089	0.480893	False
chr1	54250391	54250932	Hecw2	0.158974	0.691970	28.356299	0.024403	0.006708	0.182688	0.880551	32.258186	0.027297	0.007727	55493.500000	promoter	0.023714	0.188581	True	True	True	0.162028	0.315488	4163.000003	8	0.005567	0.391202	4	2	0.377823	0.422359	False
chr16	33670368	33670868	Heg1	0.360131	3.497291	31.448081	0.111208	0.038805	0.285847	1.736736	17.932414	0.096849	0.032533	13751.000000	intergenic	-0.074284	-1.760555	True	True	True	-1.662620	0.000000	775.307293	8	-0.007179	-2.364507	2	2	0.554425	0.496991	True
chr10	119239805	119240465	Helb	0.095385	0.332459	53.573778	0.006206	0.001356	0.060084	0.237300	58.275962	0.004072	0.000864	872852.000000	promoter	-0.035301	-0.095159	True	True	True	0.018140	0.978505	42.489724	9	0.000144	0.111070	3	3	0.228363	0.229657	False
chr19	38836328	38837336	Hells	0.165120	0.464460	22.754316	0.020412	0.005614	0.134471	0.467129	23.270067	0.020074	0.005504	94082.000000	promoter	-0.030649	0.002669	True	True	True	0.346992	0.157874	74.548954	8	0.002179	0.296703	2	2	0.357265	0.374700	False
chr5	100518058	100518634	Helq	0.094341	0.587091	54.899438	0.010694	0.002654	0.078875	0.538093	58.218992	0.009243	0.002256	280252.000000	promoter	-0.015466	-0.048998	True	True	True	0.093060	0.598521	397.094670	7	-0.003843	0.010730	1	1	0.324333	0.297429	False
chr11	106084046	106084862	Helz	0.074820	0.365553	156.654550	0.002333	0.000456	0.006599	0.028615	152.500015	0.000188	0.000000	1463475.000000	promoter	-0.068221	-0.336938	True	False	True	0.272196	0.000006	2031.208810	9	-0.006555	-0.442430	2	2	0.339486	0.280489	False
chr2	181159770	181160270	Helz2	0.022482	0.159429	9.989491	0.015960	0.004102	0.040294	0.310425	18.120853	0.017131	0.004490	82007.000000	intergenic	0.017812	0.150996	True	True	True	0.397715	0.333204	28.367132	14	0.001418	0.493637	4	3	0.556067	0.575921	False
chr9	107587373	107587891	Hemk1	0.016774	0.403088	76.905397	0.005241	0.001143	0.029299	0.729416	78.320649	0.009313	0.002280	249282.000000	promoter	0.012525	0.326328	True	True	True	-0.126681	0.589805	105.301965	7	-0.000965	0.295503	1	1	0.535853	0.529101	False
chr9	36767429	36768063	Hepacam	0.113518	0.446308	112.018287	0.003984	0.000858	0.029179	0.122630	111.446532	0.001100	0.000154	599604.000000	promoter	-0.084339	-0.323678	True	True	True	0.143187	0.273264	452.863521	7	-0.002257	0.078395	2	2	0.534180	0.518382	False
chr6	3512544	3513044	Hepacam2	0.108835	0.274817	5.003298	0.054927	0.014618	0.058932	0.147221	3.050088	0.048268	0.011733	14496.000000	genic	-0.049903	-0.127596	True	True	True	-0.266073	0.873451	3.350327	9	-0.006191	-0.148965	2	2	0.362621	0.306903	False
chrX	94541893	94542462	Heph	0.000000	0.000000	0.000000	0.000000	0.000000	0.170179	0.104010	52.736722	0.001972	0.000373	1913180.500000	promoter	0.170179	0.104010	False	True	True	0.427444	0.416331	19.837900	10	0.065135	0.398090	10	0	0.000000	0.651349	False
chr9	66322252	66322752	Herc1	0.254527	2.679095	54.920819	0.048781	0.014864	0.195569	1.786438	40.431194	0.044185	0.013064	27947.000000	intergenic	-0.058958	-0.892657	True	True	True	0.027160	0.873532	4197.326318	9	-0.007532	-1.355734	0	2	0.529441	0.461657	False
chr7	56055267	56055767	Herc2	0.013674	0.237135	1.445397	0.164062	0.053064	0.023964	0.401725	2.563652	0.156700	0.049341	5322.000000	genic	0.010290	0.164590	True	True	True	0.399815	0.000089	3334.639250	3	0.001631	0.048725	1	0	0.057631	0.062524	False
chr6	59426044	59426618	Herc3	0.063721	0.310401	52.453381	0.005918	0.001330	0.025681	0.125367	32.665741	0.003838	0.000822	594867.000000	promoter	-0.038040	-0.185034	True	True	True	0.121803	0.373672	2171.126383	15	-0.002464	-0.174249	3	4	0.589952	0.552992	False
chr10	62650968	62651529	Herc4	0.034252	0.311610	77.516912	0.004020	0.000867	0.066084	0.614678	79.591519	0.007723	0.001772	592560.500000	promoter	0.031832	0.303068	True	True	True	0.171249	0.102389	537.309480	11	-0.001599	-0.086873	2	3	0.375973	0.358389	False
chr6	57702886	57703386	Herc6	0.060294	0.134060	44.195801	0.003033	0.000201	0.165174	0.370356	46.290343	0.008001	0.001750	122137.000000	promoter	0.104880	0.236296	True	True	True	0.557115	0.523725	7.036738	10	-0.004096	-0.078003	2	4	0.737689	0.696728	False
chr8	91133888	91134388	Herpud1	0.036156	0.486562	109.649204	0.004437	0.000819	0.000657	0.009566	115.504551	0.000083	0.000000	3252299.000000	genic	-0.035499	-0.476996	True	False	True	0.248630	0.091624	212.841802	5	-0.004582	-0.115003	1	2	0.199343	0.176432	False
chr9	25251984	25252688	Herpud2	0.189140	1.934769	57.208652	0.033820	0.009932	0.260212	2.453752	58.871956	0.041679	0.012457	100516.000000	promoter	0.071072	0.518983	True	True	True	-0.101417	0.568076	486.734956	5	0.011074	0.289943	1	1	0.290416	0.345786	False
chr16	31200973	31201495	Hes1	0.010529	0.051247	66.111957	0.000775	0.000118	0.043077	0.199315	66.650557	0.002990	0.000607	1136851.000000	promoter	0.032548	0.148068	True	True	True	-0.728100	0.212004	10.258274	9	-0.001728	-0.183418	1	2	0.463917	0.448367	False
chr4	152296976	152297484	Hes3	0.301814	6.339851	38.807633	0.163366	0.053688	0.326037	6.710899	40.694133	0.164911	0.054463	5568.000000	promoter	0.024223	0.371048	True	True	True	-0.026499	0.973491	64.282983	8	0.001960	0.083842	1	1	0.565250	0.580926	False
chr1	91413021	91413521	Hes6	0.245011	3.625883	18.435230	0.196682	0.068238	0.302475	4.558478	22.827454	0.199693	0.069775	767.000000	genic	0.057464	0.932595	True	True	True	-0.277205	0.703968	13.903069	9	0.002273	0.478563	2	3	0.626734	0.647187	False
chr9	59486368	59487055	Hexa	0.144243	1.931486	48.531993	0.039798	0.012124	0.159950	2.081933	48.954788	0.042528	0.013093	52827.500000	promoter	0.015707	0.150447	True	True	True	-0.113359	0.567288	231.907758	9	0.004080	0.277515	1	0	0.535484	0.572205	False
chr13	92354475	92355253	Hexb	0.020467	0.093586	73.039601	0.001281	0.000217	0.000838	0.003966	72.010122	0.000055	0.000000	4843493.000000	promoter	-0.019629	-0.089620	True	False	True	-0.120835	0.679681	100.488081	8	0.002431	0.129514	2	2	0.237119	0.256564	False
chr11	103102723	103103223	Hexim1	0.101629	3.814151	58.688260	0.064990	0.018349	0.087614	3.296089	54.743820	0.060209	0.016249	13257.000000	genic	-0.014015	-0.518062	True	True	True	-0.057037	0.847166	283.334081	7	-0.001438	-0.337916	0	1	0.450302	0.440239	False
chr11	103102723	103103223	Hexim2	0.076144	2.689333	58.688260	0.045824	0.013816	0.059395	2.033745	54.743820	0.037150	0.010447	29455.000000	genic	-0.016749	-0.655588	True	True	True	-0.152700	0.788084	65.848232	8	0.001321	-0.207513	1	1	0.528343	0.538911	False
chr3	8923348	8924168	Hey1	0.135990	2.057788	49.746468	0.041366	0.011194	0.101963	1.577684	50.365892	0.031324	0.008402	256502.000000	promoter	-0.034027	-0.480104	True	True	True	-0.010407	0.983903	112.462471	8	-0.003352	-0.167860	2	3	0.724130	0.697316	False
chr10	34019374	34019980	Hey2	0.008594	0.068276	58.718195	0.001163	0.000203	0.025046	0.222409	59.152424	0.003760	0.000693	3176876.000000	promoter	0.016452	0.154133	True	True	True	0.101661	0.862505	39.803694	8	-0.003981	0.034599	1	2	0.339487	0.307639	False
chr4	123249132	123249632	Heyl	0.232659	1.055693	16.861543	0.062610	0.018484	0.174446	0.703641	10.789248	0.065217	0.019598	15827.000000	genic	-0.058213	-0.352052	True	True	True	-0.043173	0.979479	6.922634	8	-0.000566	-0.277513	3	2	0.514478	0.509954	False
chr13	23739581	23740081	Hfe	0.073454	0.618311	15.454632	0.040008	0.011519	0.109438	0.963506	21.188470	0.045473	0.013646	28977.000000	genic	0.035984	0.345195	True	True	True	0.003057	0.998482	9.645431	12	0.002054	0.437383	3	2	0.570204	0.594856	False
chr5	110770467	110771057	Hfm1	0.001809	0.007735	110.850851	0.000070	0.000000	0.044564	0.158910	109.071320	0.001457	0.000254	3844441.000000	promoter	0.042755	0.151175	False	True	True	-0.332176	0.496643	32.736670	10	0.002754	-0.146763	4	4	0.344650	0.372191	False
chr15	76373215	76373715	Hgh1	0.094428	2.848733	15.343448	0.185664	0.062613	0.057762	1.612971	9.347468	0.172557	0.055922	4568.000000	genic	-0.036666	-1.235762	True	True	True	-0.349501	0.227723	41.877072	10	-0.003153	-2.279763	1	1	0.623615	0.592087	False
chr11	120086138	120087108	Hgs	0.026856	0.643249	71.713941	0.008970	0.002152	0.014449	0.326804	74.985711	0.004358	0.000946	381011.000000	promoter	-0.012407	-0.316445	True	True	True	0.162815	0.310466	313.002708	7	-0.002523	-0.714775	1	3	0.236529	0.218869	False
chr8	25016412	25017462	Hgsnat	0.060665	0.643704	67.899461	0.009480	0.002086	0.042720	0.464106	67.706693	0.006855	0.001490	959816.000000	promoter	-0.017945	-0.179598	True	True	True	0.065584	0.753234	466.381742	9	-0.001501	-0.056244	0	1	0.357654	0.344143	False
chr1	191397166	191397666	Hhat	0.043129	0.248154	64.204717	0.003865	0.000787	0.010223	0.063308	57.785143	0.001096	0.000192	1373807.000000	genic	-0.032906	-0.184846	True	True	True	-0.126871	0.666657	139.455043	10	-0.002282	0.017977	2	3	0.362980	0.340161	False
chr9	121791164	121791664	Hhatl	0.075976	0.506847	2.989150	0.169562	0.054393	0.097575	0.737525	4.141283	0.178091	0.058747	1093.000000	genic	0.021599	0.230678	True	True	True	0.126191	0.814918	40.843006	11	0.000211	0.483562	3	4	0.525204	0.527521	False
chr19	41801797	41802308	Hhex	0.063690	0.104314	41.963560	0.002486	0.000436	0.001542	0.002545	41.566213	0.000061	0.000000	4367243.500000	promoter	-0.062148	-0.101769	True	False	True	0.541515	0.768051	2.404095	15	-0.002905	-0.064960	6	7	0.525519	0.481951	False
chr8	83594215	83594715	Hhip	0.002504	0.003344	43.999090	0.000076	0.000000	0.034942	0.063447	47.184335	0.001345	0.000235	3536459.000000	genic	0.032438	0.060103	False	True	True	-0.093294	0.852496	65.986203	15	0.000522	0.252352	6	5	0.496007	0.503834	False
chr12	108363869	108364369	Hhipl1	0.090569	1.057611	49.070809	0.021553	0.005746	0.072698	0.828456	38.095423	0.021747	0.005814	57850.000000	intergenic	-0.017871	-0.229155	True	True	True	2.033785	0.162993	1.931487	9	-0.001416	-0.273754	1	2	0.456544	0.443798	False
chr1	183388713	183389230	Hhipl2	0.180217	0.569099	21.090826	0.026983	0.006476	0.135778	0.453587	24.242940	0.018710	0.003260	29242.500000	promoter	-0.044439	-0.115512	True	True	True	0.245355	0.915734	2.681557	9	-0.002801	0.027666	1	2	0.611950	0.586745	False
